name,phone,city,country,sector,employees_count,lead_score,ted_wins,website,call_script_hint
GJEMNES KOMMUNE,71 29 11 11,BATNFJORDSØRA,NO,other,445,90,0,www.gjemnes.kommune.no/,We place qualified workers across multiple sectors
STIFTELSEN METODISTHJEMMET BERGEN,53 03 53 50,BERGEN,NO,other,133,90,0,www.mash.no,We place qualified workers across multiple sectors
OSEN KOMMUNE,72 57 82 00,STEINSDALEN,NO,other,232,90,0,www.osen.kommune.no,We place qualified workers across multiple sectors
ACTIS - RUSFELTETS SAMARBEIDSORGAN,23 21 45 00,OSLO,NO,other,18,90,0,www.actis.no,We place qualified workers across multiple sectors
STORD KOMMUNE,53496600,STORD,NO,other,2517,90,0,www.stord.kommune.no,We place qualified workers across multiple sectors
SKAUN KOMMUNE,72 86 72 00,BØRSA,NO,other,1151,90,0,www.skaun.kommune.no/,We place qualified workers across multiple sectors
GAMVIK KOMMUNE,78 49 63 00,MEHAMN,NO,other,273,90,0,www.gamvik.kommune.no/,We place qualified workers across multiple sectors
MODUM SOKN,32 78 32 30,ÅMOT,NO,other,45,90,0,www.kirken.no/modum,We place qualified workers across multiple sectors
MADLAMARK SOKN,51 84 04 00,HAFRSFJORD,NO,other,18,90,0,www.imarka.no,We place qualified workers across multiple sectors
LUSTER KYRKJELEGE FELLESRÅD,57 68 56 47,GAUPNE,NO,other,17,90,0,www.luster.kyrkja.no/,We place qualified workers across multiple sectors
INCOGNITO KLINIKK STI,22 90 26 60,OSLO,NO,other,34,90,0,www.incognito.no/,We place qualified workers across multiple sectors
GAUTE ELIASSEN,911 21 804,HAMMERFEST,NO,transport,6,90,0,www.facebook.com/gaute.b.eliasse,"We place truck drivers, warehouse staff, logistics workers"
PRESTEBAKKE NATURBARNEHAGE SA,69 19 72 71,KORNSJØ,NO,other,10,90,0,prestebakke.barnehage.no,We place qualified workers across multiple sectors
BRATSETH ENERGY AS,71 21 48 80,STOKKE,NO,trades,88,90,0,www.bratseth.as,We place qualified workers across multiple sectors
OSTERØY KOMMUNE,56 19 21 00,LONEVÅG,NO,other,1289,90,0,www.osteroy.kommune.no,We place qualified workers across multiple sectors
OSLO KOMMUNE FORNEBUBANEN,21 80 21 80,LYSAKER,NO,other,50,90,0,www.oslo.kommune.no/etater-foretak-og-ombud/fornebubanen/,We place qualified workers across multiple sectors
HEGGLANDSDALEN BARNEHAGELAG SA,56309850,OS,NO,other,20,90,0,www.hegglandsdalenbarnehage.no,We place qualified workers across multiple sectors
"PINSEMENIGHETEN BETEL, TRONDHEIM",73 88 34 10,TRONDHEIM,NO,other,35,90,0,www.beteltrondheim.no,We place qualified workers across multiple sectors
IMF SUNNMØRE,70 17 86 70,ÅLESUND,NO,other,9,90,0,www.sim-imf.no,We place qualified workers across multiple sectors
VAALER IDRETTSFORENING,99107780,VÅLER I SOLØR,NO,other,5,90,0,idrett.speaker.no/organisation.asp?id=21823,We place qualified workers across multiple sectors
KYSTNETT AS,75 77 10 40,ULVSVÅG,NO,other,42,90,0,kystnett.no,We place qualified workers across multiple sectors
SUN RESTAURANT AS,23 11 88 00,OSLO,NO,hospitality,130,90,0,www.latter.no,"We place cooks, waiters, hotel staff, housekeeping"
AUTEK AS,32 21 92 00,DRAMMEN,NO,construction,24,90,0,www.autek.no,"We place carpenters, electricians, welders for construction projects"
ALARMSENTRALEN IKS,57 75 14 00,FLORØ,NO,other,24,90,0,www.alarmsentralen.com,We place qualified workers across multiple sectors
SAMI SIIDA AS,78 48 75 95,ALTA,NO,other,37,90,0,www.samisiida.no,We place qualified workers across multiple sectors
ØSTERØY NATURBARNEHAGE SA,33 45 14 45,SANDEFJORD,NO,other,23,90,0,www.naturbarnehage.no,We place qualified workers across multiple sectors
RINGSBY GARTNERI AS,69 22 11 11,RAKKESTAD,NO,other,12,90,0,www.ringsbygartneri.no/,We place qualified workers across multiple sectors
TLV VARMEPUMPER AS,45 63 86 13,SANNIDAL,NO,other,7,90,0,www.tlv.no,We place qualified workers across multiple sectors
GRANITT ENTREPRENØR AS,22 53 54 55,RUD,NO,construction,5,90,0,www.granitt.as,"We place carpenters, electricians, welders for construction projects"
SMEDVIG EIENDOM AS,51 50 96 00,STAVANGER,NO,other,43,90,0,www.smedvig-eiendom.no,We place qualified workers across multiple sectors
HUSFLIDEN AS,35 52 26 88,SKIEN,NO,retail,11,90,0,www.norskflid.no,We place qualified workers across multiple sectors
S ELLINGSEN AS,90 83 36 64,ASKER,NO,retail,5,90,0,www.s-ellingsen.no,We place qualified workers across multiple sectors
BUSKERUD MALERFORRETNING AS,924 02 951,SKOLLENBORG,NO,other,9,90,0,www.buskerudmalerforretning.no,We place qualified workers across multiple sectors
JANSEN OG WILLUMSEN SERVICES AS,51 64 05 80,SANDNES,NO,other,38,90,0,www.jws.no,We place qualified workers across multiple sectors
INGENIØRSERVICE AS,33 37 81 50,SEM,NO,other,28,90,0,www.ingserv.no,We place qualified workers across multiple sectors
LØRENSKOG FRISKOLE,67 92 23 00,LØRENSKOG,NO,other,44,90,0,www.lorenskogfriskole.no,We place qualified workers across multiple sectors
GULVDEAL AS,406 41 010,NOTODDEN,NO,retail,5,90,0,www.gulvdeal.no,We place qualified workers across multiple sectors
CONTRACT DESIGN (NORTHERN) LIMITED,0044191232273,WIGAN WN3 6GL ENGLAND,NO,other,9,90,0,www.thecdgroup.co.uk,We place qualified workers across multiple sectors
ROV AS,941 09 415,RONG,NO,other,13,90,0,rovas.no,We place qualified workers across multiple sectors
ELIVERY SPORT AS,96 01 00 01,KRISTIANSAND S,NO,retail,22,90,0,www.macron.no,We place qualified workers across multiple sectors
PROCORP AS,22 47 88 20,OSLO,NO,other,6,90,0,www.procorp.no,We place qualified workers across multiple sectors
FORFATTERNE BAK AS,951 40 107,OSLO,NO,other,6,90,0,forfatternebak.no,We place qualified workers across multiple sectors
FLYTTEFOTEN AS,80 03 59 88,OSLO,NO,transport,26,90,0,www.flyttefoten.no,"We place truck drivers, warehouse staff, logistics workers"
KICK - BYENS BESTE AS,912 44 444,ARENDAL,NO,other,12,90,0,www.kicktrening.no,We place qualified workers across multiple sectors
AASEN BIL AS,63 95 99 00,MINNESUND,NO,retail,21,90,0,www.aasen-bil.no,We place qualified workers across multiple sectors
HARSTAD MASKIN AS,480 57 777,HARSTAD,NO,other,59,90,0,www.harmas.no,We place qualified workers across multiple sectors
FOUR SEASON SPA AS,968 16 012,SANDNES,NO,other,7,90,0,www.fourseasonspa.no,We place qualified workers across multiple sectors
Robertson Nordisk A/S,73 53 92 20,TILLER,NO,construction,6,90,0,www.robertson.no,"We place carpenters, electricians, welders for construction projects"
JONN SKAAR SERVICE AS,91 14 40 33,HØNEFOSS,NO,other,17,90,0,www.jsservice.no,We place qualified workers across multiple sectors
Aktieselskabet Saudefaldene,52 78 80 00,SAUDA,NO,other,38,90,0,www.aenergi.no,We place qualified workers across multiple sectors
FRONT LEADERSHIP AS,907 82 554,OSLO,NO,other,14,90,0,www.frontleadership.com,We place qualified workers across multiple sectors
CRAIG ALIBONE CHOCOLATE AS,902 54 710,BODØ,NO,other,14,90,0,craigalibone.com,We place qualified workers across multiple sectors
FÆRDER NASJONALPARKSENTER IKS,33 50 76 00,TJØME,NO,other,8,90,0,www.ferdernasjonalpark.no,We place qualified workers across multiple sectors
PROPANEKSPERTEN AS,90 08 59 77,OSLO,NO,retail,14,90,0,propaneksperten.no,We place qualified workers across multiple sectors
ST. PAUL GYMNAS,55 62 80 40,BERGEN,NO,it,123,90,0,www.stpaulgymnas.no,"We place software developers, IT support, system admins"
VILLA VILLEKULLA BARNEHAGE SANDEFJORD AS,95 07 78 38,SANDEFJORD,NO,other,13,90,0,villavillekulla.no,We place qualified workers across multiple sectors
DIHAMM AS,41 23 83 12,ÅL,NO,other,8,90,0,www.dihamm.no,We place qualified workers across multiple sectors
EVENRUD TRANSPORT AS,481 08 353,TANGEN,NO,transport,9,90,0,www.facebook.com/evenrudtransport,"We place truck drivers, warehouse staff, logistics workers"
SIKA NORGE AS,67 06 79 00,SKJETTEN,NO,retail,49,90,0,www.sika.no,We place qualified workers across multiple sectors
NORSKE BACKER AS,62 82 88 28,KONGSVINGER,NO,other,54,90,0,www.norskebacker.no,We place qualified workers across multiple sectors
ROSMEK AS,67 07 09 93,HAGAN,NO,other,16,90,0,rosmek.no,We place qualified workers across multiple sectors
MARINE PARTS & PROPULSION AS,56 12 30 90,SØREIDGREND,NO,construction,22,90,0,www.mpnp.no,"We place carpenters, electricians, welders for construction projects"
ZEN FINANS AS,40 00 19 56,OSLO,NO,other,22,90,0,www.zenfinans.no,We place qualified workers across multiple sectors
REN & FIN AS,462 68 507,SKEDSMOKORSET,NO,other,5,90,0,www.renogfin.no,We place qualified workers across multiple sectors
BUTIKKDRIFT SAMIM KOHDAMANI,462 22 201,SARPSBORG,NO,retail,6,90,0,www.narvesen.no,We place qualified workers across multiple sectors
ROSENBORG MURHÅNDTVERK AS,938 13 991,TRONDHEIM,NO,construction,5,90,0,Murhandtverk.no,"We place carpenters, electricians, welders for construction projects"
EINARSEN TAKFORNYING AS,468 41 391,TRONDHEIM,NO,other,6,90,0,etak.no,We place qualified workers across multiple sectors
FITJAR SMÅBÅT AS,94430500,FITJAR,NO,other,10,90,0,fitjarbaat.no,We place qualified workers across multiple sectors
KERA DENTAL AS,96 84 01 04,OSLO,NO,other,9,90,0,www.keradental.no,We place qualified workers across multiple sectors
MTS TAVLER & AUTOMASJON AS,468 84 444,HEIMDAL,NO,other,18,90,0,www.mtstevler.no,We place qualified workers across multiple sectors
PLAN-EVO AS Sjøvegan,77 17 25 50,SJØVEGAN,NO,construction,6,90,0,www.olanevo.com,"We place carpenters, electricians, welders for construction projects"
SHR DESIGN AS,986 20 322,OS,NO,other,8,90,0,www.behance.net/siljeshrdesign,We place qualified workers across multiple sectors
KVENNA AS,70 10 11 00,ÅLESUND,NO,other,44,90,0,www.kvenna.no,We place qualified workers across multiple sectors
BUTIKKDRIFT SHIR SHAH AS,46 88 24 43,BERGEN,NO,retail,7,90,0,www.7-eleven.no,We place qualified workers across multiple sectors
NORGES NATURVERNFORBUND,23 10 96 10,OSLO,NO,other,47,90,0,www.naturvernforbundet.no,We place qualified workers across multiple sectors
TOLGA KOMMUNE,62496500,TOLGA,NO,other,285,90,0,www.tolga.kommune.no/,We place qualified workers across multiple sectors
TOR SEVALDSEN KONDITORI AS,71 56 59 30,KRISTIANSUND N,NO,retail,27,90,0,www.sevaldsen.no,We place qualified workers across multiple sectors
OSLO FOLKEHØGSKOLE RØNNINGEN,21 02 36 00,OSLO,NO,other,55,90,0,www.ronningen.fhs.no,We place qualified workers across multiple sectors
NÆRINGSFORENINGEN HAUGALANDET,52 01 08 40,HAUGESUND,NO,other,6,90,0,www.nforeningen.no,We place qualified workers across multiple sectors
NORSK FJORDHESTSENTER AS,57 88 48 00,NORDFJORDEID,NO,other,12,90,0,www.norsk-fjordhestsenter.no,We place qualified workers across multiple sectors
SMÅBARNSFORELDRENES BARNEHAGE FØRDE SA,57 82 04 22,FØRDE,NO,other,34,90,0,www.prestebakken.no,We place qualified workers across multiple sectors
BRA-PRO LURØY KOMMUNALE VTA AS,75 09 32 90,ALDERSUNDET,NO,other,29,90,0,www.brapro.no,We place qualified workers across multiple sectors
REMONTÉR ATTFØRING AS,66 91 19 00,NESODDEN,NO,other,41,90,0,www.remonter.no,We place qualified workers across multiple sectors
H. HOEL SJØTRANSPORT AS,77 74 73 26,HANSNES,NO,transport,9,90,0,www.oyskyss.no,"We place truck drivers, warehouse staff, logistics workers"
VEF ENTREPRENØR AS,38 15 44 30,VENNESLA,NO,construction,91,90,0,www.vef.no,"We place carpenters, electricians, welders for construction projects"
STRØMMES24 AS,38 12 01 00,KRISTIANSAND S,NO,retail,87,90,0,www.strommes24.no,We place qualified workers across multiple sectors
CARTAGENA AS,24 13 41 20,OSLO,NO,other,15,90,0,www.cartagena.no,We place qualified workers across multiple sectors
HELSEREISER AS,23 00 12 60,OSLO,NO,other,5,90,0,www.helsereiser.no,We place qualified workers across multiple sectors
NORGES TOPPIDRETTSGYMNAS STIFTELSEN,67 10 15 60,BEKKESTUA,NO,it,12,90,0,www.ntg.no,"We place software developers, IT support, system admins"
NORGES TENNIS- OG PADELFORBUND,22 72 70 00,OSLO,NO,other,15,90,0,www.tennis.no,We place qualified workers across multiple sectors
UNIKA AS,71 51 34 88,AVERØY,NO,other,8,90,0,unika.no,We place qualified workers across multiple sectors
KAFFEBRENNERIET AS,22 46 13 90,OSLO,NO,hospitality,530,90,0,www.kaffebrenneriet.no,"We place cooks, waiters, hotel staff, housekeeping"
NORGES KFUK KFUM SPEIDERE,22 99 15 50,OSLO,NO,other,27,90,0,www.kmspeider.no,We place qualified workers across multiple sectors
IK BYGG AS,991 02 025,ÅRNES,NO,construction,13,90,0,www.ikbygg.com,"We place carpenters, electricians, welders for construction projects"
HORTENS TURNFORENING,984 20 251,HORTEN,NO,other,17,90,0,www.hortensturnforening.no,We place qualified workers across multiple sectors
HVITE BUSSER STI,35 93 31 10,PORSGRUNN,NO,other,36,90,0,www.hvitebusser.no,We place qualified workers across multiple sectors
DYREBESKYTTELSEN BERGEN,55 56 09 60,BERGEN,NO,other,5,90,0,www.dyrebeskyttelsen-bergen.no,We place qualified workers across multiple sectors
GUARD SPORTSKLUBBEN,91304050,ÅLESUND,NO,other,5,90,0,www.skguard.no,We place qualified workers across multiple sectors
NARVIK TAXISENTRAL SA,454 00 191,NARVIK,NO,transport,18,90,0,www.narviktaxi.no,"We place truck drivers, warehouse staff, logistics workers"
FOLK OG FORSVAR,22 98 83 60,OSLO,NO,other,8,90,0,www.folkogforsvar.no,We place qualified workers across multiple sectors
STIFTELSEN VESLEFRIKK BARNEHAGE,989 03 773,SLEPENDEN,NO,other,15,90,0,www.veslefrikkbarnehage.no,We place qualified workers across multiple sectors
EL-TILSYNET AS,67 18 02 22,VØYENENGA,NO,other,32,90,0,www.eltilsynet.no,We place qualified workers across multiple sectors
MAURTUA BARNEHAGE SA,38 05 64 90,KRISTIANSAND S,NO,other,48,90,0,maurtuabarnehage.no,We place qualified workers across multiple sectors
RUDOLF STEINERSKOLEN LØRENSKOG STI,67 91 40 00,RASTA,NO,other,63,90,0,www.rsil.no,We place qualified workers across multiple sectors
VESTLAND HØGRE,930 54 555,BERGEN,NO,other,5,90,0,hoyre.no/vestland/,We place qualified workers across multiple sectors
VINTERLANDBRUKSSKULEN PÅ JÆREN STI,51 22 74 50,KLEPP STASJON,NO,it,7,90,0,www.vlj.no,"We place software developers, IT support, system admins"
MARK IT AS,31 29 27 00,TOFTE,NO,retail,6,90,0,www.markit.no,We place qualified workers across multiple sectors
REIULF RAMSTAD ARKITEKTER AS,22 80 84 80,OSLO,NO,other,19,90,0,www.ramstadarkitekter.no,We place qualified workers across multiple sectors
HYTECH ENGINEERING & SERVICES AS,51 71 54 40,KLEPP STASJON,NO,other,16,90,0,www.hytech.no,We place qualified workers across multiple sectors
NORGES VOLLEYBALLFORBUND,21 02 90 00,OSLO,NO,other,19,90,0,www.volleyball.no,We place qualified workers across multiple sectors
OPTIMAS ORGANISASJONSPSYKOLOGENE AS,55 39 06 59,ULSET,NO,other,5,90,0,www.optimas.no,We place qualified workers across multiple sectors
JORDBÆRPIKENE DRIFT AS,73 80 79 90,TRONDHEIM,NO,other,6,90,0,www.choco.no,We place qualified workers across multiple sectors
KNOWIT SOLUTIONS DATA & TECH AS,23 36 34 00,OSLO,NO,other,254,90,0,www.knowit.no,We place qualified workers across multiple sectors
HOTEL ARCTICUS AS,77 04 08 00,HARSTAD,NO,hospitality,40,90,0,www.nordicchoicehotels.no,"We place cooks, waiters, hotel staff, housekeeping"
SVINNDAL GJERDE OG SVEISEVERKSTED AS,69 28 71 71,VÅLER I ØSTFOLD,NO,other,15,90,0,www.svinndalgjerde.no,We place qualified workers across multiple sectors
NOK.AGDER STI,38 07 11 11,KRISTIANSAND S,NO,other,10,90,0,www.nokagder.no,We place qualified workers across multiple sectors
STANGE SPORTSKLUBB,905 09 999,STANGE,NO,other,6,90,0,www.stangesportsklubb.no,We place qualified workers across multiple sectors
TECA AS,53 40 99 00,BREMNES,NO,trades,261,90,0,www.teca.no,We place qualified workers across multiple sectors
BOLIGINNREDERNE AS,92238029,OSLO,NO,other,5,90,0,www.boliginnrederne.no,We place qualified workers across multiple sectors
RÅDGIVNING OM SPISEFORSTYRRELSER,55 32 62 60,BERGEN,NO,other,55,90,0,www.nettros.no,We place qualified workers across multiple sectors
ALF BIRGER TALLAKSEN AS,37 00 44 30,ARENDAL,NO,transport,42,90,0,www.abtallaksen.no,"We place truck drivers, warehouse staff, logistics workers"
STIFTELSEN PÅRØRENDESENTERET,51 53 11 11,STAVANGER,NO,other,16,90,0,www.parorendesenteret.no,We place qualified workers across multiple sectors
GIMPVILLE AS,22 33 71 72,OSLO,NO,it,36,90,0,www.gimpville.com,"We place software developers, IT support, system admins"
BOMEKAN AS,984 22 491,HOF,NO,other,46,90,0,www.bomekan.no,We place qualified workers across multiple sectors
BOSTON GROUP AS,37 05 67 00,KRISTIANSAND S,NO,retail,6,90,0,www.boston.no,We place qualified workers across multiple sectors
DORA 1 BOWLING & BILJARD AS,73 53 22 60,TRONDHEIM,NO,other,16,90,0,dora1.no,We place qualified workers across multiple sectors
VARNISH SOFTWARE AS,21 98 92 60,OSLO,NO,other,11,90,0,www.varnish-software.com,We place qualified workers across multiple sectors
VOSS FALLSKJERMKLUBB,56 51 10 00,VOSS,NO,other,5,90,0,www.skydivevoss.no,We place qualified workers across multiple sectors
HYDRATEAM AS,22 03 19 65,LYSAKER,NO,other,5,90,0,www.hydrateam.no,We place qualified workers across multiple sectors
SANDEFJORD TRANSPORT AS,911 91 010,STOKKE,NO,transport,8,90,0,www.sktas.no,"We place truck drivers, warehouse staff, logistics workers"
EMINENT EIENDOMSMEGLING LILLEHAMMER AS,61 26 63 60,LILLEHAMMER,NO,other,14,90,0,www.privatmegleren.no/lillehammer,We place qualified workers across multiple sectors
ROCK POCKET AS,908 87 997,TØNSBERG,NO,it,7,90,0,www.rockpocket.games,"We place software developers, IT support, system admins"
FITNESSXPRESS AS,22 44 45 55,OSLO,NO,other,6,90,0,www.fxp.no,We place qualified workers across multiple sectors
BREIDABLIKK TERRASSE BORETTSLAG,22 86 55 00,HAMAR,NO,other,6,90,0,vibbo.no,We place qualified workers across multiple sectors
EVENTYRÅSEN BARNEHAGE AS,95251787,SKREIA,NO,other,35,90,0,www.eventyraasen.barnehage.no,We place qualified workers across multiple sectors
MANDARINEN OSLO AS,55 10 84 00,LANGHUS,NO,retail,11,90,0,www.mandarinen.no,We place qualified workers across multiple sectors
DRIG AS,414 79 286,SANDEFJORD,NO,other,16,90,0,www.drig.no,We place qualified workers across multiple sectors
FLASH STUDIO AS,908 91 863,SANDVIKA,NO,other,6,90,0,www.flashstudio.no,We place qualified workers across multiple sectors
AUTHENTIC SCANDINAVIA AS,22 94 13 70,OSLO,NO,other,8,90,0,www.authentic-scandinavia.com,We place qualified workers across multiple sectors
HAUGSLAND AS,476 17 777,SANDNES,NO,other,21,90,0,www.haugsland.no,We place qualified workers across multiple sectors
