locality_slug,county_slug,locality_name,county_name,primar,url
movila-banului,buzau,Movila Banului,Buzau,Dorin-Romică Moise,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/movila-banului/
murgesti,buzau,Murgesti,Buzau,Ionel-Edgar Negraru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/murgesti/
naeni,buzau,Naeni,Buzau,Marius Zecheru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/naeni/
nehoiu,buzau,Nehoiu,Buzau,Ionuţ Milea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/nehoiu/
odaile,buzau,Odaile,Buzau,Tache-Cristache Grama,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/odaile/
padina,buzau,Padina,Buzau,Gheorghe Miu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/padina/
panatau,buzau,Panatau,Buzau,Nicolae Stoica,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/panatau/
pardosi,buzau,Pardosi,Buzau,Iulian Preda,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/pardosi/
parscov,buzau,Parscov,Buzau,Daniel Mihai,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/parscov/
patarlagele,buzau,Patarlagele,Buzau,Ion Gherghiceanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/patarlagele/
pietroasele,buzau,Pietroasele,Buzau,Ionel Bănică,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/pietroasele/
podgoria,buzau,Podgoria,Buzau,Marius-Viorel Chiru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/podgoria/
pogoanele,buzau,Pogoanele,Buzau,Florin Dumitraşcu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/pogoanele/
posta-calnau,buzau,Posta Calnau,Buzau,Sorin Munteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/posta-calnau/
puiesti,buzau,Puiesti,Buzau,Rodica Bârlă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/puiesti/
racoviteni,buzau,Racoviteni,Buzau,Vergilius-Luis Manu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/racoviteni/
ramnicelu,buzau,Ramnicelu,Buzau,Fănel Burlacu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/ramnicelu/
ramnicu-sarat,buzau,Ramnicu Sarat,Buzau,Sorin-Valentin Cîrjan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/ramnicu-sarat/
robeasca,buzau,Robeasca,Buzau,Domnica Vlad,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/robeasca/
rusetu,buzau,Rusetu,Buzau,Marius Samoilă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/rusetu/
sageata,buzau,Sageata,Buzau,Sorin Tănase,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/sageata/
sahateni,buzau,Sahateni,Buzau,Marius Alexandru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/sahateni/
sapoca,buzau,Sapoca,Buzau,Laurenţiu-Iulian Manea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/sapoca/
sarulesti,buzau,Sarulesti,Buzau,Nicolae Dinu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/sarulesti/
scortoasa,buzau,Scortoasa,Buzau,Vasile Săcuiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/scortoasa/
scutelnici,buzau,Scutelnici,Buzau,Constantin Rusen,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/scutelnici/
siriu,buzau,Siriu,Buzau,Constantin-Dragoş Voicu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/siriu/
smeeni,buzau,Smeeni,Buzau,Ion Andrei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/smeeni/
stalpu,buzau,Stalpu,Buzau,Stelian Gioabă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/stalpu/
tintesti,buzau,Tintesti,Buzau,Victor Vasile,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/tintesti/
tisau,buzau,Tisau,Buzau,Cristian-Ionel Mihai,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/tisau/
topliceni,buzau,Topliceni,Buzau,Viorel Panţuru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/topliceni/
ulmeni,buzau,Ulmeni,Buzau,Andrei-Valentin Oprina,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/ulmeni/
unguriu,buzau,Unguriu,Buzau,Gheorghiţă Tirizică,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/unguriu/
vadu-pasii,buzau,Vadu Pasii,Buzau,Gheorghe Firon,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/vadu-pasii/
valcelele,buzau,Valcelele,Buzau,Liviu Bărăgan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/valcelele/
valea-ramnicului,buzau,Valea Ramnicului,Buzau,Marian Galbenu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/valea-ramnicului/
valea-salciei,buzau,Valea Salciei,Buzau,Sandu Mircea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/valea-salciei/
vernesti,buzau,Vernesti,Buzau,Daniel Năstase,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/vernesti/
vintila-voda,buzau,Vintila Voda,Buzau,Ion Coman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/vintila-voda/
viperesti,buzau,Viperesti,Buzau,Romi Dedu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/viperesti/
zarnesti,buzau,Zarnesti,Buzau,Sorin Matei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/zarnesti/
ziduri,buzau,Ziduri,Buzau,Viorel Buzea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_buzau/primarie/ziduri/
alexandru-odobescu,calarasi,Alexandru Odobescu,Calarasi,Niculae Eremia,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/alexandru-odobescu/
belciugatele,calarasi,Belciugatele,Calarasi,Ovidiu-Iosif Gurlui,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/belciugatele/
borcea,calarasi,Borcea,Calarasi,Theodor-Aniel Nedelcu-Paţurcă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/borcea/
budesti,calarasi,Budesti,Calarasi,Mihai Ilie,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/budesti/
calarasi,calarasi,Calarasi,Calarasi,Marius-Grigore Dulce,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/calarasi/
cascioarele,calarasi,Cascioarele,Calarasi,Florin Bordei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/cascioarele/
chirnogi,calarasi,Chirnogi,Calarasi,Ion Ştefan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/chirnogi/
chiselet,calarasi,Chiselet,Calarasi,Mihail Penu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/chiselet/
ciocanesti,calarasi,Ciocanesti,Calarasi,Dan Velicu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/ciocanesti/
crivat,calarasi,Crivat,Calarasi,Ion Catană,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/crivat/
curcani,calarasi,Curcani,Calarasi,Aurel-Bogdan Popa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/curcani/
cuza-voda,calarasi,Cuza Voda,Calarasi,Monica-Silvia Ceauşescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/cuza-voda/
dichiseni,calarasi,Dichiseni,Calarasi,Iulian Radu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/dichiseni/
dor-marunt,calarasi,Dor Marunt,Calarasi,Ion Iacomi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/dor-marunt/
dorobantu,calarasi,Dorobantu,Calarasi,Vasile Stoica,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/dorobantu/
dragalina,calarasi,Dragalina,Calarasi,Marian-Gabriel Stanciu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/dragalina/
dragos-voda,calarasi,Dragos Voda,Calarasi,Radu-Aurel Ion,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/dragos-voda/
frasinet,calarasi,Frasinet,Calarasi,Alin-Daniel Ploeşteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/frasinet/
frumusani,calarasi,Frumusani,Calarasi,Costel-Nelu Cristache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/frumusani/
fundeni,calarasi,Fundeni,Calarasi,Gheorghiţă Cărtuşanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/fundeni/
fundulea,calarasi,Fundulea,Calarasi,Dorel Dorobanţu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/fundulea/
galbinasi,calarasi,Galbinasi,Calarasi,Paul Radu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/galbinasi/
gradistea,calarasi,Gradistea,Calarasi,Vasile Matei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/gradistea/
gurbanesti,calarasi,Gurbanesti,Calarasi,Sandu Manea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/gurbanesti/
ileana,calarasi,Ileana,Calarasi,Răzvan Alexandru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/ileana/
independenta,calarasi,Independenta,Calarasi,Gabriel Rădulescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/independenta/
jegalia,calarasi,Jegalia,Calarasi,Aurel Vasile,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/jegalia/
lehliu,calarasi,Lehliu,Calarasi,Ionuţ Stan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/lehliu/
lehliu-gara,calarasi,Lehliu Gara,Calarasi,Iulian Iacomi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/lehliu-gara/
luica,calarasi,Luica,Calarasi,Ion Dobrin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/luica/
lupsanu,calarasi,Lupsanu,Calarasi,Ştefan Câmpulungeanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/lupsanu/
manastirea,calarasi,Manastirea,Calarasi,Marian-Mugurel Iancu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/manastirea/
mitreni,calarasi,Mitreni,Calarasi,Ciprian-Constantin Panait,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/mitreni/
modelu,calarasi,Modelu,Calarasi,Gheorghe Dobre,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/modelu/
nana,calarasi,Nana,Calarasi,Gheorghe Dobre,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/nana/
nicolae-balcescu,calarasi,Nicolae Balcescu,Calarasi,Georgiana Teodorescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/nicolae-balcescu/
oltenita,calarasi,Oltenita,Calarasi,Mihăiţă-Constantin Beştea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/oltenita/
perisoru,calarasi,Perisoru,Calarasi,Ionel-Cătălin Bucur,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/perisoru/
plataresti,calarasi,Plataresti,Calarasi,Sorin-Adrian Ene,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/plataresti/
radovanu,calarasi,Radovanu,Calarasi,Vasilica Dobrescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/radovanu/
roseti,calarasi,Roseti,Calarasi,George Chiriţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/roseti/
sarulesti,calarasi,Sarulesti,Calarasi,Petre-Alexandru Călin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/sarulesti/
sohatu,calarasi,Sohatu,Calarasi,Cătălin Iordache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/sohatu/
soldanu,calarasi,Soldanu,Calarasi,Ion Bucur,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/soldanu/
spantov,calarasi,Spantov,Calarasi,Ioan-Florin Mihalache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/spantov/
stefan-cel-mare,calarasi,Stefan Cel Mare,Calarasi,Nicolae Pandea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/stefan-cel-mare/
stefan-voda,calarasi,Stefan Voda,Calarasi,Ionel Zardova,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/stefan-voda/
tamadau-mare,calarasi,Tamadau Mare,Calarasi,Constantin Chirică,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/tamadau-mare/
ulmeni,calarasi,Ulmeni,Calarasi,Narcis-Niculae Drăgnoi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/ulmeni/
ulmu,calarasi,Ulmu,Calarasi,Ion Negoiţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/ulmu/
unirea,calarasi,Unirea,Calarasi,Ciprian-Andrei Olteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/unirea/
valcelele,calarasi,Valcelele,Calarasi,Ionel Tatu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/valcelele/
valea-argovei,calarasi,Valea Argovei,Calarasi,Costel Boitan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/valea-argovei/
vasilati,calarasi,Vasilati,Calarasi,Cristian Vasile,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/vasilati/
vlad-tepes,calarasi,Vlad Tepes,Calarasi,Marian Iliuţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_calarasi/primarie/vlad-tepes/
anina,caras-severin,Anina,Caras Severin,Gheorghe Românu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/anina/
armenis,caras-severin,Armenis,Caras Severin,Ioan-Cristian Vela,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/armenis/
baile-herculane,caras-severin,Baile Herculane,Caras Severin,Gheorghe Orza,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/baile-herculane/
bania,caras-severin,Bania,Caras Severin,Alexandru-Vichentie Albu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/bania/
bautar,caras-severin,Bautar,Caras Severin,Romeo-Silviu Răduţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/bautar/
berliste,caras-severin,Berliste,Caras Severin,Nicolae-Vasile Orăvicean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/berliste/
berzasca,caras-severin,Berzasca,Caras Severin,Petru-Nicolae Furdui,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/berzasca/
berzovia,caras-severin,Berzovia,Caras Severin,Robert Nosal,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/berzovia/
bocsa,caras-severin,Bocsa,Caras Severin,Patriciu-Mirel Pascu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/bocsa/
bolvasnita,caras-severin,Bolvasnita,Caras Severin,Marius-Maxim-Daniel Măran,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/bolvasnita/
bozovici,caras-severin,Bozovici,Caras Severin,Adrian-Sergiu Stoicu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/bozovici/
brebu,caras-severin,Brebu,Caras Severin,Ion Ţicheriu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/brebu/
brebu-nou,caras-severin,Brebu Nou,Caras Severin,Iosif-Gabriel Bordea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/brebu-nou/
buchin,caras-severin,Buchin,Caras Severin,Gheorghe Coilă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/buchin/
bucosnita,caras-severin,Bucosnita,Caras Severin,Vichente Suru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/bucosnita/
caransebes,caras-severin,Caransebes,Caras Severin,Felix-Cosmin Borcean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/caransebes/
carasova,caras-severin,Carasova,Caras Severin,Ivan Haţegan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/carasova/
carbunari,caras-severin,Carbunari,Caras Severin,Gheorghe Prăsnescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/carbunari/
ciclova-romana,caras-severin,Ciclova Romana,Caras Severin,Mircea-Cătălin Golu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/ciclova-romana/
ciuchici,caras-severin,Ciuchici,Caras Severin,Ion Orbulescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/ciuchici/
ciudanovita,caras-severin,Ciudanovita,Caras Severin,Constantin-Dorian Nebunu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/ciudanovita/
constantin-daicoviciu,caras-severin,Constantin Daicoviciu,Caras Severin,Daniel Boambeş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/constantin-daicoviciu/
copacele,caras-severin,Copacele,Caras Severin,Ion-Ilie Hîrţaucă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/copacele/
cornea,caras-severin,Cornea,Caras Severin,Pavel Martinescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/cornea/
cornereva,caras-severin,Cornereva,Caras Severin,Nicolae Novăcescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/cornereva/
coronini,caras-severin,Coronini,Caras Severin,Ilie Boboescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/coronini/
dalboset,caras-severin,Dalboset,Caras Severin,Florin Curiţa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/dalboset/
doclin,caras-severin,Doclin,Caras Severin,Dănuţ Oană,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/doclin/
dognecea,caras-severin,Dognecea,Caras Severin,Remus Rof,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/dognecea/
domasnea,caras-severin,Domasnea,Caras Severin,Ilie Mănescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/domasnea/
eftimie-murgu,caras-severin,Eftimie Murgu,Caras Severin,Mihai Otiman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/eftimie-murgu/
ezeris,caras-severin,Ezeris,Caras Severin,Ioan Rusu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/ezeris/
farliug,caras-severin,Farliug,Caras Severin,Elena-Adriana Sărăor,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/farliug/
forotic,caras-severin,Forotic,Caras Severin,Alexandru Sporea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/forotic/
garnic,caras-severin,Garnic,Caras Severin,Ion Sporea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/garnic/
glimboca,caras-severin,Glimboca,Caras Severin,Petru-Novac Crîsnic,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/glimboca/
goruia,caras-severin,Goruia,Caras Severin,Ion-Răzvan Văcărescu-Filip,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/goruia/
gradinari,caras-severin,Gradinari,Caras Severin,Ioan Goje,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/gradinari/
iablanita,caras-severin,Iablanita,Caras Severin,Victor Terteleacă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/iablanita/
lapusnicel,caras-severin,Lapusnicel,Caras Severin,Ilie Canea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/lapusnicel/
lapusnicu-mare,caras-severin,Lapusnicu Mare,Caras Severin,Ion Lala,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/lapusnicu-mare/
luncavita,caras-severin,Luncavita,Caras Severin,Nicolae-Ion Velescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/luncavita/
lupac,caras-severin,Lupac,Caras Severin,Marian Lauş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/lupac/
marga,caras-severin,Marga,Caras Severin,Nicolae Beg,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/marga/
maureni,caras-severin,Maureni,Caras Severin,Brian Filimon,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/maureni/
mehadia,caras-severin,Mehadia,Caras Severin,Grigore-Petru Bardac,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_caras-severin/primarie/mehadia/
