winner_name,cui,wins,total_value_ron,distinct_buyers
Da Silva S.R.L.---Lucsor Impex S.R.L.---Stedyan Com S.R.L.,,2,155416.94,2
Da Silva S.R.L.---Olymel Flamingo Food S.R.L.,,2,25161.74,2
DELTALACT S.A.---DINU COMIMPEX---ELCOMER ACHIZITII,,2,324172.55,1
DELTALACT S.A.---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,2,122816.22,2
DIACARN FOOD---MATRA S.R.L.---NED COM,,2,90268.25,1
DIACARN FOOD---MATRA S.R.L.---SC TELDO TRANS SRL,,2,69425.91,1
DIACARN FOOD---OLYMEL FLAMINGO FOOD S.R.L.,,2,204491.76,2
DIACARN FOOD---SALTEMPO---VASCAR S.A.,,2,33713.22,1
DIACARN FOOD---S.C. SALTEMPO S.R.L. S.R.L.,,2,32495.03,1
DINU COMIMPEX---PROVIGO TRADE S.R.L.,,2,116347.19,1
Diplomatic International,,2,3245538.22,1
DISTRACTIV S.R.L.,,2,16802.75,1
DOBROGEA GRUP---DUSENI PAN CTA,,2,116127.85,2
Doiman COM S.R.L.---Euricom Trade S.R.L.---Olymel Flamingo Food S.R.L.,,2,30002.11,1
DOIMAN COM S.R.L.---EURICOM TRADE SRL---OLYMEL FLAMINGO FOOD S.R.L.,,2,17015.05,2
DOIMAN COM S.R.L.---EURICOM TRADE SRL---STEDYAN COM S.R.L.,,2,2872.96,2
DOIMAN COM S.R.L.---EUROGRUP BOGDAN---PRODLACTA SRL---SIGISMUND COM,,2,55656.71,1
DOIMAN COM S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---LACTATE NATURA,,2,27339.68,1
DOIMAN COM S.R.L.---LECONFEX S.R.L.---ROMICS,,2,38304.36,1
DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.,,2,42054.24,2
DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.---SUPER EXTRA PAN S.R.L.---TRANSLIMA,,2,8229.2,1
DOIMAN COM S.R.L.---MATRA S.R.L.---NORDIC IMPEX S.R.L.,,2,297962.18,2
DOIMAN COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,2,2095.28,2
DOIMAN COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SC IRINEL SRL,,2,25980.37,1
DOIMAN COM S.R.L.---PARHAN COM S.R.L.---PRODLACTA SRL---STEDYAN COM S.R.L.,,2,36319.98,1
Doiman Com S.R.L.---Parhan Com S.R.L.---Super Extra Pan S.R.L.---Vitaleand,,2,72187.72,1
DOIMAN COM S.R.L.---PARHAN COM S.R.L.---VITALEAND,,2,13490.98,1
DOIMAN COM S.R.L.---PROVISION RETAIL PROD SRL---VIC PROD S.R.L.,,2,20415.99,1
DOR INVEST,,2,15959.41,1
DYNAMIC BUSINESS SERVICE---LOGISTIC MEDIA POP ART SRL,,2,805316.5,2
DYNAMIC BUSINESS SERVICE---LOGISTIC MEDIA POP ART SRL---STEAUA DE VEST S.R.L.,,2,319197.52,2
EASTERN FOOD BRIDGE S.R.L.,,2,18068.26,1
ECO GARDEN CONSTRUCT SRL,,2,544978.92,2
ELCOMER ACHIZITII---FILVAS SERVCOM---SPICUL 2,,2,163290.54,1
ELCOMER ACHIZITII---GRANBIS---NED COM,,2,35863.05,1
ELCOMER ACHIZITII---SPICUL 2---VANBET SRL,,2,74367.57,1
ELCOMER ACHIZITII---VANBET SRL,,2,100764.27,2
ELLMAR COM---OLYMEL FLAMINGO FOOD S.R.L.---S.C NISARA IMPEX S.R.L,,2,17904.0,2
ELLMAR COM---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,2,42586.84,2
ELLMAR COM---STEDYAN COM S.R.L.,,2,11369.92,2
ELLMAR COM---VANBET SRL,,2,14290.81,2
ELLY FOOD TRADIŢIONAL---GORDON-PROD S.R.L.---ZEC IMPEX,,2,15079.27,1
ELLY FOOD TRADIŢIONAL---LACTATE MAGURA PRODCOM---LECONFEX,,2,86412.68,1
ELLY FOOD TRADIŢIONAL---LECONFEX---PARHAN COM S.R.L.,,2,134958.32,1
ELLY FOOD TRADIŢIONAL---LECONFEX---PICOLACT PRODCOM SRL,,2,26354.11,1
Elstar S.R.L.,,2,265795.36,1
EURICOM TRADE SRL---FALCONS SRL,,2,28425.81,1
EURICOM TRADE SRL---OLYMEL FLAMINGO FOOD S.R.L.,,2,2340.31,2
EURICOM TRADE SRL---RECOLTA NOUĂ COOPERATIVĂ AGRICOLĂ---SADAGRO INTERPROD,,2,365704.78,1
EUROGRUP BOGDAN---NORDIC IMPEX S.R.L.,,2,12472.29,1
EUROGRUP BOGDAN---PARHAN COM S.R.L.---PRODLACTA SRL---STEDYAN COM S.R.L.,,2,1208.95,1
EUROGRUP BOGDAN---S.C. ROMICS S.R.L.,,2,46934.46,2
EXIMAL IMPEX---LECONFEX---Safeway International Impex SRL,,2,2404.6,1
EXIMAL IMPEX---MANDY MAB TRADE SRL---PARHAN COM S.R.L.,,2,3830.23,1
FAGUL IMPEX---G T P D---MATRA S.R.L.,,2,2494483.39,1
FAGUL IMPEX---MATRA S.R.L.,,2,1069706.39,1
FALCONS---NED COM---STEDYAN COM,,2,20976.42,1
FALCONS---PARHAN COM S.R.L.---STEDYAN COM,,2,31201.62,1
FARMEXPERT D.C.I. S.R.L.---MEDIPLUS EXIM,,2,193.46,1
FARTEN FOOD SRL,,2,30742.31,1
FERMADOR,,2,33775.78,1
FILVAS SERVCOM---GEOCOR TRADE IMP-EXP,,2,24444.58,1
FILVAS SERVCOM---LEGUME FRUCTE COM S.R.L.---STEDYAN COM,,2,34112.31,1
FILVAS SERVCOM---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.,,2,13768.9,2
FIVE CONTINENTS S.R.L.---NOVA FOOD SERVICES S.R.L.,,2,140636.64,1
FIVE CONTINENTS S.R.L.---SPICUL 2,,2,357145.44,2
FORTUS S.R.L.---S.C NISARA IMPEX S.R.L,,2,247639.05,1
FRAHER DISTRIBUTION---NED COM,,2,116268.14,1
FRAHER DISTRIBUTION S.R.L.---GEOCOR TRADE IMP-EXP---MIRMAN COMPANY SRL---TRANSLIMA,,2,18317.84,1
FRAHER DISTRIBUTION S.R.L.---MATRA S.R.L.,,2,359318.14,2
FRIGO TEHNICA,,2,3102.64,1
FUNIPAN IMPEX S.R.L.,,2,32885.69,1
GĂISEANU D D ŞTEFAN ÎNTREPRINDERE INDIVIDUALĂ,,2,853.4,2
GARDEN CENTER GRUP S.R.L.,,2,316310.54,1
GELAS MEDIA---MOPAN SUCEAVA,,2,264793.04,1
Geocor Trade Imp-Exp---Granbis---Stedyan Com S.R.L.,,2,24574.73,1
GEOCOR TRADE IMP-EXP---MATRA S.R.L.---PROVIGO TRADE S.R.L.,,2,644.86,1
Geocor Trade Imp-Exp S.R.L.---Joldos Proimpex S.R.L.---Leconfex S.R.L.,,2,61814.43,1
GEOCOR TRADE IMP-EXP S.R.L.---KALMAN DISTRIBUTION S.R.L.---S.C. AMA FRUCT CP S.R.L.---S.C. apex expert S.R.L.---STEDYAN COM S.R.L.,,2,88301.34,2
GEOCOR TRADE IMP-EXP S.R.L.---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,2,51313.03,2
GEOCOR TRADE IMP-EXP S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.,,2,15490.6,2
Geocor Trade Imp-Exp S.R.L.---Matra S.R.L.---S.C. Nisara Impex S.R.L.,,2,36743.72,1
GEOCOR TRADE IMP-EXP S.R.L.---S.C. AMA FRUCT CP S.R.L.---S.C. apex expert S.R.L.---STEDYAN COM S.R.L.,,2,17243.52,2
GEOCOR TRADE IMP-EXP S.R.L.---STEDYAN COM S.R.L.,,2,14199.51,2
GETYNIC COM SRL---S.C NISARA IMPEX S.R.L,,2,221807.9,1
GIGI & CO S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SABY MIRIFIC SRL---SC CALIFARUL NEGRU SRL---SC REAL BIALOREX SRL,,2,157387.09,1
GRAIN EXPRESS S.R.L.---METITEX AGRO FOOD---SADAGRO INTERPROD,,2,373329.55,1
Granbis---Metrans---Ned Com,,2,24420.84,2
GRANBIS---METRANS S.R.L.---STEDYAN COM S.R.L.,,2,36410.34,2
GRANBIS---OLYMEL FLAMINGO FOOD S.R.L.,,2,75525.14,2
GRANBIS---S.C. AMA FRUCT CP S.R.L.---S.C. ANM HOLDERS SRL,,2,29614.32,1
GRANBIS S.R.L---METRANS S.R.L.---NED COM---OLYMEL FLAMINGO FOOD S.R.L.,,2,99044.3,1
GRANBIS S.R.L---NED COM---OLYMEL FLAMINGO FOOD S.R.L.,,2,3302.24,1
GREWE---S.C. AZTEC COMIMPEX S.R.L.,,2,108110.43,2
GROS METAL S.R.L.,,2,347150.26,1
GYMYS---VEL PITAR,,2,31363.47,2
HARPEK---LEGUME FRUCTE COM S.R.L.,,2,138886.6,2
HARPEK---NORDIC IMPEX S.R.L.,,2,33871.79,1
HARPEK---S.C. AMA FRUCT CP S.R.L.,,2,10733.11,1
HARPEK---S.C NISARA IMPEX S.R.L,,2,100701.1,1
HARPEK---SELGROS CASH&CARRY SRL,,2,16356.8,1
HARPEK---SIGISMUND COM,,2,31117.56,1
Homarvic,,2,17764.25,1
Inter David S.R.L.---S.C. apex expert S.R.L.,,2,5971.32,1
IUL&MAR FOREST,,2,142265.57,1
JOLDOS PROIMPEX S.R.L.---LECONFEX S.R.L.---TRANSEURO,,2,47288.71,2
JOLDOS PROIMPEX S.R.L.---SIGISMUND COM,,2,203811.26,1
JOSI LOGISTIC SRL,,2,174294.81,1
Kalman Distribution S.R.L.---Ovisim Impex S.R.L.,,2,30692.9,1
KONSTA SPLENDID S.R.L.,,2,1054.26,2
KROGOLD INDUSTRIES SRL,,2,146.29,2
LACTATE MAGURA PRODCOM---LECONFEX---SIMULTAN S.R.L.,,2,60254.8,1
LACTATE NATURA---LEGUME FRUCTE COM S.R.L.---VANBET SRL,,2,13725.48,1
LECONFEX---MANDY MAB TRADE SRL---PARHAN COM S.R.L.,,2,912.54,1
LECONFEX---OLYMEL FLAMINGO FOOD S.R.L.---SIGISMUND COM,,2,1445.41,1
LECONFEX---PARHAN COM S.R.L.---SIGISMUND COM---STEDYAN COM,,2,51418.78,1
LECONFEX S.R.L.---METRO CASH & CARRY ROMANIA---PARHAN COM S.R.L.,,2,3970.66,1
LECONFEX S.R.L.---NED COM---PARHAN COM S.R.L.,,2,3905.32,1
LECONFEX S.R.L.---NORDIC IMPEX S.R.L.,,2,34562.64,1
LECONFEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.,,2,3214.46,1
LECONFEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,2,2154.88,1
LECONFEX S.R.L.---PARHAN COM S.R.L.---S.C. Safeway International Impex SRL S.R.L.,,2,20075.02,2
LECONFEX S.R.L.---PARHAN COM S.R.L.---SIGISMUND COM,,2,30220.54,2
LECONFEX S.R.L.---RAION S.R.L.,,2,11287.07,2
LECONFEX S.R.L.---ROMICS---SC CANAMAR SRL,,2,46355.12,1
LECONFEX S.R.L.---S.C. AMA FRUCT CP S.R.L.,,2,822.59,2
LECONFEX S.R.L.---S.C NISARA IMPEX S.R.L,,2,101109.89,1
LECONFEX S.R.L.---S.C. ROMICS S.R.L.---SIGISMUND COM,,2,122898.49,1
LECONFEX S.R.L.---STEDYAN COM S.R.L.---TARPI S.R.L.,,2,99031.6,1
LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.---S. C. MCA COMERCIAL S.R.L,,2,24906.22,2
LEGUME FRUCTE COM S.R.L.---NED COM---OLYMEL FLAMINGO FOOD S.R.L.,,2,6585.45,1
LEGUME FRUCTE COM S.R.L.---NED COM---STEDYAN COM S.R.L.,,2,2299.15,1
LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,,2,107801.14,2
LEGUME FRUCTE COM S.R.L.---PARHAN COM S.R.L.---SIGISMUND COM---STEDYAN COM,,2,80992.85,1
Legume Fructe Com S.R.L.---Retacom S.R.L.---Simigerie Top 2030,,2,42015.43,1
LEGUME FRUCTE COM S.R.L.---S.C. AMA FRUCT CP S.R.L.,,2,9436.14,2
LEGUMFRUCT DEPOO&DISTRIBUTION---STEDYAN COM,,2,98405.03,2
LEON BAKERY S.R.L.---MOPAN SUCEAVA,,2,119057.19,1
LIDAS S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,,2,5539.72,1
LIDO GIRBEA---POL FRUCT SRL,,2,729208.03,1
LOGISTIC MEDIA POP ART SRL---PRIORITAR IMPEX S.R.L.,,2,462280.62,2
LOGISTIC MEDIA POP ART SRL---R & B COM S.R.L.,,2,0.17,1
LOGISTIC MEDIA POP ART SRL---VARGA QUATTRO,,2,0.22,1
LUC FOR CONSTRUCT,,2,397136.66,1
M.A.CRISTINA S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,,2,6331.0,1
M.A.CRISTINA S.R.L.---RAMA CLAU---SC PLUSTER PROTECT SRL,,2,171117.17,1
MAMUCA,,2,2374.62,1
Mara Prod Com S.R.L.,,2,134949.03,1
MATRA S.R.L.---PRIORITAR IMPEX S.R.L.,,2,904254.68,1
MEDIPLUS EXIM---NUTRIENT SOLUTIONS,,2,11546.7,1
Meridian Agroind---S.C. Nisara Impex S.R.L.---ZIM Prestserv,,2,172111.15,1
MERIDIAN AGROIND---SIMULTAN S.R.L.,,2,2805477.68,2
METRANS---OLYMEL FLAMINGO FOOD S.R.L.,,2,23971.96,1
METRANS---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,2,41503.63,1
METRANS---SC PLUSTER PROTECT SRL,,2,260272.69,1
MINI PAN PROD---OLTINA IMPEX PROD COM,,2,70934.64,2
MULTI FLORA,,2,389444.27,1
MURICOM---PARHAN COM S.R.L.---STEDYAN COM,,2,15939.01,1
NED COM---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX---STEDYAN COM S.R.L.,,2,56.06,2
NED COM---PARHAN COM S.R.L.,,2,8875.34,1
NED COM---ROMLIV & L PRODIMPEX S.R.L.,,2,28492.65,1
Oct-Trans Srl---RARVALSERV SRL,,2,74287.92,1
OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.---S.C NISARA IMPEX S.R.L,,2,88578.0,1
OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.---SIGISMUND COM,,2,32947.21,2
OLYMEL FLAMINGO FOOD S.R.L.---PRODPAN LACHITA,,2,29425.42,1
OLYMEL FLAMINGO FOOD S.R.L.---RAMA CLAU---SC PLUSTER PROTECT SRL,,2,15848.82,1
OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX---STEDYAN COM S.R.L.,,2,19.74,2
OLYMEL FLAMINGO FOOD S.R.L.---S.C. AMA FRUCT CP S.R.L.,,2,2218.22,2
OLYMEL FLAMINGO FOOD S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,2,291832.97,1
OLYMEL FLAMINGO FOOD S.R.L.---S.C NISARA IMPEX S.R.L---STEDYAN COM S.R.L.,,2,30937.32,2
OLYMEL FLAMINGO FOOD S.R.L.---SC PLUSTER PROTECT SRL---STEDYAN COM S.R.L.,,2,37640.67,2
PANIFROM PROD S.R.L.---S.C. MOPAN SUCEAVA S.A.,,2,101977.55,2
Panimon S.A.,,2,101305.55,1
PANOVI S.R.L.,,2,204.45,1
PARHAN COM S.R.L.---Safeway International Impex SRL,,2,1324.8,2
PARHAN COM S.R.L.---S. C. MCA COMERCIAL S.R.L---STEDYAN COM,,2,1083.86,1
PARHAN COM S.R.L.---SIGISMUND COM---STEDYAN COM---SUPER EXTRA PAN S.R.L.,,2,107431.32,1
PARHAN COM S.R.L.---STEDYAN COM S.R.L.---SUPER EXTRA PAN S.R.L.,,2,428416.3,1
PARHAN COM S.R.L.---STEDYAN COM S.R.L.---UNIMAR COM,,2,65353.47,1
PARHAN COM S.R.L.---VITALEAND,,2,16818.93,1
PASSAGE FOOD,,2,6095.7,1
PASTA GYERMELY S.R.L.,,2,8821.99,1
PICOLACT PRODCOM SRL---ROMFULDA PROD,,2,37232.55,1
PRESTIGIOSA PRODCOM S.R.L.---S.C NISARA IMPEX S.R.L,,2,441704.13,2
Prodpan,,2,48549.1,1
PROSEMENTI S.R.L.---SEMROM OLTENIA SA,,2,1997.76,1
PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL,,2,202.38,1
PROVIGO TRADE S.R.L.---RADICSTAR,,2,191491.09,1
A&A Exprodcom,,2,236936.07,1
RARES-ALEX SRL---S.C. AMA FRUCT CP S.R.L.,,2,435629.01,1
RECOLTA NOUĂ COOPERATIVĂ AGRICOLĂ,,2,51963.98,1
ROCAS FDS S.R.L.,,2,3283.15,1
Ro Cereal,,2,25007.2,1
ROMICS---SIGISMUND COM,,2,181894.65,1
ROMICS---S&S Distribution 2014,,2,205401.9,1
ROYAL CEZAR CONCEPT,,2,14744181.47,2
S.C. AMA FRUCT CP S.R.L.---S.C. ANM HOLDERS SRL,,2,171394.0,1
S.C. AMA FRUCT CP S.R.L.---S.C. ANM HOLDERS SRL---STEDYAN COM S.R.L.,,2,66435.68,1
S.C. AMA FRUCT CP S.R.L.---S.C. apex expert S.R.L.,,2,34074.16,2
S.C. AMA FRUCT CP S.R.L.---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,,2,42380.13,1
S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.---STRUNGARIU & CO RIGAMS LM SNC,,2,10635.05,2
S.C. apex expert S.R.L.---SC DAVIO PAN GRUP IMPEX SRL,,2,2535.79,1
S.C. apex expert S.R.L.---STEDYAN COM S.R.L.,,2,10995.61,2
S.C. Astoria Total Service A&G S.R.L.,,2,7514.8,1
S.C. Comfruct HC S.R.L.,,2,8770.35,1
S.C. Dasi Com S.R.L.,,2,144.5,1
SC DAVIO PAN GRUP IMPEX SRL---SPICUL 2,,2,77869.26,1
SC.DRAGON.RC.SRL---TRANSEURO,,2,65846.93,2
S.C. Dragon R.C. S.R.L.---Valybia Com,,2,67645.88,1
S.C. FILVAS SERVCOM S.R.L.---SPICUL 2,,2,251256.17,2
"S.C. Lido Gîrbea S.R.L., liderul asocierii Lido Gîrbea S.R.L. — S.C. Agrosemcu S.R.L. — S.C. Voipan Sil S.R.L. — S.C. Pan Abacs S.R.L.",,2,547039.11,1
S.C. MARIMIH PATI PRODUCT S.R.L.,,2,980219.82,1
S. C. MCA COMERCIAL S.R.L---SELGROS CASH&CARRY SRL---STEDYAN COM,,2,33790.45,1
S.C. MILK S.R.L.,,2,4893.64,1
S.C. MOPAN SUCEAVA S.A.---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,,2,49160.21,2
SC POLIOTA SRL,,2,57383.5,1
S.C. PRODLACTA S.A. S.A.,,2,27190.98,1
SC ROBICOMIND SRL,,2,66796.34,1
S.C. ROMICS S.R.L.---SIGISMUND COM,,2,433010.18,2
S.C. S.C. MERCUREAN BRUTARIE S.R.L. S.R.L.,,2,141826.68,1
SC TELDO TRANS SRL,,2,138484.78,2
SC TERRANUTZ SRL,,2,321213.48,1
SELGROS CASH&CARRY SRL---STEDYAN COM S.R.L.,,2,18100.57,2
SINAPIS,,2,2926.26,1
STAR PRES,,2,11868.69,1
STEDYAN COM S.R.L.---TARPI S.R.L.,,2,107518.04,1
Strungariu & Co Rigams L M Snc,,2,63556.55,1
TERRA FOREST,,2,87762.88,1
Total Distribution Group Argeș,,2,22589.27,2
TREI BRUTARI---VARGA QUATTRO,,2,119397.97,1
URBAN SYSTEM & CONSTRUCT S.R.L.,,2,703642.79,1
VARGA QUATTRO---Velrom,,2,118575.94,1
Zarand Lactate S.A.,,2,80146.24,2
AMA fruct CP,,1,33438.37,1
Olymel flamingo Food S.R.L.,,1,21147.4,1
Marathon Distribution Group S.R.L.,,1,82469.65,1
S.C Nisara Impex S.R.L.,,1,15838.16,1
ELLMAR COM S.R.L.,,1,50588.74,1
S.C. Company 94 Pîrnău S.R.L.,,1,37315.0,1
S.C. NICBAC PROD S.R.L.,,1,43369.23,1
S.C. Geocor Trade IMP-EXP S.R.L.,,1,23504.77,1
Sigismund COM,,1,42527.43,1
Diacarn Food,,1,2.02,1
NUTRIENT SOLUTIONS S.R.L.,,1,38356.9,1
C-Agla-C Com SRL,,1,85979.81,1
S.C. Carmangeria-Dalia S.R.L.,,1,445130.17,1
S.C. Elcomer Achizitii S.R.L.,,1,21782.31,1
S.C. Dragon.RC. S.R.L.,,1,29205.95,1
S.C. ANM Holders S.R.L.,,1,15029.66,1
VEL PITAR S.A.,,1,556995.64,1
CINA Carmangerie S.R.L.,,1,4133.68,1
Strungariu & Co Rigams LM,,1,8154.93,1
EURICOM TRADE S.R.L.,,1,69338.2,1
Radicstar,,1,142984.11,1
Granbis---Ned COM---Stedyan COM S.R.L.,,1,256.75,1
Iustart,,1,27127.3,1
S.C. Selgros Cash&Carry S.R.L.,,1,4247.36,1
S.C. METITEX AGRO FOOD S.R.L.,,1,288850.45,1
DIRECT HOME SERVICES DISTRIBUTION S.R.L.,,1,23180.7,1
AMA Fruct CP---Stedyan Com S.R.L.,,1,17564.43,1
Lin & Ema,,1,23069.95,1
Rava Comex,,1,634558.73,1
PRIORITAR IMPEX,,1,2147069.06,1
Unimar COM S.R.L.,,1,24904.23,1
Simpel S.R.L.,,1,85457.67,1
Inter David,,1,3742.62,1
S.C. CALIFARUL NEGRU S.R.L.,,1,37193.81,1
Legumfruct Depoo&Distribution,,1,11710.45,1
Granbis---Stedyan COM S.R.L.,,1,3324.82,1
Euronic S.R.L.,,1,147340.22,1
Hiris Garden Expert,,1,143752.92,1
Zamisnicu P. Mihai-Remus Intreprindere Individuală,,1,21324.98,1
Sentromcris,,1,3328.25,1
Europa Star Service S.R.L.,,1,32024.07,1
Joldos Proimpex S.R.L.---Leconfex S.R.L.---Parhan Com S.R.L.,,1,9141.1,1
GALERIILE DACIA FELIX S.A.,,1,14.29,1
AUTO VALMAR S.R.L.,,1,804677.44,1
S.C. Oniros InternationaL S.R.L.,,1,15340.14,1
M & R,,1,8790.28,1
Vitaleand,,1,44603.29,1
Amb Global Kron Consult,,1,539614.91,1
DAR-NIC IRI Conf S.R.L.,,1,70171.52,1
NED Denfruct S.R.L.,,1,30290.98,1
DIANA S.R.L.,,1,2797.88,1
Samara Meat,,1,36014.79,1
Prod Activ Impex Slobozia Moară Cooperativă Agricolă,,1,12391.21,1
Berinde Maria Alina – Întreprindere individuală,,1,6195.56,1
SC Dalmers Prest SRL,,1,163066.66,1
Alliance Healthcare România,,1,6766.23,1
La Leul Com S.r.l.,,1,37110.34,1
Mariprod Lacta S.R.L.,,1,1395.12,1
Simigerie Top 2030,,1,28131.24,1
RAMA CLAU S.R.L.,,1,13739.91,1
Oncos Prod,,1,169346.51,1
Davex Agro S.R.L.,,1,46130.86,1
Granbis---Olymel Flamingo Food S.R.L.---Stedyan COM S.R.L.,,1,3207.9,1
Biotur Exim S.R.L.,,1,4712.4,1
MANAGEMENT OBJECTIVES S.A.,,1,70127.94,1
S.C. Rost Construct COM S.R.L.,,1,32124.13,1
S.C. Urvas COM S.R.L.,,1,128525.78,1
Artego,,1,81023.33,1
Parisienne a la Vys S.R.L.,,1,16427.31,1
S M Recosemtract S.R.L.,,1,107053.81,1
GRANBIS---NED Com,,1,4841.58,1
Falcons---Olymel Flamingo Food S.R.L.---Stedyan Com S.R.L.,,1,37737.1,1
S.C. DOBROGEA GRUP S.A. S.R.L.,,1,58117.52,1
Doiman Com S.R.L.---Matra S.R.L.---Radicstar S.R.L.,,1,6069.16,1
Agro Prod Com Dosa S.R.L.,,1,54624.56,1
Larger Carm S.R.L.,,1,30908.57,1
Ned Com---Olymel Flamingo Food S.R.L.,,1,4610.4,1
Nova Techno Service Management,,1,257395.79,1
S.C. Ambrosia S.R.L.,,1,100638.78,1
Legume Fructe Com S.R.L.---Parhan Com S.R.L.---Stedyan Com S.R.L.,,1,1930.31,1
Biochem Animal Health and Nutrition S.R.L.,,1,6659.22,1
Doiman Com S.R.L.---Legume Fructe Com S.R.L.---Stedyan Com S.R.L.,,1,1768.63,1
VALYBIA COM S.R.L.,,1,22900.73,1
ELIT,,1,36153.75,1
Niculiță E. Vladimir — Întreprindere Individuală,,1,10326.6,1
Oltina Impex Prod Com,,1,29412518.66,1
Mariflor Prodcom S.R.L.,,1,34319.91,1
Eximal Impex---Joldos Proimpex S.R.L.---Parhan Com S.R.L.,,1,3612.84,1
Casa Pâinii,,1,167632.63,1
Luigi,,1,25624.28,1
Pan Grup Dunca S.R.L.,,1,1564.25,1
Agricola Frugal S.R.L.,,1,113978.08,1
COMPANY AGRO JAN,,1,37164.96,1
COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,,1,270.65,1
S.C. Mini Pan Prod S.R.L.,,1,50928.29,1
Andromi Com---Leconfex S.R.L.,,1,37501.81,1
Andromi Com---Leconfex S.R.L.---Sigismund Com,,1,24360.62,1
Geocor Trade Imp-Exp---Matra S.R.L.,,1,220989.85,1
CARLAND S.R.L.---GRANBIS---STEDYAN COM,,1,7510.39,1
ISIS-PAN,,1,361776.08,1
Andromi Com---Sigismund Com,,1,73513.42,1
Geocor Trade Imp-Exp S.R.L.---Matra S.R.L.,,1,79463.45,1
NED COM---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,,1,17409.69,1
SC TOTH PEK SRL,,1,54684.55,1
PAUL FLOWERS S.R.L.,,1,145179.32,1
COSTACOS COM S.R.L.,,1,42.06,1
Fagul Impex---Prioritar Impex S.R.L.,,1,872701.05,1
Best Price Magazin,,1,5804.33,1
AMIA INVEST---STEDYAN COM,,1,17352.64,1
Maspex România,,1,50997.83,1
Roman,,1,478262.7,1
Madiral S.R.L.,,1,164330.4,1
Friesland Campina România S.A.,,1,943478.54,1
Loial Office S.R.L.,,1,248703.06,1
Sanlacta S.R.L.,,1,306845.38,1
APRO-COM-IMPEX S.R.L.---CARLAND S.R.L.---STEDYAN COM S.R.L.,,1,41875.37,1
COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.---STEDYAN COM,,1,392.08,1
Corex S.R.L.---Geocor Trade Imp-Exp S.R.L.---Matra S.R.L.,,1,7311.66,1
Varga Quattro S.R.L.,,1,4297.38,1
Adcon---Olymel Flamingo Food S.R.L.,,1,3897.54,1
CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,1,12880.98,1
COMLACT---COREX S.R.L.---LECONFEX,,1,19710.83,1
Mere Casa Panciu,,1,224719.87,1
S.C. Eldimarc S.R.L.,,1,18278.53,1
Quadrant Amroq Beverages,,1,51965.36,1
Pol Fruct S.R.L.,,1,401080.54,1
S.C. PIN-INDEXIM S.R.L.,,1,5201.67,1
ZOOGREEN,,1,1576.06,1
PARHAN COM S.R.L.---SIGISMUND COM---STEDYAN COM S.R.L.,,1,5654.88,1
OPREA AVI COM,,1,8931.52,1
SARIS FRUIT SRL,,1,49378.38,1
MONTECLAS SRL,,1,122679.26,1
Derustrans,,1,520.41,1
Matra S.R.L.---Radicstar S.R.L,,1,129606.98,1
Silva Group Logistics Division S.R.L.,,1,14416.22,1
Carland S.R.L.---Olymel Flamingo Food S.R.L.,,1,9739.49,1
