winner_name,wins,total_value_ron,first_win,last_win,distinct_buyers,distinct_cpvs
ACVILA---ROMICS,2,106921.71,,,1,1
ACVILA---S.C. INTER CONECTER  S.R.L. S.R.L.---S.C. ROMICS S.R.L.,2,32496.72,,,2,2
Acvila---Sigismund Com,2,143897.03,,,1,1
ADCON---AMA FRUCT CP---LEGUME FRUCTE COM S.R.L.,2,51789.08,,,1,1
ADCON---AMA FRUCT CP---STEDYAN COM S.R.L.,2,702.83,,,1,1
ADCON---APRO-COM-IMPEX S.R.L.---COMPANY 94 PIRNAU SRL,2,2330.41,,,1,1
ADCON---APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.,2,11004.72,,,1,1
ADCON---BOBIX STAR S.R.L.---DOIMAN COM S.R.L.,2,18969.29,,,1,1
ADCON---BOBIX STAR S.R.L.---EURICOM TRADE SRL---PROVIGO TRADE S.R.L.,2,364.76,,,1,1
ADCON---BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP---MATRA S.R.L.---PROVIGO TRADE S.R.L.,2,968.11,,,1,1
ADCON---BOBIX STAR S.R.L.---METRANS,2,31622.68,,,1,1
ADCON---COMPANY 94 PIRNAU SRL---COREX S.R.L.,2,14464.85,,,2,1
ADCON---COMPANY 94 PIRNAU SRL---DOIMAN COM S.R.L.,2,2975.86,,,2,1
ADCON---COMPANY 94 PIRNAU SRL---STEDYAN COM S.R.L.,2,1494.08,,,2,1
ADCON---COREX S.R.L.---LECONFEX S.R.L.,2,5648.94,,,2,1
ADCON---CUW IMPEX---LECONFEX,2,39002.75,,,1,1
ADCON---EUROGRUP BOGDAN,2,29216.48,,,1,1
ADCON---EXIMAL IMPEX---LECONFEX,2,9750.69,,,1,1
ADCON---GEOCOR TRADE IMP-EXP S.R.L.,2,10426.51,,,2,1
ADCON---LECONFEX,2,20468.14,,,2,1
ADCON---LECONFEX---Safeway International Impex SRL,2,5286.19,,,1,1
ADCON---LECONFEX S.R.L.---S.C. PREXICO S.R.L. S.R.L.,2,3195.38,,,2,1
ADCON---NED COM---OLYMEL FLAMINGO FOOD S.R.L.,2,61147.21,,,2,2
ADCON---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,2,3405.31,,,1,1
ADCON---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,2,24446.22,,,1,1
ADCON---PARHAN COM S.R.L.---Safeway International Impex SRL,2,830.03,,,2,1
ADCON---PARHAN COM S.R.L.---STEDYAN COM,2,8013.35,,,2,2
ADCON---PRESTIGIOSA PRODCOM S.R.L.,2,49685.88,,,1,2
ADCON---SIGISMUND COM,2,10635.78,,,1,1
ADCON---SIGISMUND COM---STEDYAN COM,2,13586.1,,,1,1
ADCON---STEDYAN COM S.R.L.---TARPI S.R.L.,2,25431.28,,,1,1
ADCON---TARPI S.R.L.,2,4687.91,,,2,1
AGRA`S FOOD FACTORY S.R.L.,2,14608.72,,,1,1
AGRICOLA  FRUGAL---AMA FRUCT CP---STEDYAN COM,2,21771.94,,,1,1
AGRITWINS S.R.L.---AMA FRUCT CP---SUPER EXTRA PAN S.R.L.,2,50424.84,,,1,1
AGRITWINS S.R.L.---STEDYAN COM---SUPER EXTRA PAN S.R.L.,2,8850.81,,,1,1
AGROPAN IMPEX,2,5831.98,,,1,1
Agro-Pan-Star S.R.L.---Dorna Lactate---S.C. Tipotrans S.R.L.,2,1413886.5,,,1,1
AGROSEMCU---DIPLOMATIC INTERNATIONAL---SC PATISGAL SRL,2,1215555.68,,,1,1
AGROSEMCU---FAGUL IMPEX---HARMOPAN,2,0.22,,,1,1
AGROSEMCU---FAGUL IMPEX---VARGA QUATTRO---Velrom,2,372961.51,,,1,1
AGROSEMCU---FALCONS,2,20797.59,,,2,1
AGROSEMCU---LIDO GIRBEA---OLTINA IMPEX PROD COM---VOIPAN SIL S.R.L.,2,7849622.67,,,1,1
AGROSEMCU---LIDO GIRBEA---SC PAN ABACS SRL---VOIPAN SIL S.R.L.,2,730889.61,,,2,1
AGROSEMCU---S.C. AZTEC COMIMPEX S.R.L.,2,54078.74,,,2,2
AGROSEMCU---SC PATISGAL SRL---Velrom,2,2239443.46,,,1,1
Alexgold Distribution S.R.L.---Comiga Prod Impex S.R.L.,2,154907.8,,,1,1
Alexgold Distribution SRL---COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.,2,2995.18,,,1,1
Alexgold Distribution SRL---COMPANY 94 PIRNAU SRL---NED COM,2,33053.72,,,1,1
ALFA-COM-GRUP S.R.L.---COMPANY 94 PIRNAU SRL---FALCONS,2,39186.22,,,1,1
ALFA-COM-GRUP S.R.L.---GRANBIS S.R.L---NED COM---ROMLIV & L PRODIMPEX S.R.L.,2,24826.9,,,1,1
ALFA-COM-GRUP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX S.R.L.,2,56879.48,,,1,1
ALLIANCE HEALTHCARE ROMANIA---FARMEXIM S.A.,2,5158.01,,,1,1
ALLIANCE HEALTHCARE ROMANIA---FARMEXIM S.A.---MEDIPLUS EXIM,2,127026.44,,,1,1
ALLIANCE HEALTHCARE ROMANIA---NUTRIENT SOLUTIONS---PHARMAFARM,2,6461.01,,,1,1
ALPILINE SRL,2,1094899.28,,,1,1
ALPILINE SRL---POL FRUCT SRL,2,509615.48,,,1,1
ALPILINE SRL---SC PATISGAL SRL---Velrom,2,1086774.01,,,1,1
AMA FRUCT CP---AMIA INVEST---STEDYAN COM,2,75529.22,,,1,1
AMA FRUCT CP---Baby Business SRL---Harghita Retail,2,1146,,,1,1
AMA FRUCT CP---Baby Business SRL---ILM-COM S.R.L.---STEDYAN COM S.R.L.,2,68820.48,,,1,1
AMA FRUCT CP---Baby Business SRL---PARHAN COM S.R.L.,2,17626.33,,,1,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Baby Business SRL---DAVIO PAN GRUP IMPEX---STEDYAN COM S.R.L.,2,12069.5,,,1,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Baby Business SRL---ILM-COM S.R.L.---STEDYAN COM S.R.L.,2,3591.59,,,1,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Harghita Retail---STEDYAN COM S.R.L.,2,11098.04,,,1,1
AMA FRUCT CP---B.P. ANKROB IMPEX---ILM-COM S.R.L.---STEDYAN COM S.R.L.,2,14532.16,,,1,1
AMA FRUCT CP---B.P. ANKROB IMPEX---STEDYAN COM S.R.L.,2,11224.62,,,1,1
AMA FRUCT CP---CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,2,258835.73,,,1,1
AMA FRUCT CP---COMIGA PROD IMPEX S.R.L.,2,103188.4,,,1,1
AMA FRUCT CP---COMIGA PROD IMPEX S.R.L.---PROVIGO TRADE S.R.L.,2,43915.41,,,1,1
AMA FRUCT CP---COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.,2,50189.58,,,1,1
AMA FRUCT CP---CO&SI---STEDYAN COM S.R.L.,2,1459.11,,,1,1
AMA FRUCT CP---DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.,2,5884.48,,,1,1
AMA FRUCT CP---DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.---PARHAN COM S.R.L.---STEDYAN COM S.R.L.,2,5998.17,,,1,1
AMA FRUCT CP---DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.,2,2310.27,,,1,1
AMA FRUCT CP---DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.---TRANSLIMA,2,17809.61,,,1,1
AMA FRUCT CP---DOIMAN COM S.R.L.---METRO CASH & CARRY ROMANIA---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,2,2989.68,,,1,1
AMA FRUCT CP---DOIMAN COM S.R.L.---RULTRANS INDUSTRY 93 SRL---STEDYAN COM S.R.L.---SUPER EXTRA PAN S.R.L.,2,52685.04,,,1,1
AMA FRUCT CP---ELCOMER ACHIZITII---POL FRUCT SRL,2,1355935.08,,,2,1
AMA FRUCT CP---ELLMAR COM,2,23146.48,,,2,1
AMA FRUCT CP---FAGUL IMPEX,2,121740.15,,,1,1
AMA FRUCT CP---FALCONS---PAM ALY 2007,2,168473.91,,,1,1
AMA FRUCT CP---FILVAS SERVCOM---STEDYAN COM S.R.L.,2,781.23,,,1,1
AMA FRUCT CP---Harghita Retail,2,27416.03,,,1,1
AMA FRUCT CP---LECONFEX S.R.L.,2,5236.81,,,2,2
AMA FRUCT CP---LEGUME FRUCTE COM S.R.L.,2,7866.69,,,2,1
AMA FRUCT CP---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM---SUPER EXTRA PAN S.R.L.,2,268210.91,,,1,1
AMA FRUCT CP---LEGUME FRUCTE COM S.R.L.---PARHAN COM S.R.L.,2,2123.34,,,1,1
AMA FRUCT CP---LEGUMFRUCT DEPOO&DISTRIBUTION,2,88145.48,,,2,1
Ama Fruct CP---Loial Office S.R.L.,2,325426.67,,,1,1
AMA FRUCT CP---METRANS,2,26672.13,,,2,2
AMA FRUCT CP---METRANS---PROVIGO TRADE S.R.L.,2,296676.34,,,1,1
AMA FRUCT CP---MIRMAN COMPANY  SRL---STEDYAN COM,2,65991.12,,,1,1
AMA FRUCT CP---PARHAN COM S.R.L.---SUPER EXTRA PAN S.R.L.,2,64608.35,,,1,1
Ama Fruct CP---Rares-Alex S.R.L.,2,198637.52,,,1,1
AMA Fruct CP---Rareș-Alex S.R.L.,2,168309.52,,,1,1
AMA Fruct CP---Retacom,2,101440.51,,,1,1
AMA FRUCT CP---S.C NISARA IMPEX S.R.L,2,414985.41,,,2,1
AMA FRUCT CP---SIGISMUND COM,2,321045.55,,,2,1
AMA FRUCT CP---STRUNGARIU & CO RIGAMS LM,2,81205.46,,,2,2
AMARIEI G. PETRU---COMPANY 94 PIRNAU SRL---DOIMAN COM S.R.L.,2,20919.48,,,1,1
AMARIEI G. PETRU---CO&SI---MANDY MAB TRADE SRL---PARHAN COM S.R.L.,2,834.67,,,1,1
AMARIEI G. PETRU---DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.,2,3443.92,,,1,1
AMARIEI G. PETRU---GRANBIS---MIRMAN COMPANY SRL---SENTROMCRIS---STEDYAN COM S.R.L.,2,20133.93,,,1,1
Amariei G. Petru---Granbis---S.C. ANM Holders S.R.L.,2,429018.73,,,1,1
AMARIEI G. PETRU---JOLDOS PROIMPEX S.R.L.---PARHAN COM S.R.L.,2,30564.45,,,1,1
AMARIEI G. PETRU---LECONFEX,2,17541.4,,,1,1
AMARIEI G. PETRU---MANDY MAB TRADE SRL---PARHAN COM S.R.L.,2,2087.89,,,1,1
AMARIEI G. PETRU---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,2,10674,,,2,2
AMARIEI G. PETRU---STEDYAN COM,2,5998.17,,,1,1
AMIA INVEST---COREX S.R.L.---GEOCOR TRADE IMP-EXP,2,42001.83,,,1,1
AMIA INVEST---FILVAS SERVCOM,2,65615.35,,,1,1
AMIA INVEST---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,2,15892.94,,,1,1
AMIA INVEST---MOPAN SUCEAVA---STRUNGARIU & CO RIGAMS LM,2,24821.7,,,1,1
AMIA INVEST---S.C. apex expert S.R.L.---STEDYAN COM S.R.L.,2,18292.25,,,1,2
AMIA INVEST---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,2,78230.29,,,1,2
ANASTYL COM---DRAGON.RC,2,4535.99,,,1,1
ANASTYL COM---LECONFEX S.R.L.---NICOLA CARM IMPEX,2,6532.78,,,1,1
Anca Forest S.R.L.,2,45779.97,,,1,1
Andromi COM---Carmangeria-Dalia S.R.L.---Eurogrup Bogdan,2,64956.63,,,1,1
ANDROMI COM---CARMANGERIA JUPÂNUL S.R.L.---CRIS-TIM FAMILY HOLDING---EUROGRUP BOGDAN---MARIFLOR PRODCOM S.R.L.,2,55076.75,,,1,1
Andromi Com---Cina Carmangerie S.R.L.,2,294017.24,,,1,1
ANDROMI COM---CINA CARMANGERIE S.R.L.---TRANSEURO,2,1240.27,,,1,1
ANDROMI COM---COREX S.R.L.---TRANSEURO,2,17599.37,,,2,2
ANDROMI COM---CRIS-TIM COMPANIE DE FAMILIE---SIGISMUND COM,2,19018.59,,,1,1
ANDROMI COM---DOIMAN COM S.R.L.---SIGISMUND COM,2,75552.54,,,2,2
ANDROMI COM---EUROGRUP BOGDAN---PRODLACTA SRL---SIGISMUND COM,2,62075.51,,,1,1
ANDROMI COM---EUROGRUP BOGDAN---ROMICS,2,125100.21,,,1,1
ANDROMI COM---EUROGRUP BOGDAN---SIGISMUND COM,2,123198.6,,,2,2
ANDROMI COM---INTER CONECTER  S.R.L.---ROMICS,2,391845.1,,,1,1
ANDROMI COM---LECONFEX S.R.L.,2,9261.21,,,1,1
ANDROMI COM---LECONFEX S.R.L.---SAMARA MEAT,2,124141.01,,,1,1
ANDROMI COM---LECONFEX S.R.L.---S.C. ROMICS S.R.L.,2,30346.44,,,1,1
ANDROMI COM---PARHAN COM S.R.L.---PRODLACTA SRL,2,31015.73,,,1,1
ANDROMI COM---S.C. CARMANGERIA-DALIA S.R.L. S.R.L.,2,78565.32,,,2,1
ANDROMI COM---S.C. CARMANGERIA-DALIA S.R.L. S.R.L.---S.C. PRESBAR S.R.L.,2,98941.06,,,2,1
Apex Expert---ELLMAR COM,2,198397.3,,,1,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---DOIMAN COM S.R.L.,2,51731.7,,,2,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---DOIMAN COM S.R.L.---PROVISION RETAIL PROD SRL---STEDYAN COM S.R.L.,2,58283.24,,,1,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP---PROVIGO TRADE S.R.L.,2,4416.84,,,1,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---SC IRINEL SRL,2,83362.71,,,2,1
APRO-COM-IMPEX S.R.L.---CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,2,36465.03,,,2,2
APRO-COM-IMPEX S.R.L.---COMPANY 94 PIRNAU SRL---DOIMAN COM S.R.L.,2,15061.86,,,1,1
APRO-COM-IMPEX S.R.L.---HARPEK,2,162088.11,,,1,2
APRO-COM-IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.,2,40147.52,,,1,1
APRO-COM-IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.,2,78945.65,,,1,1
APRO-COM-IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S. C. MCA COMERCIAL S.R.L,2,13106.69,,,1,1
APRO-COM-IMPEX S.R.L.---STEDYAN COM,2,58139.59,,,1,1
APROMAR FOREST 2001,2,341896.82,,,1,1
ARIMEX COMEXIM 2000,2,3075706.61,,,1,1
AR LINIA TEA---STEAUA DE VEST S.R.L.,2,513904.92,,,2,1
ASALT OFICIAL SRL,2,30889.16,,,2,2
A.S.F. ASOCIATIA ARTOSNICOSANT---SC LUANIS SRL,2,113604.74,,,1,2
ATLANTIC IMPEX---Baby Business SRL---PARHAN COM S.R.L.,2,63282.03,,,1,1
AVI-GIIS S.R.L.---GEOCOR TRADE IMP-EXP---MATRA S.R.L.,2,267180.62,,,1,1
AVI-GIIS S.R.L.---MATRA S.R.L.,2,182295.43,,,1,1
Baby Business SRL---CARLAND S.R.L.---COMPANY 94 PIRNAU SRL---DOIMAN COM S.R.L.---FALCONS,2,4259.01,,,1,1
Baby Business SRL---DACOS DORU TOTAL---PARHAN COM S.R.L.,2,20782.69,,,1,1
Baby Business SRL---Harghita Retail---ILM-COM S.R.L.---STEDYAN COM S.R.L.,2,398.96,,,1,1
Baby Business SRL---PARHAN COM S.R.L.---PRODLACTA SRL,2,15068.58,,,1,1
Baby Business SRL---UNICARM,2,163359.3,,,2,1
BARTS DISTRIBUTIE S.R.L.---CRASTO COMIMPEX S.R.L.---MEDIPLUS EXIM---ROPHARMA LOGISTIC,2,3674804.22,,,1,1
Bau Klincher Art,2,567327.36,,,1,1
BBD BEST BRANDS DISTRIBUTION S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---MATRA S.R.L.,2,808995.22,,,1,1
B.BRAUN MEDICAL,2,32015.47,,,1,1
BEST PRICE MAGAZIN SRL---Dobre&Fiii---GRANBIS S.R.L,2,23922.66,,,1,1
BIO CARPATHIA COOPERATIVA AGRICOLĂ,2,620987.95,,,1,1
BIOGENETIX S.R.L.---NUTRIENT SOLUTIONS,2,160915.52,,,1,1
BIOTA COM S.R.L.---ELLMAR COM,2,71944.96,,,2,1
Biotur Exim S.R.L,2,2588.01,,,1,1
BISCOTTO SRL---FAGUL IMPEX---G T P D---ISIS-PAN---UTOPIA PROD COM,2,2114955.64,,,1,1
BISCOTTO SRL---FAGUL IMPEX---R & B COM S.R.L.,2,2221463.65,,,2,1
BLACK SEA EUROINVESTMENT---CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.---PROVIGO TRADE S.R.L.---ROBAND COMPROD S.R.L.,2,134021.45,,,1,1
BLACK SEA EUROINVESTMENT---COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.,2,16551.05,,,1,1
BLACK SEA EUROINVESTMENT---COMPRODCOOP,2,28302.35,,,1,1
BLACK SEA EUROINVESTMENT---COMSORADI SRL---OLYMEL FLAMINGO FOOD S.R.L.,2,249553.38,,,1,1
BLACK SEA EUROINVESTMENT---COMSORADI SRL---SELGROS CASH&CARRY SRL,2,72265.27,,,1,1
BLACK SEA EUROINVESTMENT---COPANEX S.R.L.,2,193937.2,,,2,1
BLACK SEA EUROINVESTMENT---CRIS-TIM COMPANIE DE FAMILIE,2,51175.45,,,2,2
BLACK SEA EUROINVESTMENT---CRIS-TIM COMPANIE DE FAMILIE---FRAHER DISTRIBUTION,2,26924.75,,,1,1
BLACK SEA EUROINVESTMENT---DELTALACT S.A.,2,75038.71,,,2,1
BLACK SEA EUROINVESTMENT---DELTALACT S.A.---LEGUME FRUCTE COM S.R.L.,2,113302.04,,,1,1
BLACK SEA EUROINVESTMENT---DELTALACT S.A.---OLYMEL FLAMINGO FOOD S.R.L.,2,13427.09,,,1,1
BLACK SEA EUROINVESTMENT---ELLMAR COM,2,130206.58,,,1,1
BLACK SEA EUROINVESTMENT---GRANBIS---LEGUME FRUCTE COM S.R.L.---METRANS---STEDYAN COM,2,77821.8,,,1,1
BLACK SEA EUROINVESTMENT---GRANBIS---MAKDOOR DISTRIBUTION,2,462545.37,,,1,1
BLACK SEA EUROINVESTMENT---GRANBIS---MIRMAN COMPANY  SRL---S. C. MCA COMERCIAL S.R.L---STEDYAN COM,2,163649.55,,,1,1
BLACK SEA EUROINVESTMENT---LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.,2,36769.28,,,1,1
BLACK SEA EUROINVESTMENT---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SELGROS CASH&CARRY SRL,2,176355.81,,,1,1
BLACK SEA EUROINVESTMENT---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,2,8160.12,,,1,1
BLACK SEA EUROINVESTMENT---NORDIC IMPEX S.R.L.,2,83654.98,,,1,1
BLACK SEA EUROINVESTMENT---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,2,42833.5,,,2,1
BLACK SEA EUROINVESTMENT---S. C. MCA COMERCIAL S.R.L---S.C NISARA IMPEX S.R.L---SELGROS CASH&CARRY SRL---VRANLACT DISTRIBUTION,2,9824.19,,,1,1
BLACK SEA EUROINVESTMENT---SELGROS CASH&CARRY SRL,2,21119.58,,,1,1
BLACK SEA EUROINVESTMENT---SIGISMUND COM,2,23602.56,,,1,1
BLACK SEA EUROINVESTMENT---STEDYAN COM,2,10930.61,,,1,1
BMK GLOBAL IMPORT EXPORT SRL---GRANBIS S.R.L---PFA AMARIEI G. PETRU,2,28633.61,,,1,1
Bobix Star S.R.L.---Doiman COM S.R.L.,2,40330.7,,,1,1
BOBIX STAR S.R.L.---DOIMAN COM S.R.L.---EURICOM TRADE SRL---MATRA S.R.L.---PROVIGO TRADE S.R.L.,2,2655.26,,,1,1
BOBIX STAR S.R.L.---DOIMAN COM S.R.L.---PROVIGO TRADE S.R.L.,2,32212.63,,,1,1
BOBIX STAR S.R.L.---DOIMAN COM S.R.L.---S.C. AMA FRUCT CP S.R.L.,2,199159.53,,,2,1
BOBIX STAR S.R.L.---DOIMAN COM S.R.L.---SC IRINEL SRL,2,34823.53,,,1,1
Bobix Star S.R.L.---Euricom Trade S.R.L.---S.C. Irinel S.R.L.,2,12674.94,,,1,1
BOBIX STAR S.R.L.---FALCONS---LEGUME FRUCTE COM S.R.L.,2,20056.78,,,1,1
BOBIX STAR S.R.L.---FALCONS---SORION BĂLENI,2,10961.68,,,1,1
BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP---NORDIC IMPEX S.R.L.---PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL,2,21737.43,,,1,1
BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.,2,5649.87,,,2,1
BOBIX STAR S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,2,67949.26,,,2,1
BOBIX STAR S.R.L.---PROVIGO TRADE S.R.L.,2,5544.51,,,1,1
BOBIX STAR S.R.L.---PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL,2,2711.11,,,1,1
BOBIX STAR S.R.L.---S.C. AMA FRUCT CP S.R.L.,2,194103.83,,,2,1
BOBIX STAR S.R.L.---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,2,179751.17,,,2,1
BOWEL PROCESSING---PROVIGO TRADE S.R.L.---RADICSTAR,2,82471.15,,,1,1
B.P. Ankrob Impex,2,200529.73,,,2,2
B.P. ANKROB IMPEX---C&M ARTIC IMPORT EXPORT SRL,2,142170.29,,,2,2
B.P. ANKROB IMPEX---EUROGRUP BOGDAN,2,26211.52,,,1,1
B.P. ANKROB IMPEX---Harghita Retail,2,24627.86,,,1,1
B.P. ANKROB IMPEX---PARHAN COM S.R.L.,2,6705.28,,,1,1
B.P. ANKROB IMPEX---S.C. AMA FRUCT CP S.R.L.,2,10121.69,,,2,1
B.P. ANKROB IMPEX---SC IRINEL SRL,2,224857.26,,,2,1
B.P. ANKROB IMPEX---S.C NISARA IMPEX S.R.L,2,1333660.39,,,1,1
BRUTARIA PATRAS S.R.L.,2,12927.18,,,2,2
BRUTARIA PATRAS S.R.L.---LISIPROD S.R.L.---SILVA PAN SRL,2,199857.77,,,2,1
BRUTARIA PATRAS S.R.L.---SILVA PAN SRL---SIMPEL,2,91640.1,,,2,2
C-AGLA-C COM S.R.L.,2,299119.04,,,2,2
C-AGLA-C COM SRL---S.C NISARA IMPEX S.R.L,2,100699.79,,,1,1
Capisco Servcom S.R.L.,2,96075.28,,,2,2
CAPISCO SERVCOM SRL---STEDYAN COM S.R.L.,2,28622.14,,,1,1
CAPRARU COMP SRL---DIACARN FOOD,2,267974.35,,,1,1
Carland S.R.L.---Company 94 Pirnau S.R.L.---Doiman Com S.R.L.---Geocor Trade Imp-Exp---Olymel Flamingo Food S.R.L.,2,14902.84,,,1,1
Carland S.R.L.---Company 94 Pirnau S.R.L.---Doiman COM S.R.L.---Matra S.R.L.,2,212057.96,,,1,1
CARLAND S.R.L.---COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.,2,25387.39,,,2,2
Carland S.R.L.---Company 94 Pirnau S.R.L.---Matra S.R.L.,2,108372.77,,,1,1
CARLAND S.R.L.---COMPRODCOOP SA---SKY GENERALL BUSINESS,2,59689.12,,,1,1
CARLAND S.R.L.---DELTALACT S.A.---OLYMEL FLAMINGO FOOD S.R.L.,2,144791.71,,,2,2
CARLAND S.R.L.---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.,2,24200.91,,,1,1
CARLAND S.R.L.---GRANBIS---LEGUME FRUCTE COM S.R.L.,2,18242.32,,,2,2
CARLAND S.R.L.---GRANBIS---MATRA S.R.L.,2,12569.64,,,1,1
CARLAND S.R.L.---GRANBIS---OLYMEL FLAMINGO FOOD S.R.L.,2,25988.67,,,2,1
CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.,2,46109.45,,,2,1
CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.,2,12909.37,,,1,1
CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,2,37027.73,,,2,2
CARLAND S.R.L.---PARHAN COM S.R.L.---SIGISMUND COM,2,31387.93,,,1,1
CARMANGERIA-DALIA S.R.L.---LECONFEX S.R.L.,2,398485.48,,,1,1
CARMANGERIA-DALIA S.R.L.---PARHAN COM S.R.L.---STEDYAN COM S.R.L.,2,200.79,,,1,1
CARMANGERIA JUPÂNUL S.R.L.---CINA CARMANGERIE S.R.L.---TRANSEURO,2,6070.21,,,1,1
CARMANGERIA JUPÂNUL S.R.L.---COREX S.R.L.---S.C NISARA IMPEX S.R.L,2,76470.7,,,1,1
CARMANGERIA JUPÂNUL S.R.L.---S.C NISARA IMPEX S.R.L---SIGISMUND COM,2,57952.27,,,1,1
CARMO LACT PROD S.R.L.---COMIGA PROD IMPEX S.R.L.---LACTATE NATURA,2,8445.09,,,2,2
CARPATIS---COPANEX S.R.L.---S.C NISARA IMPEX S.R.L,2,93343.79,,,2,2
CARPATIS---COREX S.R.L.---GEOCOR TRADE IMP-EXP,2,37845.57,,,2,2
CARPATIS---DIACARN FOOD---GEOCOR TRADE IMP-EXP,2,46755.67,,,2,2
CARPATIS---ELLMAR COM,2,37131.97,,,2,2
CARPATIS---ELLMAR COM---S.C NISARA IMPEX S.R.L,2,12092.99,,,1,1
CARPATIS---ELLMAR COM---S.C. SALTEMPO S.R.L. S.R.L.,2,20205.53,,,1,1
CARPATIS---FIVE CONTINENTS S.R.L.---GECOR GROUP GL SRL,2,181805.55,,,1,1
CARPATIS---GEOCOR TRADE IMP-EXP---NICBAC PROD,2,63366.86,,,2,2
CARPATIS---NICBAC PROD,2,215294.47,,,2,2
Carpatis---Saltempo S.R.L.,2,564156.05,,,1,1
CARPATIS---SALTEMPO S.R.L.,2,127810.54,,,2,1
CARPATIS---S.C NISARA IMPEX S.R.L---S.C. SALTEMPO S.R.L. S.R.L.,2,11826.64,,,1,1
CARPATIS---S.C. SALTEMPO S.R.L. S.R.L.,2,4966.05,,,1,1
Carpatis---Vascar S.A.,2,422237.81,,,1,1
CARPATIS---VASCAR S.A.,2,143445.58,,,2,2
CAS,2,92611.84,,,2,1
Chocolada Adriden S.R.L.,2,19157.58,,,1,1
CHOCOLADA ADRIDEN SRL,2,65964.51,,,1,1
CINA CARMANGERIE S.R.L.---JOLDOS PROIMPEX S.R.L.,2,13352.43,,,1,1
CINA CARMANGERIE S.R.L.---LECONFEX---MOLDOVAN CARMANGERIE,2,80189,,,1,1
CINA CARMANGERIE S.R.L.---LECONFEX---S.C NISARA IMPEX S.R.L,2,31896.82,,,1,1
C&M ARTIC IMPORT EXPORT SRL---FINELOR PRESTCOM S.R.L.---FORTUS S.R.L.,2,129479.65,,,1,1
C&M ARTIC IMPORT EXPORT SRL---FORTUS S.R.L.---PFA AMARIEI G. PETRU,2,564192.3,,,1,1
