winner_name,cui,email,phone,website,city,address,sector,wins,total_value_ron,match_source
LACTIS,6348668,office@lactis.ro,0745630022,https://produsmontan.ro/produse_montane/lapte-de-consum-15-la-pet-de-500-ml-sc-lactis-srl/,Harghita,"Loc. Odorheiu Secuiesc, str. Beclean, nr. 31, jud. Harghita",LAPTE ȘI PRODUSE DIN LAPTE,53,75222.63,companies_name
MIRA SISTEM GROUP,14686511,,0241620096,,,,,53,98483.81,
PORTO SRL,5012286,portosibiu@yahoo.com,0269239180,,,,,53,177177.87,csv:romania_with_email.csv
THOR PETFOOD DISTRIBUTION,33362830,paunicaioana@yahoo.com,+40721951525,,Arges,,,53,433320.56,fuzzy_fd:0.48
ERMACOM,3204056,,0234510485,,,,,53,165625.55,
UNION GEORGE S.R.L.,42145643,geotransfgd@ymail.com,0727882756,,,,,52,45970.09,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
TORO IMPEX S.R.L.,538310,contact@targetare.ro,0724231371,,,,,52,368034.6,csv:ddg_contacts.csv
SAVCOM,8319871,,0330401330,,,,,52,80417.14,
SIMO COM 94,6482227,office@suzanaribs.ro,0728014084,,,,,52,111379.78,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
FRIESKE PAN SRL,4757968,frieskepan@gmail.com,0722201996,,,,,52,73816.42,anofm
LEXANA CONCEPT,32793044,benaconstruct@yahoo.com,+40788341443,,,,,52,231680.49,fuzzy:0.47
BUNATATI DIN ARDEAL,29883910,,0746351249,,,,,52,5068.82,
CRAEX COMIMPEX,5598070,gabriellakelemen@yahoo.com,+40744218775,,,,,52,159310.46,food_distribution_name
SC Sym&Gyo Garden Plants Srl,35496021,,0744974902,,,,,52,139461.86,
JATRAI INVESMANI,46674396,,,,,"JUD. BISTRIŢA-NĂSĂUD, ORŞ. SÂNGEORZ-BĂI, STR. MUNCELULUI, NR.10",,52,140574.75,
MIOMAR UNIVERSAL,28069222,reurseumane@miomaruniversal.com,+40742212343,,,,,51,41737.32,companies_name
BRIACOM SERV S.R.L.,48022399,,,,,"JUD. BACĂU, MUN. BACĂU, STR. MIHAI VITEAZU, NR.8",,51,151176.4,
STAR-CARN,23668549,office@tarmv.ro,0232766313,,,,,51,23630.3,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
FERMA DENIS,26807340,office@fermeleado.ro,0727770687,https://produsmontan.ro/produse_montane/iaurt-de-baut-s-c-ferma-denis-s-r-l/,HUNEDOARA,"Sat Peșteana, nr. 2, com. Densuș, jud. Hunedoara",LAPTE ȘI PRODUSE DIN LAPTE,51,79340.87,companies_name
KAFETI,22298600,,0749015033,,,,,51,15528.93,
SC DC COMERCIAL SRL,30729592,1@gmail.com,0740146040,,,,,51,81858.69,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
S.C. S M RECOSEMTRACT S.R.L.,6553280,costica.botez@recbt.ro,0256201386,,,,,50,874743.07,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Korodi Prod SRL,22415726,,0261864050,,,,,50,7286.2,
MARCEZ FERESCU S.R.L.,49257113,,0787787848,,,,,50,53696.27,
ADA LACTA DISTRIBUTION S.R.L.,14290320,office@chorus.ro,0336.401.262,,,,,50,29403.89,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
CARNICOMP SRL,13094210,contact@targetare.ro,0744271197,,,,,50,41624.4,csv:ddg_contacts.csv
ACAPULCO DUPLEX SRL,4089168,contact@targetare.ro,0746241445,,,,,50,37428.95,csv:ddg_contacts.csv
STIMEX,1991572,adela.teban@argentometal.ro,0721277374,,,,,50,200804.87,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ROMAQUA GROUP,402911,,0745108744,,,,,50,252370.43,
DANUBE AGRIFOOD GROUP,45588351,,0745250396,,,,,50,30561.1,
PIGULIN FRUIT SOCIETATE CU RASPUNDERE LIMITATA,30103440,toleamihai21@gmail.com,0769639565,,Timiș > JAMU MARE > JAMU MARE,,,50,56701.5,fuzzy:0.58
GECOR GROUP GL SRL,RO 29839451,filipflorentina@yahoo.com,0747225855,,,,,49,15327572.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
BEYOND INVESTMENT GROUP BIG,RO34265770,conta@bigweld.ro,0356174244,,,,,49,9726626.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
MANDY MAB TRADE SRL,30117216,andreiavitelaru95@gmail.com,0747961830,,,,,49,3468548.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
DERSIDAN,RO 3737440,cristina.ionescu@dan-int.ro,0749068178,,,,,49,345237.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
NIKO&LENA FRUCT,36513805,,0741311148,,,,,49,82125.36,
CAMEDORA ECO,33115287,,0770105406,,,,,49,73167.07,
NBROL,5699385,,036/328939,,,,,49,190283.27,
DIROM V SRL,24761033,,0236334554,,,,,49,97791.51,
PULSAR SRL,8998020,contact@targetare.ro,0234517018,,,,,49,73848.11,csv:ddg_contacts.csv
Agrouniversal Ulmeni,16280829,contact@targetare.ro,0722557855,,,,,49,49353.85,csv:ddg_contacts.csv
FACOS,714123,facos@facos.ro,+40230526525,,,,,49,43410.7,companies_name
VINERSAR SRL,3909359,vinersarmariadaniela@yahoo.com,0745921583,,,,,49,92832.73,food_distribution_name
PRODPAN LACHITA,RO33943689,,,,,,,48,8125759.0,
JOSI LOGISTIC SRL,RO 30324050,eugenia.calinescu@josi.ro,,,,,,48,6554552.0,pg:romania.companies
GEPETO IMPEX,RO11034874,hr.romania@gep.com,0264403050,,,,,48,7298314.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
MonArtem Bakery,40465390,artxoffice@gmail.com,0751431877,,,,,48,21432.15,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ONE WAY DISTRIBUTION SRL,29504170,office@one-way.ro,0722543244,,,,,48,70947.84,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
S.C. MARACO COMPANY 2008 S.R.L.,24215872,mariancata@yahoo.com,0766231326,,,,Transport,48,107359.75,fuzzy:0.50
PALAS COM,6668000,contabilitate@palascom.ro,+40265306225,,,,,48,28586.2,companies_name
MIS GEORGI,6355231,geotransfgd@ymail.com,0250745588,,,,,48,81430.06,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SALI IANCU DORU,39805146,,0761629500,,,,,48,62644.49,
VISHNU,47697100,,0724346000,,,,,48,18053.06,
S.C. AMIAN PROD S.R.L.,37792767,mihordea.george@yahoo.com,0732600935,,,,,47,1246097.75,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ELAN FRUIT,36566869,leventepop@gmail.com,,,,"JUD. MUREŞ, SAT SÂNGEORGIU DE MUREŞ COM. SÂNGEORGIU DE MUREŞ, STR. AGRICULTORILOR, NR.7",,47,100671.32,csv:romania_with_email.csv
FOOD DINAMIC TRADING S.R.L.,48707996,,0726743325,,,,,47,85707.0,
NASTICOM IMPEX S.R.L.,4045390,nasticom.personal@gmail.com,0264410866,,,,,47,77246.8,csv:romania_with_email.csv
MANEKI PRIM IG,28866229,,0722579985,,,,,47,51422.65,
PROBITEC S.R.L.,25522123,,0729943605,,,,,47,21460.56,
STYLING BUCOVINA S.R.L.,42449073,linimpexconstruct@gmail.com,0751547553,,,,,47,103404.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
CAFEO DIRECT,33990842,costica.botez@recbt.ro,0744617169,,,,,47,34725.25,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
AGRICOLA  FRUGAL,RO 17257514,,,,,,,46,994494.0,
FRIGO TEHNICA,RO 5761193,contact@targetare.ro,,,,,,46,551044.0,ddg_contacts
S.C. REEAKYS S.R.L.,16373766,,0234211600,,,,,46,151875.77,
TUDOR COV S.R.L.,36212187,mcrainicu@yahoo.com,0767351145,,,,,46,63502.66,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC LACTO BOROAIA SRL,18126070,,0722357249,,,,,46,15067.0,
NORDEXIM SRL,2534749,mihaela.bunescu@nordexim.ro,+40261770050,,Municipiul Satu Mare,"Municipiul Satu Mare, ALEXANDRU IOAN CUZA, nr. 15",,46,42689.05,companies_name
RIOVIRG,2572718,,,,,"JUD. BRAŞOV, MUN. FĂGĂRAŞ, STR. 13 DECEMBRIE",,46,143225.71,
Forest COM,2079150,ursachiovidiu@yahoo.com,+40261858202,,"Sat Certeze, Comuna Certeze","Sat Certeze, Comuna Certeze, Sector 0, Str. PRINCIPALA, nr. 145",,46,35850.51,fuzzy_fd:0.64
FELICIA,1077347,silviumelu@yahoo.com,0744627662,,,,,46,139009.95,food_distribution_name
SC PANIPAN SRL,12211052,,0747767012,,,,,45,1215762.34,
COMLACT,RO 15899615,office@comlact.ro,0318676620,,,,,45,11332529.0,ddg_contacts
SC GEMAVLAD SRL,16905235,,0744374850,,,,,45,3583490.9,
MARIUS ' 94,5686687,bejmariussin@yahoo.com,0238566349,,,,,45,565292.68,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
PRODALCOM DISTRIBUTION,25189470,realcro_distribution@yahoo.com,0231534672,,,,,45,122091.67,csv:virgil_schema.fuzzy_enriched.csv
Blackie Vet,15468604,ionpaul_vet@yahoo.com,0744371628,,,,,45,15846.5,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ANDROMI COM,5198520,angajari@andromi.ro,0745268519,,,,,44,239514.27,csv:romania_with_email.csv
T.D.R. ACCENT S.R.L.,18758858,,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 3, STR. ALEEA BARAJUL SADULUI, NR.7C, BL.M4A3, SC.B, AP.60",,44,2596140.0,
AUTO VALMAR S.R.L.,8109802,contact@autovalmar.ro,0757579031,,,,,44,317469.0,csv:ddg_contacts.csv
DANIA BROTHERS,37351752,cristina.ionescu@dan-int.ro,0758243234,,,,,44,157528.87,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
MANEA MARIOARA INTREPRINDERE INDIVIDUALA,31645821,madalina.russ@yahoo.com,,https://produsmontan.ro/produse_montane/prune-ecologice-uscate-rus-v-marioara-intreprindere-individuala/,SATU MARE,"Sat Turț, str.Călinețe, nr.76A, comuna Turț, județul Satu Mare",PRODUSE VEGETALE,44,62198.7,fuzzy:0.62
ANTHESIS INTERNATIONAL S.R.L.,16213749,hr@hotelinternational.ro,0721245550,,,,Transport,44,640740.36,fuzzy:0.54
BERLIN,6332807,crinalb2007@yahoo.com,0235416668,,,,,44,412795.09,food_distribution_name
LANDISA PLANT,34468791,,,,,"JUD. ARAD, MUN. ARAD, STR. CONSTITUŢIEI, NR.57",,44,364846.62,
ZAMISNICU P.MIHAI-REMUS INTREPRINDERE INDIVIDUALA,18432842,alisia_micu97@yahoo.com,+40748178876,,,,,44,71642.6,fuzzy:0.48
PASENTO SERV,30998965,,0766858080,,,,,44,1962682.98,
EUROPA STAR SERVICE,6929911,georgica.barsan78@gmail.com,0720892669,,Giurgiu > ADUNATII-COPACENI > ADUNATII-COPACENI,,,43,6432967.0,companies_name
MATRA S.R.L.,6287579,market.matra@gmail.com,0755013961,,,,,43,447046.1,anofm
ISPAS LUCA INTREPRINDERE INDIVIDUALA,31030338,ispas_luca@yahoo.com,0744572894,,Alba > MIRASLAU,,,43,33971.1,companies_name
NIROLF ORIZONT SRL,37044871,rezervari@pensiuneaorizontfarcasa.ro,0748381521,,,,,43,21386.16,fuzzy:0.53
nelli,1764804,nella142007@yahoo.com,,,,"JUD. ALBA, MUN. AIUD, STR. TRANSILVANIEI, NR.38",,43,61262.0,fuzzy_fd:0.50
LIACRIS S.R.L.,9213894,,1,,,,,43,366230.32,
RADUCANU PROD-COM,5667693,raducanuprodcomsrl1@yahoo.com,+40733073317,,,,,43,197119.78,companies_name
STYVE DISTRIBUTION S.R.L.,45903211,daniel.tocitu@fancourier.ro,0766777458,,,,,43,37960.0,fuzzy:0.54
S.C. LUIGI IMPEX S.R.L.,7680036,luigino.cristea@yahoo.com,368054,,,,,43,67139.58,fuzzy_fd:0.50
CRUNCH SRL,18121404,,0332411769,,,,,43,40703.58,
FLORA TREND,32382146,barbulescucatalinion@gmail.com,0724999888,,,,,43,154021.19,fuzzy_fd:0.50
SC CERES UNION SRL,18328125,hotelceresmonteoru@yahoo.com,0314252159,,,,,43,167452.43,fuzzy_fd:0.50
Almada Invest,23747979,pensiunea.almada@yahoo.com,0341418418,,,,,43,27473.06,fuzzy_fd:0.50
SC DENNICOS LOUISIANA SRL,6554145,,0256472712,,,,,43,117078.98,
ARTEGO,RO 2157428,artxoffice@gmail.com,0725913023,,,,,42,1842207.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
S.C. S.C. FARBUM S.R.L. S.R.L.,2176039,farbum98@gmail.com,0744629986,,,,,42,120793.0,anofm
MANGALITA TRADITIONAL NIA S.R.L.,40512212,tradition@posaga.ro,0757735052,,,,,42,29479.9,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SIMOIRIS SRL,33127362,contact@targetare.ro,0744593034,,,,,42,58987.42,csv:ddg_contacts.csv
SC CAFEL CO SRL,8518424,,0241755162,,,,,42,79585.73,
CONSECVENT COM,6868288,,0723341438,,,,,42,125723.04,
SC BUDAPESTA IMPEX SRL,7372303,,0355401645,,,,,42,68464.71,
LEGUMFRUCT DEPOO&DISTRIBUTION,22754587,,0746017253,,,,,42,109058.47,
DEITACOM SRL,RO14134240,contact@targetare.ro,,,,,,41,4814687.0,ddg_contacts
VRANLACT DISTRIBUTION,RO39152160,commercial@nftdistribution.co.uk,,nftdistribution.co.uk,,,,41,6197731.0,fuzzy_fd:0.50
SC REMION AGROSERV SRL,RO6777520,,,,,,,41,12741688.0,
SIMPA S.A.,785078,personal@simpasibiu.ro,0735884815,,,,,41,264733.9,anofm
EURO DISCOUNT V&C SRL,17161885,staff@expresseuroscan.com,0233281000,,,,,41,145156.59,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Your Stuff,28141905,,0731777700,,,,,41,124129.88,
GAZONUL S.R.L.,13238145,,0268-334155,,,,,41,304779.06,
DUMBRAFOX SRL,6428686,gabris.impex@yahoo.com,0250738164,,,,,41,212676.42,csv:contractors_enriched_all.csv
NARO TEAM 2017,36930292,,,,,"JUD. SATU MARE, MUN. SATU MARE, STR. PĂLTINIŞ, NR.12, AP.2",,41,30032.06,
LIDAS S.R.L.,RO 4611791,hr@lidas.ro,+40240552112,,,,,40,4457578.0,companies_name
HIRIS GARDEN EXPERT,37288132,info@hirisgarden.ro,+40753800500,,,"JUD. BRĂILA, ORŞ. ÎNSURĂŢEI, STR. OITUZ, NR.2",,40,71907932.46,pg:romania_emails.contacts
DORASPAN BUCOVINA,37154548,hr@presidentgroup.ro,0740253854,,,,,40,80683.9,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SALPROD COM,16682478,,0264441353,,,,,40,6465.0,
Luianov Dragoslav Persoana Fizica Autorizata,19654189,mariana.ivanov.2010@gmail.com,0256217593,,,,,40,45990.0,fuzzy:0.56
ANNAH WATER S.R.L.,49389149,office@greenforest.ro,,,,"JUD. CONSTANŢA, MUN. CONSTANŢA, ALEEA DALIEI, NR.5, BL.L128A, SC.C, ET.4, AP.39",,40,290592.62,csv:contractors_enriched_all.csv
Impex AMK SRL,6399025,,0267315388,,,,,40,33746.98,
HORNBACH CENTRALA SRL,17777320,hr_ro@hornbach.com,+40212061530,,,,,40,64954.77,companies_name
MARKET LA FANE S.R.L.,38741648,marchitanvadim8@gmail.com,+40 757 405 697,,,,,40,176785.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
MOBIPAN S.A.,RO 643120,hr@presidentgroup.ro,0740253854,,,,,39,6656642.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
NISTOR N. FLORIN PERSOANA FIZICA AUTORIZATA,42522336,maruscaf2@gmail.com,+40741327018,,,,Transport,39,87090.0,fuzzy:0.60
MAGURA FRUCT,29331045,magconstructcraiova@gmail.com,0740098575,,,,,39,32091.04,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
HOROBETA IMPEX SRL,11163224,horobeta@yahoo.com,+40 724 309 330,,,,,39,23361.0,anofm
MATKRIS STAR 2013 S.R.L.,33440016,,0785124540,,,,,39,146775.13,
EVOIL GAZ,23756870,perfectgazdbr@gmail.com,0359405890,,,,,39,68310.32,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
VEX SIM GENERAL SERVICE COMPANY,3904033,mihair@generalconstruct.ro,0230533077,,,,,39,235401.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC.TIM CRIS SRL,15856878,office@westpetrol.ro,0744706328,,Arges,,,39,123410.6,fuzzy_fd:0.53
R & B COM S.R.L.,12617744,resurseumane@brutariabaiasprie.ro,0786050748,,Maramureș > ORAS BAIA SPRIE > TAUTII DE SUS,,,39,54839.74,companies_name
FRONTERA TRADING,6674176,contact@targetare.ro,0239618757,,,,,39,116919.21,csv:ddg_contacts.csv
DOLCE LIDER,29323018,office@dolcegelatodimichele.ro,0748114500,,,,,39,12631.38,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
PERFEKT,15395782,office@solvosib.ro,0266215293,,,,,39,87151.72,fuzzy_fd:0.47
DOROPAD,18088324,office@doropad.ro,,,,"JUD. BOTOŞANI, MUN. DOROHOI, CAL. PLEVNEI, NR.25",,39,195738.07,csv:contacts_fast.csv
MEGA LUNA,RO29177516,meg_srl@yahoo.com,0744624415,,,,,38,1664982.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
NIKOS IMPEX,7582119,nikosimpexpan@gmail.com,+40766808247,,,,,38,47215.45,companies_name
VAN DEN HEERIK AGRICOLA,18961622,juridic@agricola.ro,0234/577600,,,,,38,42212.74,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
AGRIRO FR S.R.L.,33434740,,0723413267,,,,,38,469942.39,
MOARA GHIONEA,2248194,pananypd@yahoo.com,0239613291,,,,,38,70384.43,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
PIINEA DE AUR SRL,724763,paineadeaur@yahoo.com,+40744322525,,,,,38,26005.63,companies_name
GUZEL YURT,32705042,guzel.yurt@yahoo.com,0770516123,,,,,38,53173.89,anofm
VAVIR ZETEA TRANS S.R.L.,6794202,,0262490586,,,,,38,200682.59,
SICULUS MEAT ARZENAL S.R.L.,24288599,office@mpifood.com,0745356599,,,,,38,29766.02,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC BRYAN IMPEX SRL,4126070,,0254546746,,,,,38,38486.37,
TRIA'S AMWAY S.R.L.,11301807,,0751136426,,,,,38,216259.0,
AMB GLOBAL KRON CONSULT,RO36770329,,,,,,,37,18075868.0,
Ian Intertop,RO33429255,,,,,,,37,1443535.0,
GARDEN CENTER GRUP S.R.L.,15148952,madalina.gont@e-g.ro,+40754037717,,,,,37,113868934.05,companies_name
Totalclin Max SRL,35761632,,,,,"JUD. TELEORMAN, MUN. ALEXANDRIA, STR. NEGRU VODĂ, NR.150, BL.823, SC.A, ET.P, AP.2",,37,406174.4,
SC ALEXPAN SRL,17314580,contabilitate@alexco.ro,0259336566,,,,,37,122151.35,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
INTERCARN DISTRIBUTION SRL,26060847,office@chorus.ro,0744641478,,,,,37,18170.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
DANTE INTERNATIONAL S.A.,14399840,recrutare.logistica@emag.ro,0212038100,,,,,37,26149.53,anofm
FILDAS TRADING,4851409,hr@das.ro,230637,,,,,37,116272.29,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
VALCAUAN DANIELA LAVINIA,28826500,,0744504274,,,"JUD. CARAS-SEVERIN, ORS. BOCSA, STR. EROILOR, NR.2",,37,48378.5,
VEGA PRODSECOM,5453711,,,,,"JUD. HUNEDOARA, MUN. ORĂŞTIE, STR. COJOCARILOR, NR.18",,37,12049.26,
FERMADOR,RO 6550631,contact@fermador.ro,0232222111,,Iași > ORAS PODU ILOAIEI,,,36,14154316.0,companies_name
GETYNIC COM SRL,4078410,,0745088488,,,,,36,8736537.24,
PRAM,5420005,pram_srl@yahoo.com,0244220051,,,,,36,18333.68,csv:contractors_enriched_all.csv
AGRICOLA  FRUGAL,17257514,,,,,"JUD. BOTOŞANI, MUN. DOROHOI, STR. CIREŞILOR, NR.22",,36,119504.33,
S.C. MILICOM S.R.L.,1919496,contact@pensiuneamilica.ro,0242318110,,,,,36,17728.2,fuzzy_fd:0.50
COLLINI COM,18383022,diana.cantar@banatbun.ro,0766237368,,Caraș-Severin > ORAS BOCSA > BOCSA,,,36,448650.28,companies_name
NUTRIVET,16534757,,0262276636,,,,,36,554748.4,
MONDOPAD JUNIOR,28889400,,,,,"JUD. IAŞI, MUN. IAŞI, STR. ALEXANDRU SLĂTINEANU, NR.21, CAMERA 2, ET.1",,36,58025.7,
LUEMA TERME DISTRIBUTION SRL,37917623,amion_distribution@yahoo.com,+40740541433,,Bucuresti,,,36,40925.0,fuzzy_fd:0.54
SARMIS RETEZAT,26772683,pensiunearetezat@gmail.com,0744794051,,,,,36,406894.33,fuzzy_fd:0.53
MINI-MAL STAR SRL,10991911,office@tarmv.ro,0258752505,,,,,36,16875.4,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
AMB GLOBAL KRON CONSULT,36770329,florica.anton@global-solutions.ro,0720400945,,,,,36,3651.12,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
STEFANESCU A. NICUSOR,40881430,,,,,"JUD. ARAD, SAT LALAŞINT COM. BÂRZAVA, LALAŞINT, NR.252",,35,344420.0,
PANI IND,224970,hr@presidentgroup.ro,0264223076,,,,,35,57770.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
S.C. LORIMAR GRUP S.R.L.,18956472,contact@targetare.ro,0745380039,,,,,35,60867.25,csv:ddg_contacts.csv
NEIRA,3094158,receptie@hotelnemira.ro,0744503319,,,,,35,103261.93,csv:romania_with_email.csv
SC AGRO PREST 2005 SRL,17741874,agroprest5@gmail.com,0721238146,,,,,35,29022.0,csv:ddg_contacts.csv
H2ON OFICIAL DELIVERY S.R.L.,42726140,NEACSUAC94@GMAIL.COM,0734869468,,,,,35,14820.29,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Teniplus COM-IMPEX,6254342,,0742213037,,,,,35,174505.1,
VICONSIT S.R.L.,23067689,,0742006505,,,,,35,83588.06,
NESTLE ROMANIA SRL,8184502,contact-ro@nestle.com,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR. GEORGE CONSTANTINESCU, NR.3, SC.A, ET.7",,35,117575.55,pg:romania_emails.contacts
SHATE COM,6588300,,,,,"JUD. CLUJ, COM. MINTIU GHERLII, SAT   BUNESTI, NR.20",,35,188124.63,
AGRO PATAKI,12301090,conta@agropataki.ro,0261863227,,,,,35,45833.8,pg:romania_emails.contacts
NIKITAS,5477036,,0742756605,,,,,35,146625.42,
TAC-TAC,RO 4414862,recruitment.ro@ascensos.com,0770519620,,,,,34,12920883.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
FARMEXIM S.A.,RO 335278,office@farmexim.ro,,,,,,34,1383412.0,web:extracted_20260120.csv
SC LOVENTAL SRL,10754648,lovental@yahoo.com,0254550080,https://produsmontan.ro/produse_montane/paine-alba-700-gr-sc-lovental-srl/,Hunedoara,"Loc. Petrila, str. Alexandru Sahia, bl. 2, sc. A, AP.8, Jud. Hunedoara","PAINE, PRODUSE DE PANIFICAȚIE ȘI PATISERIE",34,37044.77,companies_name
SATURN PRODIMPEX,3861609,deak.timea@woodentechnic.ro,220251,,,,,34,10155.5,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
CATA & BOBY TRANS,32425123,,,,,"JUD. ALBA, MUN. BLAJ, STR. ION INOCENŢIU MICU KLEIN, NR.5",,34,66934.15,
LUCALEX,17677569,conest@rdslink.ro,0742685767,,,,,34,227365.58,csv:contractors_enriched_all.csv
SC Zaniat COM SRL,18646234,,0743515739,,,,,34,24823.74,
LA BELADONA,4982455,contact@targetare.ro,0262314141,,,,,34,128717.5,csv:ddg_contacts.csv
RO DACIA COM,7893360,adrian.chirtes@rodacia.ro,0722298676,,,,,34,39334.02,anofm
BLAGA DANIEL - NICOLAE,34588496,,0766268439,,,"JUD. HUNEDOARA, SAT HOMOROD ORS. GEOAGIU, HOMOROD, NR.105",,34,212197.5,
HARMOPAN,RO 512620,annamaria.gaspar@harmopan.ro,+40752197248,,Harghita > MUNICIPIUL ODORHEIU SECUIESC > ODORHEIU,,,33,28242006.0,companies_name
RECOLTA NOUA COOPERATIVA AGRICOLA,39485211,juridic@agricola.ro,0722625630,,,,,33,15051200.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC COUNTRY BAKERY PROD SRL,7812706,contact@targetare.ro,0720353787,,,,,33,20978.76,csv:ddg_contacts.csv
SC RO-TRADING SRL,12882406,office.sorinacosman@yahoo.com,0745019034,,Municipiul București > MUNICIPIUL BUCURESTI > BUCU,,,33,10878.84,fuzzy:0.53
BRIEL CONS,15868201,,0766644527,,,,,33,136077.8,
SC KAMA BCR SRL,17294970,,0723225198,,,,,33,17342.84,
CRYPTON MEGA S.R.L.,46522630,meg_srl@yahoo.com,0744624415,,,,,33,407233.6,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
MICULA 2001,14216471,contabilitate@everest.ro,0214330701,,,,,33,90595.06,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
S.C. SICILIANA S.R.L.,11712721,,0260678943,,,,,33,16756.4,
DANICO PANADERO S.R.L.,48880449,cristina.ionescu@dan-int.ro,0729187280,,,,,33,144110.49,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ARAPAS,32412573,,0755595187,,,,,33,14680.44,
M.A.CRISTINA S.R.L.,4255520,arhistilconcept@yahoo.com,032233159,,,,,33,186050.66,csv:romania_with_email.csv
SORIVAL SRL,5087904,,0250734463,,,,,33,49912.08,
SC ULTRA LINES GROUP SRL,23407527,,0723271788,,,,,33,76100.43,
Super Farm Land,17919247,,0264553541,,,,,33,166530.48,
FLORATOM SRL,23441294,barbulescucatalinion@gmail.com,0746505134,,,,,33,161699.95,fuzzy_fd:0.50
IASMIDAR DUO,35438810,,0749989600,,,,,33,9314.94,
S.C. CASA PAINII S.R.L.,6257209,office@casapainii.ro,+40748118565,,,,,32,9503127.32,companies_name
LACTATE BRAILA,12818268,office@lactatebraila.ro,0371358115,,,,,32,88332.88,contractors
TIVAS IMPEX,7819860,tivas_srl@yahoo.com,,,,"JUD. VASLUI, MUN. VASLUI, STR. METALURGIEI, NR.6",,32,110401.8,csv:romania_with_email.csv
COMERT SZILVESZTER,5435367,conta@unikatpvc.com,0786904163,,,,,32,126765.06,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
PAINE LA LARISA SRL,6895380,office@pensiunealarisa.ro,0230545995,,,,,32,52056.13,fuzzy_fd:0.50
DRAGOS & DIANA CARM,40149053,recrutare@diana.com.ro,0745324795,,,,,32,46567.82,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SERA SIGHET,30232657,contact@targetare.ro,,,,"JUD. MARAMUREŞ, SAT CRĂCIUNEŞTI COM. BOCICOIU MARE, G CRĂCIUNEŞTI, NR.449",,32,197100.0,csv:ddg_contacts.csv
MIRAGAB,33269359,contact@pensiuneamirage.ro,,,,"JUD. SUCEAVA, MUN. VATRA-DORNEI, STR. MOLIDULUI, NR.13",,32,12897.5,fuzzy_fd:0.50
HORECA TRADITIONAL S.R.L.,48707929,chetza80@yahoo.com,0726743325,,,,,32,90134.5,fuzzy:0.55
SC DELICIILE TALE SRL,30145615,,0756190454,,,,,32,28344.0,
