nr_licenta,operator_economic,denumire_agentie,cui,adresa,localitate,judet,tip_agentie,site_web,email
1722,TRANSMARIAN SRL,TRANSMARIAN TRAVEL,16930263,"STR. Călăraşilor , NR. 71 , BL. 16",Mun. Brăila,BRĂILA,Organizatoare,www.transmarian.ro,transmarian@yahoo.com
1723,BEIJA FLOR SRL,BEIJA FLOR,5290231,"STR. Brăilei  , BL. BR 1 A",Mun. Galaţi,GALAŢI,Organizatoare,,beijaflor_galati@yahoo.com
1725,HERA TOUR SRL,HERA TOUR,6979847,"STR. Decebal , NR. 11 , BL. S14  , AP. 72","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,mioara@heratour.ro
1726,AXION EST SRL,BUNA VESTIRE,28980540,"STR. Mărăşeşti , NR. 29 , BL. A8  , AP. 3",Mun. Suceava,SUCEAVA,Organizatoare,www.bunavestire-pelerinaje.ro,axion-est@yahoo.com
1728,SECOMI TRAVEL SRL,SECOMI TRAVEL,16542911,"STR. Matei Basarab  , BL. F3 , ET. P",Mun. Slobozia,IALOMIŢA,Organizatoare,,officesecomi@yahoo.com
1729,HALLOWEEN TOURS SRL,HALLOWEEN TOURS,40568248,"STR. Războieni , NR. 31A",Mun. Turda,CLUJ,OrganizatoareOnline,www.halloweentours.us,office@halloweentours.us
173,BEST TRAVEL SOLUTIONS SRL,BTSE TRAVEL SOLUTIONS,33653987,NR. 2B,Com. Clinceni,ILFOV,Organizatoare,www.btse.ro,andreea@btse.ro
1730,FILADELFIA TOUROPERARE GO SRL,FILADELFIA TOUROPERARE GO,34282194,"STR. Calea Moldovei , NR. 18",Mun. Bistriţa,BISTRIŢA-NĂSĂUD,Organizatoare,,oana.lazar@filadelfia-tur.ro
1731,RENASTEREA CENTRUL DE PELERINAJE SRL,RENASTEREA CENTRUL DE PELERINAJE,8306260,"STR. Avram Iancu , NR. 18",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.pelerinaje.renastereacluj.ro,pelerinaje@mitropolia-clujului.ro
1732,SANO TOURING EXPERIENCE SRL,ACCESSIBLE ROMANIA BY SANO TOURING,16609361,"STR. Morarilor , NR. 2","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.accessibleromania.com,contact@accessibleromania.com
1733,BUSINESS GRUP LAND SRL,BUSINESS GRUP,19939275,"STR. 1 Mai , NR. 29 , BL. C70  , AP. 32",Mun. Dej,CLUJ,Organizatoare,,businessgrupland@yahoo.com
1735,SEVEN TRAVEL S.R.L.,SEVEN TRAVEL,22485250,"STR. Mihai Viteazu , NR. 3  , ET. P",Mun. Bacău,BACĂU,Organizatoare,www.seventravel.ro,office@seventravel.ro
1737,ALDE VOYAGE S.R.L.,ALDE TOUR,38585727,"STR. Republicii , NR. 8",Mun. Reşiţa,CARAŞ-SEVERIN,Organizatoare,www.aldetour.ro,alin@aldetour.ro
1738,BANAT REISEN AKTIV S.R.L.,DESTINATION TRANSYLVANIA,37572320,"STR. Taberei , NR. 5  , ET. 3 , AP. 38",Mun. Sibiu,SIBIU,OrganizatoareOnline,www.banatreisen.ro,office@banatreisen.ro
1739,HOLDAS EXPERIENCE SRL,HOLDAS EXPERIENCE,38294272,"STR. Dimitrie Cantemir , NR. 1  , ET. 2 , AP. 1",Mun. Timişoara,TIMIŞ,Organizatoare,www.holdas.at,simion@holdas.at
1744,EUROCON BUSINESS GRUP S.R.L.,EUROCON TRAVEL,17632214,"STR. Eforiei , NR. 8","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@ectravel.ro
1746,VIP BUSINESS VOYAGE SRL,VIP BUSINESS VOYAGE,37190907,"STR. Agricultori , NR. 37-39  , ET. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.vipvoyage.ro,office@vipvoyage.ro
1748,CRIDA HOLLIDAYS SRL,FAMILY TRIP,37886918,"STR. George Coşbuc , NR. 22",Mun. Ploieşti,PRAHOVA,Organizatoare,www.familytrip.ro,office@familytrip.ro
1752,ASOCIATIA PELERIN IN MARAMURES,PELERINUL CRESTIN,40422284,"STR. Unirii , NR. 24",Mun. Baia Mare,MARAMUREŞ,Organizatoare,www.pelerinulcrestin.ro,pelerin.maramures@yahoo.com
1753,IBIS SRL,IBIS TOURS,7115695,NR. 6,Mun. Tulcea,TULCEA,Organizatoare,www.ibis-tours.ro,ibistours@gmail.com
1755,ACCESS TRAVEL SRL,ACCESS TRAVEL,24681295,"STR. Ştefan cel Mare , NR. 26  , ET. 1",Mun. Suceava,SUCEAVA,Organizatoare,www.accesstravel.ro,info@accesstravel.ro
1759,GLOBETROTTER SRL,GLOBETROTTER,15003617,"STR. Corneliu Coposu , NR. 3-4   , AP. 2",Mun. Arad,ARAD,Organizatoare,www.excursiionline.ro,office@excursiionline.ro
176,EXPERT DIPLOMATIC TOUR SRL,EXPERT DIPLOMATIC TOUR,38464202,"STR. Luica , NR. 62-64 , BL. 2 , ET. 1 , AP. 56","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,http://expertdiplomatictour.ro,cristina.angelescu@expert-diplomatic.ro
1760,LUIZA SRL,LUIZA TRAVEL,4188927,"STR. Cuza Vodă  , BL. D7",Mun. Paşcani,IAŞI,Organizatoare,www.luizatravel.ro,office@luizatravel.ro
1761,NADINA SRL,NADINA HOLYDAY,1043719,"STR. Punţii , NR. 8",Mun. Caransebeş,CARAŞ-SEVERIN,Organizatoare,www.nadinacs.ro,scnadinasrl@yahoo.com
1764,ANEMARY TURISM SI IMOBILIARE SRL,ANEMARY,24996013,"STR. Alexandru cel Bun  , BL. H6",Mun. Iaşi,IAŞI,Organizatoare,www.anemary.ro,office@anemary.ro
1770,EVIA TUR S.R.L.,ORIUNDE,18950488,"STR. Decebal , NR. 3-5",Mun. Bistriţa,BISTRIŢA-NĂSĂUD,Organizatoare,,eviatur@gmail.com
1773,ID MEMORY TRAVEL SRL,ID MEMORY TRAVEL,40199752,"STR. Barbu Văcărescu , NR. 49   , AP. 3","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,,memory_travel@idmemory-travel.com
1774,PHOENIX TOUR SRL,PHOENIX TOUR,14413414,"STR. Moroeni , NR. 88","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.phoenixtour.ro,phoenixtour@rdsmail.ro
1775,GECCO TRAVEL SRL,GECCO TRAVEL - FRANCIZA PARALELA 45,23968260,"STR. Republicii , NR. 190 , BL. 3",Mun. Bârlad,VASLUI,Organizatoare,,barlad@paralela45.ro
1776,REGIONAL AIR SUPORT SRL,REGIONAL AIR TOURS,12020346,"STR. Bucureşti-Ploieşti , NR. 14-22 , BL. XIII/2  , AP. CAM. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.regional.ro,airdivision@regional.ro
1786,TRAVEL GUIDE SRL,TRAVEL GUIDE,30892262,"STR. Barbu Văcărescu , NR. 164A  , ET. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.biztour.ro,ruxandra.voicu@biztour.ro
1787,BLUE SKY TRAVEL SRL,BLUE SKY TRAVEL,22780985,"BL. 6  , AP. SP COM 4",Mun. Făgăraş,BRAŞOV,Organizatoare,,office@blueskytravel.ro
1790,MIRIAM TURISM PROGRAME SRL,MIRIAM TURISM,27021420,"STR. Profesor Ioan Şandru , NR. 31","Com. Oituz, Sat Poiana Sărată",BACĂU,OrganizatoareOnline,www.miriamturism.ro,miriamturism@yahoo.com
1791,FF TRANS SRL,FF TOURS,6206949,"STR. Dr. Louis Pasteur , NR. 34/A   , AP. 42",Mun. Oradea,BIHOR,Organizatoare,www.excursii-baile-felix.ro,contact@excursii-baile-felix.ro
1792,STEMIROGA SRL,KAMENA TRAVEL,40729476,"STR. Traian  , BL. A5",Mun. Piatra Neamţ,NEAMŢ,Organizatoare,,ghiddeturism@gmail.com
1793,DCR ADVENTURES SRL,DCR ADVENTURES,38605883,"STR. Berceni , NR. 43 , BL. 109 , ET. 5 , AP. 15","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.dcradventures.ro,contact@dcradventures.ro
1794,SMART IDEA TRAVEL SRL,IDEA TRAVEL,31337074,"STR. 16 Decembrie 1989 , NR. 14  , ET. 1 , AP. 10",Mun. Timişoara,TIMIŞ,OrganizatoareOnline,www.ideatravel.ro,office@ideatravel.ro
1797,CRUISE&HOLIDAY SRL,CROAZIERE.CO,33869892,"STR. Tudor Vladimirescu , NR. 41   , AP. 14",Mun. Oradea,BIHOR,OrganizatoareOnline,www.croaziere.co,daniela@croaziere.co
1799,GENIAL INTERTOUR SRL,GENIAL TOUR,34073139,"STR. Bogdan Vodă , NR. 5  , ET. 1 , AP. 15",Mun. Sighetu Marmaţiei,MARAMUREŞ,Organizatoare,www.genialtour.ro,genialtour@yahoo.com
180,TRAVEL ATT SRL,TRAVEL ATT,32064363,"STR. Arcului , NR. 2 , BL. 3B  , AP. 3",Mun. Slatina,OLT,Organizatoare,www.travelatt.ro,office@travelatt.ro
1801,MEDIAN TOURS & TRAVEL SRL,MEDIAN TOURS & TRAVEL,34456851,"STR. Moşilor , NR. 96 (FOST 9","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,,median.israel@gmail.com
1806,DOBROGEA MISTERIOASA SRL,ALTERNATIVE TRAVEL,23526340,"STR. Erou Demetriade , NR. 55",Mun. Tulcea,TULCEA,OrganizatoareOnline,www.alternativetravel.ro,contact@descoperadeltadunarii.ro
1811,BUSINESS TRIPS AND MORE S.R.L.,BUSINESS TRIPS AND MORE,36315573,"STR. Garoafei , NR. 24","Com. 1 Decembrie, Sat 1 Decembrie",ILFOV,OrganizatoareOnline,www.bmore.ro,bmore@bmore.ro
1812,ATU TRAVEL & EVENTS SRL,ATU TRAVEL,12981558,"STR. Prunului , NR. 36","Com. Corbeanca, Sat Ostratu",ILFOV,OrganizatoareOnline,www.atutravel.ro,atutravel@gmail.com
1813,CASTLE TOURS SRL,CASTLE TOURS,25565060,"STR. Partizanilor , NR. 43",Oraş Şimleu Silvaniei,SĂLAJ,Organizatoare,www.castle.ro,moldovanorsi@yahoo.co.uk
1815,EVENTS VIVA TOUR SRL,EVENTS VIVA,32190671,"STR. Alexandru Vlahuţă , NR. 4   , AP. A",Oraş Sinaia,PRAHOVA,Organizatoare,www.eventsviva.ro,corporate@eventsviva.ro
1818,PROMO-SERVICE SRL,PROMOTURISM,13578422,NR. 225-245,"Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.promoturism.ro,promo@promoturism.ro
1820,RAICRUISES SRL,RAICRUISES,40408395,"STR. Păcii , NR. 8 , BL. 111 , ET. 1 , AP. 3",Mun. Suceava,SUCEAVA,Organizatoare,www.raicruises.ro,raicruises@gmail.com
1821,HELLOBUCOVINA TRAVEL & TOURS SRL,HELLOBUCOVINA TRAVEL & TOURS,19183227,"STR. Trandafirilor , NR. 12 , BL. - , ET. - , AP. 14",Mun. Suceava,SUCEAVA,OrganizatoareOnline,www.hellobucovina.com,contact@hellobucovina.com
1835,ROYAL TOURS & EVENTS SRL,ROYAL TOURS & EVENTS,40566131,"STR. Dimitrie Cantemir , NR. 27 , BL. 1 , ET. 7 , AP. 61","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.RoyalRomania.com,contact@RoyalRomania.com
1837,INTERNATIONAL SERVICE EXPERT SRL,CALATORESTE CU DRAGOS,19053464,"STR. Egretei , NR. 33  , ET. P , AP. 8",Mun. Braşov,BRAŞOV,Organizatoare,www.calatorestecudragos.ro,calatoreste@cudragos.ro
1839,DEAL TRAVEL SRL,DEAL TRAVEL,29448526,"STR. Republicii , NR. 33",Mun. Focşani,VRANCEA,Organizatoare,www.dealtravel.ro,dealtravel@ymail.com
184,EXPERT MULTISERVICES IMPEX SRL,EXPERT TOURS,4965500,"STR. Stănila , NR. 6 , BL. H10  , AP. 64","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.experttours.ro,office@experttours.ro
1840,SIEBENBURGEN REISEN SRL,SIEBENBURGEN REISEN,29418576,"STR. Ioan Codru Drăguşanu , NR. 9A",Mun. Sibiu,SIBIU,OrganizatoareOnline,www.siebenburgenreisen.com,office@siebenburgenreisen.com
1841,ENTERTAINMENT TRAVEL SRL,ENTERTAINMENT TRAVEL,40506415,"STR. G-ral Eremia Grigorescu , NR. 122A",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,www.entertainmenttravel.ro,contact@entertainmenttravel.ro
1842,ADVENTURE UNFILTERED SRL,WILD ROMANIA,40850370,"STR. Gheorghe Ioachim , NR. 5","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.wildromania.ro,florin.radu013@gmail.com
1843,LOST IN TRAVEL SRL,LOST IN TRAVEL,40827377,"STR. Carol I , NR. 68  , ET. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.lostintravel.ro,lostintravel.ro@gmail.com
1850,CON-TUR SRL,CON-TUR,422633,"STR. Roma , NR. 31   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.con-tur.ro,office@con-tur.ro
1852,INITIO TRAVEL SRL,INITIO TRAVEL,6797519,"STR. Crişan , NR. 8",Mun. Blaj,ALBA,Organizatoare,,vizitparis@yahoo.fr
1853,HOBBY-TOUR SRL,HOBBY TOUR,3346727,"STR. Domnească , NR. 3 , BL. P9  , AP. 6",Mun. Galaţi,GALAŢI,Organizatoare,www.hobbytour.ro,florin@hobbytour.ro
1855,PGL ESPORTS SRL,PGL,16896480,"STR. Dimitrie Pompeiu , NR. 9-9A","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,,contact@pglesports.com
1856,ECOXTREM CONSULTING SRL,ECOXTREM TRAVEL,33043962,"STR. Denta , NR. 6","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.ecoxtrem.ro,office@ecoxtrem.ro
1858,TRANSSYLVANIA TOURS SRL,TRANSILVANIA TOURS,10816694,"STR. Dâmboviţei , NR. 49  , ET. 6 , AP. 21",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.transilvaniatours.ro,office@transilvaniatours.ro
186,ICAR TOURS MED SRL,ICAR TOURS,23524896,"BL. G2 , ET. P",Mun. Constanţa,CONSTANŢA,Organizatoare,www.icar.ro,medgidia@icar.ro
1860,TRAVELMINIT INTERNATIONAL SRL,TRAVELMINIT,38869249,"STR. Gării , NR. 21",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.travelminit.ro,office@travelminit.com
1865,CAMERA MM SRL,PHOTOTOUR,9873904,"STR. Valea Cetăţii , NR. 33 , BL. A40  , AP. 36",Mun. Braşov,BRAŞOV,OrganizatoareOnline,www.phototour.ro,office@phototour.ro
1868,LYOD TOUR SRL,LYOD TOUR,15119469,"STR. Depoului , NR. 9-11",Mun. Ploieşti,PRAHOVA,Organizatoare,www.lyodtour.ro,managertransport@lyodtour.ro
1870,ESKY TRAVEL SEARCH S.R.L.,eSKY.RO,26130195,"STR. Griviţei , NR. 84 - 98 SI  , ET. 3","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.esky.ro,info@esky.ro andrei.cretulescu@esky.com
1875,TRAVEL PLANNER SRL,TRAVEL PLANNER,25989308,"STR. Măgura Vulturului , NR. 58  , ET. 2","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.travelplanner.ro,office@travelplanner.ro
1877,ELLA TRAVELAND SRL,ELLA TRAVEL,17330445,"STR. Constantin Noica , NR. 134  , ET. P , AP. 1","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.ella.ro,office@ella.ro
1878,DISCOVERY TRAVEL SRL,DISCOVERY TRAVEL,15047737,"STR. Ştefan cel Mare şi Sfânt , NR. 67",Mun. Iaşi,IAŞI,Organizatoare,www.discoverytours.ro,discoverytravel@sedcom.ro
1879,KOKO TOUR MURES SRL,KOKO TOUR,38761882,"STR. Călăraşilor , NR. 1",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.kokotour.ro,office@kokotour.ro
1881,SULT DANALEX SRL,DANALEX,4891942,"STR. Victoriei , NR. 4 , BL. CC VEST , ET. 1 , AP. 30",Mun. Ploieşti,PRAHOVA,Organizatoare,,turismdanella2@yahoo.com
1883,ROIS TRAVEL PARTNERS & EVENTS SRL,TRAVEL PARTNERS,34743387,"STR. Labirint , NR. 101","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.travel-partners.ro,office@travel-partners.ro
1886,EUROTOURING TRAVEL AGENCY SRL,EUROTOURING TRAVEL AGENCY,5890791,"STR. Ştefan cel Mare , NR. 25 , BL. 28  , AP. 79","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.eurotouringtravel.ro,office@euro-touring.ro
1891,DUDA LOGISTIK SRL,DUDA TOUR,21680201,"STR. Gării , NR. 6",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.dudatravel.ro,office@dudatrans.ro
1892,ROMLIDER EVALUARI IMOBILIARE SRL,REI TRAVEL,18375887,"STR. Bucureştilor , NR. 94 , BL. A2-1  , AP. 2",Oraş Otopeni,ILFOV,Organizatoare,www.sunnyyachting.com,gabizamfir66@gmail.com
1893,FAXMEDIA TOUR SRL,FAXMEDIA TOUR,16826069,"STR. Gheorghe Grigore Cantacuzino , NR. 25C",Mun. Ploieşti,PRAHOVA,Organizatoare,www.faxmediatour.ro,office@faxmediatour.ro
1894,TRANSFERO TURISTIC SRL,TRANSFERO,31194985,"STR. Transilvaniei , NR. 7",Mun. Tecuci,GALAŢI,Organizatoare,www.transfer.ro,office@transfero.ro
19,PITICESCU TOUR SRL,PITICESCU TOUR,34943652,"STR. Octavian Goga , NR. 6 , BL. M25 , ET. 3 , AP. 9","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.piticescu.ro,office@piticescu.ro
190,APULUM TRAVEL SRL,APULUM TRAVEL,30307199,"STR. Revoluţiei 1989  , BL. A7  , AP. 20B",Mun. Alba Iulia,ALBA,Organizatoare,www.apulumtravel.ro,office@apulumtravel.ro
1900,THE TRAVELING TULIP SRL,THE TRAVELING TULIP,39561181,"STR. Victoriei , NR. 216 , BL. LOT 11 , ET. 1 , AP. CAMERA 16","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.thetravelingtulip.ro,office@thetravelingtulip.ro
1905,WALORE SRL,WALORE TRAVEL,18653185,"STR. Francesco Griselini , NR. 2  , ET. P , AP. SAD 6",Mun. Timişoara,TIMIŞ,Organizatoare,www.vacantameadevis.ro,office@vacantameadevis.ro
1907,MONTANA SRL,MONTANA TRAVEL,2641524,"STR. Domnească , NR. 13 , BL. L  , AP. 81A",Mun. Galaţi,GALAŢI,Organizatoare,www.montanatravel.ro,montana_galati@yahoo.com
1910,CHALLENGE SRL,CHALLENGE TRAVEL,22456114,"STR. Iuliu Maniu , NR. 19",Mun. Satu Mare,SATU MARE,Organizatoare,www.challengetravel.ro,office@challengetravel.ro
1911,TEZAUR SRL,LUMINA TRAVEL,7357133,"STR. Siderurgiştilor  , BL. SD4A  , AP. 21",Mun. Galaţi,GALAŢI,Organizatoare,,agentialumina@gmail.com
192,ROMADRIA CONFORT SRL,ROMADRIA CONFORT,9311442,"NR. 5-7  , ET. PARTER , AP. 25","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.romadria.ro,office@romadria.ro
1923,PICO REX TRANSILVANIA SRL,CAO TOURS & EVENTS,40410328,"STR. Vidraru , NR. 13-15 , BL. C3  , AP. 34",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,www.caotours.com,carmen_f23@yahoo.com
1925,ASBRUTRAVEL SRL,ASBRUTRAVEL,40814369,"STR. Armoniei , NR. 5 , BL. B3 , ET. 4 , AP. 20",Mun. Turda,CLUJ,OrganizatoareOnline,www.asbrutravel.com,barabasgheorghedan@yahoo.com
1928,CITY TRAVEL S.R.L.,CITY TRAVEL,19067575,"STR. Dacia , NR. 133  , ET. D","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.citytravel-ct.ro,office@citytravel-ct.ro
1932,PIETROASA SA,AGENTIA DE TURISM PIETROASA,1153002,"STR. Daciei , NR. 2",Mun. Buzău,BUZĂU,Organizatoare,,agentiedeturism@hotelpietroasa.ro
1933,RAMANIC RAM SRL,RAMANIC TUR,40750907,NR. 189,Com. Luna,CLUJ,Organizatoare,,ramanicram@gmail.com
1938,TIME TO GO TRAVEL SRL,TIME 2 GO,41025550,"STR. Soveja , NR. 48",Mun. Constanţa,CONSTANŢA,OrganizatoareOnline,www.time2go.ro,office@time2go.ro
194,HEAVEN TRAVEL & TOURS SRL,HEAVEN TRAVEL & TOURS,36445336,NR. 1,Mun. Arad,ARAD,Organizatoare,www.heaventours.ro,hello@heaventours.ro
1940,OAK TREE TRAVEL SRL,ROMANIA GUIDED TOURS,40978590,"STR. Agârbiciu , NR. 5 , BL. 15 , ET. P , AP. 21",Mun. Sibiu,SIBIU,OrganizatoareOnline,www.sibiutourguide.com/ www.romania-tours.travel,office@romania-tours.travel
1943,GALAXY WORLD TRAVEL SRL,GALAXY TRAVEL,25050233,"STR. Liviu Rebreanu , NR. 7 , BL. 51 , ET. 7 , AP. 31","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.galaxytravel.ro,office@galaxytravel.ro
1948,CERNANDRO BUSINESS SRL,ANDRO TRAVEL,31316667,"STR. Tipografiei , NR. 8   , AP. 1",Mun. Cluj-Napoca,CLUJ,Organizatoare,,cernandro@gmail.com
1952,THE JOY OF LIFE SRL,A TRAVEL DESIGNER,31149445,"STR. Traian , NR. 142 , BL. A10 , ET. 7 , AP. 26",Mun. Galaţi,GALAŢI,OrganizatoareOnline,www.atraveldesigner.com,olga.palaga@gmail.com
1954,TRAVEL CONCEPT INTERNATIONAL SRL,TRAVEL CONCEPT INTERNATIONAL,15288158,"STR. Popa Soare , NR. 24  , ET. 1 , AP. 4","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.travelconcept.ro,office@travel-concept.ro
1958,FUNDATIA ALATURI DE TINE,CENTRUL DE PELERINAJ SF NICOLAE,41568122,"STR. Andrei Şaguna , NR. 1",Mun. Deva,HUNEDOARA,Organizatoare,www.episcopiadevei.ro,pelerinaje@episcopiadevei.ro
1960,OZ TRAVEL CONSULT SRL,OZ TRAVEL,35294715,"STR. Ştefan cel Mare , NR. 25 , BL. 28  , AP. 79","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.oztravel.ro,office@oztravel.ro
1962,DORYMAR TRAVEL SRL,DORYMAR TRAVEL,32419296,"STR. Emanuil Gojdu , NR. 33 , BL. A7",Mun. Oradea,BIHOR,Organizatoare,,dorymartravel@yahoo.com
1966,GRANIERI TRAVEL & MORE SRL,TRIPAHOLIC,29546290,"STR. Eugeniu de Savoya , NR. 1  , ET. 1 , AP. 3",Mun. Timişoara,TIMIŞ,Organizatoare,www.tripaholic.ro,office@tripaholic.ro
1967,BURG REISEN SRL,BURG REISEN,24926794,"STR. Mihail Sebastian , NR. 18B   , AP. 3",Mun. Sibiu,SIBIU,OrganizatoareOnline,www.burgreisen.eu,office@burgreisen.eu
1968,HELVIA RETO SRL,RAL TRAVEL,3626646,"STR. Gării , NR. 5   , AP. 3",Mun. Baia Mare,MARAMUREŞ,Organizatoare,,helviareto@yahoo.com
1972,BIB 4 TRAVEL S.R.L.,4 TRAVEL,40628102,"STR. Democraţiei , NR. 9",Mun. Râmnicu Vâlcea,VÂLCEA,Organizatoare,www.4travel.ro,agentia4travel@gmail.com
1973,OM TRAVEL SRL,OM TRAVEL,15448518,"STR. Roşiorilor , NR. 2",Mun. Braşov,BRAŞOV,Organizatoare,www.omtravel.ro,rezervari@omtravel.ro
1974,RIVER & SEA SERVICES SRL,RO VOYAGE,36127898,"STR. Cisnădiei , NR. 62",Mun. Sibiu,SIBIU,Organizatoare,www.ro-voyage.com,riverseaserv@yahoo.com
1975,WORLD INCOMING EUROPE SRL,WELCOME EUROPA,40976956,NR. 60,Com. Chiajna,ILFOV,Organizatoare,www.welcomeuropa.com,booking@welcomeuropa.com
1981,FRANCESCA BUSINESS SOLUTIONS SRL,FRANCESCA BUSINESS SOLUTIONS,36224262,NR. 29,Com. Cernica,ILFOV,Organizatoare,,francesca_business@yahoo.com
1982,TRAIL TRIPS SRL,TRAIL TRIPS,38798377,NR. 746,Com. Răşinari,SIBIU,OrganizatoareOnline,www.trailtripsromania.com,enjoy@trailtripsromania.com
1983,OUFA TRAVEL SRL,OUFA TRAVEL,31729035,"NR. 1-10 , BL. B , ET. 4 , AP. 20",Com. Dobroeşti,ILFOV,Organizatoare,,oufa1688@gmail.com
1987,CREATIVE EXPERIENCES SRL,CASTLE BREAK,40946718,"STR. Gării , NR. 3 , BL. 3  , AP. 25",Mun. Braşov,BRAŞOV,OrganizatoareOnline,,castlebreak@gmail.com
1990,EXTREME TRAVEL & ADVENTURE SRL,EXTREME TRAVEL,37098855,"STR. Bucureşti , NR. 148",Mun. Braşov,BRAŞOV,Organizatoare,www.adventure-travel.ro/www.extreme-travel.ro,office@extreme-travel.ro
1991,REINTREGIREA SRL,REINTREGIREA,12903207,"STR. Mihai Viteazu , NR. 16",Mun. Alba Iulia,ALBA,Organizatoare,www.pelerinajealba.ro,pelerinaje.albaiulia@gmail.com
1993,LOCAL TASTE SRL,LOCAL TASTE,34765199,"STR. D. I. Mendeleev , NR. 6  , ET. 1 , AP. 3","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,,remus_radu@yahoo.com
1996,HAPPY DAY IMPEX SRL,ROSU TOUR,8488617,"STR. Eroilor , NR. 5",Mun. Bistriţa,BISTRIŢA-NĂSĂUD,Organizatoare,www.rosutour.ro,rosu_tour@yahoo.com
1998,COSIMCOL TRAVEL SRL,VOYAGE CENTER,32504510,"STR. Frumoasă , NR. 25",Mun. Brăila,BRĂILA,OrganizatoareOnline,www.voyagecenter.ro,voyagecenter@yahoo.com
1999,BETTER BOOKING SRL,BETTER BOOKING,40741143,"STR. Păcurari , NR. 66  , ET. 1",Mun. Iaşi,IAŞI,OrganizatoareOnline,www.voguevoyage.ro,vlad@voguevoyage.ro
200,NEXT VOIAJ SRL,NEXT VOYAGE,26494145,"STR. Anastasie Panu , NR. 54 , BL. H1 , ET. P",Mun. Iaşi,IAŞI,Organizatoare,www.nextvoyage.ro,office@nextvoyage.ro
2000,BRIGITTE PRODCOM SRL,BRIGITTE,47445,"STR. Avram Iancu , NR. 1",Mun. Oradea,BIHOR,Organizatoare,www.brigittetravel.ro,brigittetravel@yahoo.com
2003,ECO NET CONSULTING SRL,ECO NET,35769024,"STR. Bacinschi , NR. 7 , BL. CL4",Mun. Iaşi,IAŞI,Organizatoare,www.netours.ro,office@netours.ro
2007,BRAVA INTERTEAM CONSULTING SRL,BRAVA TOUR,29618060,"STR. Poligrafiei , NR. 3-5","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.bravatour.ro,monica.zorzon@bravatour.ro
