nr_licenta,licenta_tip,data_emitere,operator_economic,nr_registru_comert,denumire_agentie,cui,adresa,localitate,judet,tip_agentie,site_web,email,col13,col14,col15
1345,Licenta,05.03.2019,SHAFEY GROUP SRL,J2/1652/2007,SUN TOUR,22365113,"STR. Crişan , NR. 6   , AP. 4",Mun. Arad,ARAD,Intermediara,www.suntour.ro,info@suntour.ro,,,
1346,Licenta,17.03.2025,ABC GENERAL PROJECT S.R.L.,J40/74/2015,TRIPPERO,33945272,"STR. Pescăruşului , NR. 11 , BL. M16 , ET. 2 , AP. 15","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Intermediara,www.trippero.ro,contact@trippero.ro,,,
1347,Licenta,05.03.2019,MIRIFIC-GIL SRL,J2/1073/1991,MIRIFIC GIL,10631050,"STR. Cloşca , NR. 2   , AP. 20",Mun. Arad,ARAD,Organizatoare,www.mirifictravel.ro,mirifictravel@rdsar.ro,,,
1348,Licenta,16.07.2025,SIMBOPREST S.R.L.,J05/3014/2008,SIMBOTOUR,24862720,"STR. Primăriei , NR. 64",Mun. Oradea,BIHOR,Organizatoare,www.simbotours.ro,vacante@simbotours.ro,,,
1349,Licenta,05.03.2019,Z TOUR S.R.L.,J12/283/2002,Z TOUR,14457429,"STR. Anatole France , NR. 62",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.ztour-travel.ro,office@ztour-travel.ro,,,
135,Licenta,16.11.2018,LUSATIN SRL,J17/306/1999,LUSATIN TRAVEL,11760974,"STR. Oţelarilor , NR. 29 , BL. K. SC. 7 , ET. PARTER , AP. 269",Mun. Galaţi,GALAŢI,Intermediara,www.lusatintravel.ro,office@lusatintravel.ro,,,
1350,Licenta,27.03.2025,THEOREMA TRAVEL SRL,J40/2661/2013,THEOREMA TRAVEL,31300270,"STR. Ferdinand I , NR. 119 , BL. G1  , AP. 42","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.theorematravel.ro,cristina@theorematravel.ro,,,
1351,Licenta,05.03.2019,CORA TRAVEL AGENCY SRL,J12/3426/2006,CORA TRAVEL,19112188,"STR. Mănăştur , NR. 76   , AP. 1",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.coratravel.ro,contact@coratravel.ro,,,
1352,Licenta,16.08.2022,WORLD CLASS HOLIDAYS S.R.L.,J40/9639/2014,WORLD CLASS HOLIDAYS,33490391,"NR. 53   , AP. M7","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,neceacristina@gmail.com,,,
1353,Licenta,05.03.2019,BBOOK BED AND BREAKFAST S.R.L.,J40/7765/2012,BBOOK BED AND BREAKFAST,30394080,"STR. Maxim Gorki , NR. 2  , ET. PARTER , AP. 3","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.bbook.ro,mihai@bbook.ro,,,
1354,Licenta,05.03.2019,SINDI TOUR SRL,J22/1651/2008,SINDI TOUR,23951960,"STR. Ţuţora , NR. 2 , BL. B2 , ET. P",Mun. Iaşi,IAŞI,Organizatoare,sinditour,office@sinditour.ro,,,
1355,Licenta,16.03.2023,EUROTRANS AGENCY SRL,J39/201/2003,EUROTRANS,47390961,"STR. Cuza Vodă , NR. 15",Mun. Focşani,VRANCEA,Intermediara,,eurotrans-travel@yahoo.com,,,
1356,Licenta,05.03.2019,VACANTE SI CALATORII SRL,J35/1948/2014,VACANTE SI CALATORII,33496246,"STR. Episcop Augustin Pacha , NR. 10",Mun. Timişoara,TIMIŞ,Organizatoare,vacantesicalatorii.com,office@vacantesicalatorii.com,,,
1357,Licenta,05.03.2019,FUNDATIA CENTRUL DE FORMARE APSAP,,APSAP,33269758,"NR. 62 , BL. DECEBAL TOWER , ET. 6 , AP. 11","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.cursuri-functionari.ro,secretariat@cursuri-functionari.ro,,,
1358,Licenta,05.03.2019,WISE TRAVEL SOLUTIONS SRL,J40/14659/2012,FLUGO.RO,31007807,"STR. Unirii , NR. 16  , ET. 8","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Intermediara,www.flugo.ro,info@flugo.ro,,,
136,Licenta,16.11.2018,AVENTURA SERVICE TRAVEL SRL,J40/15760/2017,AVENTURA TRAVEL,38217229,"STR. Bădeni , NR. 10 , BL. T5 , ET. 7 , AP. 32","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.aventura-travel.ro,office@aventura-travel.ro,,,
1360,Licenta,16.05.2022,CARTAGA TRAVEL AGENCY SRL,J32/1308/2015,CARTAGA TRAVEL AGENCY,35369141,"STR. Sibiului , NR. 81",Mun. Mediaş,SIBIU,Organizatoare,www.cartaga.ro,office@cartaga.ro,,,
1361,Licenta,05.03.2019,SCORILO TRAVEL VACANTE S.R.L.,J40/4061/2017,SCORILO TRAVEL VACANŢE,37275000,"STR. Lacul Tei , NR. 77  , ET. 1 , AP. ULUI 16","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.scorilotravelvacante.ro,scorilotravelvacanta@gmail.com,,,
1362,Licenta,05.03.2019,ETURIA SRL,J27/908/2007,ETURIA,22067680,"STR. 1 Decembrie 1918 , NR. 58",Mun. Piatra Neamţ,NEAMŢ,Organizatoare,www.eturia.ro,office@eturia.ro,,,
1363,Licenta,05.03.2019,TOUR AND-A TRANS SRL,J35/3257/2004,TOUR AND-A TRANS,16919087,"STR. Avram Iancu , NR. 42",Oraş Făget,TIMIŞ,Organizatoare,www.tourandatrans.ro,andacernescu@yahoo.com,,,
1364,Licenta,14.02.2023,ULTRAMARIN SRL,J35/750/2001,ULTRAMARIN,14006860,"NR. 11   , AP. 5",Mun. Timişoara,TIMIŞ,Organizatoare,www.ultramarintm.ro,office@ultramarintm.ro,,,
1365,Licenta,06.03.2019,PEGASUS TRAVEL SRL,J35/43/2012,PEGASUS TRAVEL,29533613,"STR. Mărăşeşti , NR. 7   , AP. 15",Mun. Timişoara,TIMIŞ,Organizatoare,www.pegasustravel.ro,office@pegasustravel.ro,,,
1366,Licenta,06.03.2019,WANDERLUST ACTIVE TOURS SRL,J40/18584/2006,SLOW TOURS ROMANIA,19206851,"STR. Negustori , NR. 23-25 , BL. II , ET. 2","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,slowtoursromania.com,office@slowtoursromania.com,,,
1367,Licenta,06.03.2019,CALLIA CRUISE & TRAVEL SRL,J8/1548/2012,CALLIA CRUISE & TRAVEL,30731690,"STR. Berzei , NR. 4 , BL. 9  , AP. 6",Mun. Braşov,BRAŞOV,Organizatoare,www.callia.ro,info@callia.ro,,,
1368,Licenta,06.03.2019,UNIVERS EXCHANGE SRL,J18/106/2003,AGENTIA DE CALATORII GORJ TRAVEL,15201223,"STR. Republicii  , BL. 24 , ET. P",Mun. Târgu Jiu,GORJ,Intermediara,,,,,
1369,Licenta,29.01.2021,AVANT BUSINESS & TRAVEL SOLUTIONS SRL,J40/9018/2010,AVANT BUSINESS & TRAVEL SOLUTIONS,27413971,"STR. Dianei , NR. 16","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.avatsolutions.ro,office@avantsolutions.ro,,,
137,Licenta,16.11.2018,EUROEST CONSORTIUM SRL,J40/4565/2006,TRAVEL PLANET,18496650,"STR. Parfumului , NR. 8","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Intermediara,,duicu.atena@gmail.com,,,
1370,Licenta,16.04.2021,CHROMATIC TRAVEL SRL,J27/601/2014,CHROMATIC TRAVEL,33699887,"STR. N. Roznovanu II , NR. 118",Oraş Roznov,NEAMŢ,Intermediara,www.chromatictravel.ro,chromatictravel@yahoo.ro,,,
1372,Licenta,31.08.2020,MURAT TURISM S.R.L.,J40/21405/2004,MURAT TURISM,17063950,"NR. 31   , AP. 2","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Intermediara,www.muratturism.ro,office@muratturism.ro,,,
1374,Licenta,06.03.2019,FLORAD S.R.L.,J17/1342/1992,FLORAD TOUR,1629999,STR. Regimentul 11 Siret,Mun. Galaţi,GALAŢI,Intermediara,www.e-cazari.ro,floradtour@gmail.com,,,
1375,Licenta,06.03.2019,EDUCATION POINT CENTER S.R.L.,J40/7119/2015,BTT TRAVEL CONSULTING,34639964,"STR. D. I. Mendeleev , NR. 7 - 15","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,www.btttravel.ro,contact@btttravel.ro,,,
1376,Licenta,06.03.2019,OCTAVSIV TOUR S.R.L.,J29/149/2010,OCTAV TOURS,26458959,"STR. Slt. Erou Călin Cătălin , NR. 3  , ET. P",Mun. Ploieşti,PRAHOVA,Organizatoare,www.octavtours.ro,octav.tours@gmail.com,,,
1377,Licenta,04.11.2021,ALTVINTUR S.R.L.,J26/984/2014,ALTVINTUR,33733113,"STR. Progresului , NR. 3   , AP. 5",Mun. Târgu Mureş,MUREŞ,IntermediaraOnline,,altvintur@gmail.com,,,
1378,Licenta,06.03.2019,Q MANAGEMENT TRAVEL & TOUR S.R.L.,J40/2580/2007,Q MANAGEMENT TRAVEL & TOUR,21033248,"STR. Belizarie , NR. 16/20 , BL. 10/1 , ET. 1 , AP. 4","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.qmtravel.ro,office@qmtravel.ro,,,
1379,Licenta,06.03.2019,ARHIEPISCOPIA IASILOR - ACTIVITATE ECONOMICA,,CENTRUL DE PELERINAJ  SF. PARASCHEVA,15711931,"STR. Ştefan cel Mare şi Sfânt , NR. 14",Mun. Iaşi,IAŞI,Organizatoare,www.centruldepelerinaj.ro,office@centruldepelerinaj.ro,,,
138,Licenta,16.11.2018,CONDOR TOUR SRL,J32/953/2014,LOTUS TRAVEL,33772651,"STR. Podului , NR. 28",Mun. Sibiu,SIBIU,Organizatoare,,office@lotus-travel.ro,,,
1380,Licenta,01.10.2019,NORGE IMPEX SRL,j4/1908/1993,ALICE TOUR,4954676,"NR. 4 , BL. 4  , AP. 2",Mun. Bacău,BACĂU,Intermediara,,alicetour@yahoo.com,,,
1381,Licenta,31.01.2022,COVINNUS TRAVEL SRL,J40/7360/2014,COVINNUS TRAVEL,33301956,"STR. Braşov , NR. 25L , BL. B1 , ET. 10 , AP. 53","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.covinnus.com,office@covinnus.com,,,
1382,Licenta,06.03.2019,AGENŢIA 1 EST TURISM S.R.L.,J17/473/2012,SFINX TRAVEL,30087530,"STR. Siderurgiştilor , NR. 15 , BL. SD10A  , AP. 21",Mun. Galaţi,GALAŢI,Organizatoare,www.sfinxturism.ro,office@sfinxturism.ro,,,
1383,Licenta,07.03.2019,GREEN TRADING HERMES SRL,J40/13469/2011,GREGORY TOUR HOLIDAY,29333178,"STR. Plevnei , NR. 5-7","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,www.gregorytour.ro,info@gregorytour.ro,,,
1384,Licenta,07.03.2019,EXPOLITORAL SRL,J13/4116/1991,EXPOLITORAL TURISM,1864285,"STR. Alexandru Lăpuşneanu , NR. 185A  , ET. P",Mun. Constanţa,CONSTANŢA,Organizatoare,www.expolitoralturism.ro,expo@infolitoral.ro,,,
1385,Licenta,07.03.2019,POSADA SA,J03/69/1991,POSADA,156043,"STR. Basarabilor , NR. 27-29",Mun. Curtea de Argeş,ARGEŞ,Organizatoare,www.posada.ro,agentie@posada.ro,,,
1386,Licenta,07.03.2019,BALDEC SOFT SRL,J6/425/2017,COLIBITA TRAVEL,37485541,NR. 729,Com. Bistriţa Bârgăului,BISTRIŢA-NĂSĂUD,Organizatoare,www.colibitatravel.ro,baldec.soft@yahoo.com,,,
1387,Licenta,07.03.2019,CAMPUS TURISM SRL,J5/1759/1992,CAMPUS TRAVEL,118643,"STR. Magnoliei , NR. 23","Com. Sântandrei, Sat Sântandrei",BIHOR,Organizatoare,campusturism.wixsite.com,campusturism@gmail.com,,,
1388,Licenta,02.04.2024,MARION TURISM SRL,J22/363/2000,MARION TURISM,13112375,"STR. Ştefan cel Mare şi Sfânt , NR. 4  , ET. PARTER , AP. 1",Mun. Iaşi,IAŞI,Organizatoare,www.marion_turism.ro,marion_turism@yahoo.com,,,
1389,Licenta,22.08.2025,PRODAN TOUR SRL,J12/2444/2005,HOLIDAY STORE,17738933,"STR. Moţilor , NR. 38   , AP. 4",Mun. Cluj-Napoca,CLUJ,Intermediara,www.holidaystore.ro,office@holidaystore.ro,,,
139,Licenta,16.11.2018,FIX TOUR SRL,J21/561/2008,FIX TOUR,24295413,"STR. Cosminului  , BL. BN5 , ET. 1",Mun. Slobozia,IALOMIŢA,Intermediara,,fix_tour@yahoo.com,,,
1390,Licenta,07.03.2019,AEROCENTER SRL,J12/776/2000,AEROCENTER,13221313,"STR. Timotei Cipariu , NR. 9   , AP. 69/2",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.aerocenter.ro,office@aerocenter.ro,,,
1391,Licenta,07.03.2019,GEOALIMAR SRL,J3/1080/2010,GEOALIMAR TURISM,27641716,"STR. Episcop Grigorie Leu , NR. 46",Mun. Piteşti,ARGEŞ,Organizatoare,www.geoalimar.ro,geoalimar@yahoo.com,,,
1392,Licenta,11.10.2022,CISTOUR AGENCY S.R.L.,J38/533/2015,CISTOUR AGENCY,34984342,"STR. Iuliu Maniu , NR. 71 , BL. 4  , AP. 237","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.cistour.ro,office@cistour.ro,,,
1395,Licenta,11.03.2019,TIOC NATUR-UND STUDIENREISEN SRL,J32/1804/2004,TIOC NATUR-UND STUDIEREISEN,16990273,"STR. Săcel , NR. 92   , AP. 4",Mun. Sibiu,SIBIU,Organizatoare,www.tioc-reisen.ro,contact@tioc-reisen.ro,,,
1396,Licenta,11.03.2019,TRIPTAGO SRL,J40/9767/2018,TRIPTAGO,39595796,"STR. Col. Iosif Albu , NR. 88 , BL. B , ET. 8 , AP. 63","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,triptago.ro/.com,hello@triptago.ro,,,
1397,Licenta,11.03.2019,RUEFA ESCAPE TRAVEL SRL,J6/585/2016,RUEFA ESCAPE TRAVEL,16955322,"STR. Calea Moldovei , NR. 18",Mun. Bistriţa,BISTRIŢA-NĂSĂUD,Organizatoare,,contact@ruefa-escape.ro,,,
1398,Licenta,11.03.2019,MEGA PASS SRL,J39/975/2005,GOLDEN TRAVEL,18188781,"STR. 1 Decembrie 1918 , NR. 13   , AP. 4",Mun. Focşani,VRANCEA,Intermediara,www.golden-travel.ro,office@golden-travel.ro,,,
1399,Licenta,11.03.2019,TERRY HAPPY TOURS SRL,J40/11777/2009,TERRY HAPPY TOURS,26326826,"STR. Bodeşti , NR. 2 , BL. 29B , ET. 4 , AP. 17","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.terryhappytours.de,info@terryhappytours.de,,,
14,Licenta,23.10.2018,INFO MMXV SRL,J40/11059/2005,AQUA TRAVEL,17713297,"STR. Aurel Vlaicu , NR. 146  , ET. P","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Intermediara,www.aquatravel.ro,office@aquatravel.ro,,,
140,Licenta,16.11.2018,ITR TURISM SRL,J26/715/2012,IDEEA TOUR REGHIN,30466330,"STR. Mihai Viteazu , NR. 12",Mun. Reghin,MUREŞ,Intermediara,,office@zboro.ro,,,
1400,Licenta,13.03.2023,HAPPY TOUR SRL,J40/23452/1994,HAPPY TOUR,6842431,"STR. Plevnei , NR. 159  , ET. 8","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.happytour.ro,ana.ferent@happytour.ro,,,
1401,Licenta,14.06.2021,TRAVEL TIPS SRL,J13/2991/2007,TRAVEL TIPS,22370047,"STR. Difuzorului , NR. 6","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.travel-tips.ro,office@travel-tips.ro,,,
1402,Licenta,31.08.2020,DELPHI TRAVEL SRL,J33/1774/2008,DELPHI TRAVEL,24773887,"STR. George Enescu , NR. 16  , ET. 1",Mun. Suceava,SUCEAVA,Intermediara,www.delphitravel.ro,travel.delphi@gmail.com,,,
1403,Licenta,11.03.2019,VRANCEATUR & CO SRL,J39/111/1993,VRANCEATOUR,3614536,"STR. Brăilei , NR. 9",Mun. Focşani,VRANCEA,Organizatoare,www.vranceatour.ro,vranceatour@yahoo.com,,,
1405,Licenta,23.03.2021,PAX VOIAJ SRL,J40/12707/2010,ROMANIA TOUR STORE,27849262,"STR. Theodor Pallady , NR. 18 , BL. M5 , ET. 3 , AP. 70","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.romaniatourstore.com,book@romaniatourstore.com,,,
1406,Licenta,11.03.2019,EGO EVENTS & TOURS SRL,J12/3704/2016,BOBOTOURS,36631010,"STR. Bună Ziua , NR. 34 - 36  , ET. 1 , AP. 3",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.bobotours.ro,bobotours@yahoo.com,,,
1407,Licenta,11.03.2019,EUROPATUR SRL,J12/490/2005,EUROPATUR,17229441,"STR. Eroilor , NR. 38",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.europatur.ro,office@europatur.ro,,,
1408,Licenta,02.07.2021,SIMPLISERV SRL,J35/1563/2010,SIMPLISERV,27459251,"NR. 17/A  , ET. 1",Mun. Timişoara,TIMIŞ,Intermediara,www.simpliserv.ro,office@simpliserv.ro,,,
1409,Licenta,11.03.2019,ELENA VOYAGE SRL,J29/1557/2011,ELENA TRAVEL,29231798,"STR. Victoriei , NR. 4 , BL. CC VEST , ET. 1 , AP. 59",Mun. Ploieşti,PRAHOVA,OrganizatoareOnline,www.elenatravel.eu,travel_elena06@yahoo.com,,,
141,Licenta,19.11.2018,SIR SPEDITION SRL,J16/938/2017,EUROTOURS,37448012,"STR. Olteţ , NR. 12",Mun. Craiova,DOLJ,Intermediara,,sorinstef84@yahoo.com,,,
1410,Licenta,21.10.2019,MARSHAL TURISM SRL BUCUREŞTI FILIALA CRAIOVA,J16/969/2006,MARSHAL TURISM FILIALA CRAIOVA,18695962,"STR. Sfîntu Dumitru , NR. 3",Mun. Craiova,DOLJ,Organizatoare,www.marshal.ro,office@craiova.marshal.ro,,,
1411,Licenta,11.03.2019,TRAMONTANA SRL,J05/2561/1991,TRAMONTANA,57805,"STR. Satelitului , NR. 13",Mun. Oradea,BIHOR,Organizatoare,www.tramontanatravel.ro,tramontanatravel.ro@gmail.com,,,
1412,Licenta,11.03.2019,AKY PROD COM SERVICE SRL,J14/254/1998,CONTELE KALNOKY,12004103,NR. 5/A,Com. Valea Crişului,COVASNA,Organizatoare,,kalnoky@planet.ro,,,
1413,Licenta,11.03.2019,TERA TURISM SRL,J10/756/2002,TERA TURISM,15111066,"STR. Mihail Kogălniceanu  , BL. 3D , ET. O",Mun. Râmnicu Sărat,BUZĂU,Intermediara,,teraturism2006@yahoo.com,,,
1414,Licenta,11.03.2019,LINEA BLU TRAVEL S.R.L.,J12/1694/2002,LINEA BLU TRAVEL,14871110,"STR. Horea , NR. 2   , AP. 7",Mun. Cluj-Napoca,CLUJ,Intermediara,www.lineablutravel.ro,office@lineablutravel.ro,,,
1415,Licenta,24.05.2022,BABILONIA TRAVEL AGENCY S.R.L.,J31/425/2014,BABILONIA TRAVEL AGENCY,33880467,"STR. Mihai Viteazul , NR. 82 , BL. A42  , AP. 6",Mun. Zalău,SĂLAJ,Intermediara,www.babiloniatravel.ro,babiloniaturism@gmail.com,,,
1416,Licenta,01.07.2024,13 TRAVEL Star Light SRL,J40/20617/2017,13 TRAVEL,38610049,"STR. Justiţiei , NR. 38","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.13travel.ro,office@13travel.ro,,,
1417,Licenta,11.03.2019,CREX TOURS SRL,J8/873/2012,GOING ADVENTURE,30293948,NR. 440A,Com. Moieciu,BRAŞOV,Organizatoare,,tudorblaj@gmail.com,,,
1418,Licenta,11.03.2019,LIFESTYLE TRAVEL & GOURMET CLUB SRL,J40/13458/2012,LIFESTYLE TRAVEL & GOURMET CLUB,30912149,"STR. Sevastopol , NR. 24  , ET. 6","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,lifestyle-travelclub.ro,cristian.iordan@lifestyle-travelclub.ro,,,
1419,Licenta,11.03.2019,ICAR TOURS CONSTANŢA SRL,J13/2552/1998,ICAR TOURS CONSTANTA,11208946,"STR. Tomis , NR. 130",Mun. Constanţa,CONSTANŢA,Organizatoare,www..icar.ro,constanta@icar.ro,,,
142,Licenta,19.11.2018,EUROBUCUR TRAVEL SRL,J40/1664/2002,EUROBUCUR TRAVEL,14494486,"STR. Vlaicu Vodă , NR. 24 , BL. V79  , AP. 22","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Intermediara,www.eurobucurtravel.ro,eurobucur@gmail.com,,,
1421,Licenta,11.03.2019,TOURECO SRL,J12/166/2015,TOURECO,34003214,"STR. Sergiu Celibidache , NR. 13   , AP. 6",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,www.toureco.ro,office@toureco.ro,,,
1422,Licenta,17.05.2021,JOLLY TOUR CONSULTING SRL,J27/329/2008,JOLLY TOUR AGENCY,23388131,"STR. Ţintaşului , NR. 23   , AP. S2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,www.jollytour.ro,office@jollytour.ro,,,
1424,Licenta,18.03.2022,TRAVEL MANIA SRL,J6/884/2007,TRAVEL MANIA,22391350,"STR. Republicii , NR. 12",Mun. Bistriţa,BISTRIŢA-NĂSĂUD,Organizatoare,www.maniatravel.ro,office@maniatravel.ro,,,
1425,Licenta,12.03.2019,KIM TOP TRAVEL SRL,J3/2869/2018,K-TOUR ROMANIA,40355720,NR. 5,Com. Rucăr,ARGEŞ,Organizatoare,www.transylvaniatravels.com,alinamitirita@yahoo.com,,,
1426,Licenta,19.03.2024,EXPLORE TRAVEL S.R.L.,J27/1227/2003,EXPLORE ROMANIA,15727857,"STR. Filioru , NR. 11","Com. Agapia, Sat Filioara",NEAMŢ,Organizatoare,www.exploreromania.org,office@exploreromania.org,,,
1427,Licenta,12.03.2019,DIVERTIS HOLIDAY TOUR SRL,J40/2709/2010,DIVERTIS HOLIDAY TOUR,26651932,"STR. Petre Ispirescu , NR. 54A","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,www.divertistour.ro,vlad.radulescu@divertistour.ro,,,
1429,Licenta,12.03.2019,IRENE TRAVEL & EVENTS SRL,J40/8393/2016,IRENE TRAVEL & EVENTS,36211190,"STR. Dunei , NR. 53","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.irenetravel.ro,office@irenetravel.ro,,,
143,Licenta,19.11.2018,PALMERAS SRL,J5/2163/2008,PALMERAS TRAVEL,24385850,"STR. Lacul Roşu , NR. 6 , BL. AN 100  , AP. 3",Mun. Oradea,BIHOR,Organizatoare,www.palmerastravel.ro,palmerastravel2008@yahoo.com,,,
1430,Licenta,12.03.2019,LUCON INTERNAŢIONAL S.R.L.,J5/405/2012,AGENŢIA LUCON,29924697,"STR. Gen. Traian Moşoiu , NR. 1",Mun. Oradea,BIHOR,Organizatoare,www.agentialucon.ro,office@agentialucon.ro,,,
1431,Licenta,12.03.2019,MAGDA BEST TRAVEL SRL,J19/180/2016,MAGDA TRAVEL,35829908,"STR. Timişoarei , NR. 22",Mun. Miercurea Ciuc,HARGHITA,Organizatoare,www.magdatravel.ro,office@magdatravel.ro,,,
1432,Licenta,12.03.2019,AMEDEA TRAVEL S.R.L.,J35/2229/2012,AMEDEA TRAVEL,30664280,"STR. Revoluţiei 1989 , NR. 23   , AP. 2",Mun. Timişoara,TIMIŞ,Intermediara,www.amedea.ro,office@amedea.ro,,,
1434,Licenta,12.03.2019,SEVEN COLOURS S.R.L.,J08/2651/2008,SEVEN COLOURS,24565894,"STR. Griviţei , NR. 67 , BL. 48 , ET. PARTER",Mun. Braşov,BRAŞOV,OrganizatoareOnline,www.sevencolours.ro,office@sevencolours.ro,,,
1435,Licenta,12.03.2019,SUMAN S.R.L.,J17/1541/1993,PRESTIGE TOURS,4149146,"STR. G-ral Alexandru Cernat , NR. 61  , ET. 3",Mun. Galaţi,GALAŢI,Organizatoare,www.turismprestige.ro,vasile.suman@gmail.com; prestige_tours2003@yahoo.com,,,
1436,Licenta,09.12.2021,EUROMLINES LEADER SRL,J40/20092/2006,TRAVEL MAMA,19408702,"STR. Gen. H. M. Berthelot , NR. 102","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.travelmama.ro,office@travelmama.ro,,,
1437,Licenta,12.03.2019,GIRUETA ROMANIAN EXPLORE SRL,J29/1440/2016,GIRUETA ROMANIAN EXPLORE,36410400,NR. 1,Com. Proviţa de Sus,PRAHOVA,Intermediara,www.romanianexplore.ro,office@romanianexplore.ro,,,
1439,Licenta,27.02.2023,IVAS SERVICE SRL,J40/11716/2002,IVAS SERVICE,15023118,"STR. Ritmului , NR. 4 , BL. 438 , ET. 1 , AP. 8","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.ivasservice.ro,office@ivasservice.ro,,,
144,Licenta,12.12.2022,HOLIDAY OFFICE SRL,J40/2320/1998,HOLIDAY OFFICE,10307518,"STR. Fabulistului , NR. 10   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.holidayoffice.ro,manager@holidayoffice.ro,,,
1440,Licenta,12.03.2019,ECO-CULTURAL TOUR SRL,J4/750/2004,MY ROMANIA,16360880,"STR. Stirenului , NR. 8   , AP. 1",Mun. Oneşti,BACĂU,OrganizatoareOnline,www.myromania.com.ro,office@myromania.ro,,,
1441,Licenta,12.03.2019,IDM TOUR & EVENTS S.R.L.,J40/5141/2009,IDM TOUR,18146468,"STR. Independenţei , NR. 319B","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Intermediara,www.idmtour.ro,office@idmtour.ro,,,
1442,Licenta,14.04.2021,AHA TRAVEL SRL,J35/686/2012,AHA TRAVEL,29944066,"STR. Eugeniu de Savoya , NR. 22  , ET. 2 , AP. 16",Mun. Timişoara,TIMIŞ,Intermediara,www.ahatravel.ro,office@ahatravel.ro,,,
1443,Licenta,13.03.2019,LUANNA COM TRAVEL SRL,J34/665/2017,LUANNA COM TRAVEL,38418745,"STR. Libertăţii  , BL. D1  , AP. 2",Mun. Alexandria,TELEORMAN,Intermediara,www.luannatravel.com,luannacomtravel@gmail.com,,,
1444,Licenta,20.10.2025,ADEO INVEST SRL,J12/495/2013,99 TOUR,31244706,"STR. Tăşnad , NR. 9  , ET. parter , AP. sp comercial 7",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,www.99tour.ro,office@99tour.ro,,,
1445,Licenta,03.06.2024,PLANNING TRAVEL PROFESSIONALS SRL,J08/1108/2011,123 TRAVEL MAI MULT DECÂT O VACANTA,28698516,"STR. Mihail Kogălniceanu , NR. 11 , BL. C1 , ET. 3",Mun. Braşov,BRAŞOV,Organizatoare,www.123travel.ro,valentina@123travel.ro,,,
