email,company,country,city,website,buyer_authority,contract_value
info@aqua-terra.biz,Aqua-terra d.o.o.,HR,Garesnica,,Grad Garesnica,144100.0
info@at-nutzfahrzeuge.de,A+T Nutzfahrzeuge GmbH,DEU,Garrel,,Oldenburger Fleischmehlfabrik GmbH (OFK),
info@axians.hr,AXIANS HRVATSKA d.o.o.,HRV,Grad Zagreb,https://www.axians.hr/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,317048.17
info@balbiino.ee,Aktsiaselts Balbiino,EST, Tallinn,,Jõgeva Vallavalitsus,2525956.90
info@bat-agrar.de,BAT Agrar GmbH & Co. KG,DEU,Ratzeburg,,Bundesanstalt für Landwirtschaft und Ernährung (BLE),
info@beyond-investment.com,BEYOND INVESTMENT GROUP BIG,ROU,Caracal,https://monte-verde.ro/,Spitalul Clinic de Boli Infectioase si Pneumoftiziologie Victor Babes Craiova,
info@bgabona.hu,BÁSZNA Gabona Zrt.,HUN,Mátészalka,,Hortobágyi Természetvédelmi és Génmegőrző Nonprofit Korlátolt Felelősségű Társaság,289919500.00
info@biohof-fraisl.at,Biohof-Fraisl,AUT,Strengberg,,NÖ Landesgesundheitsagentur,139.19
info@bondensskafferiost.se,Bondens Skafferi Öst AB,SWE,Mantorp,,Linköpings kommun,
info@brugsevleescentrale.be,Brugse Vleescentrale nv,BE,Brugge,http://www.brugsevleescentrale.be,OCMW Kortrijk,1298844.52
info@bwg.ie,BWG Foods UC,IRL,Dublin,https://www.bwg.ie/,Irish Prison Service,16000000
info@catercool.ie,Catercool Ltd,IRL,Edenderry,,Longford and Westmeath Education and Training Board,
info@cellugastro.com,SOREPACK SAS,FRA,SAINTE MENEHOULD,,VILLE DE CONCARNEAU,232000
info@chefsculinar.de,Chefs Culinar Ost GmbH & Co. KG,DEU,Lützen OT Zorbau,,Studentenwerk Leipzig,
info@cjcallan.com,CJ Callan Construction Ltd,IRL,Arthurstown Ardee Co. Louth,,Louth and Meath Education and Training Board 1384,9043415
info@cobolux.lu,Cobolux Production S.A.,LUX,Wecker,,MAEE, de la Défense, de la Coopération et du Commerce extérieur-Direction de la Défense,102689.40
info@cof.ie,Clonduff Office Furniture Ltd.,IE,Co. Galway,http://www.cof.ie,Louth and Meath Education & Training Board ,0
info@collectal.fr,COLLECTAL SARL,FRA,STRASBOURG,,CONCARNEAU CORNOUAILLE AGGLOMERATION,456000
info@coolsivna.ie,Coolsivna Construction Group Ltd
,IRL,Ballinasloe,https://www.coolsivna.ie,Westmeath County Council,19484000
info@cosmos-meat.gr,ΕΜΠΟΡΙΑ ΚΑΙ ΕΠΕΞΕΡΓΑΣΙΑ ΚΡΕΑΤΩΝ ΚΟΣΜΟΣ ΑΕ,GRC,Ορεστιάδα,,XVI Μηχανοκίνητη Μεραρχία Πεζικού,640020
info@crosserloughconstruction.com,Crosserlough Construction,IRL,Cavan,,Westmeath County Council,
info@cruinn.ie,Cruinn Diagnostics,IRL,Dublin,,The Adelaide and Meath Hospital Dublin Incorporating The National Children's Hospital AMNCH,2200000
info@cs.hr,CS Computer Systems,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,1434830.0
info@cyber-security.hr,Cyber Security d.o.o.,HRV,Zagreb,,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,647040
info@daivida.lt,Uždaroji akcinė bendrovė "Daivida",LTU,Rokiškis,,Gynybos resursų agentūra prie Krašto apsaugos ministerijos,7931263.67
info@dcmcontracts.com,DCM Contracts,GBR,Banbridge,,Westmeath County Council,
info@dekeyzer-ossaer.be,DEKEYZER-OSSAER NV,BE,Koekelare,www.dekeyzer-ossaer.be,OCMW Menen,384214.38
info@dhs.ro,DIRECT HOME SERVICES DISTRIBUTION,RO,Bucuresti,www.dhs.ro,DIRECTIA GENERALA DE ASISTENTA SOCIALA A MUNICIPIULUI BUCURESTI,17805140.0
info@didacticservices.co.uk,Didactic Services Ltd.,GBR,Northampton,,Longford and Westmeath Education and Training Board,
info@distribucioneslavall.com,VICENTE DOÑATE LATORRE,ESP,La Vall d'Uixó,,Junta de Gobierno del Ayuntamiento de La Vall d'Uixó,114109.41
info@dko.be,Dekeyzer Ossaer,BEL,KOEKELARE,,KOOPKOEPEL VZW,
info@dobroinzdravo.si,FINE CULINAR, proizvodnja, trgovina, svetovanje, d.o.o.,SVN,Žabnica,https://www.dobroinzdravo.si/,OSNOVNA ŠOLA GRM,
info@dolphinelectrical.ie,Dolphin Electrical Wholesale Ltd,IRL,Dublin,http://www.dolphinelectrical.ie/,Louth and Meath Education and Training Board 1384,
infodom@infodom.hr,InfoDom d.o.o.,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,3097990.0
info@dsccs.ie,DSCCS Ltd,IRL,Virginia, Co Caban,,Louth and Meath Education and Training Board 1384,
info@eestileib.ee,AS Eesti Leivatööstus,EST, Tartu linn,,Põltsamaa Haldus,212817.50
info@eestipagar.ee,AS Eesti Pagar,EST, Paide linn,,Sihtasutus Viljandi Haigla,
info@egv-group.de,EGV Lebensmittel für Großverbraucher AG,DEU,Unna,,Studierendenwerk Niederbayern/Oberpfalz,
info@embutidosnaranjo.com,EMBUTIDOS NARANJO, S.L.,ESP,BOLA\OS DE CALATRAVA        13,,Delegación Provincial de la Consejería de Bienestar Social en Ciudad Real,100978.95
info@embutidosvalentin.com,JAMONES Y EMBUTIDOS VALENTIN, S.L.U.,ESP,CAMINOMORISCO,,Consejería de Salud y Servicios Sociales,112904.1
info@emter-gmbh.de,Emter GmbH,DEU,Altenburg,https://emter-gmbh.de,Abwasserverband Isar-Loisachgruppe vertreten durch die Verbandsvorsitzenden Dr. Manfred Fleischer und Dr. Sabine Gus-Mayer,3586200.00
info@fairsustavi.hr,Fair Sustavi d.o.o.,HRV,Grad Zagreb,https://fairsustavi.hr,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,2004800.00
info@fazer.ee,Fazer Eesti OÜ,EST, Tallinn,,Sihtasutus Elva Teenused,
info@fitzpatrickpromotions.ie,Fitzpatrick Promotions Limited,IRL,Dunshaughlin,www.fitzpatrickpromotions.ie,Louth and Meath Education and Training Board 1384,
info@foodvillage.ie,Rinan Food Village Ltd,IRL,Rathnew,https://foodvillage.ie/,Louth and Meath Education and Training Board 1384,100000
infofrance@esteve.com,ESTEVE PHARMACEUTICALS SAS - lots 94-96-97,FRA,Montrouge,,CHU de Lille - ES du GHT LMFI,3193780.82
info@frischfruchterfurt.de,Frisch Frucht Erfurt GmbH,DEU,Erfurt Kerspleben,,Studierendenwerk Thüringen,
info@frutasroquecordoba.com,VICENTA CLEMENTE MILLAN,ESP,CORDOBA,,Junta de Gobierno del Ayuntamiento de Córdoba,101795
info@galiasas.lt,Galiasas, UAB,LTU,Kretinga,,Gynybos resursų agentūra prie Krašto apsaugos ministerijos,7931263.67
info@gauss.hr,GAUSS d.o.o.,HRV,Osijek,https://gauss.hr/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,741700.00
info@geaprodukt.si,GEAPRODUKT trgovsko podjetje na debelo in drobno d.o.o.,SVN,Ljubljana,https://www.geaprodukt.si,OSNOVNA ŠOLA GRM,
info@gilmores.ie,Gilmores Kingscourt ,IRL,Kngscourt, Co. Cavan.,,Louth and Meath Education and Training Board 1384,200000
info@goldgroup.cz,Gold Group,CZ,Praha 5,http://goldgroup.cz/,Ustredni vojenska nemocnice - Vojenska fakultni nemocnice Praha,200000000.0
info@grosdoit.fr,GROSDOIT,FRA,Rouen,,REGION NORMANDIE,
info@handelshus.eu,UAB Handelshus,LTU,Vilnius,,Gynybos resursų agentūra prie Krašto apsaugos ministerijos,6664090.82
info@hgspot.hr,HGSPOT GRUPA d.o.o.,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,5779183.7
info@high-tech.ie,High Tech Machinery Ltd,IRL,Dublin,www.high-tech.ie,Longford and Westmeath Education and Training Board,
info@hocevar.biz,HOČEVAR AGRO TRGOVINA, d.o.o.,SVN,Novo mesto,http://www.hocevar.biz,OSNOVNA ŠOLA GRM,
info@horecaservice.ee,HORECA SERVICE OÜ,EST, Pärnu linn,,Jõgeva Vallavalitsus,1820350.93
info@huevosleon.es,HUEVOS LEON, S.L.,ESP,Ferral del Bernesga,,Gerencia de Servicios Sociales de la Junta de Castilla y León,838188.83
info@ideabus.fr,IDEABUS 2CA,FRA,CONCARNEAU,,Concarneau Cornouaille Agglomération,20036141
info@igomat.hr,IGO-MAT d.o.o.,HRV,Bregana,,Grad Zagreb,1490700.00
info@infigo.hr,INFIGO IS d.o.o.,HR,Samobor,,Hrvatska akademska i istrazivacka mreza - CARNET,1006430.01
info@info.lu,Cobolux S.A.,LUX,Wecker,,MAEE-Direction de la Défense,
info@inresa.fr,INRESA lots 128-129-137-156-158-165-167-172-176-180-182,FRA,Bartenheim,,CHU de Lille - ES du GHT LMFI,3193780.82
info.ireland@onnecgroup.com,Onnec Group Ireland Limited,IRL,Dublin,www.onnecgroup.com,Louth and Meath Education and Training Board 1384,
info@it-praxis.hr,IT PRAXIS d.o.o.,HRV,Karlovac,https://it-praxis.hr/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,280500
info@jatky-hradsky.cz,JATKY Hradský, s.r.o.,CZE,Strakonice - Strakonice I,,Všeobecná fakultní nemocnice v Praze,1764450
info@johncradock.ie,John Cradock Ltd,IE,Kilcullen,,Meath County Council,6149703.0
info@karia.ee,osaühing KARIA,EST, Rae vald,,Sihtasutus Jõulumäe Tervisespordikeskus,
info@karismafood.ee,Karisma Food OÜ,EST, Tallinn,,Riigi Tugiteenuste Keskus,
info@kellyscommercials.ie,Barneywell ltd t/a Kelly Auto Commercials,IRL,Lung Road,
Ballaghaderren,
Co. Roscommon, Roscommon, Ireland,,Westmeath County Council,49000
info@kmetija-cimerman.si,KLAVNICA, PREDELAVA in PRODAJA MESA, ter MESNIH IZDELKOV Rok Cimerman s.p.,SVN,Markovci,,OSNOVNA ŠOLA CIRKULANE - ZAVRČ,
info@kmlynskey.com,KM Lynskey Contracting Ltd,IRL,Dublin,,Meath County Council,6980562
info@kmsjoinery.com,KMS Joinery LTD,IRL,Roscommon,www.kmsjoinery.com,Longford and Westmeath Education and Training Board,
info@krekenavos.lt,UAB Krekenavos agrofirma,LTU,Mantvilonių k 1, Kėdainių r.,,Gynybos resursų agentūra prie Krašto apsaugos ministerijos,6664090.82
info@krepko.si,KELE & KELE proizvodnja, trgovina in storitve, d.o.o.,SVN,Logatec,https://www.mlekarna-krepko.si,OSNOVNA ŠOLA GRM,
info@krikstudio.com,KRIK STUDIO d.o.o.,HRV,Grad Zagreb,https://www.krikstudio.com,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,116800
info@krnc.si,KRNC proizvodnja in trgovina d.o.o.,SVN,Novo mesto,http://www.krnc.si/si/,OSNOVNA ŠOLA GRM,
info@laikocosmos.com,LAIKO COSMOS TRADING LTD,CYP,ΛΕΥΚΩΣΙΑ,www.laikocosmo.com,Υπουργείο Άμυνας,350000
info@lakre.gr,ΛΑΚΡΕ Α.Ε.,GRC,ΝΕΑ ΑΡΤΑΚΗ,https://lakre.gr/,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,1724191.2
info@lambdalt.eu,UAB LAMBDA LT,LTU,Vilnius,,Viešoji įstaiga Lietuvos sveikatos mokslų universiteto Kauno ligoninė,514447.16
info@lcinternational.it,LC International S.r.l.,IT,Bergamo,www.lcinternational.it,Organizzazione Produttori Carne Piemonte  Societa Agricola Consortile Cooperativa siglabile Asprocar,1282076.0
info@lillegardenskott.se,Lillegardens Kott och Chark AB,SE,VARBERG,,Marks kommun,6000000.0
info@limagrain.be,Limagrain Belgium,BEL,Kluisbergen,http://www.limagrain.be/,stad Brugge,
info@limousinpuur.com,Limousin Puur bvba,BE,Schore (Middelkerke),,Vzw Curando OLV 7Weeen,1139247.46
info@lobbybaltic.lt,UAB Lobby Baltic,LTU,Mažeikiai,,Gynybos resursų agentūra prie Krašto apsaugos ministerijos,6664090.82
info@loske-mesnine.si,Loške mesnine d.o.o.,SVN,Škofja Loka,,VRTEC JELKA,25136.2700
info@ltl-ug.de,LTL UG,DEU,Friesoythe,,Oldenburger Fleischmehlfabrik GmbH,
info@madegroup.cz,MADE GROUP, a.s.,CZE,Praha - Čakovice,https://www.madegroup.cz/,Zařízení služeb pro Ministerstvo vnitra,500000000
info@maguiresupplies.ie,Maguire Supplies,IRL,longford,www.maguiresupplies.ie,Longford and Westmeath Education and Training Board,
info@mahl.ee,aktsiaselts "Rõngu Mahl",EST, Elva vald,,Põltsamaa Haldus,205332.32
info@makovec.cz,MAKOVEC a.s.,CZE,Prostějov,,Fakultní nemocnice u sv. Anny v Brně,4497281.15
info@makro.cz,MAKRO Cash & Carry ČR s.r.o.,CZE,Praha - Stodůlky,,Fakultní nemocnice u sv. Anny v Brně,9060133.8
info@maldivar.ee,OÜ MALDIVAR,EST, Elva vald,,Sihtasutus Elva Teenused,
info@masobrejcha.cz,Maso Brejcha s.r.o.,CZE,Praha - Motol,,Všeobecná fakultní nemocnice v Praze,1474920
info@masoceskydvur.cz,POTRAVINY VYSOČINA s.r.o.,CZE,Holetín - Horní Holetín,www.masoceskydvur.cz,Nemocnice Pardubického kraje, a.s.,30764.25
info@mb-qualityfoods.be,MB- Quality Foods,BE,Zwevegem,,OCMW Kortrijk,1298844.52
info@mbrackenandsons.ie,Michael Bracken and sons ltd,IRL,Tullamore,,Westmeath County Council,446072.03
info@mercator.si,Poslovni sistem Mercator d.o.o.,SVN,Ljubljana,https://www.mercator.si/,OSNOVNA ŠOLA GRM,
info@mesarijakokol.si,MESARIJA KOKOL, proizvodnja mesnih izdelkov, trgovina in prevozništvo, d.o.o.,SVN,Cirkulane,,OSNOVNA ŠOLA CIRKULANE - ZAVRČ,
info@mesarstvo-oblak.si,MESARSTVO OBLAK, proizvodnja, trgovina in storitve, d.o.o.,SVN,Žiri,http://www.mesarstvo-oblak.si/,OSNOVNA ŠOLA CIRKULANE - ZAVRČ,
info@metro-cc.hr,METRO Cash & Carry, d.o.o.,HRV,Grad Zagreb,https://www.metro-cc.hr,Studentski centar Rijeka,399241.2
info@millenniummachinery.ie,Millennium Machinery Ltd,IRL,Ballymahon,www.millenniummachinery.ie,Longford and Westmeath Education and Training Board,
info@mitsopoulos.farm,ΦΑΡΜΑ ΜΗΤΣΟΠΟΥΛΟΣ Α.Κ.Β.Ε.ΕΚ.,GRC,ΖΕΥΓΟΛΑΤΕΙΟ,https://mitsopoulos.farm/,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,1724191.2
info@mlekarna-celeia.si,MLEKARNA CELEIA, mlekarstvo in sirarstvo, d.o.o.,SVN,Petrovče,https://www.mlekarnaceleia.si/,OSNOVNA ŠOLA GRM,
info@moravek-reznictvi.cz,Josef Morávek,CZE,Vračovice-Orlov - Vračovice,www.moravek-reznictvi.cz,Nemocnice Pardubického kraje, a.s.,29510.25
info@mpr.hr,Millenium promocija d.o.o.,HRV,Zagreb,https://www.mpr.hr/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,226436
info@mulcahykitchens.com,Mulcahy Kitchens Ltd,IRL,Dublin,www.mulcahykitchens.com,Longford and Westmeath Education and Training Board,
info@niessen.lu,Boucherie-Traiteur Niessen s.àr.l.,LUX,Troisvierges,,MAEE, de la Défense, de la Coopération et du Commerce extérieur-Direction de la Défense,102689.40
info@notus.hr,NOTUS IT d.o.o.,HRV,Grad Zagreb,,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,1039000.00
info@officeday.lt,UAB "Officeday",LTU,Vilnius,,VšĮ Respublikinė Vilniaus universitetinė ligoninė,10677.57
info@oregon.hr,OREGON d. o. o.,HRV,Viškovo,https://oregon.hr/,KLINIČKI BOLNIČKI CENTAR SPLIT,283552.5
info@orqafpv.com,ORQA d.o.o.,HR,Osijek,,Hrvatska akademska i istrazivacka mreza - CARNET,5779183.7
info@panvita.si,PANVITA, MESNA INDUSTRIJA RADGONA d.d.,SVN,Gornja Radgona,https://www.panvita.si/,OSNOVNA ŠOLA GRM,
info@pavetic.hr,PAVETIC d.o.o.,HR,Varazdin,,Srednja skola "Arboretum Opeka",318333.85
info@pejskar-uzeniny.cz,PEJSKAR & spol., spol. s r.o.,CZE,Praha - Čakovice,,Správa státních hmotných rezerv,6142400
info@pekarna-pecjak.si,PEKARNA PEČJAK d.o.o.,SVN,Škofljica,https://www.pekarna-pecjak.si/,OSNOVNA ŠOLA GRM,
info@perutnina.hr,Perutnina Ptuj-Pipo d.o.o.,HR,Cakovec,,Grad Zagreb,4083008.6
info@pescadosbasiliso.com,Basiliso Pastor Asensio,ESP,Madrid,,Dirección de la Agencia Estatal Boletín Oficial del Estado ,24055.88
info@petason.hr,PETASON D.O.O.,HR,Vranjic,,Sveuciliste u Splitu, STUDENTSKI CENTAR SPLIT,5010910.0
info@pindos-apsi.gr,Ο ΑΓΡΟΤΙΚΟΣ ΠΤΗΝΟΤΡΟΦΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΙΩΑΝΝΙΝΩΝ «ΠΙΝΔΟΣ» ,GRC,ΡΟΔΟΤΟΠΙ ΙΩΑΝΝΙΝΩΝ,,ΠΑΝΑΡΚΑΔΙΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΤΡΙΠΟΛΗΣ ¨Η ΕΥΑΓΓΕΛΙΣΤΡΙΑ",64144.45
info@pivkap.si,PIVKA perutninarstvo d.d.,SVN,Pivka,https://www.pivkap.si/,OSNOVNA ŠOLA GRM,
info@plantajou.com,PLANDANJOU,FRA,Les Ponts De Ce,,Mairie de Brive,270385.4
info@proweld.ie,McAleese Manufacturing Ltd T/A Proweld,IRL,Athlone,www.proweld.ie,Longford and Westmeath Education and Training Board,
info@pubblifest.com,PUBBLIFESTOC.COOP.BENEFIT P.A.,ITA,forli,,Fondazione Carnevale Viareggio,276000
info@pwalshandsons.com,Peter Walsh & Sons (Manuf) Ltd,IE,Kilkenny,http://www.pwalshandsons.com,Louth and Meath Education & Training Board ,0
info@radviliskiai.lt,UAB Radviliskiu kaimo kepykla,LT,Panevezio r.,,Viesoji istaiga Respublikine Panevezio ligonine,257880.63
info@rannarootsi.ee,AS Rannarootsi Lihatööstus,EST, Lääne-Nigula vald,,Regionaal- ja Põllumajandusministeerium,
info@riamona.lt,Uzdaroji akcine bendrove Riamona,LT,Alytaus r.,https://riamona.lt/,Kauno miesto savivaldybes administracija,2716609.09
info@rokiskiomesine.lt,UAB "Daivida",LTU,Rokiškis,,VšĮ Respublikinė Vilniaus universitetinė ligoninė,10677.57
info@ronkil.ie,Ronkil Industrial Ltd.,IRL,Waterford,,Longford and Westmeath Education and Training Board,
info@roverto.ee,Osaühing Roverto,EST, Pärnu linn,,Jõgeva Vallavalitsus,1820350.93
info@rulouridegazon.ro,RULOURI DE GAZON,RO,Sabareni,www.rulouridegazon.ro,SC SERVICII PUBLICE IASI SA,1440000.0
info@rumblesrestaurants.com,Meia Pataca Ltd,IRL,Drogheda, Co Louth,,Louth and Meath Education and Training Board 1384,1400000
info@ru-ve.hr,Ru-Ve d.o.o.,HR,Sveta Nedelja,,Srednja skola "Arboretum Opeka",318333.85
info@ryansautomotive.ie,Ryans Automotive,IRL,Enniscorthy,,Longford and Westmeath Education and Training Board,
info@salas.gr,SALAS INTER GROUP A.E.,GRC,ΠΕΡΙΣΤΕΡΙ,https://www.salasintergroup.com/?lang=el,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,517079
info@salvandopeludos.org,Asociacion Protectora de Animales Salvando Peludos,ESP,Villaviciosa de Odon,,Junta de Gobierno del Ayuntamiento de Navalcarnero,98725.06
info@samsonas.lt,UAB Samsonas,LTU,Kaunas,,Gynybos resursų agentūra prie Krašto apsaugos ministerijos,6664090.82
info@sandar.ie,Sandar Construction,IRL,Cavan,https://www.sandar.ie,Meath County Council,
info@sedamit.hr,SEDAM IT d.o.o.,HRV,Grad Zagreb,https://www.sedamit.hr,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,494700.00
info@semillasyplantaslaston.com,SUSANA HERNANDEZ,ESP,TUDELA,,Empresa de Transformación Agraria S.A.,S.M.E., M.P., (TRAGSA),255498
info@servicentre.es,SERVICENTRE GUITART, S.L.,ESP,VILLA SACRA,,Sociedad Regional Cántabra de Promoción Turística S.A. CANTUR S.A.,108686.66
info@sgm.hr,SGM Informatika d.o.o.,HRV,SPLIT,,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,35403
info@si.lactalis.com,LJUBLJANSKE MLEKARNE, MLEKARSKA INDUSTRIJA, D.D.,SVN,Ljubljana,https://www.l-m.si/,OSNOVNA ŠOLA GRM,
info@smartit.ba,SmartIT d.o.o.,BIH,Čitluk,https://www.smartit.ba,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,460000
info@smartplay.hr,Smartplay d.o.o.,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,5779183.7
info@smithdemolition.ie,Smith Demolition,IRL,Limerick,https://www.smithdemolition.ie,Westmeath County Council,54000
info@snt.hr,S&T Hrvatska d.o.o.,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,1006430.01
info@spreafico.net,Spreafico Francesco & F.lli S.p.A. ,ITA,MILANO,,MILANO RISTORAZIONE S.P.A.,12968854.25
info@stergiou.com,ΠΙΕΤΡΗΣ ΒΙΟΤΕΧΝΙΑ ΕΙΔΩΝ ΔΙΑΤΡΟΦΗΣ Α.Ε. - ΠΟΤ ΚΑΙ ΠΑΝ ΦΟΥΝΤΣΕΡΒΙΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΓΕΥΜΑΤΩΝ,GRC,ΚΟΡΙΝΘΟΣ,https://www.pietris.gr/,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,1724191.2
info@stromsbergsslakteri.se,PP Slakt AB,SWE,STRÖMSBERGS BRUK,,Tierps kommun,800000
info@suministroscap.es,SUMINISTROS Y MANTENIMIENTOS CAP S.L.,ESP,MADRID,,Junta de Gobierno del Ayuntamiento de Navalcarnero,300000
info@sunaura.ie,Sunaura Distribution Ltd.,IRL,Newtownmountkennedy,https://www.sunaura.ie,Longford and Westmeath Education and Training Board,
info@tbs.tech,SEDAM IT d.o.o.,HRV,Grad Zagreb,https://www.sedamit.hr,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,741700.00
info@tehnomodeli.hr,TEHNOMODELI D.O.O.,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,5779183.7
info@transgourmet.de,Transgourmet Deutschland GmbH & Co. OHG,DEU,Riedstadt,,Studentenwerk Leipzig,
info@trendhygiena.sk,Trend Hygiena, s.r.o.,SVK,Ohrady,,Finančné riaditeľstvo Slovenskej republiky,41947.78
info@trofoemporiki.eu,ΤΡΟΦΟΕΜΠΟΡΙΚΗ ΕΜΠΟΡΙΑ ΤΡΟΦΙΜΩΝ ΚΑΙ ΕΙΔΩΝ ΠΑΝΤΟΠΩΛΕΙΟΥ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,GRC,ΑΓ. ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ,https://pt-br.facebook.com/trofoemporiki/,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,1724191.2
info@troiber.de,Troiber GmbH & Co. KG,DEU,Hofkirchen,,Studierendenwerk Niederbayern/Oberpfalz,
info@turleyplanning.ie,Turley Planning Ireland,IE,Dublin 2,,Westmeath County Council,282165.0
info@veseko.com,WHALLEY a.s.,CZE,Velký Šenov,,Správa státních hmotných rezerv,119130000
info@vikingfagel.se,Viking Fagel,SE,Munka-Ljungby,http://www.vikingfagel.se,Angelholms kommun,23200000.0
info@visingsoapplen.com,Verver export,SWE,Heerhugowaard,,Serviceförvaltningen (SEF),
info@vision-built.com,Vision Built Manufacturing Ltd,IRL,Dublin 22,,Westmeath County Council,
info@voddrubez.cz,Vodňanská drůbež, a.s.,CZE,Vodňany,,Ústřední vojenská nemocnice - Vojenská fakultní nemocnice Praha,719653
info@walch.se,Helmut Walch Charkuteri Försäljnings AB,SWE,Västra Frölunda,https://walch.se/,Göteborgs Stads inköps- och upphandlingsförvaltning,48000000
info@walravens.be,WALRAVENS SA,BEL,Bruxelles,http://www.walravens.be/,OCMW Merchtem,
info@wurst-spezi.info,Wurst-Spezi GmbH,DE,Zeitz OT Theien,,Studentenwerk Leipzig,850000.0
info@wyg-c.eu,WYG SAVJETOVANJE d.o.o.,HRV,Grad Zagreb,https://wyg-c.eu/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,184749.5
info@xerrisgardencentre.com,Xerri's Landscaping Co. Ltd,MLT,Rabat (Gozo),,Sectoral Procurement Directorate,
info-zo@chefsculinar.de,Chefs Culinar Ost GmbH & co. KG,DE,Lutzen OT Zorbau,,Studentenwerk Leipzig,850000.0
inmedia@inmedia.sk,INMEDIA, spol. s r.o.,SVK,Zvolen,,Ústav na výkon trestu odňatia slobody,
innendienst@miesbacher-gastroservice.de,Miesbacher Gastroservice GmbH,DEU,Miesbach,,Studierendenwerk München Oberbayern,
insidesalest.fr@lhoist.com,CHAUX DE BRETAGNE,FRA,EVRON CEDEX,,CONCARNEAU CORNOUAILLE AGGLOMERATION,4356666.68
interdavid.office@gmail.com,Inter David,ROU,Miercurea-Ciuc,,SPITALUL JUDETEAN DE URGENTA DEVA,
ionela_pic@yahoo.com,BRUTARIA PATRAS S.R.L.,RO,Parta,,Spitalul Clinic Municipal de Urgenta Timisoara,0
ion.moraru@agricover.ro,AGRICOVER,RO,Voluntari,WWW.AGRICOVER.RO,PENITENCIARUL CRAIOVA PELENDAVA,258558.6
ionutburac@gmail.com,CARPATIS,RO,Suceava,www.carpatis.ro,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI BOTOSANI,3663885.6
ionutburac@gmail.com, office@carpatis.ro,Carpatis,RO,Suceava,www.carpatis.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Iasi,1617598.9
ionut.mitu@selgros.ro,SELGROS CASH&CARRY SRL,RO,Brasov,www.selgros.ro,Spitalul Clinic Judetean de Urgenta Sfantul Apostol Andrei,493700.04
ioshaughnessy@caulfieldindustrial.com,Caulfield Industrial Ltd.,IRL,Galway,,Longford and Westmeath Education and Training Board,
ipse@ipse.ee,Osaühing Ipse,EST,Viljandi linn,,Olustvere Teenindus- ja Maamajanduskool,264585.82
irodavezetes@vizepholding.hu,Kovacs Sandor EV.,HU,Doc,,Kiskunsagi Nemzeti Park Igazgatosag,91200000.0
isabel@intersemills.es,INTERSEMILLAS ,ESP,Loriguilla – Valencia,,Empresa de Transformación Agraria S.A.,S.M.E., M.P., (TRAGSA),546990
isabelle_riem@viangros.be,SERVICES DISTRIBUTION VIANGROS sa,BE,BRUXELLES,http://www.viangro.be,Universite de Mons,972460.64
isabel@rivadullasl.com,Rivadulla, S. L.,ES,Vedra,,Servizo Galego de Saude  Xerencia de Xestion Integrada A Coruna,351748.2
