producer_name,products,county,odm,address_punct_lucru,address_sediu,phone,email,product_urls,scraped_at
INSTITUTUL DE CERCETARE-DEZVOLTARE PENTRU CINEGETICĂ ȘI RESURSE MONTANE,PORUMB BOABE | GRÂU COMUN,Harghita,ODM Odorheiu Secuiesc,"Terenuri agricole aparținătoare comunelor Păuleni-Ciuc, Ciucsângeorgiu, Sânsimion și municipiului Miercurea Ciuc, Județul Harghita","Municipiul Miercurea Ciuc, Str. Poligonului, Nr. 35/B, Județul Harghita",0366.100.203,icdcrm@asas.ro,https://produsmontan.ro/produse_montane/porumb-boabe-institutul-de-cercetare-dezvoltare-pentru-cinegetica-si-resurse-montane/ | https://produsmontan.ro/produse_montane/grau-comun-institutul-de-cercetare-dezvoltare-pentru-cinegetica-si-resurse-montane/,2026-03-11T10:37:02.654749
IONUȚ ANA MARIA NICOLETA PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE,Alba,ODM Săsciori,"Sat Benic, Nr. 143, Comuna Galda de Jos, Județul Alba","Sat Benic, Nr. 143, Comuna Galda de Jos, Județul Alba",0757 575 192,192ionutnicolaeaurelian@gmail.com,https://produsmontan.ro/produse_montane/miere-ionut-ana-maria-nicoleta-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
IRIMESCU GHEORGHE-GABRIEL,LAPTE CRUD DE VACĂ,Suceava,ODM Poiana Stampei,"Localitatea Poiana Stampei, Nr. 43, Comuna Poiana Stampei, Județul Suceava","Localitatea Poiana Stampei, Nr. 43, Comuna Poiana Stampei, Județul Suceava",0741 130 026,,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-irimescu-gheorghe-gabriel/,2026-03-11T10:37:02.654749
IRIMESCU VENIAMIN,LAPTE CRUD DE VACĂ,Suceava,ODM Poiana Stampei,"Sat Poiana Stampei, Nr. 44, Comuna Poiana Stampei, Județul Suceava","Sat Poiana Stampei, Nr. 44, Comuna Poiana Stampei, Județul Suceava",0740.825.784,,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-irimescu-veniamin/,2026-03-11T10:37:02.654749
ISPAS ALIN FLORIN PERSOANĂ FIZICĂ AUTORIZATĂ,MORCOVI,Cluj,ODM Mărișel,"Sat Risca, Nr. 245, Comuna Risca, Județul Cluj","Sat Risca, Nr. 245, Comuna Risca, Județul Cluj",0746 335 351,,https://produsmontan.ro/produse_montane/morcovi-ispas-alin-florin-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
IUGA PINTILEI,LAPTE CRUD DE VACĂ,Suceava,ODM Poiana Stampei,"Sat Dealu Floreni, Nr. 1042, Comuna Dorna Candrenilor, Județul Suceava","Sat Dealu Floreni, Nr. 1042, Comuna Dorna Candrenilor, Județul Suceava",0730.111.158,,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-iuga-pintilei/,2026-03-11T10:37:02.654749
IUSTILĂ DAVIDESCU NISTOR,MIEZ DE NUCĂ | GUTUI | PIERSICI | PRUNE | PERE,Caraș Severin,ODM Băile Herculane,"Sat Prislop, nr. 448, comuna Cornereva, județul Caraș Severin","Sat Prislop, nr. 448, comuna Cornereva, județul Caraș Severin",0743 559 221,,https://produsmontan.ro/produse_montane/miez-de-nuca-iustila-davidescu-nistor/ | https://produsmontan.ro/produse_montane/gutui-iustila-davidescu-nistor/ | https://produsmontan.ro/produse_montane/piersici-iustila-davidescu-nistor/ | https://produsmontan.ro/produse_montane/prune-iustila-davidescu-nistor/ | https://produsmontan.ro/produse_montane/pere-iustila-davidescu-nistor/,2026-03-11T10:37:02.654749
JAKAB F. ȘTEFAN PERSOANĂ FIZICĂ AUTORIZATĂ,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Poian, județul Covasna","Sat Belani, Nr. 168,  Comuna Poian, Județul Covasna",0740 778 471,471vffero@gmail.com,https://produsmontan.ro/produse_montane/cartofi-jakab-f-stefan-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
JÁNÓ ZOLTÁN,LAPTE CRUD DE VACĂ,Covasna,ODM Întorsura Buzăului,"Sat Zagon, nr. 115,  Comuna Zagon, Județul Covasna","Sat Zagon, nr. 115,  Comuna Zagon, Județul Covasna",0768 414 552,552csomasandor@yahoo.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-jano-zoltan/,2026-03-11T10:37:02.654749
KARÁCSONY LÁSZLÓ PERSOANĂ FIZICĂ AUTORIZATĂ,LAPTE DE VACĂ,Covasna,ODM Bodoc,"Sat Valea Crișului, Comuna Valea Crișului, nr. 10, județul Covasna","Sat Valea Crișului, Comuna Valea Crișului, nr. 10, județul Covasna",0742.940.577,,https://produsmontan.ro/produse_montane/lapte-de-vaca-karacsony-laszlo-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
KELEMEN J-A RÓBERT ÎNTREPRINDERE INDIVIDUALĂ,VARZĂ | CEAPĂ | CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Sânzieni, județul Covasna","Sat Petriceni, Nr. 243,  Comuna Sânzieni, Județul Covasna",0785 073 151,151kicsi_dani@yahoo.com,https://produsmontan.ro/produse_montane/varza-kelemen-j-a-robert-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/ceapa-kelemen-j-a-robert-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cartofi-kelemen-j-a-robert-intreprindere-individuala/,2026-03-11T10:37:02.654749
KEREKES TIBOR,MIERE DIN FLOAREA SOARELUI,Brașov,ODM Lisa,"Sat Crizbav, Str. Principală, Nr. 75, Comuna Crizbav, Județul Brașov","Municipiul Sfântu Gheorghe, Str. László Ferenc, Nr. 3, Bl. 1, Sc B, Et.2 Ap. 12, Județul Covasna",,kerekestibor@gmail.com,https://produsmontan.ro/produse_montane/miere-din-floarea-soarelui-kerekes-tibor/,2026-03-11T10:37:02.654749
KERTÉSZ TAMÁS ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI,Covasna,ODM Întorsura Buzăului,"Sat Catalina, Nr. 390/6, Com. Catalina, Jud. Covsna","Sat Catalina, Nr. 390/6, Com. Catalina, Jud. Covsna",0744 307 579,579kertesz_izabella@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-kertesz-tamas-intreprindere-individuala/,2026-03-11T10:37:02.654749
KERTÉSZ ZSOMBOR ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI,Covasna,ODM Întorsura Buzăului,"Mun. Tg. Secuiesc, Str. Primăverii, Nr. 2, Jud. Covasna","Mun. Tg. Secuiesc, Str. Primăverii, Nr. 2, Jud. Covasna",0744 307 579,579kertesz_izabella@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-kertesz-zsombor-intreprindere-individuala/,2026-03-11T10:37:02.654749
KIS-NYEGRÓ ZITA PERSOANĂ FIZICĂ AUTORIZATĂ,CEAPĂ | CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor Catalina și Ghelința, Județul Covasna","Sat Ghelința, Nr. 49,  Comuna Ghelința, Județul Covasna",0749 909 708,708zitakis@yahoo.com,https://produsmontan.ro/produse_montane/ceapa-kis-nyegro-zita-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/cartofi-kis-nyegro-zita-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
KIS-VAKARIA EVA ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI,Harghita,ODM Toplița,"Sat Lăzarea, Nr. 982/A, Comuna Lăzarea, Județul Harghita","Sat Lăzarea, Nr. 982/A, Comuna Lăzarea, Județul Harghita",0748.308.338,vakaria_eva@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-kis-vakaria-eva-intreprindere-individuala/,2026-03-11T10:37:02.654749
KONDRÁTH SZENDE-MÁRIA  ÎNTREPRINDERE INDIVIDUALĂ,CEAPĂ | CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare com. Sânzieni, județul Covasna","Sat Sânzieni, Comuna Sânzieni, Nr. 41, Județul Covasna",,agromiki@yahoo.com,https://produsmontan.ro/produse_montane/ceapa-kondrath-szende-maria-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cartofi-kondrath-szende-maria-intreprindere-individuala/,2026-03-11T10:37:02.654749
KOVACS SZILVESZTER ÎNTREPRINDERE INDIVIDUALĂ,IAURT DE CAPRĂ | CAȘCAVAL DE CAPRĂ | TELEMEA DE CAPRĂ | LAPTE DE CAPRĂ | CAȘ DE CAPRĂ,Cluj,ODM Mărișel,"Sat Nearsova, comuna Izvoru Crișului, nr. 74B, județul Cluj","Sat Nearsova, comuna Izvoru Crișului, nr. 20, județul Cluj",0763 984 142,sziszi09@yahoo.com,https://produsmontan.ro/produse_montane/iaurt-de-capra-kovacs-szilveszter-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cascaval-de-capra-kovacs-szilveszter-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/telemea-de-capra-kovacs-szilveszter-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/lapte-de-capra-kovacs-szilveszter-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cas-de-capra-kovacs-szilveszter-intreprindere-individuala/,2026-03-11T10:37:02.654749
KOVÁCS ATTILA FERMIER ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI | LAPTE DE VACĂ,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor  Moacșa și Dalnic, Județul Covasna","Localitatea Moacșa, Nr. 105, Județul Covasna",,kovacs_attila87@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-kovacs-attila-fermier-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/lapte-de-vaca-kovacs-attila-fermier-intreprindere-individuala/,2026-03-11T10:37:02.654749
KOZMA BÉLA,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Catalina, județul Covasna","Sat Catalina, Nr. 173, Comuna Catalina, Județul Covasna",0732 703 542,542magyarizoli@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-kozma-bela/,2026-03-11T10:37:02.654749
KÉPES ANTON,MIERE DE SALCÂM | MIERE POLIFLORĂ,Cluj,ODM Mărișel,"Sat Bădeni, Comuna Moldovenești, Nr. 172, Județul Cluj","Localitatea Turda, Str. Avram Iancu, Nr. 60, Județul Cluj",0740 934 715,salina_ildi@yahoo.com,https://produsmontan.ro/produse_montane/miere-de-salcam-kepes-anton/ | https://produsmontan.ro/produse_montane/miere-poliflora-kepes-anton/,2026-03-11T10:37:02.654749
KÉPES ILDIKO ÎNTREPRINDERE FAMILIALĂ,PROPOLIS SOLID | MIERE DE SALCÂM | POLEN CRUD | POLEN USCAT | MIERE POLIFLORĂ,Cluj,ODM Mărișel,"Sat Stejeriș, Nr. 139 Bis, Comuna Moldovenești Județul Cluj","Sat Călărași, Nr. 83, Comuna Călărași, Județul Cluj",0748 111 916,916salina_ildi@yahoo.com,https://produsmontan.ro/produse_montane/propolis-solid-kepes-ildiko-intreprindere-familiala/ | https://produsmontan.ro/produse_montane/miere-de-salcam-kepes-ildiko-intreprindere-familiala/ | https://produsmontan.ro/produse_montane/polen-crud-kepes-ildiko-intreprindere-familiala/ | https://produsmontan.ro/produse_montane/polen-uscat-kepes-ildiko-intreprindere-familiala/ | https://produsmontan.ro/produse_montane/miere-poliflora-kepes-ildiko-intreprindere-familiala/,2026-03-11T10:37:02.654749
LACA GHICA EUGEN ÎNTREPRINDERE INDIVIDUALĂ,MIERE,Vrancea,ODM Vintileasca,"Comuna Serbești, comuna Vidra, județul Vrancea","Sat Gologanu, comuna Gologanu, județul Vrancea",0722 523 452,eugen1.laca@gmail.com,https://produsmontan.ro/produse_montane/miere-laca-ghica-eugen-intreprindere-individuala/,2026-03-11T10:37:02.654749
LACTOHA S.R.L.,CAȘ MOȚAT ”LĂPTĂREASA DIN TOHAN” | UNT DE CASĂ ”LĂPTĂREASA DIN TOHAN” | CAȘCAVAL ”LĂPTĂREASA DIN TOHAN” | BRÂNZĂ DE VACI PROASPĂTĂ ”LĂPTĂREASA DIN TOHAN” | URDĂ DULCE ”LĂPTĂREASA DIN TOHAN” | SMÂNTÂNĂ  ”LĂPTĂREASA DIN TOHAN” | TELEMEA PROASPĂTĂ ”LĂPTĂREASA DIN TOHAN” | FRIȘCĂ NATURALĂ ”LĂPTĂREASA DIN TOHAN” | IAURT ”LĂPTĂREASA DIN TOHAN” | BRÂNZĂ DE BURDUF ”LĂPTĂREASA DIN TOHAN” | LAPTE BĂTUT ”LĂPTĂREASA DIN TOHAN” | LAPTE PASTEURIZAT DE CONSUM ”LĂPTĂREASA DIN TOHAN”,Brașov,ODM Săcele,"Oraș Zărnești, Str. Izvorului, Nr. 101, Județul Brașov","Oraș Zărnești, Str. Izvorului, Nr. 101, Județul Brașov",0722 566 528,528info@lactoha.ro,https://produsmontan.ro/produse_montane/cas-motat-laptareasa-din-tohan-lactoha-s-r-l/ | https://produsmontan.ro/produse_montane/unt-de-casa-laptareasa-din-tohan-lactoha-s-r-l/ | https://produsmontan.ro/produse_montane/cascaval-laptareasa-din-tohan-lactoha-s-r-l/ | https://produsmontan.ro/produse_montane/branza-de-vaci-proaspata-laptareasa-din-tohan-lactoha-s-r-l/ | https://produsmontan.ro/produse_montane/urda-dulce-laptareasa-din-tohan-lactoha-s-r-l/,2026-03-11T10:37:02.654749
LAJOS F. FERENC ÎNTREPRINDERE INDIVIDUALĂ,MIERE ECO ÎN FAGURE | MIERE POLIFLORĂ ECO | POLEN ECO | MIERE CREMOASĂ CU CĂTINĂ | MIERE DE BRAD (MANĂ) ECO,Harghita,ODM Odorheiu Secuiesc,"Comuna Păuleni-Ciuc, Județul Harghita","Sat Păuleni-Ciuc, Comuna Păuleni-Ciuc, Nr.90, Județul Harghita",0723 972 804,804office@bio-mez.ro,https://produsmontan.ro/produse_montane/miere-eco-in-fagure-lajos-f-ferenc-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/miere-poliflora-eco-lajos-f-ferenc-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/polen-eco-lajos-f-ferenc-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/miere-cremoasa-cu-catina-lajos-f-ferenc-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/miere-de-brad-mana-eco-lajos-f-ferenc-intreprindere-individuala/,2026-03-11T10:37:02.654749
LERA SILVIU,MIERE,Vrancea,ODM Vintileasca,"Sat Podu Lacului, Comuna Poiana Cristei, Județul Vrancea","Sat Podu Lacului, Comuna Poiana Cristei, Județul Vrancea",0767 525 885,,https://produsmontan.ro/produse_montane/miere-lera-silviu/,2026-03-11T10:37:02.654749
LERA SILVIU ÎNTREPRINDERE INDIVIDUALĂ,MIERE,Vrancea,ODM Poiana Cristei,"Sat Podu Lacului, comuna Poiana Cristei, județul Vrancea","Sat Podu Lacului, comuna Poiana Cristei, județul Vrancea",0767 525 885,,https://produsmontan.ro/produse_montane/miere/,2026-03-11T10:37:02.654749
LOZICI ALINA,MIERE POLIFLORĂ | MIERE DE SALCÂM,Caraș Severin,ODM Băile Herculane,"Sat Zănogi,Nr. 811, Comuna Cornereva, Județul Caraș Severin","Sat Zănogi,Nr. 811, Comuna Cornereva, Județul Caraș Severin",0753 833 001,,https://produsmontan.ro/produse_montane/miere-poliflora-lozici-alina/ | https://produsmontan.ro/produse_montane/miere-de-salcam-lozici-alina/,2026-03-11T10:37:02.654749
LUCACI IULIA ELENA ÎNTREPRINDERE INDIVIDUALĂ,"LAPTE CRUD DE VACĂ | TELEMEA DE VACĂ ""DACICA""",Hunedoara,ODM Hunedoara,"Sat Grădiștea de Munte, Nr. 52, Comuna Orăștioara de Sus, Județul Hunedoara","Sat Grădiștea de Munte, Nr. 52, Comuna Orăștioara de Sus, Județul Hunedoara",0757 150 177,,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-lucaci-iulia-elena-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/telemea-de-vaca-dacica-lucaci-iulia-elena-intreprindere-individuala/,2026-03-11T10:37:02.654749
LUKÁCS CSILLAÎNTREPRINDERE INDIVIDUALĂ,MIERE POLIFLORĂ,Covasna,ODM Întorsura Buzăului,"Sat Ojdula, Nr. 987/A,  Comuna Ojdula, Județul Covasna","Sat Ojdula, Nr. 987/A,  Comuna Ojdula, Județul Covasna",0723 885 988,988lukacsati66@gmail.com,https://produsmontan.ro/produse_montane/miere-poliflora-lukacs-csillaintreprindere-individuala/,2026-03-11T10:37:02.654749
LUKÁCS ERNÖ,CARTOFI,Harghita,ODM Toplița,"Terenuri agricole aparținătoare comunei Lăzarea, Județul Harghita","Sat Lăzarea, Nr. 187, Comuna Lăzarea, Județul Harghita",0724.389.263,lukacserno32@gmail.com,https://produsmontan.ro/produse_montane/cartofi-lukacs-erno/,2026-03-11T10:37:02.654749
LUKÁCS LÁSZLÓ,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Turia și municipiului Târgu Secuiesc, Județul Covasna","Sat Lunga, Nr. 362, Municipiul Târgu secuiesc, Județul Covasna",0744.307.327,laszlo-lukacs@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-lukacs-laszlo/,2026-03-11T10:37:02.654749
LUKÁCS VILMOS,CARTOFI,Harghita,ODM Toplița,"Terenuri agricole aparținătoare comunei Lăzarea, Județul Harghita","Sat Lăzarea, Nr. 1218H, Comuna Lăzarea, Județul Harghita",0745.488.670,lukacsvili@freemail.com,https://produsmontan.ro/produse_montane/cartofi-lukacs-vilmos/,2026-03-11T10:37:02.654749
LUNGU PAUL-CLAUDIU ÎNTREPRINDERE INDIVIDUALĂ,FASOLE PĂSTĂI,Cluj,ODM Mărișel,"Sat Valea Drăganului, Comuna Poieni, nr. 450, județul Cluj","Sat Valea Drăganului, Comuna Poieni, nr. 450, județul Cluj",0748 363 245,,https://produsmontan.ro/produse_montane/fasole-pastai-lungu-paul-claudiu-intreprindere-individuala/,2026-03-11T10:37:02.654749
LÁSZLÓ ATTILA PERSOANĂ FIZICĂ AUTORIZATĂ,CARTOFI,Harghita,ODM Odorheiu Secuiesc,"Terenuri aparținând Comunelor Ciucsângeorgiu,  Sânsimion și Sânmartin, Județul Harghita","Sat Sânmartin, Nr. 368, Comuna Sânmartin, Județul Harghita",0745 395 018,018mogyorosforest@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-laszlo-attila-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
LÁSZLÓ BRIGITTA,LAPTE DE VACĂ,Covasna,ODM Bodoc,"Sat Belin, Nr.242, Comuna Belin, Județul Covasna","Sat Belin, Nr.242, Comuna Belin, Județul Covasna",0747 388 2021,2021lbrigia@gmail.com,https://produsmontan.ro/produse_montane/lapte-de-vaca-laszlo-brigitta/,2026-03-11T10:37:02.654749
LĂBUNȚ CĂTĂLIN ÎNTREPRINDERE INDIVIDUALĂ,URDĂ DIN LAPTE DE OAIE | CAȘ DIN LAPTE DE OAIE | BRÂNZĂ DE OI LA PUTINĂ | BRÂNZĂ DE BURDUF | TELEMEA SĂRATĂ DIN LAPTE DE OAIE,Vrancea,ODM Vintileasca,"Sat Paltin, Comuna Paltin, Județul Vrancea","Sat Paltin, Comuna Paltin, Județul Vrancea",0735 419 952,,https://produsmontan.ro/produse_montane/urda-din-lapte-de-oaie-labunt-catalin-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cas-din-lapte-de-oaie-labunt-catalin-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/branza-de-oi-la-putina-labunt-catalin-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/branza-de-burduf-labunt-catalin-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/telemea-sarata-din-lapte-de-oaie-labunt-catalin-intreprindere-individuala/,2026-03-11T10:37:02.654749
M AND G CONSULTING SERVICES AND ENGINEERING SRL,BRÂNZĂ DE SIRIU,Buzău,ODM Nehoiu,"Sat Lunca Jariștei, nr. 351, Comuna Siriu, Județul Buzău","Sat Lunca Jariștei, nr. 351, Comuna Siriu, Județul Buzău",0758.721.536,0758.721.536popamihaela26@yahoo.com,https://produsmontan.ro/produse_montane/branza-de-siriu-m-and-g-consulting-services-and-engineering-srl/,2026-03-11T10:37:02.654749
MACOVEI VASILE-CĂTĂLIN,LAPTE CRUD DE VACĂ,Covasna,ODM Întorsura Buzăului,"Sat Zagon, nr. 723,  Comuna Zagon, Județul Covasna","Sat Zagon, nr. 723,  Comuna Zagon, Județul Covasna",0761 322 112,112csomasandor@yahoo.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-macovei-vasile-catalin/,2026-03-11T10:37:02.654749
MAGYARI TAMÁS ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI | CEAPĂ,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Catalina, județul Covasna","Sat Catalina, Nr. 104, Comuna Catalina, Județul Covasna",0745 389 607,607magyarizoli@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-magyari-tamas-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/ceapa-magyari-tamas-intreprindere-individuala/,2026-03-11T10:37:02.654749
MAGYARI ZOLTÁN-JÁNOS ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare UAT_urilor: Catalina, Ghelnița și Târgu Secuiesc, județul Covasna","Sat Catalina, Nr. 28, Comuna Catalina, Județul Covasna",0724 025 415,415magyarizoli@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-magyari-zoltan-janos-intreprindere-individuala/,2026-03-11T10:37:02.654749
MAGYAROSI SÁNDOR,LAPTE DE VACĂ,Covasna,ODM Bodoc,"Sat Calnic, Comuna Valea Crișului, nr. 206, județul Covasna","Sat Calnic, Comuna Valea Crișului, nr. 206, județul Covasna",0745.006.028,,https://produsmontan.ro/produse_montane/lapte-de-vaca-magyarosi-sandor/,2026-03-11T10:37:02.654749
MAIER LUCIAN MIELES MAYER PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE,Alba,ODM Săsciori,"Strada Principală, nr. 16A, sat Lunca Ampoiței, comuna Meteș, județul Alba","Strada Principală, nr. 16A, sat Lunca Ampoiței, comuna Meteș, județul Alba",0767 970 247,mielesmayer@gmail.com,https://produsmontan.ro/produse_montane/miere-maier-lucian-mieles-mayer-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
MAKÓ B. ZSÓFIA ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI | CEAPĂ,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținnătoare comunei Catalina, județul Covasna","Sat Catalina, Nr. 174,  Comuna Catalina, Județul Covasna",0758 948 029,029tusalevi@gmail.com,https://produsmontan.ro/produse_montane/cartofi-mako-b-zsofia-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/ceapa-mako-b-zsofia-intreprindere-individuala/,2026-03-11T10:37:02.654749
MANASIESCU ION,MIERE POLIFLORĂ,Gorj,ODM Tismana,"Sat Polovragi, Strada Deceneu, Nr. 67, Comuna Polovragi, Județul Gorj","Sat Polovragi, Strada Deceneu, Nr. 67, Comuna Polovragi, Județul Gorj",0762619963,0762619963maipol29@gmail.com,https://produsmontan.ro/produse_montane/miere-poliflora-manasiescu-ion/,2026-03-11T10:37:02.654749
MANCIU GHE. CĂTĂLIN-IONUȚ ÎNTREPRINDERE FAMILIALĂ,MIERE DE SALCÂM,Gorj,ODM Tismana,"Sat Racoți, 0raș Tismana, Strada Modoranilor, Nr. 31, Județul Gorj","Sat Racoți, 0raș Tismana, Strada Modoranilor, Nr. 31, Județul Gorj",0745 256 800,ionmanciu70@gmail.com,https://produsmontan.ro/produse_montane/miere-de-salcam-manciu-ghe-catalin-ionut-intreprindere-familiala/,2026-03-11T10:37:02.654749
MARIAN IONUȚ-RĂZVAN ÎNTREPRINDERE INDIVIDUALĂ,LAPTE CRUD DE VACĂ,Suceava,ODM Poiana Stampei,"Sat  Panaci, Nr. 147A, Comuna Panaci. Județul Suceava","Sat  Panaci, Nr. 147A, Comuna Panaci. Județul Suceava",0742 404 881,,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-marian-ionut-razvan-intreprindere-individuala/,2026-03-11T10:37:02.654749
MARINCA CRISTIAN VASILE PERSOANĂ FIZICĂ AUTORIZATĂ,LAPTE DE CAPRĂ,Cluj,ODM Mărișel,"Sat Muntele Rece, Nr. 62C, Comuna Măguri-Răcătău, Județul Cluj","Sat Muntele Rece, Nr. 62C, Comuna Măguri-Răcătău, Județul Cluj",0755 941 204,,https://produsmontan.ro/produse_montane/lapte-de-capra-marinca-cristian-vasile-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
