denumire,judet,adresa,telefon,nr_autorizatie,data_emiterii,tip_autorizatie,descriere_autorizatie
TRI VISION SRL,ILFOV,"Dudu, com. Chiajna, Str. Pădurii, nr. 8. Biroul nr. 1, bl. 2,
sc. 1, parter, ap. 9",0730330090,B-3545,06.03.2024,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ULTRA TECH SOLUTION SRL,ILFOV,"Mogoșoaia, Str. Valea Parcului, nr. 62",0766251490,B-1648,05.05.2022,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
UNIFORCE SECURITY SRL,ILFOV,"Oraş Voluntari, str. Neajlov, nr.1B, parter",0722/203200,A-6593,30.12.2016,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
VENDRE ACTIV SRL,ILFOV,"Sat Fundeni, comuna Dobroești, str. Intrarea Cireșului, nr.
8, et. 3, ap. 17",0731122133,B-3907,27.05.2024,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
VFV ELECTRIC CONSTRUCT SRL,ILFOV,"Sat Dobroești, comuna Dobroești, str. Gheorghe Doja, nr.
16C, cam. 1, at. 2, ap. 8",0748149004,B-3525,04.03.2024,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
VIDEO CAM & DATA SRL,ILFOV,"Sat Dobroești, comuna Dobroiești, str. Sld. Condu Stelian,
nr.17, camera nr.3",0786/033053,B-0443,12.02.2021,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
VIST INSTAL SOLUTIONS SRL,ILFOV,"Popești Leordeni, str. Amurgului, nr.26, Construcția C1,
bl.1, sc.A, et.4, ap.34,",0724634187,B-1646,,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
VOINESCU V. VALENTIN Î I,ILFOV,"1 Decembrie, str. Independenței, nr. 1B, cam. 1",0721120510,B-3466,13.02.2024,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC ADRIANA BALASFI S.R.L.,MARAMUREŞ,"Baia Mare, str.22 Decembrie, nr.13",0722773045,A-1027,02.06.2011,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ANDSTYNG SRL,MARAMUREŞ,"Sat Sarasau, com. Sarasau, nr. 402K",0742936751,B-5401,30.07.2025,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ANTREPRIZA MONTAJ,MARAMUREŞ,"Baia Mare, Aleea Electrolizei, nr.1",0262/215015,A-3193,20.02.2013,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
INSTALAŢII S.R.L.,,,,,,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ARCON PRO-DESIGN SRL,MARAMUREŞ,"Vișeu de Sus, str.22 Decembrie, bl. 14B, sc.A, et. parter,
ap. 3",0770819200,B-2238,13.01.2023,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC ARMOREX PROD COM S.R.L.,MARAMUREŞ,"Sighetu Marmaţiei, str.Mihail Kogălniceanu, nr.28",0262/231413,A-0747,11.03.2011,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ASYEL RADIO-TV,MARAMUREŞ,"Târgu Lăpuş, str. Țibleșului, nr.1",0262384529,A-3766,14.11.2013,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC AUTOMATIC GRUP SA,MARAMUREŞ,"Baia Mare, str. Nisiparilor, nr.56A",0262/213229,A-0510,08.12.2010,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
AZZARROSTING FIRE SRL,MARAMUREŞ,"Baia Mare, B-dul Republicii, nr.99, ap.68",0755/222511,B-0567,29.03.2021,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
BÂRSAN ELECTRIC SRL,MARAMUREŞ,"Sat Bârsana, comuna Bârsana, nr. 709",0768529585,B-4221,28.08.2024,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
BEST SECURITY SRL,MARAMUREŞ,"Baia Mare, str. 13 Decembrie, nr.7",0723/394506,A-4571,30.12.2014,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
BFI PRO TECHNOLOGY SRL,MARAMUREŞ,"Baia Mare, B- dul Republicii, bl.72, sc..A, et.1, ap.3",0756/457612,A-9111,11.07.2019,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
BYG EUROHAZARD SRL,MARAMUREŞ,"Sat Vişeul de Jos, comuna Vişeul de Jos, nr.123",0754/818764,A-2874,16.11.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
CALESTECH-SERVSRL,MARAMUREȘ,"Sighetu Marmației, str.Simion Bărnuțiu, nr.22, camera 2",0741/633157,A-8680,08.01.2019,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
CLOCKWORKTECH SRL,MARAMUREŞ,"Baia Mare, Str. Petru Rareș, nr. 3, ap. 9",0747974797,B-3725,16.04.2024,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
CORTEZ FORCE SRL,MARAMUREŞ,"Baia Mare, B-dul Bucureşti, nr.39",0262/227187,A-4370,26.08.2014,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
CORTEZ GUARD SECURITY SRL,MARAMUREŞ,"Baia Mare, B-dul Bucureşti, nr.39",0262/227187,B-1204,02.12.2021,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
DCC FIRE PROTECT SRL,MARAMUREŞ,"Sat Mogoșești, com. Satulung, nr. 61A",0752144753,B-5061,09.05.2025,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC ELECTROCENTER DUE SRL,MARAMUREŞ,"Baia Mare, str.Păşunii, nr.1B, ap.59",0262/260097,A-0858,12.04.2011,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"SC ELECTROFIRE PROJECT SRL
Autorizat la:",MARAMUREŞ,"Sat Ilba, com. Cicârlău, str. Țuran, nr. 3
Sat Arieşu de Pădure, comuna Satulung, nr.67","0740942445
0743/181250","B-6123
A-2241","19.03.2026
22.05.2012",semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ELECTROMAG SRL,MARAMUREŞ,"Sat Satu Nou de Sus, oraș Baia Sprie, str. Pietroasa, nr.55",0745063233,B-6181,27.03.2026,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ELECTROMARA SRL,MARAMUREŞ,"Baia Mare, str. Oltului, nr.15, judeţul Maramureş",0262/211254,A-5729,30.03.2016,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ELECTRO MAT PROMPT SRL,MARAMUREŞ,"Sat Oncești, com. Oncești, nr. 480",0766225309,B-1776,29.06.2022,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ELECTROMEDIA SRL,MARAMUREŞ,"Târgu Lăpuş, str. Stadionului, nr.82",0745/422873,A-2749,09.10.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ELECTROM SMART PROIECT SRL,MARAMUREŞ,"Baia Mare, Aleea nouă, bl.2, ap.67",0741/158419,A-9841,11.05.2020,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC ELECTRON COMPANY SRL,MARAMUREŞ,"Ulmeni, str.Petre Dulfu, nr.5",0360/819130,A-1558,28.11.2011,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC ELECTRONET CONCEPT SRL,MARAMUREŞ,"Baia Mare, B-dul Unirii, nr.53",0362/407489,A-3635,03.09.2013,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ELECTRO TERM INSTAL SRL,MARAMUREŞ,"Călinești, nr. 148",0755818090,B-4515,20.11.2024,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"ELECTROTREND SRL
Autorizat la:","MARAMUREŞ
ILFOV","Baia Sprie, str. Avram Iancu, nr.9
Voluntari, str. Int. Nicolae Bălcescu, nr.63","0722/330662
0372/870635","A-5340
A-1871","10.12.2013
06.03.2012",semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC ELEWATUL SERV SRL,MARAMUREŞ,"Baia Mare, str. Fabricii, nr.29A",0262/215231,A-2504,03.08.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
EURO DESIGN SYSTEM SRL,MARAMUREŞ,"Baia Mare, str. Victor Babeș, nr. 45, ap. 9",0754075472,A-7881,22.03.2018,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
EVO DIGILINE SRL,MARAMUREȘ,"Sat Bozânta Mare, oraș Tăuții-Măgherăus, str. 127, nr. 22",0731599280,A-8101,25.05.2018,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
FINIXNAVITAS EMPORIUM SRL,MARAMUREȘ,"Baia Mare, Str. Olteniei, nr. 3, bl. 3, ap. 1",0779308723,B-6079,12.03.2026,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
FM INTEGRATED SRL,MARAMUREȘ,"Baia Mare, Str. Brândușelor, nr. 17",0744600824,B-2379,20.02.2023,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"GRAND CONCEPT ELECTRIC PRG
SRL",MARAMUREŞ,"Baia Mare, str. Vlad Țepeș, nr.2A, sc.A, et.2, ap.10",0757/951809,B-0312,05.01.2022,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
HOFFMAN ELECTRO SERV SRL,MARAMUREŞ,"Baia Mare, B-dul Republicii, nr. 50, sc. A, ap. 1",0771248869,B-5209,05.06.2025,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
I.C.E.P. SRL,MARAMUREŞ,"Loc. Bușag, oraș Tăuții-Măgherăuș, str.112, nr.30",0362/412029,B-0154,01.10.2020,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC INTERAMPER-MM SRL,MARAMUREŞ,"Sat Lăpuşel, comuna Recea, nr.199",0724/230177,A-1928,20.03.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
IT & C DEVELOPMENT SRL,MARAMUREŞ,"Baia Mare, str.Matei Basarab, nr.9, ap.33",0362/404982,A-8341,20.08.2018,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
IZAKIM SERV SRL,MARAMUREŞ,"Baia Mare, B-dul Traian, nr.24, ap.19",0773/917207,A-4749,30.03.2015,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC HOLDIMAG SRL,MARAMUREŞ,"Baia Mare, str.Victoriei, nr.47",0262/229188,A-0245,25.08.2010,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
KOKO ELECTRO SRL,MARAMUREŞ,"Baia Mare, B-dul Traian, nr.36, parter, ap.3",0745/936616,A-4456,03.11.2014,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
KRONSTADT PROJECT SRL,MARAMUREȘ,"Baia Mare, str. Dragoș Vodă, nr. 7B, ap. 54",0741270179,A-8135,06.06.2018,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
LEORDEAN ELECTRIC SRL,MARAMUREŞ,"Leordina, nr. 76",0747471210,B-3253,22.11.2023,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
LUPART SSMP SRL,MARAMUREŞ,"Baia Mare, str. Mărășești, nr.22, sc.A, ap.2",0726/317454,A-7343,24.08.2017,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
MYT SYSTEM SRL,MARAMUREŞ,"Baia Mare, str. Petru Rareş, nr.1, ap.16",0742/049188,A-4820,05.05.2015,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ONISTUA-COM SRL,MARAMUREŞ,"Sat Săcălășeni, comuna Săcălășeni, str. Lacului, nr.7",0262/218443,B-0830,07.07.2021,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"OPTIX SECURITY SYSTEM SRL
Autorizat la:
Suspendat cu Raport de suspendare nr.
4.842.323/1 din 20.03.2026",MARAMUREȘ,"Sat Tămaia, com. Fărcașa, str. Câmpului, nr. 3B, ap. 21
Baia Mare, str. George Enescu, nr. 5, ap. 21","0740610273
0747381339","B-6025
B-0970","26.02.2026
26.08.2021",semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
PGV ALERT CONCEPT SRL,MARAMUREŞ,"Sat Vișeu de Jos, comuna Vișeu de Jos, nr.629",0741/645770,A-9159,19.07.2019,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"POWER CONSULTING SRL
Autorizată ca:
POWER CONSULTING SRL","MARAMUREŞ
MARAMUREŞ","Tăuții-Magherăuș, str.71, nr.5
Baia Mare, Bd. Republicii, nr.43, ap.10","0721/329838
0721/329838","A-9342
A-2703","24.09.2019
25.09.2012",semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
PRIM ELECTRO COMPANY SRL,MARAMUREŞ,"Baia Mare, str. Gheorghe Bilașcu, nr.8, ap.6",0742/987994,A-6979,10.05.2017,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC PRO AMIRALIA SRL,MARAMUREŞ,"Baia Mare, str. Păltinişului, nr.68, ap.7",0362/408213,A-1892,09.03.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC PROELECTRO PROD SERV SRL,MARAMUREŞ,"Baia Mare, B-dul Decebal, nr.3, ap. 4",0262/250560,A-2348,13.06.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC RADIX GROUP SRL,MARAMUREŞ,"Baia Mare, str. George Enescu, nr. 2, ap.17",0722/122377,A-2205,18.05.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC RADVIOR-COM SRL,MARAMUREŞ,"Baia Mare, str. Iuliu Maniu, nr.1, ap.21",0262/218894,A-2132,03.05.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
RELAX SECURITY SRL,MARAMUREŞ,"Baia Mare, str. Iuliu Maniu, nr.16",0262/275919,A-3418,22.05.2013,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SANPET SERV SRL,MARAMUREŞ,"Sat Bârsana, comuna Bârsana, nr.1043",0722/443974,B-1164,28.10.2021,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC SB ELEKTRONIK SRL,MARAMUREŞ,"Baia Mare, Bd. Bucureşti, nr.23A, ap.2",0262/225621,A-2281,29.05.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SGC SMARTSERV NOVIS SRL,MARAMUREŞ,"Vișeu de Sus, oraș Vișeu de Sus, str. Dragoș Vodă, nr. 75",0748794289,B-5362,17.07.2025,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SICA GUARD SRL,MARAMUREŞ,"Baia Mare, str. Mihai Eminescu, nr.86",0786/166999,A-5976,16.06.2016,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"SMC ENERGI PROIECT SRL
Autorizată ca:
SMC ENERGI PROIECT SRL-D","MARAMUREȘ
MARAMUREȘ","Baia Mare, Bd. Unirii, nr.12, ap.90
Baia Mare, Bd. Unirii, nr.12, ap.90","0742454120
0742454120","A-8821
A-8165","18.06.2018
18.06.2018",semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
TEHNOPLUS SRL,MARAMUREȘ,"Baia Mare, Bd. Unirii, nr. 53",0723206225,B-0972,26.08.2021,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"VEER IULIU-IOSIF-ANDREI
ÎNTREPRINDERE INDIVIDUALĂ",MARAMUREŞ,"Baia Mare, str. George Enescu, bl.17, ap.31",0747/776121,A-6088,13.07.2016,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
W&D HOUSETECHNICS SRL,MARAMUREŞ,"Baia Sprie, str. Izlazului, nr.9",0744/823354,A-9399,16.10.2019,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
XAOS SECURITY SOLUTIONS SRL,MARAMUREȘ,"Baia Mare, str. George Coșbuc, nr.25a, ap.32,",0754594887,A-7246,26.07.2017,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
XFINITY SECURITY SRL,MARAMUREŞ,"Baia Mare, str. Mărgeanului, nr.3",0775/351755,A-6760,09.03.2017,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
BESTINSTAL ECOSDX SRL,MEHEDINȚI,"Drobeta-Turnu Severin, Str. Cicero, nr. 44A",0752550397,B-4326,27.09.2024,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
CAZNET COMUNICATION SRL,MEHEDINȚI,"Drobeta-Turnu Severin, str. Cpt. Romulus Lepri, nr. 74,
camera nr. 2",0742864160,A-9199,01.08.2019,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
CONCEPT ELECTROTHERM SRL,MEHEDINȚI,"Drobeta-Turnu Severin, str. Crișan, nr. 62, bl. Z6B, sc. 2,",0784316095,B-5499,10.09.2025,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC DIGI GROUP SRL,MEHEDINŢI,"Drobeta-Turnu Severin, Antonini, nr.25",0721/958166,A-1549,23.11.2011,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
DOLPHIN SRL,MEHEDINŢI,"Sat Șimian, com. Șimian, nr. 158",0740240279,B-3799,09.05.2024,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
FYLL TIME SRL,MEHEDINŢI,"Sviniţa, comuna Sviniţa, str.1, nr.41",0356/177678,A-4698,09.03.2015,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC IMSAT D SERVICE SRL,MEHEDINŢI,"Drobeta-Turnu Severin, Bd. Tudor Vladimirescu. Nr.100-
108",0252/332.749,A-0284,22.09.2010,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC NEW COMPUTER SRL,MEHEDINŢI,"Drobeta-Turnu Severin, Bd. Tudor Vladimirescu, nr.97",0252/322042,A-2299,05.06.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
PIGNUS SOLUTIONS PROVIDER SRL,MEHEDINŢI,"Drobeta-Turnu Severin, B-dul Revoluției 16-22
Decembrie 1989, Bl.F1, sc.1, ap.3",0746/408502,B-1192,02.12.2021,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC QUASIT SYSTEMS SRL,MEHEDINŢI,"Drobeta-Turnu Severin, str. Decebal, nr.18",0252/341154,A-1953,26.03.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"SOCIETATEA COMERCIALĂ DE
PRODUCERE A ENERGIEI ÎN
HIDROCENTRALE
HIDROELECTRICA BUCUREŞTI SA
FILIALA PENTRU REPARAŢII ŞI
SERVICII HIDROSERV PORŢILE DE
FIER SA",MEHEDINŢI,"Drobeta-Turnu Severin, str. Aurelian, nr.27",0252/310754,A-2737,04.10.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SMOKEALERT SRL,MEHEDINTI,"Drobeta-Turnu Severin, Str. Magnoliei, nr. 10, bl. XE5, sc.
2, et. 2, ap. 10",0775565475,B-5918,29.01.2026,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SPIDER COMPUTER SRL,MEHEDINTI,"Drobeta-Turnu Severin, str. Traian, nr. 107",0252306024,A-8238,13.07.2018,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC VIGILENT SECURITY SRL,MEHEDINŢI,"Drobeta-Turnu Severin, str. Adrian, nr.76A",0252/317317,A-0660,14.02.2011,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"SC VIGILENT SECURITY TEHNIC
SRL",MEHEDINŢI,"Drobeta-Turnu Severin, str. Adrian, nr.76A",0252/317317,A-3536,09.07.2013,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
360 SERVICES SRL,MUREŞ,"Târgu Mureş, str.Rodniciei, nr.21, ap.4",0740/396565,A-6685,14.02.2017,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ALARM EXPRES SRL,MUREŞ,"Reghin, Str. Duzilor, nr. 1A, cam. 1",0743245113,B-2918,18.08.2023,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ALBORA ELECTRO CONS SRL,MUREŞ,"Târnăveni, str. 1 Decembrie 1918, nr. 46, bl. V2, ap. 12",0742480051,B-5175,29.05.2025,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ALPHA PARTNER SECURITY SRL,MUREŞ,"Sat Sîncraiu de Mureș, comuna Sîncraiu de Mureș, str.
Bradului, nr.200",0739/283913,A-9949,02.07.2020,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ANALYTIC NETWORKS SRL,MUREȘ,"Corunca, nr. 397G17/14",0752186285,B-0959,24.08.2021,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ANGEL EYES SRL,MUREȘ,"Luduș. Str. Libertății, nr. 1, sc. A, ap. 2",0758855039,B-2556,21.04.2023,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
BGM TECHNOLOGY SRL,MUREŞ,"Oraș Ungheni, nr. 447M",0741639700,B-3827,13.05.2024,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC BLOMIRTIB SRL,MUREŞ,"Târgu Mureş, str. Bucinului, nr.10, ap.20,",0265/258850,A-0108,22.06.2010,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
BJ ALARM SRL,MUREŞ,"Târgu Mureş, Str. Sitarilor, nr. 16A",0722450655,B-2625,16.05.2023,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
BMC CRISCON SRL,MUREŞ,"Sat Beica de Sus, com. Beica de Jos, nr. 4",0748839495,B-6178,27.03.2026,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
BMSEC SOLUTIONS SRL,MUREŞ,"Reghin, Str. Lăpușnei, nr. 10, nr. Top 53156-C1",0747408389,B-2126,22.11.2022,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC BSG SECURITY SISTEMS SRL,MUREŞ,"Târgu Mureş, str. Libertăţii, nr.31",0265/218103,A-0358,15.10.2010,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
CARTUS EXPRESS SRL,MUREŞ,"Sat Cuștelnic, municipiul Târnăveni, nr. 188",0720849257,B-4560,09.01.2025,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"CEC INSTGROUP SRL
Autorizat la:",MUREŞ,"Luduș, str. Păcii, nr. 91A
Chețani, nr.163",0758569045,"B-4084
B-2840","10.07.2024
17.07.2023",semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
CONSUS ELECTRIC SRL,MUREŞ,"Târgu Mureş, str. Livezeni, nr.23, ap.9",0365/430240,A-5421,08.01.2016,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"DEPARTAMENTUL ITC CETERAȘ
SRL",MUREŞ,"Târgu Mureș, Str. Voinicenilor, nr. 62",0742886110,B-3824,13.05.2024,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
EAGLETRONIC SRL,MUREŞ,"Târgu Mureş, str. L. Rebreanu, nr.11",0265/261282,A-9090,24.06.2019,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"ELEKTROKLIM SRL
Autorizată la:",MUREŞ,"Sat Suseni, com. Suseni, nr. 511
Reghin, str. Rodnei, bl.9, sc.3, ap.13","0723379416
0265/513469","B-5831
A-4001","13.01.2026
14.03.2014",semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ELECTRIC LIGHT EXPERT SRL,MUREȘ,"Sîncraiu de Mureș, str. Răsăritului, nr.113B/1",0723861970,B-1801,06.07.2022,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC ELECTRO ORIZONT SRL,MUREŞ,"Târgu Mureş, P-ţa Teatrului, nr.12",0265/268806,A-1235,17.08.2011,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
SC ELECTROSEC SERV SRL,MUREŞ,"Târgu Mureş, str.Transilvania, nr.15, ap.5",0365/404261,A-1550,23.11.2011,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
ELNICRON SRL,MUREŞ,"Târgu Mureş, str.Înfrăţirii, nr.7, ap.1",0265/255900,A-2782,22.10.2012,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
"EXPERT IT SRL
Suspendat cu Raport de suspendare nr.
4.842.097/1 din 20.01.2026",MUREȘ,"Reghin, str.Mihai Viteazu, nr.208",0755/087258,B-1132,12.10.2021,semnalizare_instalare,Instalare/intretinere semnalizare alarmare incendiu
