company_name,cui,phone,phone_e164,sector,city,jobs,positions_total,source_date
SC PARMARC TRADING SRL,47022536,0785111112,+40785111112,Construcții / Instalații,BUCURESTI SECTORUL 3,"SOFER DE AUTOTURISME SI CAMIONETE(1) | MANIPULANT MARFURI(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(3)",90,20260325
SEV STRUCTURI SRL,31086312,0741640340,+40741640340,Construcții / Instalații,CAMPIA TURZII,ELECTRICIAN ÎN CONSTRUCTII(1),30,20260331
OVI CONSTRUCTIONREAL ESTATE,26625216,0765310212,+40765310212,Construcții / Instalații,DRAGOMIRESTI-VALE,FIERAR BETONIST(5) | ELECTRICIAN ÎN CONSTRUCTII(5) | DULGHER (EXCLUSIV RESTAURATOR)(2) | ZIDAR ROSAR-TENCUITOR(2) | FIERAR BETONIST(30),934,20260416
SAS COM SRL,13950185,0744543195,+40744543195,Construcții / Instalații,TURNU MAGURELE,Conducător auto transport rutier de mărfuri(2),24,20260323
SERGIDIANA CONSTRUCT SRL,43710770,0752531306,+40752531306,Construcții / Instalații,CLUJ-NAPOCA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",14,20260403
NUKES TEAM CONSTRUCT S.R.L.,35775689,0767315159,+40767315159,Construcții / Instalații,GHELARI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(3) | ZIDAR ROSAR-TENCUITOR(1)",228,20260416
EUROBIL IMPEX SRL,4791544,0723317550,+40723317550,Construcții / Instalații,CLUJ-NAPOCA,FRIGORIFERIST (FRIGOTEHNIST)(2),178,20260416
TERMOINSTAL DEMAX S.R.L.,39630435,0733726275,+40733726275,Construcții / Instalații,VETRISOAIA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",30,20260331
CONHIDRO S.R.L.,34506917,0744512338,+40744512338,Construcții / Instalații,IACOBESTI,"MECANIC UTILAJ(1) | MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(1)",75,20260416
ONESTIMOB SRL,52200303,0744866538,+40744866538,Construcții / Instalații,CLUJ-NAPOCA,FUNCTIONAR ADMINISTRATIV(1),32,20260401
ARMANDIA BAU DESIGN SRL,36421213,0755109828,+40755109828,Construcții / Instalații,NASAUD,"ZIDAR ROSAR-TENCUITOR(1) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",58,20260331
AQVA TERMO SANIT SRL,10026350,0248724381,+40248724381,Construcții / Instalații,CURTEA DE ARGES,SUDOR(1),4,20260320
CONSTANTIN G. MIHAI INTREPRINDERE INDIVIDUALA,48153963,0763757625,+40763757625,Construcții / Instalații,ORAS URLATI,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),67,20260416
MIRUNA MARIA COM SRL,29418606,0766222048,+40766222048,Construcții / Instalații,BOGDANA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",53,20260407
IVONCO TRADE SRL,9607660,0736888788,+40736888788,Construcții / Instalații,BUCURESTI SECTORUL 2,MECANIC AUTO(6) | FEMEIE DE SERVICIU(1),425,20260416
SOOS CONSTRUCT SRL,35308616,0744258900,+40744258900,Construcții / Instalații,SIC,SECRETARA(1),3,20260320
EFE CONSTRUCTION ENGINEERING SRL,48898071,0762882050,+40762882050,Construcții / Instalații,ORAS VOLUNTARI,"MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(8) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(4)",84,20260320
ELECTROFLUX SRL,15022384,0251438690,+40251438690,Construcții / Instalații,CARCEA,LACATUS MECANIC(1) | MACARAGIU(1),12,20260416
HAGAG DISTRIBUTIE SI FURNIZARE S.R.L.,52372058,0799734317,+40799734317,Construcții / Instalații,BUCURESTI SECTORUL 1,FEMEIE DE SERVICIU(1) | INGINER MECANIC(1) | MANAGER PROIECT(1) | EXPERT ACHIZITII PUBPLICE(1) | PROIECTANT INGINER MECANIC(1),78,20260416
YAMAN EUROPA S.R.L.,45418780,0744856807,+40744856807,Construcții / Instalații,BUCURESTI SECTORUL 2,"DULGHER (EXCLUSIV RESTAURATOR)(30) | FIERAR BETONIST(30) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(30)",2070,20260327
ALBERTO INDEPENDENTWORK S.R.L.,41042119,0768360084,+40768360084,Construcții / Instalații,TARGU JIU,"MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1) | MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(2) | SOFER DE AUTOTURISME SI CAMIONETE(2) | SEF SERVICIU ÎN CONSTRUCTII(1)",122,20260413
ALFA DECOR S.R.L.,24565150,0748484838,+40748484838,Construcții / Instalații,IASI,MONTATOR SUBANSAMBLE(1),67,20260416
MTCM INDUSTRIES SRL,46317008,0768360084,+40768360084,Construcții / Instalații,TARGU JIU,ZIDAR ROSAR-TENCUITOR(1),23,20260327
MEISTERHAUS CORONA SRL,44516918,0749113301,+40749113301,Construcții / Instalații,BRASOV,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",1,20260319
CARGO TRANS INTERNATIONAL SRL,15313812,0745369358,+40745369358,Construcții / Instalații,CRAIOVA,FAIANTAR(7),140,20260326
PLUS CONFORT SRL,15601955,021205,021205,Construcții / Instalații,BUCURESTI SECTORUL 3,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2)",80,20260326
TAR M.V. SRL,14496983,0744583931,+40744583931,Construcții / Instalații,IASI,OPERATOR LA INSTALATII DE ARDERE(2) | OPERATOR LA INSTALATII DE ARDERE(1) | LACATUS MECANIC(1),62,20260408
MOLD MANUFACTURING TECHNOLOGY SRL,37376153,0724752902,+40724752902,Construcții / Instalații,BUCURESTI SECTORUL 3,SUDOR(1),20,20260326
AD PRO BUILD SRL,53985247,0747896277,+40747896277,Construcții / Instalații,CORMAIA,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),22,20260327
ECO STYLE OFFICE 1987 SRL,37687796,0763354599,+40763354599,Construcții / Instalații,ALEXANDRIA,MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1),8,20260323
RIALEAN CONS S.R.L.,38649871,0766915269,+40766915269,Construcții / Instalații,TARGU JIU,SOFER DE AUTOTURISME SI CAMIONETE(1),30,20260401
CLASS BETON AGREGATE S.R.L.,19034454,0723946358,+40723946358,Construcții / Instalații,MOARA NOUA,MUNCITOR NECALIFICAT ÎN MINE SI CARIERE(1) | POMPAGIU(1) | Conducător auto transport rutier de mărfuri(1),75,20260414
SAYO STRUCTURI SRL,45829042,0744334399,+40744334399,Construcții / Instalații,AMPOITA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",2,20260320
ROCALOR VENT SRL,40456058,0749499091,+40749499091,Construcții / Instalații,CHICEREA,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1) | INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE(1),9,20260406
TUB INSTAL PROIECT S.R.L,23700186,0727587960,+40727587960,Construcții / Instalații,POPESTI-LEORDENI,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(5),95,20260326
FLUID DEVELOPMENT SRL,16310296,0726804027,+40726804027,Construcții / Instalații,CONSTANTA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2)",82,20260403
FORTIS ECHIPAMENTE S.R.L.,41980947,0758063969,+40758063969,Construcții / Instalații,SIBIU,LACATUS-MONTATOR(3),108,20260402
TERMO MOB CONSTR SRL,22738670,0784956052,+40784956052,Construcții / Instalații,COGEALAC,DULGHER (EXCLUSIV RESTAURATOR)(3),63,20260327
Art Mim Floor,52509970,0740869526,+40740869526,Construcții / Instalații,BACAU,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",24,20260330
S.C KOSTEA CONCEPT FOOD SRL,38998669,0723523309,+40723523309,Construcții / Instalații,CHIAJNA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(30)",600,20260327
CONFORT TERMO EXPERT SRL,52976895,0742478112,+40742478112,Construcții / Instalații,TARGU MURES,"TEHNICIAN ELECTROENERGETICIAN, TERMOENERGETICIAN(1)",4,20260323
PRIMER ELECTRO SRL,5122220,0758222216,+40758222216,Construcții / Instalații,LIVEZENI,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",124,20260416
AME EXPERT CONSTRUCT SRL,51977833,0773917305,+40773917305,Construcții / Instalații,FAGARAS,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(3) | INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE(1) | CONTABIL(1) | FIERAR BETONIST(1)",186,20260416
CONMET TRADE SRL,25920722,0243230110,+40243230110,Construcții / Instalații,SLOBOZIA,SUDOR(1),62,20260416
Smart Electric ART,44064855,0734945909,+40734945909,Construcții / Instalații,UILEACU DE MUNTE,"ZUGRAV(1) | FAIANTAR(1) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2)",174,20260416
CONSTRUCTII SOLIDARE SRL,52179880,0744309683,+40744309683,Construcții / Instalații,MUNICIPIUL RESITA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",9,20260324
SYLC CON TRANS SRL,16356935,0257289650,+40257289650,Construcții / Instalații,ARAD,"MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1) | INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE(1)",13,20260401
URBAN HOME DEVELOPMENT SRL,34943660,+40 721 049 209,+40721049209,Construcții / Instalații,BUCURESTI SECTORUL 1,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(6)",108,20260327
PAVILION GRUP SRL,26771971,0723400403,+40723400403,Construcții / Instalații,CARANSEBES,EXCAVATORIST PENTRU EXCAVATOARE CU ROTOR DE MARE CAPACITATE(1) | FEMEIE DE SERVICIU(1),42,20260406
HERMANNSTADT DESIGN & CONSTRUCT SRL,2236859,0740170001,+40740170001,Construcții / Instalații,SIBIU,IPSOSAR (EXCLUSIV RESTAURATOR)(2) | FAIANTAR(2) | PARCHETAR(2) | ZUGRAV(2),144,20260327
ASERMAN SHIP SRL,17882245,0754630001,+40754630001,Construcții / Instalații,BRAILA,SUDOR GEOMEMBRANA(15) | LACATUS LA PRELUCRAREA SI ÎNDREPTAREA TEVILOR GHINTUITE(15),510,20260327
ARES REALTY AND DEVELOPMENT SRL,21818003,0730603102,+40730603102,Construcții / Instalații,CLUJ-NAPOCA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(50)",3050,20260416
DONŢU CONSTRUCT SRL,28631788,0785500018,+40785500018,Construcții / Instalații,CISMELE,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(3)",15,20260323
INSTAL IMPULS S.R.L.,30459596,0733017450,+40733017450,Construcții / Instalații,SIBIU,SUDOR(20) | MASINIST LA MASINI CALE MECANIZARE USOARA SI GREA(20) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(20) | ELECTRICIAN ÎN CONSTRUCTII(5) | MANIPULANT MARFURI(50),9640,20260416
SZABI ATTI CONSTRUCTII SRL,42675488,0768004717,+40768004717,Construcții / Instalații,CADEA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",17,20260327
COFRAJE SI STRUCTURI DUMITRU S.R.L.,41122536,0729023401,+40729023401,Construcții / Instalații,NEPOS,FINISOR TERASAMENTE(3),27,20260325
DITO GROUP SRL,19074416,0770377510,+40770377510,Construcții / Instalații,ORADEA,REPREZENTANT COMERCIAL(1),61,20260416
AQUAL DESIGN SRL,51155360,0766875317,+40766875317,Construcții / Instalații,BRAGADIRU,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(12) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(5) | FEMEIE DE SERVICIU(4) | AGENT DE VÂNZARI(4) | MANAGER(2)",372,20260403
LOIAL IMPEX SRL,3176126,0230526800,+40230526800,Construcții / Instalații,SCHEIA,SUDOR(1) | ELECTROMECANIC AUTOMATIZARI SI TELECOMUNICATII(1),6,20260323
B_HALLEN S.R.L.,37588997,0725585000,+40725585000,Construcții / Instalații,PERICEI,"OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE(1)",3,20260323
BUILDING GENERAL CONSTRUCT S.R.L.,41115962,0748225452,+40748225452,Construcții / Instalații,BAICOI,"ZIDAR ROSAR-TENCUITOR(3) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(13) | FIERAR BETONIST(8) | MONTATOR PLACAJE INTERIOARE SI EXTERIOARE(15) | DULGHER RESTAURATOR(3)",630,20260327
WLADY INVEST DEVELOPMENT S.R.L.,46618515,0748225452,+40748225452,Construcții / Instalații,FLORESTI,"ZIDAR ROSAR-TENCUITOR(3) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(6) | FIERAR BETONIST(4) | MONTATOR PLACAJE INTERIOARE SI EXTERIOARE(5) | DULGHER RESTAURATOR(2)",280,20260327
placari lux s.r.l.,49465025,0759912953,+40759912953,Construcții / Instalații,BUCURESTI SECTORUL 4,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(20),320,20260327
TBM INNOVATION STEEL SRL,31554740,-,,Construcții / Instalații,PITESTI,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(2),32,20260327
RUSCAT CONS SRL,50417510,0748225452,+40748225452,Construcții / Instalații,ORAS PLOPENI,"ZIDAR ROSAR-TENCUITOR(5) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(12) | FIERAR BETONIST(4) | MONTATOR PLACAJE INTERIOARE SI EXTERIOARE(5) | DULGHER RESTAURATOR(3)",448,20260327
LAUR TETRIS METAL S.R.L.,40543413,0759536449,+40759536449,Construcții / Instalații,BUCURESTI SECTORUL 4,"SUDOR(12) | LACATUS CONSTRUCTII METALICE SI NAVALE(12) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(12)",576,20260327
SC TERAPONT SRL,15478845,0744708847,+40744708847,Construcții / Instalații,RAMNICU VALCEA,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(2) | MECANIC AUTO(1)",48,20260327
TRIANGULAR FACADE SYSTEMS,47151336,0727369670,+40727369670,Construcții / Instalații,CONSTANTA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(30)",570,20260330
AVER TRUST S.R.L.,47208092,0720804868,+40720804868,Construcții / Instalații,BUCURESTI SECTORUL 1,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(15),480,20260403
TRADING GOLD CONSTRUCT SRL,32379086,0745108284,+40745108284,Construcții / Instalații,TARGU FRUMOS,LACATUS MECANIC(2) | DULGHER (EXCLUSIV RESTAURATOR)(2) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(2),54,20260325
HOMEL SRL,48105125,0722725685,+40722725685,Construcții / Instalații,BUCURESTI SECTORUL 2,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(15)",270,20260330
NEW STRUCTURAL BUILDING BUSINESS S.R.L.,48265754,0720554495,+40720554495,Construcții / Instalații,ORAS VOLUNTARI,"SAPATOR MANUAL(10) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(10) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(10)",630,20260331
LEONARDO BROKER GROUP CONSTRUCT S.R.L.,31032835,0741/041032,+40741041032,Construcții / Instalații,MARGINENI-SLOBOZIA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1) | ZIDAR ROSAR-TENCUITOR(1)",156,20260415
MATI COM SRL,3826610,0729536701/0745536701,0729536701/0745536701,Construcții / Instalații,VARFU CAMPULUI,DULGHER (EXCLUSIV RESTAURATOR)(3) | ZIDAR ROSAR-TENCUITOR(3),354,20260416
HINCON PROJECTS S.R.L.,44259415,0747586451,+40747586451,Construcții / Instalații,LUNA DE SUS,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(18),324,20260330
DEPCEA CONSTRUCT S.R.L.,47504454,0736358252,+40736358252,Construcții / Instalații,ROMOS,CONDUCATOR ÎNTREPRINDERE MICA – PATRON (GIRANT) ÎN CONSTRUCTII(1),21,20260331
DaS Construct Contracting,46194428,0750400431,+40750400431,Construcții / Instalații,STANCENI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(11)",473,20260409
BUGA TEAM ATS SOLUTIONS S.R.L.,44054177,0720442905,+40720442905,Construcții / Instalații,CORMAIA,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(2),33,20260408
MERIDIAN TRANSCONSTRUCT S.R.L.,41449237,0723400646,+40723400646,Construcții / Instalații,PETROSANI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(4)",172,20260409
HASIT ROMANIA SRL,13018697,0732014540,+40732014540,Construcții / Instalații,TURDA,OPERATOR FABRICATIE FLUX(1),58,20260416
BALASZ GATER SRL,19671430,0731954885,+40731954885,Construcții / Instalații,CURTUISENI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2)",42,20260416
RAZVIRA CONSTRUCT SRL,16554169,0751807391,+40751807391,Construcții / Instalații,MOROENI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2)",28,20260327
TERAINFO SRL,16527016,0744654454,+40744654454,Construcții / Instalații,ALBA IULIA,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(15),465,20260403
ZAROM DESIGN SRL,18722870,0765463523,+40765463523,Construcții / Instalații,TARGU JIU,ELECTROMECANIC(1),58,20260416
S.C. INSTALTEK PROJECT SRL,42936125,0745014066,+40745014066,Construcții / Instalații,BUCURESTI SECTORUL 1,PROIECTANT INGINER INSTALATII(1),21,20260401
BRIGBARACO SRL,37130786,0742683474,+40742683474,Construcții / Instalații,ORADEA,GESTIONAR DEPOZIT(1) | TEHNICIAN CONSTRUCTOR(1),27,20260327
S.C. MS INTERPROIECT ENGINEERI,29376870,0724037301,+40724037301,Construcții / Instalații,BUCURESTI SECTORUL 3,SUDOR(30) | LACATUS MECANIC(24),3132,20260416
DOCTOR TENCO PROOF SRL,38896871,0754395852,+40754395852,Construcții / Instalații,CHIAJNA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(4)",56,20260327
ALMEK DESIGN SOCIETATE CU RASPUNDERE LIMITATĂ,30462184,0743041090,+40743041090,Construcții / Instalații,VLADESTI,ADMINISTRATOR SOCIETATE COMERCIALA(1),8,20260325
SIP HOUSE SRL,52195118,0752337792,+40752337792,Construcții / Instalații,HUNEDOARA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",3,20260324
SEMAROM CONSTUCTII CIVILE SRL,41032735,0770960060,+40770960060,Construcții / Instalații,BUCURESTI SECTORUL 3,"MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(40) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(10)",850,20260330
AMARILLO SRL,12824260,744691393,+40744691393,Construcții / Instalații,GHEORGHENI,ELECTRICIAN ÎN CONSTRUCTII(1),6,20260325
CON V,16218355,0728287643,+40728287643,Construcții / Instalații,MUNICIPIUL CLUJ-NAPOCA,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(5),285,20260416
HELP TRANS SRL,3759685,0744607924,+40744607924,Construcții / Instalații,ORAVITA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1) | AJUTOR BUCATAR(1)",16,20260409
ABC CONTROL SRL,29686854,0729113637,+40729113637,Construcții / Instalații,BUCURESTI SECTORUL 3,AGENT DE VÂNZARI(1),24,20260401
DEEA PLAN PROFESIONAL S.R.L.,39525847,0723565112,+40723565112,Construcții / Instalații,SNAGOV,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(8)",128,20260330
BETY SOMAR GROUP SRL,25234821,0747/270112,+40747270112,Construcții / Instalații,2 MAI,UCENIC(50) | VOPSITOR(50),5700,20260416
FINILUX DECOR SRL,24497340,0756831807,+40756831807,Construcții / Instalații,IASI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(5) | MUNCITOR NECALIFICAT ÎN METALURGIE(4) | SEF ECHIPA SPECIALIZATA(1)",25,20260416
SC K&R CONSTRUCTOR SRL,48552697,0741108908,+40741108908,Construcții / Instalații,SIBIU,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",16,20260330
TRANSELCOM SRL,6354414,0724173180,+40724173180,Construcții / Instalații,EFORIE NORD,FEMEIE DE SERVICIU(1) | MECANIC AUTO(1),63,20260416
SC TEHNO FLUID SOLUTIONS SRL,30815448,0746929128,+40746929128,Construcții / Instalații,PITESTI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(3)",186,20260416
FEROX SRL,59423,0722375652,+40722375652,Construcții / Instalații,ORADEA,MAISTRU ENERGETICIAN/ELECTRICIAN(1),57,20260416
NAVARYS SRL,17113284,0744302772,+40744302772,Construcții / Instalații,SIC,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",2,20260324
FARAG BUILDING,46479123,0762257308,+40762257308,Construcții / Instalații,BUCURESTI SECTORUL 4,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(15) | ZUGRAV(15)",480,20260330
AURICA SI OVIDIU SRL,34247316,0721246766,+40721246766,Construcții / Instalații,CORBII MARI,MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1),16,20260330
HOUSE EDILE SRL,53787479,0775231457,+40775231457,Construcții / Instalații,ALBA IULIA,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE(1) | TEHNICIAN CONSTRUCTOR(1)",48,20260401
SEMA EXPERT BUILDINGS SRL,37982648,0770960060,+40770960060,Construcții / Instalații,CIOROGARLA,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(40),640,20260330
EMAAR CEL SRL,44965607,0725542478,+40725542478,Construcții / Instalații,ORAS POPESTI-LEORDENI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(5)",285,20260416
BD INTERSECT SRL,46534686,0761397732,+40761397732,Construcții / Instalații,BUCURESTI SECTORUL 2,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(20)",320,20260330
MASTIC ROST SRL,52748951,0766448772,+40766448772,Construcții / Instalații,CIUGUD,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(4)",64,20260330
