company_name,cui,phone,phone_e164,email,sector,city,jobs,positions_total,source_date
ALFA INVEST SRL,14358468,0727937145,+40727937145,alfainvestslobozia@gmail.com,Construcții / Instalații,SLOBOZIA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",13,20260330
BTDCONSTRUCT AMBIENT SRL,31055944,0314055551,+40314055551,mihaela.avram@btdconstruct.ro,Construcții / Instalații,BUCURESTI SECTORUL 1,INGINER ÎMBUNATATIRI FUNCIARE(1) | TEHNICIAN CONSTRUCTOR(1) | ASISTENT MANAGER(1),14,20260414
S.C. MOBI STAL S.R.L.,17182217,0744697151,+40744697151,mihaelacrisan8@gmail.com,Construcții / Instalații,CAMPIA TURZII,TEHNICIAN GESTIUNEA PRODUCTIEI(1),16,20260331
PRO EUROBUILD S.R.L.,40134281,0757789070,+40757789070,emilbungardean@yahoo.co.uk,Construcții / Instalații,UNIREA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",52,20260415
INSTALZONE SRL,19199444,0745267603,+40745267603,instalzone@gmail.com,Construcții / Instalații,CHISLAZ,FOCHIST LA CAZANE DE APA CALDA SI CAZANE DE ABUR DE JOASA PRESIUNE(1),54,20260416
ZEFRICOM SRL,347329,0743110021,+40743110021,mariapatrascu22@gmail.com,Construcții / Instalații,BUCURESTI SECTORUL 3,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),16,20260331
TESARO KIT CONSTRUCT SRL,30917561,0724544175,+40724544175,bogdan.ologeanu@tesaro-construct.ro,Construcții / Instalații,BUCURESTI SECTORUL 2,"MONTATOR PERETI SI PLAFOANE DIN GHIPS-CARTON(20) | ZUGRAV(12) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(18) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(16) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(9)",964,20260416
BUILD TEHNIC SERVICE SRL,53801174,0740097960,+40740097960,liviuchindris77@gmail.com,Construcții / Instalații,VETIS,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",2,20260325
GARDURI BETON VALEA SRL,41203797,075658510,+40075658510,adi.mike29@yahoo.com,Construcții / Instalații,VALEA LUI MIHAI,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),46,20260413
KAF MET CONSTRUCT SRL,36172775,0749117102,+40749117102,infokafmetsrl@gmail.com,Construcții / Instalații,ORAS POPESTI-LEORDENI,ZUGRAV(1),16,20260331
TRAMECO SA,71559,0359800777,+40359800777,carmen.bat@selina.ro,Construcții / Instalații,ORADEA,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(2)",108,20260416
ALGELA PRIM CONSTRUCT SRL,50815221,0726937085,+40726937085,musteatalaura92@gmail.com,Construcții / Instalații,MUNICIPIUL HUSI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2)",3,20260415
ATLAS NEVA CONSTRUCTION S.R.L.,45462263,0737026263,+40737026263,paschiamihaela@gmail.com,Construcții / Instalații,BUCURESTI SECTORUL 2,FAIANTAR(5) | ZUGRAV(5) | ZIDAR ROSAR-TENCUITOR(5) | ASISTENT MANAGER(1),245,20260416
ETHGROUP SRL,45407587,0773352977,+40773352977,raul.popa@ethgroup.ro,Construcții / Instalații,DEVA,LACATUS DE MINA(1) | TEHNICIAN METALURGIE(1),46,20260410
STELA WOODMOB DESIGN S.R.L.,40076440,0230231100,+40230231100,erdexfinance@yahoo.com,Construcții / Instalații,STROIESTI,TÂMPLAR UNIVERSAL(1),13,20260330
PROINVEST GROUP SRL,13417272,0232/760050,+40232760050,office@proinvestgroup.ro,Construcții / Instalații,PASCANI,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA(30) | MECANIC UTILAJ(3) | COORDONATOR ÎN MATERIE DE SECURITATE SI SANATATE ÎN MUNCA (STUDII SUPERIOARE)(2) | manager al sistemelor de management de mediu(2) | PROIECTANT INGINER CONSTRUCTII(2),2592,20260416
RAD PANORAMA CONSTRUCT SRL,35895545,0756379645,+40756379645,denisa.terciu@premiumworkforce.net,Construcții / Instalații,DARMANESTI,"FEMEIE DE SERVICIU(1) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1) | FEMEIE DE SERVICIU(11) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(8)",520,20260407
VISA S.R.L.,6146812,0254545454,+40254545454,alina.uifalean@visa-sa.com,Construcții / Instalații,PETROSANI,"FAIANTAR(3) | ZIDAR PIETRAR(2) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",279,20260416
ELECTROHIDRO INSTAL S.R.L.,37553506,0761461151,+40761461151,tamasgdaniell@gmail.com,Construcții / Instalații,PETROSANI,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1) | INGINER MECANIC UTILAJ TEHNOLOGIC PENTRU CONSTRUCTII(1),13,20260416
PROFI ELEMENTS SRL,4734450,0754054994,+40754054994,office@profielements.ro,Construcții / Instalații,BUCURESTI SECTORUL 1,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(3) | EXPERT(1) | ASISTENT MANAGER(1)",288,20260416
S.C. Petru-Construcții S.R.L.,40748419,0756951193,+40756951193,petru.constructii@gmail.com,Construcții / Instalații,TODIRESTI,IZOLATOR TERMIC(3) | ZIDAR ROSAR-TENCUITOR(6),135,20260331
Olift Serv SRL,52776889,0764471456,+40764471456,oly.marian20@gmailcom,Construcții / Instalații,VINTU DE JOS,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1) | SPALATOR VITRINE SI GEAMURI(1) | ÎNGRIJITOR SPATII VERZI(1)",21,20260327
BUNU DEVELOPMENT SRL,31987280,0743037039,+40743037039,ovidiu.1@pbasig.ro,Construcții / Instalații,SIBIU,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE(1),53,20260416
HABITAT SUPORT ÎNTREPRINDERE SOCIALĂ SRL,32943800,0724/208121,+40724208121,habitatsuport@gmail.com,Construcții / Instalații,COMANESTI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",6,20260327
TMG BUILDING SOLUTIONS S.R.L,39655057,0765831634,+40765831634,office@tmgbuilding.ro,Construcții / Instalații,ALEXANDRIA,"ELECTRICIAN DE ÎNTRETINERE SI REPARATII(1) | INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE(1) | INSTALATOR APA, CANAL(1)",156,20260416
GP SAGEATA PROD SRL,106541,0758873953,+40758873953,scgpsageataprodsrl@yahoo.com,Construcții / Instalații,MUNICIPIUL TULCEA,"MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(15) | MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(15) | FEMEIE DE SERVICIU(1)",589,20260401
APLAST WOOD INDUSTRY SRL,26856598,0751103376,+40751103376,corina.dudu@aplast.com,Construcții / Instalații,CEPTURA DE JOS,CONTROLOR CALITATE(1),10,20260330
BECONPREST S.R.L.,39576360,0755234658,+40755234658,geanina02jessica@gmail.com,Construcții / Instalații,AIUD,"DULGHER (EXCLUSIV RESTAURATOR)(10) | ZUGRAV(10) | FIERAR BETONIST(10) | ZIDAR ROSAR-TENCUITOR(10) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(10)",1150,20260406
KATAR CONNEG S.R.L.,40314681,0740993419,+40740993419,hr@katar.ro,Construcții / Instalații,NEGRESTI,ZIDAR ROSAR-TENCUITOR(45) | FIERAR BETONIST(10),2860,20260416
S.C. MIRCONSTRUCT S.R.L.,17397879,0757572333,+40757572333,mirconstruct.sv@gmail.com,Construcții / Instalații,BRADATEL,Conducător auto transport rutier de mărfuri(1),5,20260326
SERCOP ADN SRL,6749864,0248510628,+40248510628,sercopadn@yahoo.com,Construcții / Instalații,CAMPULUNG,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2) | LACATUS MECANIC(2) | LACATUS MECANIC(1)",97,20260406
COMPANIA MUNICIPALA ENERGETICA SERVICII BUCURESTI S.A.,41268559,+40728121056,+40728121056,office@cmesb.ro,Construcții / Instalații,BUCURESTI SECTORUL 4,"SAPATOR MANUAL(1) | SPECIALIST ÎN FORMARE(1) | SUDOR(2) | EXPERT ACHIZITII PUBLICE(1) | INGINER CAI FERATE, DRUMURI SI PODURI(1)",102,20260416
LENDLEASE S.R.L.,42507166,0745221516,+40745221516,lendleasesrl@gmail.com,Construcții / Instalații,PLOIESTI,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(4)",8,20260326
GLASS MOUNTAIN SRL,33878602,0754063232,+40754063232,prelucrare@centrudesticla.ro,Construcții / Instalații,LIVEZENI,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(3) | SOFER DE AUTOTURISME SI CAMIONETE(1)",204,20260416
SINUO CONSTRUCTION S.R.L.,50253115,0723617106,+40723617106,rampalexim@gmail.com,Construcții / Instalații,VOLUNTARI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(10)",180,20260401
SC BMC INCHIRIERI SRL,49414579,0748839495,+40748839495,office@bmc-criscon.ro,Construcții / Instalații,BEICA DE SUS,GESTIONAR DEPOZIT(5),255,20260416
ROISBUCONS S.R.L.,28390582,0253219132,+40253219132,natexpertgj@yahoo.com,Construcții / Instalații,MUNICIPIUL TARGU JIU,DULGHER RESTAURATOR(1) | SUDOR(1),31,20260401
HIDROSALT92 SRL,8309185,0722357098,+40722357098,adriana.alecu@hidrosalt2020.ro,Construcții / Instalații,BUCURESTI SECTORUL 2,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(30) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(15) | MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(20) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(5) | PAVATOR(5)",13752,20260409
S.C. MITROFAN S.R.L.,3405840,0230515001,+40230515001,contasist@gmail.com,Construcții / Instalații,CAJVANA,INSTALATOR AUTORIZAT PROIECTARE EXECUTIE SI/SAU EXPLOATARE OBIECTIV/SISTEME DE DISTRIBUTIE(2),8,20260326
ENERGOHOLDING SRL,43663970,0743199310,+40743199310,energoholdingsrl@gmail.com,Construcții / Instalații,SUGAG,TEHNICIAN ENERGETICIAN/ELECTRICIAN(1),1,20260325
PARTENER INDUSTRIAL CONSTRUCT S.R.L.,47720539,0754832733,+40754832733,partenerindustrialconstruct23@gmail.com,Construcții / Instalații,PLOIESTI,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE(2) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(2) | SECRETARA(1)",114,20260403
SC XAV MEDIA SRL,30286495,0755129709,+40755129709,resurse.umane@xavitel.ro,Construcții / Instalații,RAMNICU VALCEA,"DULGHER RESTAURATOR(1) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(3) | SUDOR(1)",255,20260416
S.C. ASCONTI VFT S.R.L.,14134320,0728864196,+40728864196,haraga.daniela@asconti.ro,Construcții / Instalații,ORAS VOLUNTARI,DULGHER (EXCLUSIV RESTAURATOR)(5) | FIERAR BETONIST(10),1230,20260416
QUALITY CONSTRUCTION S.R.L.,35655542,0743637192,+40743637192,qualityconstructionsrl@gmail.com,Construcții / Instalații,IASI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",24,20260403
PRONAUTICA SRL,17530567,0759536449,+40759536449,alma.valrom32@outlook.com,Construcții / Instalații,TULCEA,"ELECTROMECANIC MASINI SI ECHIPAMENTE ELECTRICE(2) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(10)",216,20260401
ALFA DECO INVEST S.R.L,41064842,0742058892,+40742058892,deco_spor@yahoo.com,Construcții / Instalații,VASLUI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",3,20260326
S.C. M.T.F. METAL CONSTRUCTIE,50946901,0785111112,+40785111112,digital.docs710@gmail.com,Construcții / Instalații,BUCURESTI SECTORUL 3,"MANIPULANT MARFURI(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2)",51,20260401
ATLAS INDUSTRIAL SOLUTIONS S.R.L.,43176273,0744430838,+40744430838,cigcontsal@yahoo.com,Construcții / Instalații,PITESTI,AGENT DE VÂNZARI(1) | MANIPULANT MARFURI(6) | SUDOR(5) | STIVUITORIST(1) | DULGHER (EXCLUSIV RESTAURATOR)(7),443,20260410
AYAN REFACERI MURES SRL,41421015,0764602319,+40764602319,ayanrefacerimures@gmail.com,Construcții / Instalații,TARGU MURES,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(4) | SOFER DE AUTOTURISME SI CAMIONETE(2) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(2)",138,20260403
DUR MASTER CONSTRUCT S.R.L.,43736648,0799966996,+40799966996,oftherecord25@outlook.com,Construcții / Instalații,ORAS VOLUNTARI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(60) | ASISTENT MANAGER(5)",1105,20260401
DEA LINE TRANS COM SRL,24067296,0759536449,+40759536449,alma.valrom32@outlook.com,Construcții / Instalații,BUCURESTI SECTORUL 4,SOFER DE AUTOTURISME SI CAMIONETE(10),170,20260401
SC KERESTELY IMPEX SRL,9355198,0755650470,+40755650470,kerestelyhenrietta@gmail.com,Construcții / Instalații,FORTENI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",31,20260416
BROSCARU CONSTRUCT S.R.L.,40691983,0754320000,+40754320000,lumaxproiect@outlook.com,Construcții / Instalații,OSICA DE SUS,"DULGHER RESTAURATOR(6) | FIERAR BETONIST(6) | INSTALATOR APA, CANAL(3)",345,20260403
ELECTRO EMA SRL,50118925,0748589329,+40748589329,electroema89@gmail.com,Construcții / Instalații,SUCEAVA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",3,20260326
RUSTIC SRL,2203168,0262276367,+40262276367,rustic@rustic.ro,Construcții / Instalații,BAIA MARE,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",19,20260402
CONA OPERATIONS S.R.L.,15036274,0269/560423,+40269560423,office@cona.ro,Construcții / Instalații,SELIMBAR,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(5)",95,20260402
YILDIRIM BUILDING GROUP SRL,43464250,0762542420,+40762542420,popacornelia77@yahoo.com,Construcții / Instalații,BUCURESTI SECTORUL 2,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2)",16,20260330
SGM CONTRACTOR SRL,18718101,0236/475434,+40236475434,contabilitate@sgm.ro,Construcții / Instalații,GALATI,CONTABIL(1),1,20260326
INTER-NRF S.R.L.,45965427,0769612514,+40769612514,costel.neagu72@gmail.com,Construcții / Instalații,FETESTI-GARA,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(2) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),78,20260416
GLOBAL TOP DEVELOPMENT SRL,48419306,0767834296,+40767834296,utilajemontaj@gmail.com,Construcții / Instalații,FUNDENI,"MONTATOR PLACAJE INTERIOARE SI EXTERIOARE(8) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(14)",352,20260401
SC PROD-PREST CONNECTION SRL,544819,0723328800,+40723328800,prodprestconnection@gmail.com,Construcții / Instalații,CHILIENI,MASINIST LA INSTALATIILE DE PREPARAT SI TURNAT BETON SI MIXTURI ASFALTICE(2) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(5) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),275,20260416
ONCIU CONS SRL,18617930,0732409578,+40732409578,onciucons@yahoo.ro,Construcții / Instalații,ALBA IULIA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",2,20260326
BRICOTOP PIRUS SRL,34059703,0767834296,+40767834296,pbricotop@gmail.com,Construcții / Instalații,BUCURESTI SECTORUL 2,"MONTATOR PLACAJE INTERIOARE SI EXTERIOARE(10) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(18)",430,20260401
ACETI SRL,1514255,0249431739,+40249431739,office@aceti.ro,Construcții / Instalații,SLATINA,ZIDAR ROSAR-TENCUITOR(2),96,20260416
B2B KONSTRUKTION CONSULT SRL,41351670,0767821825,+40767821825,alexandru89popescu@gmail.com,Construcții / Instalații,MUNICIPIUL FAGARAS,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE(1)",10,20260331
CALIK ENERJI VE TIC A.S. IST SUC,43269828,0761519651,+40761519651,burhan.kakici@calikenerji.com,Construcții / Instalații,NAVODARI,LUCRATOR CONTROLOR FINAL(6),108,20260402
AGENȚIA INTERNAȚIONALĂ DE RECRUTARE ȘI PLASARE FORȚĂ DE MUNCĂ EURO ASIA S.R.L.,50325416,0763602955,+40763602955,vladionut@euroasiajobs.ro,Construcții / Instalații,BUCURESTI SECTORUL 2,SUDOR(5) | CURIER(5),480,20260416
ALEXFLO INDUSTRIES,36012324,0742737592,+40742737592,a.fodor@alexfloindustries.ro,Construcții / Instalații,ORAS UNGHENI,SUDOR(2),42,20260403
HORTIHAUS S.R.L.,41489002,0729129114,+40729129114,bogorodita.bianca@amniocen.ro,Construcții / Instalații,TIMISOARA,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(5) | MUNCITOR NECALIFICAT ÎN AGRICULTURA(10),60,20260327
STRATULAT SERV SRL,16637019,0233747178,+40233747178,agrodrinks@yahoo.com,Construcții / Instalații,COTU VAMES,MECANIC AUTO(1),7,20260330
EQUARTIS ARCHITECTS SRL,23816670,0745628413,+40745628413,mail@equartis.com,Construcții / Instalații,MIERCUREA CIUC,PROIECTANT ARHITECT(1),37,20260412
PRODOMUS S.R.L.,14915364,0744596915,+40744596915,prodomus_barlad1@yahoo.com,Construcții / Instalații,BARLAD,ZUGRAV(2) | MONTATOR PERETI SI PLAFOANE DIN GHIPS-CARTON(2),192,20260416
CRESIDA SRL,2192190,0742 890 247,+40742890247,officecresida@gmail.com,Construcții / Instalații,BAIA MARE,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(5)",240,20260416
SC EILY CONSTRUCT SRL,30089558,0753972930,+40753972930,eilyconstruct80@yahoo.com,Construcții / Instalații,LUNA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",15,20260401
CLARO BUILB SRL,36310576,0741386889,+40741386889,facturicp@yahoo.com,Construcții / Instalații,RASCRUCI,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(10) | MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(6)",274,20260415
RALUNIC SRL,10690846,0751186640,+40751186640,ralunic_srl@yahoo.com,Construcții / Instalații,RAMNICU VALCEA,DULGHER (EXCLUSIV RESTAURATOR)(2),20,20260331
INTENSHAL S.R.L.,33511834,0740459001,+40740459001,salarizare@ifcont.ro,Construcții / Instalații,PANICENI,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),9,20260331
MARTON ITD S.R.L.,45527257,0741034214,+40741034214,hajnalsebestyen88@gmail.com,Construcții / Instalații,ZETEA,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),28,20260408
Geo Mimi Construct SRL,44974249,0746471407,+40746471407,geomimiconstruct@gmail.com,Construcții / Instalații,BARLAD,DULGHER RESTAURATOR(1),3,20260327
SC ARSAVYS SRL,54162940,0762660058,+40762660058,grecuauras@yahoo.com,Construcții / Instalații,DRANCENI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2)",20,20260401
METALPREST S.A.,22013303,0722736711,+40722736711,office@metal-prest.ro,Construcții / Instalații,CRAIOVA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(25) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(25) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(30) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(30)",3910,20260416
OLTENIA DESIGN SRL,32725651,0770881866,+40770881866,office@job-alert.ro,Construcții / Instalații,CRAIOVA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(25) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(25) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(35) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(35)",3700,20260416
SOLIDO ELITE HOMES SRL,52776900,0754263037,+40754263037,sergiu.javla@gmail.com,Construcții / Instalații,VINTU DE JOS,"DIRECTOR SOCIETATE COMERCIALA(1) | ZIDAR PIETRAR(1) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",9,20260327
MARCO CONSTRUCTII CIVILE S.R.L.,40088223,0766353527,+40766353527,constantin.nuti@icloud.com,Construcții / Instalații,CHIAJNA,ZUGRAV(2) | FAIANTAR(1) | ZUGRAV(1) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(2),102,20260416
GOLDEN AGE CONSTRUCT SRL,32345148,0770958060,+40770958060,goldenageconstruct@yahoo.com,Construcții / Instalații,MUNICIPIUL TIMISOARA,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(4) | PROIECTANT INGINER INSTALATII(1) | INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE(1) | SECRETARA(1) | SUDOR MANUAL CU ARC ELECTRIC(2),423,20260416
EMAM & AHMED SERVICE,42194433,0749288228,+40749288228,resurse10@yahoo.com,Construcții / Instalații,BUCURESTI SECTORUL 2,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(50),1000,20260403
SC ELECTROCONS GROUP PROIECT INTL SRL,15475580,0746058057,+40746058057,oana.teodorescu@electrocons-group.ro,Construcții / Instalații,BUCURESTI SECTORUL 3,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE(3) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(2),100,20260403
ESCANORD SRL,26620707,.,,vasilebuda32@gmail.com,Construcții / Instalații,UNGURENI,ZIDAR ROSAR-TENCUITOR(3),60,20260403
F HAUS SRL,648569,0261710032,+40261710032,gabi.virag@fhaus.ro,Construcții / Instalații,SATU MARE,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(5) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(10)",165,20260416
RAP INSTAL SRL,13762211,0722393702,+40722393702,hr@rap-group.ro,Construcții / Instalații,ORAS GHIMBAV,ELECTRICIAN ÎN CONSTRUCTII(2) | INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE(2),184,20260416
