company_name,cui,caen_code,caen_description,employees,turnover_ron,city,county,email,email_source,email_verified,phone,website
NORDARIN PROD COM SRL,3225377,3109,Mobila,179,37061362,"Sat Preluca, Comuna Pangarati",Neamt,ru@nordarin.com,master_companies,true,+40733977869,
MONOSUISSE RO SRL,21760076,1310,Textile,178,111654272,Municipiul Sighisoara,Mures,office@siderarc.com,inferred,false,+40265777266,www.siderarc.com
BAUER KOMPRESSOREN S.R.L.,46430731,2813,Masini si echipamente,178,138081947,Bucuresti Sectorul 1,Bucuresti,,,,,
DURAZIV SRL,16012362,2364,Alte produse minerale nemetalice,178,152298567,Oras Popesti Leordeni,Ilfov,,,,+40727772475,
AATEQ SRL,21332797,2815,Masini si echipamente,177,57103390,"Sat Cristian, Comuna Cristian",Brasov,em@aateq.com,companies,true,+40268334174,www.aateq.com
HPC HULL PROTECTIVE COATING SRL,17304217,2561,Constructii metalice,177,35655786,"Sat Costi, Comuna Vanatori",Galati,,,,+40371330343,
ENERGOSTEEL ART S.R.L.,39437672,2511,Constructii metalice,177,78435543,Municipiul Brasov,Brasov,,,,,
MARELBO PROD-COM SRL,6728594,1520,Pielarie,177,61550796,"Loc. Bivolaria, Oras Vicovu de Sus",Suceava,office@marelbo.ro,inferred,false,+40230412411,www.marelbo.ro
GRANUPLAST DIRECT SRL,37944890,2223,Cauciuc si mase plastice,177,11670653,"Loc. Cadea, Oras Sacueni",Bihor,,,,+40741197309,
LIPOPLAST SRL,5947090,2223,Cauciuc si mase plastice,176,58967127,Municipiul Timisoara,Timis,,,,+40356434001,
INTERCONF S.R.L.,18451143,1413,Confectii,176,11044662,Municipiul Timisoara,Timis,petrea@intercolor.ro,master_companies,true,+40728285720,
ARGENTA S.R.L.,3959705,2511,Constructii metalice,176,91869738,"Loc. Navodari, Oras Navodari",Constanta,,,,+40241517171,
DAN INTERNATIONAL SRL,2787180,1413,Confectii,176,21907351,Bucuresti Sectorul 1,Bucuresti,cristina.ionescu@dan-int.ro,master_companies,true,+40722555776,
BFG PACKAGING S.R.L.,35078789,2222,Cauciuc si mase plastice,175,82489244,"Sat Petresti, Comuna Petresti",Dambovita,,,,,
BETA SA,1154660,2529,Constructii metalice,175,75375287,Municipiul Buzau,Buzau,,,,+40238725500,
CICOM SRL,3235656,1052,Industria alimentara,175,101046986,Municipiul Targoviste,Dambovita,info@cicomicecream.ro,master_contacts,true,+40245615122,
TELETEXT SRL,6801008,1051,Industria alimentara,175,114496727,Municipiul Slobozia,Ialomita,office@diamilactate.ro,master_companies,true,+40243231692,
SUPERSTAR COM SRL,5020823,1013,Industria alimentara,175,53813767,Municipiul Radauti,Suceava,office@superstarcom.ro,companies,true,+40744696530,www.superstarcom.ro
INOVALABEL SRL,8043163,1729,Hartie,175,81014378,"Sat Bratuleni, Comuna Miroslava",Iasi,,,,+40232245000,
EUROPACK MEDIA SRL,23970937,2041,Substante chimice,174,110823505,Municipiul Constanta,Constanta,office@şerveţeleumede.ro,inferred,false,+40241684844,www.şerveţeleumede.ro
KRISTIN SRL,12170629,1520,Pielarie,174,15391292,"Loc. Saliste, Oras Saliste",Sibiu,personal@kristin.ro,master_companies,true,+40269553527,
ZMC TRADING SRL,15826788,2363,Alte produse minerale nemetalice,174,79815098,Municipiul Calarasi,Calarasi,,,,,
DROKER SRL,12485074,1520,Pielarie,174,35017201,Municipiul Sebes,Alba,alina.filip@droker.ro,master_companies,true,+40747559604,
CAREMIL SRL,19120083,1413,Confectii,174,15114570,Municipiul Roman,Neamt,,,,+40233741732,
ROMFULDA PROD SRL,6906101,1051,Industria alimentara,173,100897789,Municipiul Bistrita,Bistrita-Nasaud,ramona@romfulda.ro,master_companies,true,+40263211743,www.romfulda.ro
READY GARMENT TECHNOLOGY ROMANIA S.R.L.,12773808,1413,Confectii,173,11119499,Municipiul Sfantu Gheorghe,Covasna,,,,+40267316161,
FIBREX CO SRL,9560150,2223,Cauciuc si mase plastice,173,36608160,"Sat Crasna, Comuna Crasna",Salaj,pop.sultana@fibrexco.ro,master_companies,true,+40260636021,
ADN PREFABRICATE S.R.L.,16443616,2361,Alte produse minerale nemetalice,173,71435839,Municipiul Iasi,Iasi,,,,+40232209700,
ROLUX SRL,1759689,1020,Industria alimentara,173,47067491,Municipiul Alba Iulia,Alba,,,,+40254771100,
NEW FASHION SRL,11953614,1412,Confectii,173,14696445,Municipiul Botosani,Botosani,newfashion69@yahoo.it,master_companies,true,+40231517857,
FIERCTC SIBEL SRL,10256899,2593,Constructii metalice,173,115860932,Municipiul Galati,Galati,,,,+40236470058,
ELSID S.A.,943038,2399,Alte produse minerale nemetalice,172,138402795,"Loc. Titu, Oras Titu",Dambovita,,,,+40245205200,
DACIA PLANT SRL,15018146,1089,Industria alimentara,171,81423613,"Sat Bod, Comuna Bod",Brasov,,,,+40268283063,
YOU TEXTILE SRL,14816883,1413,Confectii,171,17487677,Municipiul Satu Mare,Satu Mare,office@europrima.ro,master_companies,true,+40361401130,
LAGUNA EUROMOB SRL,31986357,3109,Mobila,171,91000491,"Sat Berbesti, Comuna Giulesti",Maramures,recrutare.mobilalaguna@gmail.com,master_companies,true,+40790338310,
HOFIGAL EXPORT IMPORT SA,384530,1089,Industria alimentara,171,37213705,Bucuresti Sectorul 4,Bucuresti,office@hofigal.eu,master_companies,true,+40213345135,
SC SCHIEFFER INDUSTRIES ROMANIA SRL,16297081,2229,Cauciuc si mase plastice,171,76980571,Municipiul Lugoj,Timis,info@schieffer.ro,master_companies,true,+40727460806,
SAMTEX SA,686457,1392,Textile,171,24069629,"Loc. Jibou, Oras Jibou",Salaj,samtexromania@yahoo.com,master_companies,true,+40260644399,
RA-OL SRL,1814821,2562,Constructii metalice,171,61782590,Municipiul Timisoara,Timis,raoul_voinea@yahoo.ro,master_companies,true,+40256222766,www.raol.ro
ZARIS AUTOCOM SRL,8100650,1071,Industria alimentara,170,38207509,Comuna Maracineni,Arges,office@zaris.ro,companies,true,48634334,
VILMAR SA,2989503,2550,Constructii metalice,170,185239676,Municipiul Ramnicu Valcea,Valcea,elena.buse@vilmar.ro,master_companies,true,+40250703807,
B.BRAUN PHARMACEUTICALS SA,9307999,2110,Produse farmaceutice,170,49557009,Municipiul Timisoara,Timis,,,,+40256214991,
GREWE SRL,9231165,1071,Industria alimentara,170,51855836,"Sat Vestem, Comuna Selimbar",Sibiu,penny4377@penny.ro,master_companies,true,+40269565150,
M.T.D. SIMPLU CONSTRUCT SRL,16669789,2511,Constructii metalice,170,249707243,"Sat Slatioara, Comuna Slatioara",Olt,conta3@mtdconstruct.ro,master_companies,true,+40249436379,
MINORONZONI SRL BERGAMO SUCURSALA SIBIU,40891418,1512,Pielarie,170,28085886,Municipiul Sibiu,Sibiu,resurseumane@minoronzoni.ro,master_companies,true,,
SIMPA SA,785078,1071,Industria alimentara,170,57230077,Municipiul Sibiu,Sibiu,personal@simpasibiu.ro,master_companies,true,+40269229616,
PROCEMA RWP S.A.,39442253,2593,Constructii metalice,169,685095724,Bucuresti Sectorul 1,Bucuresti,,,,,
AGRO-ARDEAL SRL,7040690,1011,Industria alimentara,169,112870785,"Sat Orheiu Bistritei, Comuna Cetate",Bistrita-Nasaud,office@agroardeal.ro,master_contacts,true,+40741124692,
MINIMAXX SOFA SRL,33760770,3109,Mobila,169,82936425,"Loc. Sebis, Oras Sebis",Arad,,,,,
LINEX WOLF SRL,6662597,2711,Echipamente electrice,169,65171425,Municipiul Craiova,Dolj,linexwolf@yahoo.com,master_companies,true,+40722530938,
SFL TECHNOLOGIES SRL,22507994,2562,Constructii metalice,169,39330167,"Loc. Tasnad, Oras Tasnad",Satu Mare,,,,,
RICOSTA ROMANIA SRL,14806430,1520,Pielarie,169,20245770,"Sat Orasu Nou, Comuna Orasu Nou",Satu Mare,,,,+40261830116,
CRISTAL BRAD SERVICE SRL,383720,2312,Alte produse minerale nemetalice,169,47015599,Bucuresti Sectorul 4,Bucuresti,,,,+40214503650,
TMAX SIBIU S.R.L.,44311793,2932,Autovehicule,169,78754192,"Sat Cristian, Comuna Cristian",Sibiu,,,,,
SALAAM FOODS SRL,36006071,1085,Industria alimentara,168,43317526,"Sat Lugasu de Jos, Comuna Lugasu de Jos",Bihor,popestera22@yahoo.com,master_companies,true,+40770106940,
PASTEUR FILIALA FILIPESTI S.A.,11928947,2110,Produse farmaceutice,168,104767728,Comuna Filipestii de Padure,Prahova,,,,,
ARGOMM RO SRL,18425187,2219,Cauciuc si mase plastice,168,72257317,Municipiul Timisoara,Timis,,,,+40256494488,
STM ELETTROMECCANICA SRL,26044531,2712,Echipamente electrice,168,15472098,Municipiul Blaj,Alba,,,,+40358081112,
COMPREST UTIL SRL,6744514,2363,Alte produse minerale nemetalice,168,74001186,Municipiul Constanta,Constanta,office@comprestutil.ro,inferred,false,+40241693710,www.comprestutil.ro
FRANCU ROMANIA S.R.L.,25026510,3011,3011,168,57016580,Municipiul Galati,Galati,,,,+40730666775,
PMG BRASOV POWDER METAL SRL,37556340,2932,Autovehicule,167,92292599,Oras Ghimbav,Brasov,,,,,
AGER-ROM MACHINERY SRL,21909144,2511,Constructii metalice,167,53305824,Municipiul Slatina,Olt,raluca.pernes@agermakina.com,master_companies,true,+40751115211,
WIPRO INFRASTRUCTURE ENGINEERING S.A.,1471049,2812,Masini si echipamente,166,104583746,Municipiul Ramnicu Valcea,Valcea,valerica.sandulescu@wipro.com,anofm_jobs_20260309_091938_20260314_74c23d98,true,+40250747595,
IMM HYDRO EST SRL,17008297,2219,Cauciuc si mase plastice,166,69555738,"Sat Citcau, Comuna Citcau",Cluj,,,,+40264225209,
ATERM SRL,18734344,2223,Cauciuc si mase plastice,166,68547068,Municipiul Medias,Sibiu,,,,,
SIDI ROMANIA S.R.L.,46278952,1520,Pielarie,166,12562200,Oras Popesti Leordeni,Ilfov,,,,,
FABRICA DE PAINE SERBAN SRL,24124510,1071,Industria alimentara,166,57728873,"Sat Sascut, Comuna Sascut",Bacau,resurseumane@grup-serban.ro,master_companies,true,+40234322165,www.grup-şerban.ro
LEMBECK STYLE DESIGN SRL,24737086,1392,Textile,166,13945723,"Sat Pestisu Mic, Comuna Pestisu Mic",Hunedoara,lembeckstyledeign@yahoo.com,master_companies,true,+40720990611,
SZEL-MOB SRL,6833026,3109,Mobila,165,26886814,"Loc. Cristuru Secuiesc, Oras Cristuru Secuiesc",Harghita,kovacs.krisztina@szelmob.ro,master_companies,true,+40266243836,
APEMIN TUSNAD SA,12071773,1107,Bauturi,165,117530791,"Sat Tusnadu Nou, Comuna Tusnad",Harghita,hr@tusnad.com,master_companies,true,+40266334247,
HORA SA,1235579,3220,Alte activitati industriale,165,18487412,Municipiul Reghin,Mures,personal@hora.ro,master_companies,true,+40265537411,
HECO SCHRAUBEN SRL,19938938,2594,Constructii metalice,165,91368103,Municipiul Campia Turzii,Cluj,,,,+40744531381,
EUROPRIMA SRL,6432717,1413,Confectii,165,54305213,Municipiul Satu Mare,Satu Mare,office@europrima.ro,master_companies,true,+40361401130,
ELECTROPRECIZIA ELECTRICAL MOTORS SRL,25609697,2711,Echipamente electrice,165,46618911,Municipiul Sacele,Brasov,anamaria.idor@electropreciziaem.com,master_companies,true,+40268273333,
LA MIRCEA MACELARU SRL,38239480,1013,Industria alimentara,165,49863886,Bucuresti Sectorul 1,Bucuresti,,,,,
DIGITAL GRAFIX GRUP SRL,15456472,3109,Mobila,165,65403008,"Sat Preajba, Comuna Malu Mare",Dolj,office@34fx.com,anofm_jobs_20260313_083455_20260314_3eab569a,true,+40740198099,
SEMMELROCK S.R.L.,17842720,2361,Alte produse minerale nemetalice,165,107364895,"Loc. Bolintin-Vale, Oras Bolintin-Vale",Giurgiu,,,,+40372782672,
BETTY-COM SRL,3120044,1071,Industria alimentara,165,24360562,Municipiul Galati,Galati,resurseumane@bettycom.ro,master_companies,true,+40236323036,
FABRICA DE PULBERI SA,21727401,2051,Substante chimice,164,13113741,Municipiul Fagaras,Brasov,,,,,
STIMPEX SA,326768,2892,Masini si echipamente,164,159501271,Bucuresti Sectorul 3,Bucuresti,,,,+40213452173,
TURBOENERGY POWER CHISINAU SUCURSALA TARGOVISTE,34294180,3320,Reparatii masini si echipamente,164,117805361,Municipiul Targoviste,Dambovita,,,,,
MONTICOR INDUSTRIES SA,6660278,2511,Constructii metalice,164,36308608,Municipiul Ploiesti,Prahova,,,,+40244523758,
COMOSERV SRL,19033173,2562,Constructii metalice,164,56174268,Municipiul Onesti,Bacau,comoilserv@gmail.com,master_companies,true,+40720500588,
LIVAS CLOTHING S.R.L.,27088668,1413,Confectii,164,11458420,Municipiul Targoviste,Dambovita,ilena.simionoiu@livas.eu,master_companies,true,+40726130500,
KIRCHHOFF AUTOMOTIVE ROMANIA SRL,27787399,2932,Autovehicule,164,94513966,Bucuresti Sectorul 1,Bucuresti,,,,,
KUKA AUTOMATIZARE ROMANIA S.R.L.,28262575,2573,Constructii metalice,163,66977556,Municipiul Sibiu,Sibiu,vasile-gabriel.florea@kuka.com,master_companies,true,+40770829705,
PICCOLO ANGELO SRL,21985575,1071,Industria alimentara,163,16911335,"Sat Greci, Comuna Greci",Tulcea,office@angelogroup.ro,master_companies,true,+40240575323,
AVIS 3000 S.R.L.,13682627,1012,Industria alimentara,163,74274481,"Sat Mintia, Comuna Vetel",Hunedoara,avis_3000_mintia@yahoo.com,master_companies,true,+40254236556,
MODEON FASHION SRL,19162941,1392,Textile,163,13116333,Municipiul Onesti,Bacau,modeonfmd@gmail.com,anofm_jobs_20260220_153333_20260314_549f40d5,true,+40234317222,
TECLEM PROD SRL,10807130,1629,Lemn,163,21993327,"Loc. Faget, Oras Faget",Timis,milka@teclem.com,master_companies,true,+40729980292,
LBL SILVER SRL,27349658,3212,Alte activitati industriale,163,11967711,Municipiul Drobeta-Turnu Severin,Mehedinti,,,,+40352401325,
GF CASTING SOLUTIONS ARAD S.R.L.,31215336,2562,Constructii metalice,163,59361991,Municipiul Timisoara,Timis,,,,+40256491152,
SWEET BREAD SRL,34861587,1071,Industria alimentara,163,26402491,Bucuresti Sectorul 2,Bucuresti,,,,+40762238105,
S F TOOLSHOP SRL,20203123,2932,Autovehicule,163,16202011,Municipiul Arad,Arad,ileana.lupsa@sftoolshop.com,master_companies,true,+40723330600,
CONFECTIA MIERCUREA-CIUC SA,510301,1413,Confectii,163,9630432,Municipiul Miercurea Ciuc,Harghita,,,,+40266371420,
MANIFATTURE NEAMT SRL,30117674,1439,Confectii,163,30259432,"Sat Dumbrava Rosie, Comuna Dumbrava Rosie",Neamt,,,,+40233220950,
TOTALENERGIES MARKETING ROMANIA S.A.,17379570,1920,1920,162,594645669,"Sat Cristian, Comuna Cristian",Brasov,,,,+40268401720,
BIOTEHNOS SA,523,2120,Produse farmaceutice,162,142377569,"Loc. Otopeni, Oras Otopeni",Ilfov,office@biotehnos.com,master_companies,true,+40723668497,
PAN - PARTENER SPEDITION ARG SRL,30399265,1071,Industria alimentara,162,38102104,"Sat Bascov, Comuna Bascov",Arges,office@romancuta.ro,master_companies,true,,
KENDRION INDUSTRIAL (SIBIU) SRL,33652116,2611,Calculatoare si electronice,162,99677004,Municipiul Sibiu,Sibiu,,,,,
NEW-METRIC SRL,27859762,2511,Constructii metalice,161,70522906,Municipiul Sibiu,Sibiu,dan.negulescu@gmail.com,companies,true,,
FAMOS SA,523816,3109,Mobila,161,18081602,Municipiul Odorheiu Secuiesc,Harghita,,,,+40266218101,
SUPER BALL SRL,16992274,1395,Textile,161,78420442,"Sat Ortisoara, Comuna Ortisoara",Timis,,,,+40729991760,
KELONG ELECTRICAL APPLIANCES SRL,38024589,2825,Masini si echipamente,161,41555843,"Loc. Gaesti, Oras Gaesti",Dambovita,,,,,
LITENS AUTOMOTIVE (EASTERN EUROPE) SRL,36712310,2932,Autovehicule,161,310802963,Bucuresti Sectorul 1,Bucuresti,,,,,
ENERGOM SRL,14918913,2790,Echipamente electrice,161,86328927,Municipiul Cluj-Napoca,Cluj,energrom@energrom.com,master_companies,true,+40264403820,
V.M. COMP SRL,197566,2219,Cauciuc si mase plastice,161,37168508,Oras Stefanesti,Arges,,,,+40248206123,
SONACA AEROSPACE TRANSILVANIA SRL,34223643,3030,3030,161,74170451,Bucuresti Sectorul 1,Bucuresti,,,,,
GE VERNOVA POWER SERVICES ROMANIA S.A.,6717510,2711,Echipamente electrice,161,154655786,Bucuresti Sectorul 4,Bucuresti,,,,+40744590560,
S.C. IL MAESTRO SRL,18030748,1072,Industria alimentara,161,39107627,Bucuresti Sectorul 1,Bucuresti,ilmaestropersonal@gmail.com,master_companies,true,+40744502247,
SELWERK SRL,32071077,2453,Industria metalurgica,161,30607220,Municipiul Odorheiu Secuiesc,Harghita,dephr@selwerk.ro,master_companies,true,+40266217653,
ROMTEXTIL SA,4475371,1310,Textile,161,90511519,Municipiul Constanta,Constanta,office@romtextil.com,inferred,false,+40241516158,www.romtextil.com
MODULO DECORATIVE SOLUTIONS SRL,16170788,2362,Alte produse minerale nemetalice,161,36267462,Municipiul Turda,Cluj,,,,+40722549975,
FORJA ROTEC SRL,28298072,2550,Constructii metalice,160,150746165,Municipiul Buzau,Buzau,,,,+40747500111,
PAPILLON LABORATOIRES COSMETIQUES SRL,6679807,2042,Substante chimice,160,83637331,Bucuresti Sectorul 4,Bucuresti,office@loncolor.ro,master_companies,true,,
MATRA SRL,6287579,1013,Industria alimentara,160,79518014,"Loc. Scornicesti, Oras Scornicesti",Olt,marapensiunea@gmail.com,master_companies,true,+40249461120,
STAR STONE S.A.,30064286,2361,Alte produse minerale nemetalice,160,43130611,"Sat Nojorid, Comuna Nojorid",Bihor,,,,+40259441577,
KOEPP ROMANIA SRL,21783797,2219,Cauciuc si mase plastice,160,81932425,"Sat Arinis, Comuna Arinis",Maramures,,,,+40262265528,
TERAGLASS BISTRITA SRL,28088593,2223,Cauciuc si mase plastice,159,51818228,Municipiul Bistrita,Bistrita-Nasaud,,,,,
MIRITEX INEU SRL,35809510,1392,Textile,159,25196482,"Loc. Ineu, Oras Ineu",Arad,scmiritexineu@gmail.com,master_companies,true,+40742069758,
SENNHEISER CONSUMER ELECTRONICS GMBH WEDEMARK SUCURSALA BRASOV,38628550,2640,Calculatoare si electronice,159,409130037,Bucuresti Sectorul 1,Bucuresti,,,,,
CLICK TOP MANAGEMENT SRL,27165574,1071,Industria alimentara,159,63020051,"Sat Izvorani, Oras Stefanesti",Arges,cristina.breazu@ctman.ro,companies,true,3076000,
NUOVA STARK  SRL,36245869,1520,Pielarie,159,29740139,Municipiul Cluj-Napoca,Cluj,officenuovastark@gmail.com,master_companies,true,+40722678408,
PARAGON IDENTIFICATION SRL,36615538,1812,Tipar,159,108797681,Oras Otopeni,Ilfov,,,,,
INTEX SA,9946089,1392,Textile,159,95402645,"Loc. Nasaud, Oras Nasaud",Bistrita-Nasaud,hr.personnel@intexnasaud.ro,master_companies,true,+40263360864,
MARTPLAST SRL,6515375,2223,Cauciuc si mase plastice,158,62172840,Municipiul Urziceni,Ialomita,,,,,
THE FAMILY BUTCHERS ROMANIA S.R.L.,17388757,1013,Industria alimentara,158,123122378,Comuna Feldioara,Brasov,hr.romania@tfb.eu,master_companies,true,+40368101077,
MARCONF SA,90054,1414,Confectii,158,9197841,Municipiul Marghita,Bihor,,,,,
FOAMOTIVE SRL,15851714,2016,Substante chimice,157,45494657,"Sat Chisoda, Comuna Giroc",Timis,ssali@ro.foamotive.com,anofm_jobs_20260309_091938_20260314_74c23d98,true,+40356409030,
MEGATITAN SRL,14168293,3101,Mobila,157,76126173,"Loc. Beclean, Oras Beclean",Bistrita-Nasaud,vanzari@meseriasul.ro,romanian_construction_companies_1025_20260314_313060d3,true,+40740247699,
CONI-TRANS EXPORTPACKAGING S.R.L.,35538151,1624,Lemn,157,63965862,"Loc. Covasna, Oras Covasna",Covasna,,,,+40744603891,
EAST COAST SRL,9921386,1512,Pielarie,157,18122983,Municipiul Lugoj,Timis,,,,+40256329256,
VENUS BCLMOB CLASS SRL,26699540,3109,Mobila,157,33497494,Municipiul Pitesti,Arges,,,,,
PIINEA DE CASA SRL,1202920,1071,Industria alimentara,157,26852500,"Sat Singeorgiu de Mures, Comuna Singeorgiu de Mures",Mures,hr@kovacs.ro,master_companies,true,+40265211678,
TAC - TAC SRL,4414862,1071,Industria alimentara,157,25022507,"Loc. Targu Frumos, Oras Targu Frumos",Iasi,tactac1989@yahoo.com,companies,true,+40743111878,
TEXITAL SRL,12375187,1419,Confectii,157,7891511,"Loc. Mizil, Oras Mizil",Prahova,,,,+40244213329,
PURATOS PROD SRL,6865257,1042,Industria alimentara,157,248189113,Comuna Tunari,Ilfov,address@email.com,master_contacts,true,+40722216226,
ROMANBAG PRODUCTION SRL,6650290,1721,Hartie,156,22115580,"Sat Osorhei, Comuna Osorhei",Bihor,,,,+40259435329,
LEONARDO ROMANIA AEROSPACE DEFENCE & SECURITY S.A.,16395551,2630,Calculatoare si electronice,156,31648500,Municipiul Ploiesti,Prahova,,,,,
DYNAMIC DESIGN EUROPE RO S.R.L.,29164389,2896,Masini si echipamente,156,52942064,Comuna Belciugatele,Calarasi,,,,+40314327292,
MARIFLOR PRODCOM SRL,7371200,1011,Industria alimentara,156,55797462,Municipiul Gherla,Cluj,mariflor.contabilitate@gmail.com,companies,true,+40264243438,www.salam.ro
AQUAVIA S.R.L.,13467530,1107,Bauturi,156,54035611,Bucuresti Sectorul 2,Bucuresti,,,,+40722621085,
POP FRANCE SRL,10114533,1610,Lemn,155,55143816,"Loc. Seini, Oras Seini",Maramures,popfranceseini@yahoo.com,master_companies,true,+40744900440,
MARMOSIM SA,2150373,2370,Alte produse minerale nemetalice,155,38173307,"Loc. Simeria, Oras Simeria",Hunedoara,simona.radu@marmosim.ro,master_companies,true,+40254260851,
EVOLOR S.A.,4701754,2030,Substante chimice,155,102074233,"Sat Buleta, Comuna Mihaesti",Valcea,,,,+40720530485,
WORKING TECHNOLOGY S.R.L.,39238629,2712,Echipamente electrice,155,6618063,"Loc. Ulmeni, Oras Ulmeni",Maramures,,,,,
MARONA CONF SRL,26587686,1413,Confectii,155,13026485,"Sat Corbeanca, Comuna Corbeanca",Ilfov,,,,+40745079362,
CREASTYLE IMPEX SRL,2366491,1392,Textile,155,13935586,Bucuresti Sectorul 5,Bucuresti,,,,+40214443260,
CFS-COMPONENTS FOR SHOES SRL,14915178,1520,Pielarie,155,67489959,"Sat Chisoda, Comuna Giroc",Timis,cfs_romania@hotmail.com,master_companies,true,+40256249589,
HELBAKO ELECTRONICA SRL,34930598,2611,Calculatoare si electronice,154,224355463,"Sat Ghiroda, Comuna Ghiroda",Timis,,,,,
EUROCONF SA,789193,1413,Confectii,154,20478092,Municipiul Sibiu,Sibiu,personal@euroconf.ro,anofm_jobs_20260310_123444_20260314_a3ffee1a,true,+40269210165,
AUSTROTHERM COM SRL,10403965,2223,Cauciuc si mase plastice,154,174036227,Bucuresti Sectorul 6,Bucuresti,,,,,
