company,email,phone,source_table
ELITE REGAL SECURITY S.R.L.,elite.regal2@gmail.com,0763672921,anofm_jobs_20260220_153333_20260314_549f40d5
ELITE SPECIAL GUARD S.R.L.,eliteguard@yahoo.com,0769019451,anofm_jobs_20260309_091938_20260314_74c23d98
ELJ AUTOMOTIVE S.A.,adriana.togan@elj-automotive.ro,0245651140,anofm_new_alte_20260314_0cf00e61
ELLEHEARTSOR S.R.L.,solismed.clinica@gmail.com,0744584141,anofm_jobs_20260309_091938_20260314_74c23d98
ELLIS S.R.L.,elena.laslean@gmail.com,0257287282,anofm_jobs_20260220_153333_20260314_549f40d5
ELMAX AD S.R.L.,bollatini.gianina@gmail.com,0755135348,anofm_jobs_20260309_123436_20260314_274578d5
ELM ELECTROMONTAJ CLUJ SA,office@elm.ro,0264274103,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ELVEROM IMPEX SRL,elveromimpexsrl@gmail.com,0745/753576,anofm_jobs_20260220_153333_20260314_549f40d5
ELY ELYANA S.R.L.,elyelyana89@yahoo.com,0741335842,anofm_new_turism_20260314_17f0d9ec
EMILY IMPEX SRL,emily96impex@gmail.com,0723985405,anofm_jobs_20260313_083455_20260314_3eab569a
EMIRA FOOD SELECT S.R.L.,emirafoodselect@gmail.com,0746033337,anofm_5_30pos_older_than_30_days_20260314_66bc9356
EMIRI S.R.L.,emiri@yahoo.com,0761214612,anofm_jobs_20260220_153333_20260314_549f40d5
EMUDDING S.R.L.,lukalevente@emudding.ro,0745142546,anofm_jobs_20260311_083428_20260314_70886e3a
ENACHE BEST SERVICE S.R.L.,financiar@enacheservice.ro,0727101311,anofm_jobs_20260220_153333_20260314_549f40d5
ENCIP COM S.R.L.,encipcom@yahoo.com,0722619240,anofm_jobs_20260220_153333_20260314_549f40d5
ENDLESS ENERGY GREEN S.R.L.,office@endlessenergy.ro,0766429815,anofm_jobs_20260220_153333_20260314_549f40d5
ENDURO LEGENDS S.R.L.,raulpatrau21@gmail.com,0742615550,anofm_jobs_20260220_153333_20260314_549f40d5
ENERGOBIT S.A.,hr@energobit.com,0723246698,anofm_jobs_20260220_153333_20260314_549f40d5
ENERGOCONSTRUCŢIA PAROŞENI S.A.,energoparoseni@ymail.com,0371358440,anofm_jobs_20260220_153333_20260314_549f40d5
ENERGY ADVISOR S.R.L,dacian.jurj@renergia.ro,0725566314,anofm_new_alte_20260314_0cf00e61
ENERGY HOUSE CONSTRUCT S.R.L.,office@energy-house.ro,0749999149,anofm_jobs_20260220_153333_20260314_549f40d5
ENERGY TEX S.R.L.,avocat.romania@gmail.com,0758685798,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ENGINEERING WOOD ART CONCEPT S.R.L.,dan.iliescu@ewaconcept.ro,0722672316,anofm_new_lemn_20260314_46a056e1
ENIGMA SECURITY S.R.L.,enigma.paza@gmail.com,0751110321,anofm_jobs_20260220_153333_20260314_549f40d5
ENIPAU PRODEXIM SRL,bgvconsulting@gmail.com,0264220681,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ENJOY TRILOGY S.R.L.,danielaioan45@yahoo.com,0726306622,anofm_jobs_20260309_091938_20260314_74c23d98
ENMON IMPEX SRL,simona@activcont.ro,0744570393,anofm_jobs_20260313_083455_20260314_3eab569a
E.ON ASIST COMPLET S.A.,codruta.balas@eon-asistcomplet.ro,0786511460,anofm_new_alte_20260314_0cf00e61
EOSTAR TOUR S.R.L.,andrei@eostar.ro,0726562200,anofm_new_paza_20260314_66d84bf5
EPRODLEATHER S.R.L.,chis.marin@conceriaeuropa.it,0747285743,anofm_jobs_20260220_153333_20260314_549f40d5
ERA LINE S.R.L.,eralinesrl@gmail.com,0787574636,anofm_jobs_20260220_153333_20260314_549f40d5
ERDA RESIDENCE DESIGN S.R.L.,buzatudan95@gmail.com,0728189200,anofm_new_constructii_20260314_8477685f
ERFELLO STORE S.R.L.,office@erfello.com,0737750112,anofm_new_alte_20260314_0cf00e61
ERIKSOFDAN TRANS S.R.L.,cristinasamoila93@gmail.com,0766900654,anofm_jobs_20260220_153333_20260314_549f40d5
ESPACK EUROLOGISTICA S.R.L.,adriana@auditsiexpertiza.ro,0741243435,anofm_jobs_20260220_153333_20260314_549f40d5
ESTETICDENT LABORATORY S.R.L.,esteticdentlaboratory@gmail.com,0752299504,anofm_jobs_20260220_153333_20260314_549f40d5
ETI EUROPEAN FOOD INDUSTRIES S.A.,valentina.tomita@etietieti.com,0721273859,anofm_jobs_20260311_083428_20260314_70886e3a
EUREX ALIMENTARE SRL,corina.florescu@pladisglobal.com,0723617106,anofm_jobs_20260220_153333_20260314_549f40d5
EURICOM FARM S.R.L.,euricomfarm@gmail.com,0740003367,anofm_jobs_20260220_153333_20260314_549f40d5
EUROASIA STAFF SOLUTIONS S.R.L.,sidoniaursu@yahoo.com,0745350567,anofm_jobs_20260220_153333_20260314_549f40d5
EUROBUSINESS TIPAR S.R.L.,hr@ebg.ro,0729035759,anofm_jobs_20260309_091938_20260314_74c23d98
EURO EDIL CNP14 S.R.L.,petreniculai2020@icloud.com,0753947318,anofm_new_constructii_20260314_8477685f
EUROELECTRIC SRL,dana.ioan@euroelectric.ro,0724089353,anofm_jobs_20260220_153333_20260314_549f40d5
EUROFIX AUTOMOTIVE SRL,eurofix.automotive25@gmail.com,0732153940,anofm_jobs_20260313_083455_20260314_3eab569a
EURO IMPEX INTERNATIONAL PROJE,d.elena0504@gmail.com,0723263183,anofm_5_30pos_older_than_30_days_20260314_66bc9356
EUROMELLIS NATURA S.R.L.,claudia.panait@euromellis.ro,0738696023,anofm_jobs_20260220_153333_20260314_549f40d5
EUROMOBILA PROD SRL,economic@canapele.ro,0724202365,anofm_jobs_20260220_153333_20260314_549f40d5
EURONEW DELIVERY S.R.L.,ematurcu90@gmail.com,0792438420,anofm_5_30pos_older_than_30_days_20260314_66bc9356
EURO PARTS DISTRIBUTION S.R.L.,vanzari@epiesa.ro,+40 377 100 937,anofm_jobs_20260311_083428_20260314_70886e3a
EUROPA TRADING IMPEX SRL,office@internationarhr.ro,0768023695,anofm_5_30pos_older_than_30_days_20260314_66bc9356
EUROPEAN FOOD INTERNATIONAL S.R.L.,macrina.mester@europeanfood.ro,0731890699,anofm_5_30pos_older_than_30_days_20260314_66bc9356
EUROPECA IMPEX SRL,mariatofilescu@yahoo.com,0251419586,anofm_5_30pos_older_than_30_days_20260314_66bc9356
EURO PROD MIXT SRL,europrodmixt_is@yahoo.com,0762213631,anofm_jobs_20260220_153333_20260314_549f40d5
EURO SALT CONF S.R.L.,dedefursecuri@yahoo.com,0724384181,anofm_jobs_20260220_153333_20260314_549f40d5
EUROSIT IMPEX SRL,impexeurosit@yahoo.com,0744605733,anofm_jobs_20260220_153333_20260314_549f40d5
EVELYN DOBRE BUILD S.R.L.,ancazait@yahoo.com,07406579589,anofm_jobs_20260309_091938_20260314_74c23d98
EVENIMENTE DE CALITATE S.R.L.,neniscaandrei@yahoo.com,0751803438,anofm_jobs_20260309_091938_20260314_74c23d98
EVERIENCE ROMANIA S.R.L.,hradmin.romania@everience.com,0759059855,anofm_jobs_20260220_153333_20260314_549f40d5
EVERY DAY PRODCOM SRL,everyday@antelecom.net,0744508253,anofm_5_30pos_older_than_30_days_20260314_66bc9356
EVITA ELENA CATERING S.R.L.,evitaelenacatering@yahoo.com,0758068134,anofm_jobs_20260220_153333_20260314_549f40d5
EVODENT TM S.R.L.,evodent.tm@gmail.com,0729218654,anofm_jobs_20260220_153333_20260314_549f40d5
EVOL FLEETSUPORT S.R.L,corina.marian@evol.ro,0761636508,anofm_jobs_20260220_153333_20260314_549f40d5
EVOLUTION EXPO DESIGN S.R.L.,mihai.alexandra.andreea@gmail.com,0722839550,anofm_jobs_20260220_153333_20260314_549f40d5
EXECUTIV INSTAL SERV S.R.L.,executivinstal@gmail.com,0725570344,anofm_5_30pos_older_than_30_days_20260314_66bc9356
EXPERIENCE VLADIS CONSTRUCT S.R.L.,danaburciu@yahoo.com,0744689424,anofm_jobs_20260220_153333_20260314_549f40d5
EXPERTISE CONSULTING IVN S.R.L.,ghitza_ivan4@yahoo.com,0752005687,anofm_jobs_20260309_091938_20260314_74c23d98
EXPERT MEDIA ARHIVARE S.R.L.,expertmediaarhivare@gmail.com,0734077194,anofm_jobs_20260220_153333_20260314_549f40d5
EXPLEO ROMANIA S.R.L.,recrutare@expleogroup.com,0213262818,anofm_jobs_20260220_153333_20260314_549f40d5
EXPLO WOOD S.R.L.,madalinacofari9@gmail.com,079579792,anofm_jobs_20260220_153333_20260314_549f40d5
EXPRESS AUTO FAI S.R.L.,expressautofai@gmail.com,0743597622,anofm_jobs_20260220_153333_20260314_549f40d5
EXPRESS CONFORT TAXI S.R.L.,mirelaciolocoiu@yahoo.com,0762491215,anofm_jobs_20260313_083455_20260314_3eab569a
EXPRESS DRUM PROCONSTRUCT S.R.L.,mihai.circu@yahoo.com,0752688808,anofm_jobs_20260220_153333_20260314_549f40d5
EXTRUDITUR ART MD S.R.L.,extruditurart@gmail.com,0765332835,anofm_new_constructii_20260314_8477685f
FABKA GROUP S.R.L.,catalina.petre@raureni.ro,0747285061,anofm_new_productie_20260314_40b9f91f
FABRICA DE LAPTE BUZAU S.R.L.,romina.hiris@fabricatimisoara.ro,0751022320,anofm_5_30pos_older_than_30_days_20260314_66bc9356
FAIRIES SERVICES S.R.L.,tundebara3@gmail.com,0770151307,anofm_jobs_20260222_053908_20260314_f482f34c
FA-KUCKÓ S.R.L.,fakuckosrl@gmail.com,0743249392,anofm_jobs_20260220_153333_20260314_549f40d5
FAMILY GRUP HOUSE S.R.L.,contact.familygrup@gmail.com,0752089436,anofm_jobs_20260220_153333_20260314_549f40d5
FAMILY PRODUCTION RDU S.R.L.,familyrdu@yahoo.com,0758372953,anofm_jobs_20260309_091938_20260314_74c23d98
FANALEX MEDIA S.R.L.,fanalex99@yahoo.com,0744705492,anofm_jobs_20260220_153333_20260314_549f40d5
FARPLAS SMART SOLUTIONS S.A.,alexandra.bitu@farplas-smart.com,0745147637,anofm_jobs_20260309_091938_20260314_74c23d98
FATADE GLASS S.R.L.,marius.neagu@fatadeglass.ro,0767613520,anofm_jobs_20260309_091938_20260314_74c23d98
FAURII HOME CONSTRUCT S.R.L.,falcoenicolae11@gmail.com,0727936986,anofm_jobs_20260310_123444_20260314_a3ffee1a
FEDERAL MOGUL FRICTION PRODUCTS PLOIESTI SRL,elena.savu@tenneco.com,0749123268,anofm_jobs_20260220_153333_20260314_549f40d5
FERONERIA PROD SA,alexandra.mares@iseo.com,0257/289267,anofm_jobs_20260220_153333_20260314_549f40d5
FGL SECURITY S.R.L.,contact@fglpaza.ro,0770112000,anofm_jobs_20260220_153333_20260314_549f40d5
FINANCIAR ACCOUNTANT S.R.L.,lavinia_983@yahoo.com,0762279062,anofm_jobs_20260220_153333_20260314_549f40d5
FITSOCIALGYM S.R.L.,brangheorghe7@yahoo.com,0767312813,anofm_new_alte_20260314_0cf00e61
FIVE TO WASH S.R.L.,savulescu.alexx@gmail.com,0733636066,anofm_jobs_20260309_091938_20260314_74c23d98
FIX HOME CONSTRUCT S.R.L.,homefixcuratenie@yahoo.com,0748612776,anofm_jobs_20260220_153333_20260314_549f40d5
FJORDA FLORESA S.R.L.,magdalenabozga@yahoo.com,0734102926,anofm_jobs_20260309_091938_20260314_74c23d98
FLASH INSTAL CONSTRUCT S.R.L.,flashinstalconstruct@gmail.com,0740544552,anofm_jobs_20260220_153333_20260314_549f40d5
FLOMAR CEREALIS S.R.L.,flomarcerealis@yahoo.com,0786023535,anofm_jobs_20260220_153333_20260314_549f40d5
FLORĂRIA BUCURIA FRUMUSEȚII S.R.L.,sanducomin10@gmail.com,0728646338,anofm_jobs_20260220_153333_20260314_549f40d5
FLORINA MUSAT DESIGN S.R.L.,florina_musat@ymail.com,0741011733,anofm_jobs_20260220_153333_20260314_549f40d5
FLORIS CONSTRUCT MATERIALS S.R.L.,floris_construct@yahoo.com,0765882314,anofm_jobs_20260220_153333_20260314_549f40d5
FLORI SI CIOCOLATA S.R.L.,alexandra.begu@yahoo.com,0770268578,anofm_new_alte_20260314_0cf00e61
FLORVAL AGRITECH CONCEPT S.R.L.,office.piesemotocositori@gmail.com,0765492118,anofm_jobs_20260220_153333_20260314_549f40d5
FLYERALARM S.R.L.,melania.hususan@flyeralarm.ro,0726319399,anofm_jobs_20260220_153333_20260314_549f40d5
FOMCO TRUCK SERVICE S.R.L.,boglarka.sipos@fomco.ro,0265318008,anofm_new_alte_20260314_0cf00e61
FOMCO WOOD S.R.L.,krisztina.bodor@fomco.ro,0749111848,anofm_jobs_20260220_153333_20260314_549f40d5
FONTACHIM PRODCOM SRL,fontachim_bucov@yahoo.com,0720431573,anofm_new_alte_20260314_0cf00e61
FOOD EXPLORING S.R.L.,monica@atelieruldepizza.ro,0741076382,anofm_jobs_20260309_091938_20260314_74c23d98
FOOD POINT MANAGEMENT S.R.L.,foodpointucenic@gmail.com,0740733025,anofm_jobs_20260309_091938_20260314_74c23d98
FORBEC SERVICES S.R.L.,office@forbec.ro,0756081784,anofm_5_30pos_older_than_30_days_20260314_66bc9356
FORESTA CALIMANI S.R.L.,iuliucojoc@yahoo.com,0745321521,anofm_new_alte_20260314_0cf00e61
FOREST ELECTRO GRUP 2002 SRL,natalia.popescu@forestelectrogrup.ro,0723337917,anofm_jobs_20260220_153333_20260314_549f40d5
FORMFLEKS S.A.,andreea.rosca@formfleks.ro,+40 (723) 205 794,anofm_jobs_20260220_153333_20260314_549f40d5
FORMIDAWEB S.R.L.,neacsucv@gmail.com,724010463,anofm_new_paza_20260314_66d84bf5
FOUNDEVER ROMANIA S.R.L.,hr.ro@foundever.com,0374165000,anofm_jobs_20260220_153333_20260314_549f40d5
FOXFORT TRUST S.R.L.,ingridirinamuller@yahoo.com,0754061066,anofm_jobs_20260309_091938_20260314_74c23d98
FPS FLEXIBLES ROMÂNIA S.R.L.,oana.ursan@fps.com,0727733563,anofm_jobs_20260220_153333_20260314_549f40d5
FRANCIS IMPEX SRL,officegaby@yahoo.ro,0251431583,anofm_jobs_20260220_153333_20260314_549f40d5
FRASEN CNC TECHNIC S.R.L.,office@frasencnc.com,0751314341,anofm_jobs_20260220_153333_20260314_549f40d5
FRASER DISTRIBUTION S.R.L.,fraserdistribution1@gmail.com,0729850096,anofm_new_alte_20260314_0cf00e61
FST CONSTRUCTII CIVILE S.R.L.,fsttermlogistic@gmail.com,0725265164,anofm_jobs_20260220_153333_20260314_549f40d5
FÜLÖP PÉKSÉG S.R.L.,markos_szilard@yahoo.com,0745022091,anofm_jobs_20260309_091938_20260314_74c23d98
FULPROD COMPANY SRL,pakot.julia@gmail.com,0743894134,anofm_jobs_20260220_153333_20260314_549f40d5
FUNICULARUL ARINI S.R.L.,furnicalenuta0@gmail.com,0732636496,anofm_new_transport_20260314_7ccb1137
FUNROB XPERT S.R.L.,robertovoinea756@gmail.com,0741116167,anofm_jobs_20260220_153333_20260314_549f40d5
FURAU IMPEX SRL,furauimpex@gmail.com,0744663455,anofm_jobs_20260220_153333_20260314_549f40d5
FUTURE FLOW PROJECTS S.R.L.,infofmvl@gmail.com,0744474769,anofm_new_productie_20260314_40b9f91f
FUTURE OF FOOD S.R.L.,emil.baldean@gmail.com,0747412106,anofm_jobs_20260220_153333_20260314_549f40d5
FV METAL BISTRITA S.R.L.,contact@fvmetal.ro,0752384876,anofm_jobs_20260220_153333_20260314_549f40d5
GABRIS IMPEX SRL,gabris.impex@yahoo.com,0757110020,anofm_jobs_20260220_153333_20260314_549f40d5
GALANT REMUS S.R.L.,sarpelecobra7@gmail.com,0753661995,anofm_jobs_20260313_083455_20260314_3eab569a
GALCAR PROD SRL,anaresort15@gmail.com,0265/214977,anofm_jobs_20260220_153333_20260314_549f40d5
GASPECO L &amp;D S.A.,cristian.dochian@gaspeco.ro,0722303419,anofm_jobs_20260220_153333_20260314_549f40d5
GASTRO SIBIU S.R.L.,gastrosibiu@yahoo.com,0752563097,anofm_jobs_20260220_153333_20260314_549f40d5
GAZE INDUSTRIALE MURES S.R.L.,contact@urbanintelligence.ro,0765777177,anofm_jobs_20260220_153333_20260314_549f40d5
GBH FLO AREDAMENTI S.R.L.,adinaivascu75@yahoo.com,0764231671,anofm_jobs_20260309_091938_20260314_74c23d98
GENA CLINIQUE MEDICAL S.R.L.,oana@gena.com.ro,0727848527,anofm_jobs_20260220_153333_20260314_549f40d5
GENDAV CONSTRUCT MONTAJ S.R.L.,hr@gendav.ro,0754237577,anofm_jobs_20260310_123444_20260314_a3ffee1a
GENN ELECTRICE CONSTRUCTII SRL,nicolas_genn@yahoo.com,0730049664,anofm_new_productie_20260314_40b9f91f
GENTLE ELECTRIC SOLAR S.R.L.,contabilitate@gentleelectric.ro,0720804868,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GEO BRC VASLUI S.R.L.,brc.vaslui@gmail.com,0740356681,anofm_jobs_20260220_153333_20260314_549f40d5
GEODEZICA SURVEY S.R.L,topografsimeria@gmail.com,0722825441,anofm_new_alte_20260314_0cf00e61
GEOLEX SPECTRUM S.R.L.,geolexspectrum2019@gmail.com,0766655603,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GEOREX IMOBILIARE S.R.L   ,raulgcaba@gmail.com,0746300755,anofm_jobs_20260309_091938_20260314_74c23d98
GEOTOPO SEBASTIAN S.R.L.,geotoposebastian@yahoo.com,0728783168,anofm_new_alte_20260314_0cf00e61
GERFA LEMN S.R.L.,ferenczimarti06@yahoo.com,0741997542,anofm_jobs_20260220_153333_20260314_549f40d5
GERMANOPROD SRL,contabilitate@sabcon.ro,0720535488,anofm_jobs_20260220_153333_20260314_549f40d5
GERMAN TOP TRUCKS S.R.L.,office@germantoprtrucks.ro,0724503079,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GESSICA DECOR MOB S.R.L.,ralucan79@gmail.com,0758085512,anofm_jobs_20260220_153333_20260314_549f40d5
GHERASIM AUTO ALEX SRL,autoalex10@yahoo.com,0740/559229,anofm_jobs_20260220_153333_20260314_549f40d5
GHLIN TRANS S.R.L.,officeamanac@gmail.com,0746804024,anofm_jobs_20260220_153333_20260314_549f40d5
GIANI MOBILA SRL,giani.mobila@yahoo.com,07444900772,anofm_jobs_20260220_153333_20260314_549f40d5
G.I.G. IMPEX SRL,gigtravel@yahoo.com,0766911300,anofm_jobs_20260220_153333_20260314_549f40d5
GIKA STYLE S.R.L.,gikarieger@yahoo.com,0755589421,anofm_jobs_20260309_091938_20260314_74c23d98
GIOVANA VERONICA S.R.L.,mariafanaca@yahoo.com,0736977127,anofm_new_turism_20260314_17f0d9ec
GIRONAP PROD SA,gironap_prod@yahoo.com,0234/310515,anofm_new_constructii_20260314_8477685f
GIROTIM PROD SRL,girotimsrl@yahoo.com,0744625434,anofm_jobs_20260309_091938_20260314_74c23d98
GIURGIU SERVICII LOCALE S.A.,giurgiuserviciilocalesa@yahoo.com,0246216002,anofm_jobs_20260220_153333_20260314_549f40d5
GKF FASTLIONS S.R.L.,gkf.fatstlion@gmail.com,0745359910,anofm_jobs_20260220_153333_20260314_549f40d5
GLENSCOT FOOD S.R.L.,larlaura_27@yahoo.com,0757919143,anofm_jobs_20260220_153333_20260314_549f40d5
GLITNIR S.R.L.,elena.paun2012@yahoo.com,0735185396,anofm_new_alte_20260314_0cf00e61
GLOBAL ENERGY PRODUCTS SRL,resurse.umane@gep-cluj.com,0755089212,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GLOBAL GENIUS CONSTRUCTION S.R.L.,boracrinuta@gmail.com,0745706679,anofm_jobs_20260309_091938_20260314_74c23d98
GLOBAL INDUSTRIAL SRL,globalindustrial2014@yahoo.ro,0359412223,anofm_jobs_20260220_153333_20260314_549f40d5
GLOBAL MED BUSINESS S.R.L.,adry_drag@yahoo.com,0723243663,anofm_jobs_20260220_153333_20260314_549f40d5
GLOBAL PACK SOLUTIONS S.R.L.,gps.office.srm@gmail.com,0722528812,anofm_new_productie_20260314_40b9f91f
GLOBALSERV ELIN S.R.L.,globalserv_elin@yahoo.com,0763634208,anofm_jobs_20260309_091938_20260314_74c23d98
GLORIA TOP CLEAN S.R.L.,selimselvia@gmail.com,0799499621,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GLORIOSA VISION S.R.L.,floraria.laura@yahoo.com,0744471710,anofm_jobs_20260220_153333_20260314_549f40d5
GLS FACTORY S.R.L.,atza70@yahoo.com,0756386417,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GMA EXPERTISE S.R.L.,resurse.umane.gma@gmail.com,0754451761 ,anofm_jobs_20260220_153333_20260314_549f40d5
GMI PRODUCŢIE S.R.L.,florentina_gemanar@yahoo.com,720600210,anofm_jobs_20260220_153333_20260314_549f40d5
GNO SIMEDY TEXTIL SRL,cozaioana@yahoo.com,0773990072,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GOGOAŞĂ M NICOLETA PERSOANĂ FIZICĂ AUTORIZATĂ,niconicoleta002@yahoo.com,0727383773,anofm_jobs_20260309_091938_20260314_74c23d98
GOLDEN FOODS SNACKS S.A.,alexandra.bargau@goldenfoods.com.ro,0748198104,anofm_jobs_20260311_083428_20260314_70886e3a
GOLDEN GRAND MANAGEMENT S.R.L.,valentincuciureanu@gpd.ro,0766575103,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GOLDEN MEDICAL CENTER S.R.L.,goldenmedical91@gmail.com,0750412080,anofm_new_alte_20260314_0cf00e61
GOLD UNLIMITED S.R.L.,georgetahasiu89@yahoo.com,0757833709,anofm_jobs_20260309_091938_20260314_74c23d98
GOOD MEAT YXY S.R.L.,danimogaru@gmail.com,0752351206,anofm_jobs_20260313_083455_20260314_3eab569a
GORDONPROD SRL,resurseumane@gordonprod.ro,0266/248448,anofm_jobs_20260309_091938_20260314_74c23d98
GOSEN AUTO SERVICE SRL,strimbu.saveta@gmail.com,0760258370,anofm_jobs_20260220_153333_20260314_549f40d5
GOSEN INDUSTRIES,gabriela.stemate@accountess.ro,0755059550,anofm_new_alte_20260314_0cf00e61
GOSPODARII TM S.R.L.,gospodarii.tm@gmail.com,0744448025,anofm_jobs_20260309_091938_20260314_74c23d98
GP SAGEATA PROD SRL,scgpsageataprodsrl@yahoo.com,0758873953,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GRACONF IMPEX SRL,graconfimpex@yahoo.com,0744629979,anofm_jobs_20260220_153333_20260314_549f40d5
GRADINA CU LAMAI S.R.L.,gradinaculamai2019@gmail.com,0749961169,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GRAFRELY S.R.L.,office@bacriuluisf.ro,0728070691,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GRAND HOTEL BUCHAREST SA,lavinia.barbu@grandhotelbucharest.ro,0732667389,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GRAND HOTEL CEAHLAU SA,raluca_ciuhat@yahoo.com,0233219991,anofm_jobs_20260220_153333_20260314_549f40d5
GRAND HOTEL SRL,administration@selecthotels.it,0744169956,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GRANIT SECURITY S.R.L.,anca_plavet@yahoo.com,0732746270,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GRD ECO ALB SERV S.R.L.,grup_d@yahoo.com,0735531284,anofm_jobs_20260220_153333_20260314_549f40d5
GRECALE IMPEX SRL,info@grecaleimpex.com,0240573401,anofm_jobs_20260311_083428_20260314_70886e3a
GREEN PACK S.R.L.,alin.minca@greenpack.ro,+40 752 097 517,anofm_jobs_20260309_091938_20260314_74c23d98
GREEN TARA REQUIREMENTS CLEANING S.R.L.,taragreenme777@gmail.com,0757328953,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GREENTECH S.A.,voicuadrianaalina@yahoo.com,0727777873,anofm_jobs_20260220_153333_20260314_549f40d5
GREENWARE TECHNOLOGY S.R.L.,mihai.dobre72@gmail.com,0764218182,anofm_jobs_20260220_153333_20260314_549f40d5
GRENZEBACH ROMANIA S.R.L.,resurse.umane@grenzebach.com,0754094375,anofm_jobs_20260220_153333_20260314_549f40d5
GRIMET IMPEX SRL,office@grimet.ro,0744306702,anofm_jobs_20260220_153333_20260314_549f40d5
GROSU SERVICE ITP S.R.L.,grosuserviceitp@gmail.com,0770337044,anofm_jobs_20260309_091938_20260314_74c23d98
GROUND FOUR HEAT S.R.L.,info@g4h.ro,0746163686,anofm_jobs_20260220_153333_20260314_549f40d5
GRUP A.D.M. TUR S.R.L.,grupadmtur@gmail.com,0787629976,anofm_jobs_20260309_091938_20260314_74c23d98
GRUP PETROL MARIN S.A.,office@gpm.ro,0241586406,anofm_new_constructii_20260314_8477685f
GSG CERAMIC DESIGN RO SRL,gsgceramic.romania@gmail.com,0721275794,anofm_5_30pos_older_than_30_days_20260314_66bc9356
GST SAFETY TEXTILES RO SRL,georgea.abrdan@gst-global.com,0265774550,anofm_jobs_20260309_091938_20260314_74c23d98
GTC UTILAJE DE CONSTRUCTII SRL,office@gtconstruct.ro,0766566660,anofm_jobs_20260220_153333_20260314_549f40d5
G.T.M. RUTIER S.R.L.,sava.bianca@gtm-grup.ro,0720821318,anofm_new_alte_20260314_0cf00e61
GTS INDUSTRIES TECH SRL,ciprian.lazar@grafex.ro,0722366309,anofm_jobs_20260309_091938_20260314_74c23d98
GUARDO TOURS S.R.L,vladgurgui@gmail.com,0766442369,anofm_jobs_20260311_083428_20260314_70886e3a
GUERILLA SECURITY S.R.L.,office.guerilla@yahoo.com,0374864777,anofm_jobs_20260220_153333_20260314_549f40d5
GUSTO GIUSTO TÂRGOVIŞTE S.R.L.,gusto_giusto@ymail.com,0745078837,anofm_jobs_20260220_153333_20260314_549f40d5
GVG ALUMINIUM TECHNOLOGIES SRL,contact@gvgmecanica.ro,0259457596,anofm_jobs_20260309_091938_20260314_74c23d98
GYM STAR ACADEMY S.R.L.,iuldascom@yahoo.com,0740043044,anofm_jobs_20260220_153333_20260314_549f40d5
HAGAG DISTRIBUTIE SI FURNIZARE S.R.L.,mihaela.avram@btdgaz.ro,0799734317,anofm_jobs_20260220_153333_20260314_549f40d5
HAIBLIK S.R.L.,stanciumihai708@gmail.com,0766589737,anofm_new_alte_20260314_0cf00e61
HAIDA RUBBER & PLASTIC ROMANIA S.R.L.,goga.claudia@haida.cn,0745401044,anofm_5_30pos_older_than_30_days_20260314_66bc9356
HALAL YOL S.R.L,akyaithab@gmail.com,0771049614,anofm_jobs_20260309_091938_20260314_74c23d98
HAMBURGHERIA TASTE S.R.L.,nicu_tm07@yahoo.com,0740918509,anofm_new_turism_20260314_17f0d9ec
