name,cui,caen,emp,turnover,email,phone,source_table
EUROPROD SA,13531071,10,181,160001400,,,
TUDIA SRL,11963790,10,181,73297123,,,
JIFFY PACKAGING S.A.,6315466,22,180,106489839,,,
ASAM SA,1965018,29,180,53567164,,,
ROSTI ROMANIA SRL,30168597,22,180,163679772,,,
IAZUL V & V SRL,14659266,11,180,56912553,,,
SOBIS SOLUTIONS SRL,12018818,15,180,101568157,,,
COROM EXPORT SRL,15113369,31,180,46933992,laura.corom@gmail.com,0250753578,anofm_jobs_20260313_083455_20260314_3eab569a
MINET SA,1476070,13,180,135925838,hr@minet.ro,0742061170,anofm_jobs_20260220_153333_20260314_549f40d5
BRASPENNING PROJECTS S.R.L.,46861874,33,180,23702804,,,
FRANKISCHE ROMANIA SRL,33770766,22,179,77804180,diana.feurdeanu@fraenkische-ro.com,-,anofm_jobs_20260220_153333_20260314_549f40d5
LANTMANNEN UNIBAKE ROMANIA S.A.,35898037,10,179,167982809,,,
CODRINA SRL,4121722,10,179,56786849,,,
NORDARIN PROD COM SRL,3225377,31,179,37061362,ru@nordarin.com,0233240369,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SOFIAMAN IMPEX SRL,4536401,14,179,29358962,,,
SALT CONFORT SRL,21133530,31,179,26438628,,,
CROSTA SRL,15793982,10,179,31315275,,,
BAUER KOMPRESSOREN S.R.L.,46430731,28,178,138081947,,,
DURAZIV SRL,16012362,23,178,152298567,,,
MONOSUISSE RO SRL,21760076,13,178,111654272,m.tamas25@yahoo.com,0265776885,anofm_jobs_20260220_153333_20260314_549f40d5
BAUER KOMPRESSOREN S.R.L.,46430731,28,178,138081947,,,
HPC HULL PROTECTIVE COATING SRL,17304217,25,177,35655786,,,
AATEQ SRL,21332797,28,177,57103390,em@aateq.com,0268334174,anofm_jobs_20260220_153333_20260314_549f40d5
GRANUPLAST DIRECT SRL,37944890,22,177,11670653,,,
ENERGOSTEEL ART S.R.L.,39437672,25,177,78435543,,,
MARELBO PROD-COM SRL,6728594,15,177,61550796,,,
DAN INTERNATIONAL SRL,2787180,14,176,21907351,cristina.ionescu@dan-int.ro,0749068178,anofm_jobs_20260220_153333_20260314_549f40d5
ARGENTA S.R.L.,3959705,25,176,91869738,,,
INTERCONF S.R.L.,18451143,14,176,11044662,petrea@intercolor.ro,0728285720,anofm_jobs_20260220_153333_20260314_549f40d5
DAN INTERNATIONAL SRL,2787180,14,176,21907351,cristina.ionescu@dan-int.ro,0749068178,anofm_jobs_20260220_153333_20260314_549f40d5
VENARDO SRL,18451143,14,176,11044662,,,
DAN INTERNATIONAL SRL,2787180,14,176,21907351,cristina.ionescu@dan-int.ro,0749068178,anofm_jobs_20260220_153333_20260314_549f40d5
LIPOPLAST SRL,5947090,22,176,58967127,,,
BETA SA,1154660,25,175,75375287,,,
BFG PACKAGING SRL,35078789,22,175,82489244,,,
BFG PACKAGING SRL,35078789,22,175,82489244,,,
BFG PACKAGING S.R.L.,35078789,22,175,82489244,,,
CICOM SRL,3235656,10,175,101046986,,,
SUPERSTAR COM SRL,5020823,10,175,53813767,office@superstarcom.ro,+40230560629,romania_food_distribution_contacts_20260314_97f4a0d3
TELETEXT SRL,6801008,10,175,114496727,,,
INOVALABEL SRL,8043163,17,175,81014378,,,
DROKER SRL,12485074,15,174,35017201,alina.filip@droker.ro,0747559604,anofm_5_30pos_older_than_30_days_20260314_66bc9356
KRISTIN SRL,12170629,15,174,15391292,,,
ZMC TRADING SRL,15826788,23,174,79815098,,,
EUROPACK MEDIA SRL,23970937,20,174,110823505,,,
CAREMIL SRL,19120083,14,174,15114570,,,
NEW FASHION SRL,11953614,14,173,14696445,newfashion69@yahoo.it,0747128199,anofm_jobs_20260309_091938_20260314_74c23d98
FIERCTC SIBEL SRL,10256899,25,173,115860932,,,
FIBREX CO SRL,9560150,22,173,36608160,pop.sultana@fibrexco.ro,0260/636020,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ROLUX SRL,1759689,10,173,47067491,,,
ROMFULDA PROD SRL,6906101,10,173,100897789,ramona@romfulda.ro,0740983804,anofm_new_alte_20260314_0cf00e61
READY GARMENT TECHNOLOGY ROMANIA S.R.L.,12773808,14,173,11119499,,,
ROLUX SRL,1759689,10,173,47067491,,,
ADN PREFABRICATE S.R.L.,16443616,23,173,71435839,,,
ELSID SA,943038,23,172,138402795,,,
AGRICOLA 96 SA TIGANASI,9536917,11,172,43823769,,,
ELSID S.A.,943038,23,172,138402795,,,
SCHIEFFER INDUSTRIES ROMANIA SRL,16297081,22,171,76980571,,,
YOU TEXTILE SRL,14816883,14,171,17487677,,,
SAMTEX SA,686457,13,171,24069629,samtexromania@yahoo.com,0260644394,anofm_jobs_20260220_153333_20260314_549f40d5
RA-OL SRL,1814821,25,171,61782590,,,
LAGUNA EUROMOB SRL,31986357,31,171,91000491,recrutare.mobilalaguna@gmail.com,0790338310,anofm_5_30pos_older_than_30_days_20260314_66bc9356
HOFIGAL EXPORT IMPORT SA,384530,10,171,37213705,,,
DACIA PLANT SRL,15018146,10,171,81423613,,,
DACIA PLANT SRL,15018146,10,171,81423613,,,
B.BRAUN PHARMACEUTICALS SA,9307999,21,170,49557009,,,
MINORONZONI SRL BERGAMO SUCURSALA SIBIU,40891418,15,170,28085886,resurseumane@minoronzoni.ro,0269/234.122,anofm_jobs_20260220_153333_20260314_549f40d5
SIMPA SA,785078,10,170,57230077,,,
AUSTRO SOMES TRADING S.R.L.,15709311,22,170,120739291,,,
GREWE SRL,9231165,10,170,51855836,,,
VILMAR SA,2989503,25,170,185239676,elena.buse@vilmar.ro,0250703800,anofm_5_30pos_older_than_30_days_20260314_66bc9356
M.T.D. SIMPLU CONSTRUCT SRL,16669789,25,170,249707243,conta3@mtdconstruct.ro,0349417336,anofm_jobs_20260313_083455_20260314_3eab569a
ZARIS AUTOCOM SRL,8100650,10,170,38207509,,,
AGRO-ARDEAL SRL,7040690,10,169,112870785,,,
CRISTAL BRAD SERVICE SRL,383720,23,169,47015599,,,
MINIMAXX SOFA SRL,33760770,31,169,82936425,,,
LINEX WOLF SRL,6662597,27,169,65171425,linexwolf@yahoo.com,0722530938,anofm_jobs_20260220_153333_20260314_549f40d5
PROCEMA RWP S.A.,39442253,25,169,685095724,,,
TMAX SIBIU S.R.L.,44311793,29,169,78754192,,,
RICOSTA ROMANIA SRL,14806430,15,169,20245770,,,
SFL TECHNOLOGIES SRL,22507994,25,169,39330167,,,
COMPREST UTIL SRL,6744514,23,168,74001186,,,
ARGOMM RO SRL,18425187,22,168,72257317,,,
SALAAM FOODS SRL,36006071,10,168,43317526,popestera22@yahoo.com,0770106940,anofm_jobs_20260220_153333_20260314_549f40d5
PASTEUR FILIALA FILIPESTI S.A.,11928947,21,168,104767728,,,
STM ELETTROMECCANICA SRL,26044531,27,168,15472098,,,
FRANCU ROMANIA S.R.L.,25026510,30,168,57016580,,,
AGER-ROM MACHINERY SRL,21909144,25,167,53305824,,,
PMG BRASOV POWDER METAL SRL,37556340,29,167,92292599,,,
LEMBECK  STYLE & DESIGN SRL,24737086,13,166,13945723,lembeckstyledeign@yahoo.com,0720990611,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SIDI ROMANIA S.R.L.,46278952,15,166,12562200,,,
FABRICA DE PAINE SERBAN SRL,24124510,10,166,57728873,,,
ATERM SRL,18734344,22,166,68547068,,,
IMM HYDRO EST SRL,17008297,22,166,69555738,,,
WIPRO INFRASTRUCTURE ENGINEERING S.A.,1471049,28,166,104583746,valerica.sandulescu@wipro.com,0250747596,anofm_jobs_20260309_091938_20260314_74c23d98
SEMMELROCK STEIN + DESIGN SRL,17842720,23,165,107364895,,,
HECO SCHRAUBEN SRL,19938938,25,165,91368103,,,
APEMIN TUSNAD SA,12071773,11,165,117530791,hr@tusnad.com,0266/334093,anofm_jobs_20260220_153333_20260314_549f40d5
SEMMELROCK S.R.L.,17842720,23,165,107364895,,,
LA MIRCEA MACELARU SRL,38239480,10,165,49863886,,,
DIGITAL GRAFIX GRUP SRL,15456472,31,165,65403008,office@34fx.com,0757045800,anofm_jobs_20260313_083455_20260314_3eab569a
EUROPRIMA SRL,6432717,14,165,54305213,office@europrima.ro,0361401130,anofm_jobs_20260220_153333_20260314_549f40d5
BETTY-COM SRL,3120044,10,165,24360562,resurseumane@bettycom.ro,0236/323036,anofm_jobs_20260220_153333_20260314_549f40d5
HORA SA,1235579,32,165,18487412,personal@hora.ro,0265/537411,anofm_jobs_20260220_153333_20260314_549f40d5
SZEL-MOB SRL,6833026,31,165,26886814,kovacs.krisztina@szelmob.ro,0266243836,anofm_jobs_20260220_153333_20260314_549f40d5
ELECTROPRECIZIA ELECTRICAL MOTORS SRL,25609697,27,165,46618911,anamaria.idor@electropreciziaem.com,0268274880,anofm_jobs_20260220_153333_20260314_549f40d5
MONTICOR INDUSTRIES SA,6660278,25,164,36308608,,,
COMOSERV S.R.L.,19033173,25,164,56174268,,,
FABRICA DE PULBERI SA,21727401,20,164,13113741,,,
COMOSERV SRL,19033173,25,164,56174268,,,
KIRCHHOFF AUTOMOTIVE ROMANIA SRL,27787399,29,164,94513966,,,
LIVAS CLOTHING S.R.L.,27088668,14,164,11458420,ilena.simionoiu@livas.eu,0726130500,anofm_jobs_20260220_153333_20260314_549f40d5
KIRCHHOFF AUTOMOTIVE ROMANIA SRL,27787399,29,164,94513966,,,
KIRCHHOFF AUTOMOTIVE ROMANIA S.R.L.,27787399,29,164,94513966,,,
STIMPEX SA,326768,28,164,159501271,,,
TURBOENERGY POWER CHISINAU SUCURSALA TARGOVISTE,34294180,33,164,117805361,,,
PICCOLO ANGELO SRL,21985575,10,163,16911335,resurseumane@angelogroup.ro,0757024992,anofm_jobs_20260220_153333_20260314_549f40d5
SWEET BREAD SRL,34861587,10,163,26402491,,,
KUKA AUTOMATIZARE ROMANIA S.R.L.,28262575,25,163,66977556,,,
TECLEM PROD SRL,10807130,16,163,21993327,milka@teclem.com,+40729980292,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MANIFATTURE NEAMT SRL,30117674,14,163,30259432,,,
AVIS 3000 S.R.L.,13682627,10,163,74274481,,,
LBL SILVER SRL,27349658,32,163,11967711,,,
S F TOOLSHOP SRL,20203123,29,163,16202011,ileana.lupsa@sftoolshop.com,0257212370,anofm_jobs_20260309_091938_20260314_74c23d98
MODEON FASHION SRL,19162941,13,163,13116333,modeonfmd@gmail.com,0758231582,anofm_jobs_20260220_153333_20260314_549f40d5
CONFECTIA MIERCUREA-CIUC SA,510301,14,163,9630432,,,
SAGEM SRL,9721337,14,163,151609618,,,
GF CASTING SOLUTIONS ARAD S.R.L.,31215336,25,163,59361991,,,
BIOTEHNOS SA,523,21,162,142377569,,,
KENDRION INDUSTRIAL (SIBIU) SRL,33652116,26,162,99677004,,,
TOTALENERGIES MARKETING ROMANIA S.A.,17379570,19,162,594645669,,,
BIOTEHNOS SA,523,21,162,142377569,,,
PAN - PARTENER SPEDITION ARG SRL,30399265,10,162,38102104,office@romancuta.ro,-,anofm_jobs_20260309_091938_20260314_74c23d98
PAJO AGRICULTURE SRL,33412369,15,162,516874664,,,
PAJO AGRICULTURE SRL,33412369,15,162,516874664,,,
LITENS AUTOMOTIVE (EASTERN EUROPE) SRL,36712310,29,161,310802963,,,
GE VERNOVA POWER SERVICES ROMANIA S.A.,6717510,27,161,154655786,,,
KELONG ELECTRICAL APPLIANCES SRL,38024589,28,161,41555843,,,
V.M. COMP SRL,197566,22,161,37168508,,,
FAMOS SA,523816,31,161,18081602,,,
SONACA AEROSPACE TRANSILVANIA  SRL,34223643,30,161,74170451,,,
SONACA AEROSPACE TRANSILVANIA SRL,34223643,30,161,74170451,,,
SELWERK SRL,32071077,24,161,30607220,dephr@selwerk.ro,0745628771,anofm_new_alte_20260314_0cf00e61
IL MAESTRO SRL,18030748,10,161,39107627,,,
ROMTEXTIL SA,4475371,13,161,90511519,,,
LITENS AUTOMOTIVE (EASTERN EUROPE) SRL,36712310,29,161,310802963,,,
SUPER BALL SRL,16992274,13,161,78420442,,,
MODULO DECORATIVE SOLUTIONS SRL,16170788,23,161,36267462,,,
ENERGOM SRL,14918913,27,161,86328927,raul.varga@energom.ro,0737466076,anofm_jobs_20260220_153333_20260314_549f40d5
PROMAT COMIMPEX SRL,10164760,16,161,913066522,,,
NEW-METRIC SRL,27859762,25,161,70522906,,,
FORJA ROTEC SRL,28298072,25,160,150746165,,,
PAPILLON LABORATOIRES COSMETIQUES SRL,6679807,20,160,83637331,,,
MATRA SRL,6287579,10,160,79518014,market.matra@gmail.com,0755013961,anofm_new_transport_20260314_7ccb1137
KOEPP ROMANIA SRL,21783797,22,160,81932425,,,
STAR STONE S.A.,30064286,23,160,43130611,,,
AFILIU TRANS SRL,9162146,11,160,102492886,,,
CLICK TOP MANAGEMENT S.A.,27165574,10,159,63020051,,,
NUOVA STARK  SRL,36245869,15,159,29740139,officenuovastark@gmail.com,0722678408,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TERAGLASS BISTRITA SRL,28088593,22,159,51818228,,,
SENNHEISER CONSUMER ELECTRONICS GMBH WEDEMARK SUCURSALA BRASOV,38628550,26,159,409130037,,,
PARAGON IDENTIFICATION SRL,36615538,18,159,108797681,,,
SENNHEISER INTERNATIONAL MANUFACTURING GMBH WEDEMARK SUCURSALA BRASOV,38628550,26,159,409130037,,,
CLICK TOP MANAGEMENT SRL,27165574,10,159,63020051,,,
CLICK TOP MANAGEMENT SRL,27165574,10,159,63020051,,,
INTEX SA,9946089,13,159,95402645,,,
INTEX SA,9946089,13,159,95402645,,,
MIRITEX-INEU SRL,35809510,13,159,25196482,scmiritexineu@gmail.com,0742069758,anofm_new_confectii_20260314_8da893a3
MARTPLAST SRL,6515375,22,158,62172840,,,
THE FAMILY BUTCHERS ROMANIA S.R.L.,17388757,10,158,123122378,hr.romania@tfb.eu,0268300218,anofm_jobs_20260220_153333_20260314_549f40d5
MARCONF SA,90054,14,158,9197841,,,
PURATOS PROD SRL,6865257,10,157,248189113,,,
TRITIPAN SRL,2072062,11,157,55234566,,,
CONI-TRANS EXPORTPACKAGING S.R.L.,35538151,16,157,63965862,,,
TAC - TAC SRL,4414862,10,157,25022507,,,
VENUS BCLMOB CLASS SRL,26699540,31,157,33497494,,,
TEXITAL SRL,12375187,14,157,7891511,,,
TEXITAL SRL,12375187,14,157,7891511,,,
PURATOS PROD SRL,6865257,10,157,248189113,,,
EAST COAST SRL,9921386,15,157,18122983,,,
MEGATITAN SRL,14168293,31,157,76126173,vanzari@meseriasul.ro,0729399019,romanian_construction_companies_1025_20260314_313060d3
FOAMOTIVE SRL,15851714,20,157,45494657,ssali@ro.foamotive.com,0356409030,anofm_jobs_20260309_091938_20260314_74c23d98
PIINEA DE CASA SRL,1202920,10,157,26852500,,,
DYNAMIC DESIGN EUROPE RO S.R.L.,29164389,28,156,52942064,,,
SAMMILLS DISTRIBUTION S.R.L.,13467530,11,156,54035611,,,
AQUAVIA S.R.L.,13467530,11,156,54035611,,,
ROMANBAG PRODUCTION SRL,6650290,17,156,22115580,,,
MARIFLOR PRODCOM SRL,7371200,10,156,55797462,,,
AQUAVIA S.R.L.,13467530,11,156,54035611,,,
SAEHWA IMC SRL,29164389,28,156,52942064,,,
LEONARDO ROMANIA AEROSPACE DEFENCE & SECURITY S.A.,16395551,26,156,31648500,,,
MARONA CONF SRL,26587686,14,155,13026485,,,
CFS-COMPONENTS FOR SHOES SRL,14915178,15,155,67489959,,,
POP FRANCE SRL,10114533,16,155,55143816,,,
WORKING TECHNOLOGY S.R.L.,39238629,27,155,6618063,,,
MARMOSIM SA,2150373,23,155,38173307,,,
EVOLOR S.A.,4701754,20,155,102074233,,,
CREASTYLE IMPEX SRL,2366491,13,155,13935586,,,
CREASTYLE IMPEX SRL,2366491,13,155,13935586,,,
HELBAKO ELECTRONICA SRL,34930598,26,154,224355463,,,
EUROCONF SA,789193,14,154,20478092,personal@euroconf.ro,0734001150,anofm_jobs_20260310_123444_20260314_a3ffee1a
EC ELECTRONICS MANUFACTURING SRL,18897392,26,154,16743468,,,
LONDON FASHION SRL,12810272,14,154,12372460,,,
ALT TECHNOLOGIES TRANSYLVANIA SRL,16464546,29,154,60837693,,,
AUSTROTHERM COM SRL,10403965,22,154,174036227,,,
PENTAROM SRL,170340,17,154,94157232,,,
HOME & OFFICE GLASS DESIGN S.R.L.,25281335,23,153,52920936,,,
NEXTEAM BRANESTI MACHINING S.R.L.,6636750,30,153,42910207,,,
NEXTEAM BRANESTI MACHINING S.R.L.,6636750,30,153,42910207,,,
COBO INTERNATIONAL EAST EUROPE SRL,18020841,29,153,19118732,,,
TRIPLAST SRL,14516495,22,153,124551425,,,
ARKA REC SRL,22598160,28,153,49746635,hr@arkarobot.com,0730400606,anofm_jobs_20260310_123444_20260314_a3ffee1a
PHOENIX MECANO PLASTIC SRL,13244554,22,153,53092800,,,
RAMAC PLAST SRL,14539260,20,153,51263628,,,
MARCA ROMANIA SRL,14539260,20,153,51263628,,,
VATRA DOMNEASCA SRL,29038003,10,153,33447288,,,
ULMA PACKAGING PRODUCTION S.R.L.,18346431,28,153,114225234,recrutare@ulmapackaging.ro,0744475721,anofm_jobs_20260220_153333_20260314_549f40d5
ALAN TRADE SRL,16659670,15,153,19301209,cosmina.picoiu@alantrade.ro,0727 716 849,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TEAM INDUSTRIES ROMANIA SRL,31005830,25,152,45672190,cristina.nita@teamindustries.com,0744605063,anofm_jobs_20260220_153333_20260314_549f40d5
SMART PLAST SOLUTIONS SRL,32578720,22,152,32524513,,,
IFMA SA,448269,28,152,59519384,,,
READYMIX ROMANIA SRL,11725985,23,152,150813111,,,
IFMA SA,448269,28,152,59519384,,,
IFMA S.A.,448269,28,152,59519384,,,
OPHIR OPTICS SRL,27372596,26,152,82888761,,,
COMPONENTE AUTO SA,162657,29,152,54240227,,,
FLEISCHPARTY SRL,25753748,10,151,61821776,turbatu.adriana@yahoo.ro,0752779603,anofm_jobs_20260220_153333_20260314_549f40d5
OEHLER-MECANICA SRL,21468463,29,151,44076668,,,
ALX-ROM SRL,7093040,10,151,67122797,,,
ROTEC S.R.L.,1152236,28,151,30370511,,,
ZIPPER SERVICES SRL,16723187,18,151,129482221,recrutare@ezipper.ro,0 727649281,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ARIONTEC SRL,16932671,27,151,14238875,ariontec@ariontec.ro,0269841126,anofm_jobs_20260220_153333_20260314_549f40d5
SCANDIA FOOD FROZEN S.R.L.,44223365,10,151,50715413,,,
SCANDIA FOOD FROZEN S.R.L.,44223365,10,151,50715413,,,
NIMB CONSMETAL SRL,9275005,25,151,63058885,,,
HAROLT SOCIETATE COOPERATIVA,510379,14,151,10412102,,,
MATIN-MAIER SRL,1755776,15,151,15809282,,,
FABRICA DE ZAHAR PREMIUM LUDUS S.A.,1233870,10,150,146104546,,,
RELEE SA,807150,27,150,18593910,,,
CONSTAM PROCESARE OTEL SRL,34318948,25,150,186071340,,,
GRUPUL REPARATII INDUSTRIALE SI MONTAJ EXCAVATOARE X S.R.L.,18575630,28,150,14098551,,,
ABC-IMPEX SRL,527184,17,150,53263362,,,
ANA-STATE SRL,3648350,10,150,22113371,,,
RACIDO PROD COM SRL,7716016,14,150,11969234,,,
GRUPUL REPARATII INDUSTRIALE SI MONTAJ EXCAVATOARE X SRL,18575630,28,150,14098551,,,
LAVMI - PERLA SRL,4464550,29,149,61837275,,,
AKTIV SHIP SRL,23239792,30,149,16649817,andra.goea@aktivship.ro,0742145736,anofm_jobs_20260220_153333_20260314_549f40d5
AKTIV SHIP SRL,23239792,30,149,16649817,andra.goea@aktivship.ro,0742145736,anofm_jobs_20260220_153333_20260314_549f40d5
VIROMET SA,1126350,20,149,53059234,,,
PLASTICOM IMPEX SRL,4606469,22,149,43858031,,,
MAR & PET GRUP SRL,15455744,22,148,108002522,,,
BEMORE INTERNATIONAL SRL,31501796,33,148,32818971,,,
ENERGOMONTAJ GRUP SRL,10698807,25,148,79570311,nicoleta2007nico@yahoo.com,0740159861,anofm_jobs_20260313_083455_20260314_3eab569a
PANOVIA PROD SA,5754757,10,148,47289225,,,
NUOVI ORIZZONTI SRL,14236444,15,148,10441489,,,
MAR & PET GRUP SRL,15455744,22,148,108002522,,,
ALBATROS GOLD SRL,15079348,14,148,135004253,,,
OLIMP-IMPEX SRL,108135,25,148,107697687,office@olimpimpex.ro,0790008181,anofm_jobs_20260220_153333_20260314_549f40d5
GUALA DISPENSING S.R.L.,39851177,22,147,111426907,,,
MODPACK SYSTEM SRL,22213182,16,147,51304430,office@modpack.ro,0742864608,anofm_jobs_20260220_153333_20260314_549f40d5
COMCEREAL SA,8278020,11,147,124979734,mihaela.bursuc@comcerealbt.ro,0758990515,anofm_jobs_20260311_083428_20260314_70886e3a
GUALA DISPENSING S.R.L.,39851177,22,147,111426907,,,
FARPLAS & SMART SOLUTIONS S.A.,42511434,22,147,99135135,alexandra.bitu@farplas-smart.com,0745147637,anofm_jobs_20260309_091938_20260314_74c23d98
CASCO GROUP S.R.L.,17521720,32,147,37870290,,,
RACETEX SRL,29326863,14,147,15891489,,,
EUROPEAN FOOD SA,12457015,10,147,72085290,,,
CLASS BETON AGREGATE S.R.L.,19034454,23,147,61593758,elena_jipa2007@yahoo.com,0723946358,anofm_jobs_20260310_123444_20260314_a3ffee1a
FYN INVEST DANMARK S.R.L.,21200907,11,146,24559740,,,
AGROINTER SRL,6826649,11,146,72307090,,,
SIGSTRAT SA,2954386,16,146,21362285,,,
MENTOR SRL,2292475,13,146,37686554,mentorcraiova@gmail.com,0744788464,anofm_jobs_20260220_153333_20260314_549f40d5
FILTRATION GROUP SRL,35886008,28,146,108862971,,,
GEALAN ROMANIA SRL,9141046,22,146,183871693,,,
BRIOTHERMXPS SRL,30087832,22,146,155649459,adriana.tanase@brioxps.ro,0745643438,anofm_jobs_20260309_091938_20260314_74c23d98
BRIOTHERMXPS S.R.L.,30087832,22,146,155649459,adriana.tanase@brioxps.ro,0745643438,anofm_jobs_20260309_091938_20260314_74c23d98
GLOBAL INTER PRODUCTION SRL,25202340,28,146,161045112,,,
VESTAS AIRCOIL ROMANIA S.R.L.,25202340,28,146,161045112,,,
DUCATEX SRL,479036,15,146,25521113,,,
GUMOFLEX SA,479036,15,146,25521113,,,
IWIS ENGINE SYSTEM S.R.L.,38987155,29,146,27914278,,,
IWIS ENGINE SYSTEM S.R.L.,38987155,29,146,27914278,,,
IWIS MOBILITY SYSTEMS S.R.L.,38987155,29,146,27914278,,,
COLOR CONTROL SUPPORT S.R.L.,42946307,28,146,39437662,,,
FYN INVEST DANMARK SRL,21200907,11,146,24559740,,,
FYN INVEST DANMARK S.R.L.,21200907,11,146,24559740,,,
TRAVERTEC SRL,14149321,23,145,129331471,,,
NOUL WOODEST SRL,16272885,31,145,63885683,noulwoodest@yahoo.com,0733067037,anofm_jobs_20260220_153333_20260314_549f40d5
WORK AND FASHION SRL,13661551,14,145,13370383,,,
ALEVIA SRL,6283577,10,145,47968225,,,
ASSURA TRADING S.R.L.,47479652,14,145,7585082,,,
DELTAICA SEAFOOD S.R.L.,14688717,10,145,42834116,,,
TRAVERTEC SRL,14149321,23,145,129331471,,,
GARMENT OPERATIONS S.R.L.,43043803,14,144,12815546,,,
L.C.L. ROMANIA SRL,6407993,14,144,14302682,,,
MINET CONF SRL,14040196,13,144,49294321,luiza.birhoata@minetconf.ro,0250733677,anofm_jobs_20260220_153333_20260314_549f40d5
EUROBUSINESS TIPAR SRL,16976252,18,144,66036937,hr@ebg.ro,0729035759,anofm_jobs_20260309_091938_20260314_74c23d98
EUROBUSINESS TIPAR SRL,16976252,18,144,66036937,hr@ebg.ro,0729035759,anofm_jobs_20260309_091938_20260314_74c23d98
PEPAS 2000 SRL,6409498,10,144,33216318,,,
POLICOLOR SA,326318,20,144,110179517,,,
METAL SOMET SA,6523416,25,144,33285997,,,
NOKIAN TYRES EUROPE OPERATIONS S.R.L.,47166558,22,144,93275450,,,
FRIGORIFER SA,2363762,10,144,68632320,,,
NEW ECLIPSA SHOES SRL,27825964,15,144,15906864,,,
ARTESANS DEL SUCRE SRL,14608734,10,144,23977378,resurseumane.artesans@gmail.com,0760853525,anofm_jobs_20260220_153333_20260314_549f40d5
NUTRIENTUL SA,108046,10,144,175940171,,,
CORRATEC S.R.L.,45165823,30,143,14479512,,,
TOP ELECTRO SRL,1205349,27,143,26916683,,,
TEXTILA OLTUL SA,546682,13,143,21249106,,,
595 SOLUTIONS S.R.L.,21768355,24,143,75280266,,,
LABRADOR TRADE SRL,4205270,10,143,33259983,,,
IMPRIMERIA ARTA GRAFICA S.R.L.,24889769,18,143,53301593,,,
HOEGANAES CORPORATION EUROPE SA,13117640,24,143,389691128,,,
EDILTEX 55 S.R.L.,16372728,14,142,6207119,,,
NORD TRANSCARPATHIA S.R.L.,40618060,16,142,36199389,,,
IPEE AMIRAL TRADING IMPEX SA,16599276,27,142,22512293,,,
IMAGE AUTOMOTIVE SYSTEMS SRL,36487323,29,141,10630442,,,
RALU PROD SRL,6696344,11,141,46795897,,,
INDUCONF SRL,18336241,14,141,11932205,,,
SIPA ENGINEERING ROMANIA SRL,18025873,28,141,70705830,,,
SLAVIA PHARM SRL,9427294,21,141,56841609,,,
DUAL MAN SRL,6711479,25,141,44455331,,,
TEMPO INVEST SRL,15815436,23,141,27996465,,,
APEMIN ZIZIN SA,1132468,11,141,95440876,,,
JORIS IDE SRL,14208541,24,141,215848930,mihaela.sersea@wetterbest.ro,0728873646,anofm_jobs_20260220_153333_20260314_549f40d5
LAROMET SA,1558340,24,140,83763316,,,
NEDMETAL SRL,13435996,25,140,65314850,,,
BELLOTTO IMPEX SRL,6207120,14,140,10204656,,,
TRICO POINT SRL,15469960,14,140,30684722,,,
STEEL MARCONSTRUCT SRL,36198490,25,140,44247179,comercialsteelmarconstruct@gmail.com,0741102561,anofm_jobs_20260309_091938_20260314_74c23d98
MUEHLHAN SRL,33933766,25,140,41307781,,,
INFO MANAGEMENT SRL,18072220,13,140,32614108,,,
MINERVA NAVIS SRL,30918044,30,140,43271427,,,
FAIR PLAY IMPEX SRL,4904589,14,139,27268113,,,
OSMA PLAST ROMANIA SRL,32129136,22,139,79381320,,,
ROMTAP.PROD.COM. SRL,12124304,13,139,16310044,,,
AGFD TANDAREI SRL,2083177,10,139,174544578,,,
OSMA PLAST ROMANIA SRL,32129136,22,139,79381320,,,
DIAPLAST PRODUCTION SRL,18384524,22,139,74531948,,,
SILVANIA INTERNATIONAL PROD SRL,6694408,16,139,71314932,,,
ELECTRONICA P.M.A. SRL,15390351,26,139,48722328,,,
