name,email,county,phone,partid_primar,partid_consiliu
Călineşti,primariacalinesti@yahoo.com,Maramures,0262-373084,Partidul Social Democrat,Partidul Social Democrat
Călineşti,calinesti@gmail.com,Teleorman,0247-431177,Partidul Național Liberal,Partidul Național Liberal
Călineşti-Oaş,primariacalinestioas@yahoo.com,Satu Mare,0261-839001,I. BUMB,Partidul Național Liberal
Călmăţuiu,secretar_calmatuiu@yahoo.com,Teleorman,0247-430620,Partidul Social Democrat,Partidul Social Democrat
Călugăreni,calugareni.primaria@yahoo.com,Giurgiu,0246-281240,Partidul Național Liberal,Partidul Național Liberal
Călugăreni,primaria.calugareni@yahoo.com,Prahova,0244-448668,Partidul Social Democrat,Partidul Social Democrat
Călui,primariacalui@yahoo.com,Olt,0249-456187,Partidul Social Democrat,Partidul Social Democrat
Călăraşi,primar@primariacalarasibt.ro,Botosani,0231-548902,Partidul Social Democrat,Partidul Social Democrat
Călăraşi,secretar2006@yahoo.com,Cluj,0264-356086,Partidul Național Liberal,Partidul Național Liberal
Călăraşi,calarasi@cjdolj.ro,Dolj,0251-379052,Partidul Social Democrat,Partidul Social Democrat
Călăţele,primar@primariacalatele.ro,Cluj,0264-352304,Partidul Social Democrat,Partidul Social Democrat
Cămin,primaria_camin@yahoo.com,Satu Mare,0261-872789,Forumul Democrat al Germanilor din România,Forumul Democrat al Germanilor din România
Cămărzana,primariacamarzana@gmail.com,Satu Mare,0261-833001,Partidul Național Liberal,Partidul Național Liberal
Căneşti,primariacanesti@yahoo.com,Buzau,0238-897317,Partidul Social Democrat,Partidul Social Democrat
Căpleni,secretar@capleni.ro,Satu Mare,0261-873001,UDMR,UDMR
Căpuşu Mare,pcapusu@yahoo.com,Cluj,0264-350006,Partidul Național Liberal,UDMR
Căpâlna,primaria.capilna@cjbihor.ro,Bihor,0259-312016,Partidul Național Liberal,Partidul Național Liberal
Căpâlniţa,primca@kabelkon.ro,Harghita,0266-247601,FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ,FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ
Cărand,primariacarand@yahoo.com,Arad,0257-321522,Partidul Național Liberal,Partidul Social Democrat
Cărbunari,primaria@yahoo.com,Caras-Severin,0372-799587,Partidul Social Democrat,Partidul Social Democrat
Cărbuneşti,primariacarbunesti@yahoo.com,Prahova,0244-299119,Partidul Național Liberal,Partidul Național Liberal
Cărpinet,primaria.carpinet@cjbihor.ro,Bihor,0259-353603,Partidul Social Democrat,Partidul Social Democrat
Cărpiniş,primaria_carpinis@yahoo.com,Timis,0256-365001,ALIANȚA ELECTORALĂ PSD PNL,ALIANȚA ELECTORALĂ PSD PNL
Căscioarele,primariacascioarele2006@yahoo.com,Calarasi,0242-525046,Partidul Social Democrat,Partidul Social Democrat
Căteasca,primarie@cateasca.cjarges.ro,Arges,0248-661006,Partidul Social Democrat,Partidul Social Democrat
Cătina,primaria.catina@yahoo.com,Buzau,0238-524003,Partidul Social Democrat,Partidul Social Democrat
Cătina,primariacatina@yahoo.com,Cluj,0264-287618,Partidul Național Liberal,Partidul Național Liberal
Cătunele,primariacatunele@yahoo.com,Gorj,0253-411023,Partidul Social Democrat,Partidul Social Democrat
Cătălina,primariacatalina@yahoo.com,Covasna,0267-346161,UDMR,UDMR
Căuaş,primariacauas@yahoo.com,Satu Mare,0261-873416,UDMR,UDMR
Căzăneşti,primcazanesti@yahoo.com,Ialomita,0243-264010,Partidul Social Democrat,Partidul Social Democrat
Căzăneşti,clcazanesti@sejmh.ro,Mehedinti,0252-385062,Partidul Social Democrat,Partidul Social Democrat
Căşeiu,primarcaseiu@yahoo.com,Cluj,0264-229101,Partidul Național Liberal,Partidul Național Liberal
Dagâţa,primariadagata@yahoo.com,Iasi,0232-325511,Partidul Național Liberal,Partidul Național Liberal
Daia,primarie@primariadaia.ro,Giurgiu,0246-244085,Partidul Național Liberal,Partidul Național Liberal
Daia Română,daiaprimaria@yahoo.com,Alba,0258-763101,Partidul Național Liberal,Partidul Național Liberal
Dalboşeţ,primariadalboset@rdslink.ro,Caras-Severin,0255-243403,Partidul Social Democrat,Partidul Social Democrat
Dalnic,primariadalnic@consloc.ro,Covasna,0267-345884,UDMR,UDMR
Daneş,danes@cjmures.ro,Mures,0265-762212,Partidul Social Democrat,Partidul Social Democrat
Daneţi,daneti@cjdolj.ro,Dolj,0251-377001,Partidul Social Democrat,Partidul Social Democrat
Darabani,primariadarabani@yahoo.com,Botosani,0231-631347,Partidul Național Liberal,Partidul Național Liberal
Darova,primariadarova@yahoo.com,Timis,0256-232310,Partidul Social Democrat,Partidul Social Democrat
Dascălu,contact@comunadascalu.ro,Ilfov,021-2673188,Partidul Social Democrat,Partidul Social Democrat
Davideşti,primaria_davidesti@yahoo.com,Arges,0248-298024,Partidul Social Democrat,Partidul Social Democrat
Dealu,pho@oroszhegy.ro,Harghita,0266-225106,UDMR,UDMR
Dealu Morii,primarie@dealumorii.ro,Bacau,0234-282602,Partidul Social Democrat,Partidul Social Democrat
Deda,deda@cjmures.ro,Mures,0265-556312,Partidul Social Democrat,Partidul Social Democrat
Deleni,primariadeleni@yahoo.com,Constanta,0241-854621,Partidul Social Democrat,Partidul Social Democrat
Deleni,primaria@comunadeleni.ro,Iasi,0232-732070,Partidul Național Liberal,Partidul Național Liberal
Deleni,primaria@delenivaslui.ro,Vaslui,0235-345106,Partidul Național Liberal,Partidul Național Liberal
Deleşti,primariadelesti@yahoo.com,Vaslui,0235-346020,Partidul Național Liberal,Partidul Național Liberal
Densuș,primariadensus@yahoo.com,Hunedoara,0254-775010,Partidul Național Liberal,Partidul Social Democrat
Denta,primar@primaria-denta.ro,Timis,0256-398403,Partidul Social Democrat,Partidul Social Democrat
Derna,primaria_derna@yahoo.com,Bihor,0259-327024,Partidul Social Democrat,Partidul Social Democrat
Dersca,primariadersca@yahoo.com,Botosani,0231-626110,Partidul Social Democrat,Partidul Social Democrat
Desa,desa@cjdolj.ro,Dolj,0251-322496,Partidul Social Democrat,Partidul Social Democrat
Deseşti,primar@primariadesesti.ro,Maramures,0262-372601,Partidul Național Liberal,Partidul Național Liberal
Deta,primaria_deta@net69.ro,Timis,0256-390466,Partidul Social Democrat,Partidul Social Democrat
Deva,primar@primariadeva.ro,Hunedoara,0254-213435,Partidul Social Democrat,Partidul Social Democrat
Devesel,cldevesel@sejmh.ro,Mehedinti,0252-353257,Partidul Național Liberal,Partidul Național Liberal
Deveselu,primariadeveselu@yahoo.com,Olt,0249-510560,Partidul Social Democrat,Partidul Social Democrat
Dezna,primariadezna@artelecom.net,Arad,0257-312664,Partidul Social Democrat,Partidul Social Democrat
Dichiseni,primariadichiseni@yahoo.com,Calarasi,0242-313637,Partidul Național Liberal,Partidul Național Liberal
Diculeşti,diculestiprimarie@yahoo.com,Valcea,0250-842428,Partidul Social Democrat,Partidul Social Democrat
Dieci,primariadieci@artelecom.net,Arad,0257-314408,Partidul Național Liberal,Partidul Național Liberal
Dimitrie Cantemir,primariadtcm@yahoo.com,Vaslui,0235-485389,Partidul Național Liberal,Partidul Național Liberal
Dimăcheni,primariadimacheni@yahoo.com,Botosani,0231-619624,Partidul Social Democrat,Partidul Social Democrat
Diosig,primaria.diosig@cjbihor.ro,Bihor,0259-350198,UDMR,UDMR
Dioşti,diosti@cjdolj.ro,Dolj,0251-458611,BLOCUL SUVERANIST ROMÂN,Partidul Social Democrat
Ditrău,clditrau@gmail.com,Harghita,0266-353130,UDMR,UDMR
Doba,primariadoba@yahoo.com,Satu Mare,0261-869115,Partidul Național Liberal,Partidul Național Liberal
Dobra,primariadobra@yahoo.com,Dambovita,0245-242001,Partidul Social Democrat,Partidul Social Democrat
Dobreni,primariadobreni@yahoo.com,Neamt,0233-242755,Partidul Social Democrat,Partidul Social Democrat
Dobreşti,primaria_dobresti_ag@yahoo.com,Arges,0248-657431,Partidul Social Democrat,Partidul Social Democrat
Dobreşti,prim.dobresti@yahoo.com,Bihor,0259-325400,Partidul Național Liberal,Partidul Național Liberal
Dobreşti,dobresti@cjdolj.ro,Dolj,0251-338000,Partidul Social Democrat,Partidul Social Democrat
Dobreţu,primariadobretu@yahoo.com,Olt,0249-456052,Partidul Social Democrat,Partidul Social Democrat
Dobrin,primariadobrin@yahoo.com,Salaj,0260-668803,UDMR,UDMR
Dobroeşti,primariadobroiesti@gamail.com,Ilfov,021-2554595,ALIANȚA ELECTORALĂ PSD PNL,ALIANȚA ELECTORALĂ PSD PNL
Dobromir,primariadobromir@yahoo.com,Constanta,0788-891305,Partidul Național Liberal,Partidul Național Liberal
Dobrosloveni,primar@dobrosloveni.ro,Olt,0249-530022,Partidul Social Democrat,Partidul Social Democrat
Dobroteasa,primaria.dobroteasa@gmail.com,Olt,0249-469005,Partidul Social Democrat,Partidul Social Democrat
Dobroteşti,dobrotesti@cjdolj.ro,Dolj,0251-378034,Partidul Social Democrat,Partidul Social Democrat
Dobrovăţ,primariadobrovat@yahoo.com,Iasi,0232-321207,Partidul Social Democrat,Partidul Social Democrat
Dobrun,primariadobrun@yahoo.com,Olt,0249-455072,Partidul Social Democrat,Partidul Social Democrat
Dobârceni,primaria_dobirceni@yahoo.com,Botosani,0231-567010,Partidul Social Democrat,Partidul Social Democrat
Dobârlău,clsdobirlau@yahoo.com,Covasna,0267-375818,Partidul Social Democrat,Partidul Social Democrat
Dochia,primariadochia@yahoo.com,Neamt,0233-291919,Partidul Social Democrat,Partidul Social Democrat
Doclin,primaria_doclin@cs.ro,Caras-Severin,0255-527001,Partidul Social Democrat,Partidul Social Democrat
Dodeşti,primariadodesti@yahoo.com,Vaslui,0235-433118,Partidul Social Democrat,Partidul Social Democrat
Dofteana,pdofteana@yahoo.com,Bacau,0234-352001,Partidul Social Democrat,Partidul Social Democrat
Doiceşti,doicesti@cjd.ro,Dambovita,0245-227023,Partidul Social Democrat,Partidul Social Democrat
Dolhasca,primariadolhasca@yahoo.com,Suceava,0230-546101,Partidul Național Liberal,Partidul Național Liberal
Dolheşti,primaria_dolhesti@yahoo.com,Iasi,0232-321800,Partidul Național Liberal,Partidul Național Liberal
Doljeşti,primcomdoljesti@yahoo.com,Neamt,0233-780756,Partidul Național Liberal,Partidul Național Liberal
Domaşnea,primariadomasnea@yahoo.com,Caras-Severin,0255-263101,Partidul Național Liberal,Partidul Social Democrat
Domneşti,primariadomnesti@yahoo.com,Arges,0248-269942,Partidul Național Liberal,Partidul Național Liberal
Dor Mărunt,primariadormarunt@yahoo.com,Calarasi,0242-644220,Partidul Social Democrat,Partidul Social Democrat
Dorna Candrenilor,primariadc@yahoo.com,Suceava,0230-575005,Partidul Social Democrat,Partidul Social Democrat
Dorna-Arini,primariadornaarini@yahoo.com,Suceava,,Partidul Național Liberal,Partidul Național Liberal
Dorneşti,primariadornesti@yahoo.com,Suceava,0230-568217,Partidul Social Democrat,Partidul Social Democrat
Dorobanţi,primaria.dorobanti@gmail.com,Arad,0257-535262,UDMR,UDMR
Dorobanţu,primariadorobantu@yahoo.com,Calarasi,0242-335103,Partidul Național Liberal,Partidul Național Liberal
Dorobanţu,consiliul_dorobantu@yahoo.com,Tulcea,0240-576306,Partidul Social Democrat,Partidul Social Democrat
Dorohoi,primariadorohoi@primariadorohoi.ro,Botosani,0231-610133,Partidul Social Democrat,Partidul Social Democrat
Dorolt,primar@primariadorolt.ro,Satu Mare,0261-751238,UDMR,UDMR
Doştat,primariadostat@yahoo.com,Alba,0258-764690,Partidul Național Liberal,Partidul Național Liberal
Dragalina,pdragalina@gmail.com,Calarasi,0242-708073,Partidul Național Liberal,Partidul Național Liberal
Dragodana,pr_dragodana@yahoo.com,Dambovita,0245-719189,Partidul Social Democrat,Partidul Social Democrat
Dragomireşti,p_dragomiresti@yahoo.com,Dambovita,0245-236020,Partidul Social Democrat,Partidul Social Democrat
Dragomireşti,primaria.dragomiresti@yahoo.com,Maramures,0262-337007,Partidul Social Democrat,Partidul Social Democrat
Dragomireşti,dragomiresti.neamt@yahoo.com,Neamt,0233-292866,Partidul Național Liberal,Partidul Național Liberal
Dragomireşti,primariadragomirestivs@gmail.com,Vaslui,0235-340599,Partidul Social Democrat,Partidul Social Democrat
Dragoslavele,primaria@dragoslavele.ro,Arges,0248-544426,Partidul Național Liberal,Partidul Național Liberal
Dragoteşti,prim.dragotesti@yahoo.com,Gorj,0253-376701,Partidul Social Democrat,Partidul Social Democrat
Dragoş Vodă,dragosvoda@dtc.ro,Calarasi,0242-345711,Partidul Social Democrat,Partidul Social Democrat
Dragu,primariadragu@yahoo.com,Salaj,0260-628701,Partidul Național Liberal,Partidul Național Liberal
Drajna,drajna@prefecturaprahova.ro,Prahova,0244-290202,Partidul Național Liberal,Partidul Național Liberal
Dridu,primaria_dridu@yahoo.com,Ialomita,0243-282941,Partidul Social Democrat,Partidul Social Democrat
Drânceni,primariacomuneidranceni@yahoo.com,Vaslui,0235-482003,Partidul Național Liberal,Partidul Național Liberal
Drăganu,primariadraganu@yahoo.com,Arges,0248-663310,Partidul Social Democrat,Partidul Social Democrat
Drăgeşti,primaria.dragesti@cjbihor.ro,Bihor,0259-324547,Partidul Național Liberal,Partidul Național Liberal
Drăgoeşti,dragoesti@yahoo.com,Ialomita,0243-319688,Partidul Social Democrat,Partidul Social Democrat
Drăgoeşti,primaridragoesti@yahoo.com,Valcea,0250-762303,Partidul Național Liberal,Partidul Național Liberal
Drăgoieşti,primariadragoiesti@yahoo.com,Suceava,0230-206201,Partidul Social Democrat,Partidul Social Democrat
Drăgoteşti,dragotesti@cjdolj.ro,Dolj,0251-456365,Partidul Social Democrat,Partidul Social Democrat
Drăguş,primariadragus@yahoo.com,Brasov,0268-249618,Partidul Social Democrat,Partidul Social Democrat
Drăguşeni,draguseni_primaria@yahoo.com,Botosani,0231-549406,Partidul Social Democrat,Partidul Social Democrat
Drăguşeni,primariadraguseni@yahoo.com,Galati,0236-331553,Partidul Social Democrat,Partidul Social Democrat
Drăguşeni,prisacaru_adina@yahoo.com,Iasi,0232-256620,Partidul Național Liberal,Partidul Național Liberal
Drăguşeni,primaria.draguseni@yahoo.com,Suceava,0230-546576,Partidul Social Democrat,Partidul Social Democrat
Drăguţeşti,primaria.dragutesti@yahoo.com,Gorj,0253-227625,Partidul Social Democrat,Partidul Social Democrat
Drăgăneşti,primaria.draganesti@cjbihor.ro,Bihor,0259-321729,Partidul Național Liberal,Partidul Național Liberal
Drăgăneşti,pdraganesti@yahoo.com,Galati,0236-820130,Partidul Național Liberal,Partidul Național Liberal
Drăgăneşti,primariadragomiresti@yahoo.com,Neamt,0233-789385,Partidul Național Liberal,Partidul Național Liberal
Drăgăneşti,secretar@primariadraganesti.ro,Prahova,0244-465208,Partidul Social Democrat,Partidul Social Democrat
Drăgăneşti De Vede,primariadraganestidevede@yahoo.com,Teleorman,0247-466392,Partidul Social Democrat,Partidul Social Democrat
Drăgăşani,primariadragasani@yahoo.com,Valcea,0250-811990,Partidul Național Liberal,Partidul Social Democrat
Drănic,dranic@cjdolj.ro,Dolj,0251-351070,Partidul Social Democrat,Partidul Social Democrat
Dubova,cldubova@sejmh.ro,Mehedinti,0252-368002,Partidul Național Liberal,Partidul Național Liberal
Duda-Epureni,primaria_duda_epureni@yahoo.com,Vaslui,,Partidul Social Democrat,Partidul Social Democrat
Dudeşti,dudestibraila@yahoo.com,Braila,0239-663415,Partidul Național Liberal,Partidul Național Liberal
Dudeştii Noi,primariadudestiinoi@yahoo.com,Timis,0256-378294,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Dudeştii Vechi,p.dudestiiv@yahoo.com,Timis,0256-384104,Partidul Social Democrat,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
Dulceşti,primdulcesti@yahoo.com,Neamt,0233-761602,Partidul Național Liberal,Partidul Național Liberal
Dumbrava,primariadumbrava@yahoo.com,Mehedinti,0252-342661,Partidul Social Democrat,Partidul Social Democrat
Dumbrava,primaria.dumbrava@yahoo.com,Mehedinti,0256-325553,Partidul Social Democrat,Partidul Social Democrat
Dumbrava,primariadumbrava@gmail.com,Prahova,0256-325553,Partidul Național Liberal,Partidul Național Liberal
Dumbrava Roşie,primariadumbravarosie@yahoo.com,Neamt,0233-282494,Partidul Național Liberal,Partidul Național Liberal
Dumbraveni,primariadumbraveni@yahoo.com,Constanta,0237-255092,Partidul Național Liberal,Partidul Național Liberal
Dumbraveni,primariadumbravenisv@yahoo.com,Suceava,0237-255092,Partidul Social Democrat,Partidul Social Democrat
Dumbraveni,chiritag@yahoo.com,Vrancea,0237-255092,Partidul Social Democrat,Partidul Social Democrat
Dumbravita,primaria.dumbravita@yahoo.com,Brasov,0256-214272,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Dumbravita,primariadumbravita@yahoo.com,Maramures,0256-214272,Partidul Național Liberal,Partidul Național Liberal
Dumbrăveni,primaria_dumbraveni@yahoo.com,Constanta,0766-403192,Partidul Național Liberal,Partidul Național Liberal
Dumbrăveşti,dumbravesti@yahoo.com,Prahova,0244-226057,Partidul Național Liberal,Partidul Național Liberal
Dumbrăviţa,primdumb@yahoo.com,Brasov,0268-483100,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Dumeşti,primariadumesti@yahoo.com,Iasi,0232-322020,Partidul Social Democrat,Partidul Social Democrat
Dumeşti,dumestivs.primarie@yahoo.co.uk,Vaslui,0235-459075,Partidul Social Democrat,Partidul Social Democrat
Dumitra,primariadumitra@yahoo.com,Bistrita-Nasaud,0263-380140,Partidul Social Democrat,Partidul Social Democrat
Dumitreşti,primariadumitresti@yahoo.com,Vrancea,0237-241134,Partidul Social Democrat,Partidul Social Democrat
Dumitrița,primaria_dumitrita@yahoo.com,Bistrita-Nasaud,0263-271756,Partidul Social Democrat,Partidul Social Democrat
Durneşti,primariadurnesti@gmail.com,Botosani,0231-578012,Partidul Național Liberal,Partidul Național Liberal
Dângeni,primariadangeni@yahoo.com,Botosani,0231-571085,Partidul Social Democrat,Partidul Social Democrat
Dârjiu,consdarj@kabelkon.ro,Harghita,0266-222002,UDMR,UDMR
Dârlos,primaria.darlos@sibiu.stslink.ro,Sibiu,0269-852400,Partidul Național Liberal,Partidul Național Liberal
Dârvari,cldirvari@sejmh.ro,Mehedinti,0252-392101,Partidul Social Democrat,Partidul Social Democrat
Dăbuleni,dabuleni@cjdolj.ro,Dolj,0251-334555,Partidul Național Liberal,Partidul Național Liberal
Dăbâca,primariadabaca@yahoo.com,Cluj,0264-355973,Partidul Național Liberal,Partidul Național Liberal
Dăeni,primariadaeni@yahoo.com,Tulcea,0240-577603,Partidul Național Liberal,Partidul Național Liberal
Dăeşti,daesti@onix.ro,Valcea,0350-425873,Partidul Național Liberal,Partidul Național Liberal
Dămieneşti,primaria.damienesti@yahoo.com,Bacau,0234-222502,Partidul Social Democrat,Partidul Social Democrat
Dămuc,primariadamuc@yahoo.com,Neamt,0233-256296,Alianța pentru Unirea Românilor,Partidul Național Liberal
Dănciuleşti,primariadanciulesti@yahoo.com,Gorj,0253-289007,Partidul Social Democrat,Partidul Social Democrat
Dăneasa,primariadaneasaolt@yahoo.com,Olt,0249-467016,Partidul Social Democrat,Partidul Social Democrat
Dăneşti,primariadanestigj@yahoo.com,Gorj,0253-271600,Partidul Social Democrat,Partidul Social Democrat
Dăneşti,office@danfalva.ro,Harghita,0266-327011,UDMR,UDMR
Dăneşti,primar.danesti.vaslui@gmail.com,Vaslui,0235-341517,Partidul Social Democrat,Partidul Social Democrat
