name,email,county,phone
Ramna,primariaramna@yahoo.com,Caras-Severin,0255-528001
Rapoltu Mare,romosanliliana@yahoo.com,Hunedoara,0254-264181
Rasinari,primaria.rasinari@yahoo.com,Sibiu,0269-557200
Rasova,primariarasova@gmail.com,Constanta,0769-052946
Rast,rast@cjdolj.ro,Dolj,0251-324001
Rebra,rebraprimaria@yahoo.com,Bistrita-Nasaud,0263-366042
Rebricea,primariarebricea_vs@yahoo.com,Vaslui,0235-457050
Recaş,primaria-recas@home.ro,Timis,0356-177278
Recea,primariarecea2000@yahoo.com,Arges,0248-696143
Recea,primaria_receabv@yahoo.com,Brasov,0268-246003
Recea Cristur,primarierecea@yahoo.com,Cluj,
Reci,primariareci@yahoo.com,Covasna,0267-373803
Redea,primariaredea@yahoo.com,Olt,0249-544007
Rediu,primaria.rediu@yahoo.com,Galati,0236-330049
Rediu,primariarediu.iasi@yahoo.com,Iasi,0232-254040
Rediu,primaria_rediu@yahoo.com,Neamt,0233-299020
Reghin,reghin@cjmures.ro,Mures,0265-511112
Reghiu,secretarull@yahoo.com,Vrancea,0237-631010
Remetea,primaria_remetea@yahoo.com,Bihor,0259-325240
Remetea,office@gyergyoremete.ro,Harghita,0266-352101
Remetea Chioarului,primariaremeteachioarului@yahoo.com,Maramures,0262-288212
Remetea Mare,primaria.remetea_mare@cjtimis.ro,Timis,0256-230201
Remeţi,primariaremeti@yahoo.com,Maramures,0262-370009
Repedea,primariarcontact@primariarepedea.ro,Maramures,0262-366011
Reviga,prim_reviga@yahoo.com,Ialomita,0243-246199
Reşiţa,primar@primariaresita.ro,Caras-Severin,0255-211692
Ribiţa,primar@ribita.ro,Hunedoara,0254-683791
Riciu,riciu@cjmures.ro,Mures,
Rieni,primaria_rieni@yahoo.com,Bihor,0259-329065
Rimnicelu,primariarimnicelu@yahoo.com,Braila,
Ripiceni,primaria.ripiceni@yahoo.com,Botosani,0231-561114
Risca,primaria_rasca@yahoo.com,Cluj,
Roata De Jos,cl_roatadejos@yahoo.com,Giurgiu,0246-266115
Robeasca,primaria_robeasca@yahoo.com,Buzau,0238-581800
Robăneşti,robanesti@cjdolj.ro,Dolj,0251-456101
Rociu,primaria.rociu@yahoo.com,Arges,0248-688115
Rodna,primariarodna@yahoo.com,Bistrita-Nasaud,0263-377010
Roeşti,primroesti@yahoo.com,Valcea,0250-764560
Rogova,clrogova@sejmh.ro,Mehedinti,0252-353001
Rojişte,rojiste@cjdolj.ro,Dolj,0251-372138
Roma,primaria_roma@yahoo.com,Botosani,0231-544622
Roman,recensamant@primariaroman.ro,Neamt,0233-741119
Romanu,primariaromanu@ymail.com,Braila,0239-697142
Romos,office@romos.ro,Hunedoara,0254-245603
Romuli,primariaromuli@yahoo.com,Bistrita-Nasaud,0263-383010
Românaşi,primariaromanasi@yahoo.com,Salaj,0260-624120
Româneşti,clromanestibt@yahoo.com,Botosani,0231-565080
Româneşti,primariaromanesti@yahoo.com,Iasi,0232-323800
Români,primaria@comunaromani.ro,Neamt,0233-768925
Rona De Jos,secretar@primariaronadejos.ro,Maramures,0262-361101
Rona De Sus,primaria_ronadesus@yahoo.com,Maramures,0262-362128
Roseţi,primariaroseti@yahoo.com,Calarasi,0242-344022
Rosia,primaria_rosia2007@yahoo.com,Bihor,0269-582301
Rosia,primaria.rosia_sibiu@yahoo.com,Sibiu,0269-582301
Rotunda,primariarotunda@yahoo.com,Olt,0249-542570
Rovinari,office@primariarovinari.ro,Gorj,0253-371011
Roznov,primariaroznov@yahoo.com,Neamt,0233-665471
Roşcani,primar@primariaroscani.ro,Iasi,0232-257058
Roşia,gudac_durla@yahoo.fr,Bihor,0259-325214
Roşia De Amaradia,primariarosiadeamaradia@yahoo.com,Gorj,0253-232504
Roşia De Secaş,primariarosia@yahoo.com,Alba,0258-765755
Roşia Montană,primaria@primariarosiamontana.ro,Alba,0258-783101
Roşieşti,primrosiesti@yahoo.com,Vaslui,0235-436610
Roşiile,primariarosiile_vl@yahoo.com,Valcea,0250-867612
Roşiori,primaria@comunarosiori.ro,Bacau,0234-228501
Roşiori,primaria.rosiori@cjbihor.ro,Bihor,0259-462380
Roşiori,primaria_rosiori@yahoo.com,Braila,0239-699493
Roşiori,consiliullocalrosiori@yahoo.com,Ialomita,0243-319719
Rucăr,primarie@rucar.cjarges.ro,Arges,0248-542830
Rugineşti,pr_ruginesti@yahoo.com,Vrancea,0237-269111
Ruginoasa,ruginoasaprimaria@yahoo.com,Iasi,0232-734002
Ruginoasa,prim_ruginoasa@yahoo.com,Neamt,0233-761290
Runcu,primaria_runcu@yahoo.com,Dambovita,0245-234003
Runcu,cojocaruaur@yahoo.com,Dambovita,0253-278818
Runcu,primariaruncu@yahoo.com,Gorj,0253-278818
Runcu Salvei,primariarunc@yahoo.com,Bistrita-Nasaud,
Rupea,contact@primariarupea.ro,Brasov,0268-260490
Rus,primariarus@yahoo.com,Salaj,0260-639302
Rusca Montană,primariaruscamontana@yahoo.com,Caras-Severin,0255-536090
Ruscova,primar@ruscova.ro,Maramures,0262-365251
Rusii-Munti,rusiimunti@cjmures.ro,Mures,
Rusăneşti,comunarusanesti@yahoo.com,Olt,0249-533001
Ruşeţu,primarie_rusetu@yahoo.com,Buzau,0238-733104
Râca,primarie@raca.cjarges.ro,Arges,0248-694083
Râfov,rafov@prefecturaprahova.ro,Prahova,0244-478416
Râmeţ,primariaramet2008@yahoo.com,Alba,0258-880026
Râmnicelu,primaria_rimnicelu@yahoo.com,Braila,0239-698173
Râmnicu Sărat,primarie_rmsarat@yahoo.com,Buzau,0238-561946
Râmnicu Vâlcea,primaria@primariavl.ro,Valcea,0250-731016
Râu De Mori,primariaraudemori@yahoo.com,Hunedoara,0254-776046
Râşca,primaria_risca@yahoo.com,Cluj,0264-375204
Râşnov,primariarasnov@yahoo.com,Brasov,0268-230002
Răbăgani,primaria.rabagani@cjbihor.ro,Bihor,0259-324879
Răchiteni,primariarachiteni@yahoo.com,Iasi,0232-740056
Răchitoasa,primaria.rachitoasa@yahoo.com,Bacau,0234-287015
Răchitova,primariarachitova@gmail.com,Hunedoara,0254-775409
Răchiţi,primaria.rachiti@gmail.com,Botosani,0231-544210
Răcoasa,primaria_racoasa2008@yahoo.com,Vrancea,0237-670653
Răcăciuni,cl_racaciuni@yahoo.com,Bacau,0234-251212
Răcăşdia,primariaracasdia@rdslink.ro,Caras-Severin,0255-575493
Rădeşti,primariaradesti@yahoo.com,Alba,0258-879491
Rădeşti,primaria_radesti@yahoo.com,Galati,0236-333494
Rădoieşti,primariaradoiesti@yahoo.com,Teleorman,0247-337303
Răducăneni,primariaraducaneni@yahoo.com,Iasi,0232-292438
Rădăuţi,relatiipublice@primariaradauti.ro,Suceava,0230-561140
Rădăuţi-Prut,primariarprut@yahoo.com,Botosani,0231-622533
Rădăşeni,pradaseni@yahoo.com,Suceava,0230-547150
Răscăeţi,prascaeti@yahoo.com,Dambovita,0245-725825
Răsmireşti,rasmirestiprimarie@yahoo.com,Teleorman,0247-328403
Răstoliţa,rastolita@cjmures.ro,Mures,0265-532339
Răsuceni,scrasuceni@yahoo.com,Giurgiu,0371-316585
Răteşti,primariaratesti@yahoo.com,Arges,0248-664066
Răuceşti,primariaraucesti@yahoo.com,Neamt,0233-788003
Răuseni,consiliulrauseni1@yahoo.com,Botosani,0231-548220
Războieni,primariarazboieni@yahoo.com,Neamt,0233-292901
Răzvad,razvad@cjd.ro,Dambovita,0245-677530
Răşinari,adividrighin2001@yahoo.com,Sibiu,0269-557200
Sacoşu Turcesc,primaria@sacosuturcesc.ro,Timis,0256-411491
Sacu,primaria_sacu@yahoo.com,Caras-Severin,0255-510340
Sadova,sadova@cjdolj.ro,Dolj,0251-376622
Sadova,primariasadova@yahoo.com,Suceava,0230-314200
Sadu,primariasadu@yahoo.com,Sibiu,0269-568119
Saelele,clement.2008@yahoo.com,Teleorman,0247-358489
Sagna,primaria_sagna@yahoo.com,Neamt,0233-766002
Salcea,registratura@primariasalcea.ro,Suceava,0230-529319
Salcia,pantelimongelu@yahoo.com,Mehedinti,0252-391603
Salcia,primariasalcia@ymail.com,Prahova,0244-441026
Salcia,prim2008salcia@yahoo.com,Teleorman,0247-357099
Salcia Tudor,salcia_tudor@portal-braila.ro,Braila,0239-698943
Saligny,primariasaligny@yahoo.com,Constanta,0371-111743
Salonta,primsal@rdslink.ro,Bihor,0259-373243
Salva,primariasalva@yahoo.com,Bistrita-Nasaud,0263-361202
Samarineşti,primariasamarinesti@yahoo.com,Gorj,0253-412012
Sandra,primariasandra@gmail.com,Timis,0256-379149
Sanislău,sanislau.primaria@yahoo.com,Satu Mare,0261-821201
Sanmihaiu De Cimpie,prim_sinmihaiu@personal.ro,Bistrita-Nasaud,
Santa Mare,primarie_santamare@yahoo.com,Botosani,0231-565810
Santău,primariasantau@yahoo.com,Satu Mare,0261-823004
Saraiu,primariasaraiu@yahoo.com,Constanta,0241-873355
Sarasău,primaria_sarasau2000@yahoo.com,Maramures,0262-371212
Saravale,primaria@saravale.ro,Timis,0256-376665
Saravale,primaria.saravale@cjtimis.ro,Timis,0256-376665
Sarbii - Magura,primariasarbiimagura@yahoo.com,Olt,
Sarichioi,primariasarichioi2@yahoo.com,Tulcea,0240-563538
Sarmizegetusa,primariasarmizegetusa@yahoo.com,Hunedoara,0254-776510
Sasca Montană,popliceanion@yahoo.com,Caras-Severin,0255-576565
Saschiz,saschiz@cjmures.ro,Mures,0265-711602
Sascut,primariasascut@yahoo.com,Bacau,0234-280639
Satchinez,primariasatchinez@yahoo.com,Timis,0256-379500
Satu Mare,satumarehr@freemail.hu,Harghita,0266-245140
Satu Mare,primaria@satu-mare.ro,Satu Mare,0261-807569
Satu Mare,primariasatumaresv@yahoo.com,Suceava,0230-419000
Satulung,primariasatulung@yahoo.com,Maramures,0262-283001
Schela,primariaschela@yahoo.com,Galati,0236-828100
Schela,primaria.schela@yahoo.com,Gorj,0253-226538
Schitu,clschitugr@yahoo.com,Giurgiu,0246-276219
Schitu,primariaschitu@yahoo.com,Olt,0249-482302
Schitu Duca,primaria_schituduca@yahoo.com,Iasi,0232-324306
Schitu Goleşti,primarie@schitug.cjarges.ro,Arges,0248-566140
Scoarţa,primariascoarta1@yahoo.com,Gorj,0253-280222
Scobinţi,primaria_scobinti@yahoo.com,Iasi,0232-720310
Scorniceşti,primariascornicesti@yahoo.com,Olt,0249-460444
Scorţaru Nou,uatscortarunou@yahoo.com,Braila,0239-697519
Scorţeni,primariascorteni@easynet.ro,Bacau,0234-354500
Scorţeni,primaria_scorteni@yahoo.com,Prahova,0244-355221
Scorţoasa,primariascortoasabz@yahoo.com,Buzau,0238-705613
Scrioaştea,primariacomscrioastea@yahoo.com,Teleorman,0247-459406
Scundu,primaria_scundu@yahoo.com,Valcea,0350-524455
Scurtu Mare,s.primarie@yahoo.com,Teleorman,0731-835480
Scânteia,primariascinteia@yahoo.com,Ialomita,0243-242058
Scânteia,primar@primariascinteia.ro,Iasi,0232-229260
Scânteieşti,primaria_scinteiesti@yahoo.com,Galati,0236-348007
Scăeşti,scaesti@cjdolj.ro,Dolj,0251-447007
Scărişoara,primar@scarisoara.ro,Alba,0258-778641
Scărişoara,primariascarisoara@yahoo.com,Olt,0249-533361
Seaca,primariaseaca@judetulolt.ro,Olt,0249-488001
Seaca,primaria_seaca@yahoo.com,Teleorman,0247-420850
Seaca De Câmp,seaca_de_camp@cjdolj.ro,Dolj,0251-320017
Seaca De Pădure,seaca_de_padure@cjdolj.ro,Dolj,0251-445686
Sebeş,sebespri@yahoo.com,Alba,0258-731004
Sebiş,primariasebis@yahoo.com,Arad,0257-311008
Secaş,primariasecas@yahoo.com,Timis,0256-327311
Secu,secu@cjdolj.ro,Dolj,0251-453493
Secuieni,secretarxx@yahoo.com,Bacau,0234-223002
Secuieni,clsecuieni@hrline.ro,Harghita,0266-244750
Secuieni,primaria@primariasecuieni.ro,Neamt,0233-745004
Secusigiu,primariasecusigiu@yahoo.com,Arad,0257-411320
Secăria,primaria_secaria@yahoo.com,Prahova,0244-394081
Segarcea,segarcea@cjdolj.ro,Dolj,0251-210750
Seimeni,primariaseimeni@yahoo.com,Constanta,0241-236931
Seini,primariaseini@yahoo.com,Maramures,0262-491090
Seleuş,primseleus@clicknet.ro,Arad,0257-329101
Semlac,primaria@semlac.ro,Arad,0257-534102
Serbăuţi,primariaserbauti@yahoo.com,Suceava,0230-280481
Sfinţeşti,sfintesti_tr@yahoo.com,Teleorman,0247-337425
Sfântu Gheorghe,primaria_sf.gheorghe_delta@yahoo.com,Covasna,0267-316957
Sfântu Gheorghe,primariasfghe@yahoo.com,Ialomita,0243-262001
Sibiu,secretar@sibiu.ro,Sibiu,0269-208800
Sic,primariasic@yahoo.com,Cluj,0264-228101
Sicheviţa,primaria_sichevita@yahoo.com,Caras-Severin,0255-545005
Siculeni,siculeni@yahoo.com,Harghita,0266-379107
Sieu-Magherus,primaria_sieumagherus@yahoo.com,Bistrita-Nasaud,
Sighetu Marmaţiei,primaria@primariasighet.ro,Maramures,0262-312396
Sihlea,primar@sihlea.primarievrancea.ro,Vrancea,0237-257708
Silistea-Gumesti,primaria_silistea_gumesti@yahoo.com,Teleorman,
Silivasu De Cimpie,primsilivasu@yahoo.com,Bistrita-Nasaud,
Siliştea,sil_prim@yahoo.com,Braila,0239-638962
Siliştea,primaria_silistea@yahoo.com,Constanta,0241-820449
Siliştea,primaria.silistea@yahoo.com,Teleorman,0247-452633
Siliştea Crucii,silistea_crucii@cjdolj.ro,Dolj,0251-319212
Simeria,prim.simeria@smart.ro,Hunedoara,0254-260005
Siminicea,primaria.siminicea@yahoo.com,Suceava,0230-537021
Sinaia,sinaia@prefecturaprahova.ro,Prahova,0244-311788
Sineşti,primaria_sinesti_il@yahoo.com,Ialomita,0243-319506
Sineşti,sinestiprimaria@yahoo.com,Iasi,0232-325100
Sineşti,primaria_sinesti@yahoo.com,Valcea,0250-867105
Singureni,primar@primariasingurenigr.ro,Giurgiu,0246-234213
Sintea Mare,primsm2003@yahoo.com,Arad,0257-357100
Siret,informatii@siretromania.ro,Suceava,0230-280901
Sireţel,primaria-siretel@siretel.ro,Iasi,0232-732251
Siriu,primsiriu@artelecom.net,Buzau,0238-520541
Sita Buzaului,sitabuzaului@yahoo.com,Covasna,
Slatina,pms_it@primariaslatina.ro,Olt,0249-423429
Slatina,primariaslatina@yahoo.com,Suceava,0230-545981
Slatina-Timis,primaria@slatinatimis.ro,Caras-Severin,
Slava Cercheza,primariasc@yahoo.com,Tulcea,
Slimnic,primaria_selimbar@yahoo.com,Sibiu,0269-856101
Slimnic,primariaslimnic@yahoo.com,Sibiu,0269-856101
Slivileşti,primariaslivilestigj@yahoo.com,Gorj,0253-335300
Slobozia,office@sloboziail.ro,Arges,0248-698002
Slobozia,primariaslobozia@yahoo.com,Giurgiu,0246-242089
Slobozia Ciorăşti,primaria_sloboziaciorasti@yahoo.com,Vrancea,0237-256942
Slobozia Conachi,sloboziaconachi@yahoo.com,Galati,0236-824700
Slobozia Moară,primariasloboziamoara@gmail.com,Dambovita,0245-724174
Slobozia Mândra,primariasloboziamandratr@gmail.com,Teleorman,0247-359046
Slănic,slanic@prefecturaprahova.ro,Prahova,0244-240299
Slănic Moldova,primaria_sl@yahoo.com,Bacau,
Slătioara,primariaslatioara@artelecom.net,Olt,0249-431790
Slătioara,primaria_slatioara@yahoo.com,Valcea,0250-866339
Smardioasa,prim_smardioasa@yahoo.com,Teleorman,
Smârdan,psmardan@kvs.ro,Galati,0236-830020
Snagov,primaria_snagov@yahoo.com,Ilfov,021-4910653
Socodor,primaria@socodor.ro,Arad,0257-358100
Socol,primarsocol@yahoo.com,Caras-Severin,0255-544841
Socond,primariasocond@yahoo.com,Satu Mare,0261-871402
Sohatu,primariasohatu@hotmail.com,Calarasi,0242-517005
Sohodol,primaria_sohodol@yahoo.com,Alba,0373-550063
Solca,primarie@solca.ro,Suceava,0230-477215
Soleşti,primariasolesti@rdslink.ro,Vaslui,0235-343009
Solont,primaria@comunasolont.ro,Bacau,0234-387701
Solovăstru,solovastru@cjmures.ro,Mures,0265-534112
Someş-Odorhei,somesodorheicj@yahoo.co.uk,Salaj,0260-654776
Somova,primaria.somova@yahoo.com,Tulcea,0240-541059
Sopot,sopot@cjdolj.ro,Dolj,0251-453102
Sovarna,clsovarna@sejmh.ro,Mehedinti,0252-386481
Sovata,sovata@cjmures.ro,Mures,0265-570218
Soveja,primariasoveja@yahoo.com,Vrancea,0237-242001
Spanţov,primariaspantov@gmail.com,Calarasi,0242-522148
Spermezeu,primariaspermezeu@email.ro,Bistrita-Nasaud,0263-346516
Spinuş,primariaspinus@yahoo.com,Bihor,0259-328716
Sprâncenata,primariasprincenata@judetulolt.ro,Olt,0249-489002
Spulber,primariaspulber@yahoo.com,Vrancea,0237-674020
Starchiojd,primariastarchiojd@yahoo.com,Prahova,0244-420203
Stejari,primariastejari@yahoo.com,Gorj,0253-235282
Stejaru,primaria.stejaru@yahoo.com,Teleorman,0247-337602
Stejaru,primaria_stejaru@yahoo.com,Tulcea,0240-564833
Stelnica,p_stelnica@yahoo.com,Ialomita,0243-361785
Stiuca,primaria.stiuca@cjtimis.ro,Timis,0256-335937
Stoeneşti,primarie@stoenesti.cjarges.ro,Arges,0248-550150
Stoeneşti,petresterpu@yahoo.com,Giurgiu,0246-234521
Stoeneşti,primariaconsiliullocalstoenesti@yahopo.com,Olt,0249-531017
Stoeneşti,primaria.stoenesti@yahoo.com,Valcea,0250-777489
Stoicăneşti,primariastoicanesti@judetulolt.ro,Olt,0249-487001
Stoileşti,primariastoilesti@yahoo.com,Valcea,0250-762016
Stoina,slavuteanuovidiu@yahoo.com,Gorj,0253-281020
Stolniceni Prăjescu,primaria@stolniceni.ro,Iasi,
Stolnici,primarie@stolnici.cjarges.ro,Arges,0248-676201
Straja,primaria_straja@yahoo.com,Suceava,0230-576947
Strehaia,primariastrehaia@yahoo.com,Mehedinti,0252-370159
Strejeşti,primariastrejesti@yahoo.com,Olt,0249-472439
Stremţ,primaria_stremt@yahoo.com,Alba,0258-848101
Stroeşti,primariastroesti@yahoo.com,Valcea,0250-866178
Stroieşti,primaria_stroiesti@yahoo.com,Suceava,0230-531254
Strugari,primaria.strugari@yahoo.com,Bacau,0234-388510
Strunga,primaria_strunga@yahoo.com,Iasi,0232-714440
Studina,primariastudinaott@yahoo.com,Olt,0249-541007
Stulpicani,primariastulpsv@yahoo.com,Suceava,0230-574760
Stâlpeni,primarie@stalpeni.cjarges.ro,Arges,0248-565537
Stânceni,stinceni@cjmures.ro,Mures,0265-719812
Stângăceaua,clstangaceaua@sejmh.ro,Mehedinti,0252-373530
Stăncuţa,stancutaprimaria@yahoo.com,Braila,0239-665668
Stăneşti,secretariat@primaria-stanesti.ro,Giurgiu,0246-235107
Stăneşti,alinbeuran@yahoo.com,Gorj,0253-273022
Stăneşti,primaria@primariastanestivl.ro,Valcea,0250-769752
Stăniţa,primaria_stanita@yahoo.com,Neamt,0233-767501
Stăuceni,primaria_staucenibt@yahoo.com,Botosani,0231-545794
Suatu,primariasuatu@yahoo.com,Cluj,0264-281574
Subcetate,primariasubcetate@yahoo.com,Harghita,0266-345003
Suceava,primsv@primariasv.ro,Suceava,0230-212696
Suceviţa,primariasucevita@yahoo.com,Suceava,0230-417102
Suciu De Sus,vaprimaria_suciu@yahoo.com,Maramures,0262-388046
Sudiţi,primariasuditi@yahoo.com,Ialomita,0243-278502
Suharău,primaria_suharau@yahoo.com,Botosani,0231-623002
Suhurlui,primariasuhurlui@yahoo.com,Galati,0236-335511
Sulina,sulina_prim@yahoo.com,Tulcea,0240-543001
Suliţa,primariasulita@yahoo.com,Botosani,0231-573112
Suplac,suplac@cjmures.ro,Mures,0265-456112
Suplacu De Barcău,primaria.suplacudebarcau@cjbihor.ro,Bihor,0259-368477
Supur,cls-supur@clicknet.ro,Satu Mare,
Sura Mica,pr_suramica@yahoo.com,Sibiu,0269-577101
Suraia,primaria.suraia@yahoo.com,Vrancea,0237-245001
Surani,surani@prefecturaprahova.ro,Prahova,0244-416020
Surdila-Greci,comunasurdilagreci@yahoo.com,Braila,
Surdila-Găiseanca,primariagaiseanca@yahoo.com,Braila,0239-650300
Surduc,primaria_surduc@yahoo.com,Salaj,0260-634702
Suseni,iulica.din@suseni.cjarges.ro,Arges,0248-699397
Suseni,primaria@suseni.ro,Harghita,0266-350004
Suseni,suseni@cjmures.ro,Mures,0265-348086
Suteşti,sutesitvl@yahoo.com,Valcea,0350-524506
Sviniţa,primariasvinita@yahoo.com,Mehedinti,0252-368407
Sâg,primariasag@yahoo.com,Salaj,0260-673100
Sâmbureşti,primariasimburesti@judetulolt.ro,Olt,0249-469007
Sâmbăta,primaria_sambata@yahoo.com,Bihor,0259-325035
Sâmbăta De Sus,primariasambata@yahoo.com,Brasov,0268-246901
Sânandrei,office@primaria-sinandrei.ro,Timis,0256-383500
Sâncel,primariasincel@yahoo.com,Alba,0258-885101
Sâncraiu,sancraiu@sancraiu.ro,Cluj,0264-257588
Sâncraiu De Mureş,sincraims@cjmures.ro,Mures,0265-316964
Sâncrăieni,szentkiralyph@astralnet.ro,Harghita,0266-332502
Sândominic,primaria_sandominic@yahoo.com,Harghita,0266-336005
Sângeorgiu De Mureş,singmures@cjmures.ro,Mures,0265-316026
Sângeorgiu De Pădure,sgpadure@cjmures.ro,Mures,0265-578226
Sângeorz-Băi,info@singeorz-bai.ro,Bistrita-Nasaud,0263-370598
Sânger,singer@cjmures.ro,Mures,0265-715514
Sângeru,sangeru@prefecturaprahova.ro,Prahova,0244-441016
Sânmartin,primaria.sanmartin@cjbihor.ro,Bihor,0259-318003
Sânmartin,primaria@primariasanmartin.ro,Cluj,0264-246694
Sânmartin,gergelyaniko@citromail.hu,Harghita,0266-332122
Sânmihaiu Almaşului,primarie_sinmihai@samtv.ro,Salaj,0260-627100
Sânmihaiu Român,primariasanmihaiuroman@yahoo.com,Timis,0256-294984
Sânnicolau Mare,primaria@sannicolau-mare.ro,Timis,0256-370366
Sânnicolau Român,primaria.sanicolauroman@cjbihor.ro,Bihor,0259-395329
Sânpaul,primar@primariasinpaul.ro,Cluj,0264-282810
Sânpaul,sinpaul@cjmures.ro,Mures,0265-713512
Sânpetru,psanpetru@yahoo.com,Brasov,0268-360118
Sânpetru De Câmpie,sinpetru@cjmures.ro,Mures,0265-422716
Sânpetru Mare,primaria.sanpetru_mare@cjtimis.ro,Timis,0256-376001
Sânsimion,primariass@yahoo.com,Harghita,0266-310388
Sântana,contact@primariasantana.ro,Arad,0257-462082
Sântana De Mureş,sintana@cjmures.ro,Mures,0265-323517
Sântandrei,primaria.santandrei@cjbihor.ro,Bihor,0259-415947
Sântimbru,popasantimbru@yahoo.com,Alba,0258-842101
Sântimbru,szentimre2004@freemail.hu,Harghita,0266-347099
Sântămăria-Orlea,santamariaorlea@personal.ro,Hunedoara,0254-770630
Sânzieni,primaria.sanzieni@polyp.ro,Covasna,0267-366019
Sârbeni,primariacomuneisirbeni@yahoo.com,Teleorman,0247-459105
Sârbi,primariasirbi@yahoo.com,Bihor,0259-328502
Săbăoani,primariasabaoani@yahoo.com,Neamt,0233-735009
Săbăreni,primariasabareni@yahoo.com,Giurgiu,0246-253293
Săcel,primariasacel@yahoo.com,Harghita,0266-221033
Săcel,primaria_sacel@yahoo.com,Maramures,0262-339201
Săcele,primaria_sacele@yahoo.com,Brasov,0268-276164
Săcele,primariasacele@yahoo.com,Constanta,0241-876005
Săcelu,primariasacelu@gmail.com,Gorj,0253-275502
Săceni,saceni_tr@yahoo.com,Teleorman,0247-337402
Săcueni,primaria.sacueni@cjbihor.ro,Bihor,0259-352194
Săcuieu,pi.secretarsacuieu@yahoo.com,Cluj,0264-257672
Săcădat,primaria.sacadat@cjbihor.ro,Bihor,0259-458239
Săcălaz,primaria_sacalaz@yahoo.com,Timis,0256-367101
Săcălăşeni,primaria_sacalaseni@yahoo.com,Maramures,0262-289333
Săcăşeni,primsacaseni@yahoo.com,Satu Mare,0261-822605
Săgeata,prim_sageata@yahoo.com,Buzau,0238-581168
Săhăteni,primariasahateni@yahoo.com,Buzau,0238-594137
Sălacea,primaria.salacea@cjbihor.ro,Bihor,0259-463014
Sălard,primaria.salard@cjbihor.ro,Bihor,0259-441049
Sălaşu De Sus,primariasalasudesus@yahoo.com,Hunedoara,0254-779501
Sălciile,salciile@prefecturaprahova.ro,Prahova,0244-444000
Sălcioara,primarie@salcioara.infoprimarie.ro,Dambovita,0245-723661
Sălcioara,primaria_salcioara@yahoo.com,Ialomita,0243-317341
Sălciua,primariasalciua@yahoo.com,Alba,
Sălcuţa,salcuta@cjdolj.ro,Dolj,0251-363006
Sălişte,secretarsaliste@yahoo.com,Sibiu,0269-553512
Săliştea,primaria_salistea@yahoo.com,Alba,0258-762101
Săliştea De Sus,primariasalistea@yahoo.com,Maramures,0262-338007
Sălsig,primaria_salsig@yahoo.com,Maramures,0262-267001
Sălătrucel,primariasalatrucel@yahoo.com,Valcea,0250-750031
Sălătrucu,primarie@salatrucu.cjarges.ro,Arges,0248-545013
Sănduleni,primariasanduleni@yahoo.com,Bacau,0234-335000
Sănduleşti,primaria.sandulesti@yahoo.com,Cluj,0264-280434
Săpânţa,p_sapanta@yahoo.com,Maramures,0262-372101
Sărata,reliaamelia@yahoo.com,Bacau,0234-214866
Sărmaş,primariasarmas@yahoo.com,Harghita,0266-350603
Sărmaşu,sarmasu@cjmures.ro,Mures,0265-421855
Săruleşti,com_sarulesti@yahoo.com,Buzau,0238-704206
Săruleşti,primaria_sarulesti@yahoo.com,Calarasi,0242-311935
Sărăţeni,primaria.sarateni.il@teletehnic.ro,Ialomita,0243-263164
Sărăţeni,sarateni@cjmures.ro,Mures,0265-573001
Săsciori,primariasasciori@yahoo.com,Alba,0258-741110
Săuca,primariasauca@yahoo.com,Satu Mare,0261-822865
Săuceşti,primariasaucesti@gmail.com,Bacau,0234-215131
Săuleşti,primaria_saulesti@yahoo.com,Gorj,0253-472126
Săveni,primaria_saveni@yahoo.com,Botosani,0231-541070
Săveni,primariasaveni@yahoo.com,Ialomita,0243-278299
Săvineşti,primasav@yahoo.com,Neamt,0233-281573
Săvârşin,primariasavarsin@yahoo.com,Arad,0257-557270
Săvădisla,primsav@yahoo.com,Cluj,0264-374271
Talea,primarietalea@yahoo.com,Prahova,0244-391600
Talpa,primaria_talpa@yahoo.com,Teleorman,0247-898255
Tamaseu,primariatamaseu@gmail.com,Bihor,
Tamaşi,primariatamasi@yahoo.com,Bacau,0234-225025
Tanacu,tanacu_primaria@yahoo.com,Vaslui,0235-345319
Tansa,cltansa@yahoo.com,Iasi,0232-325170
Tarcea,primaria.tarcea@cjbihor.ro,Bihor,0259-355807
Tarcău,primariatarcau@yahoo.com,Neamt,0233-240066
Tarna Mare,secretartarna@yahoo.com,Satu Mare,0261-832323
Tauţ,primariataut@gmail.com,Arad,0257-372222
Tazlău,primaria@tazlau.ro,Neamt,0233-298168
Teaca,primariateaca@gmail.com,Bistrita-Nasaud,0263-276124
Teasc,teasc@cjdolj.ro,Dolj,0251-370728
Tecuci,primtecuci@yahoo.com,Galati,0372-364111
Teiu,primarie@teiu.cjarges.ro,Arges,0248-689605
Teiuş,primaria_orasului_teius@yahoo.com,Alba,0258-851101
Teişani,primaria.teisani@yahoo.com,Prahova,0244-288207
Telciu,secretarprimaria_telciu@yahoo.com,Bistrita-Nasaud,0263-369004
Telega,primariatelega@yahoo.com,Prahova,0244-368468
Teleşti,sirbucostel@ymail.com,Gorj,0253-276482
Teliu,primariateliu@yahoo.com,Brasov,0268-518316
Teliucu Inferior,primariateliuc@gmail.com,Hunedoara,0254-738105
Terebeşti,primaria_terebesti@yahoo.com,Satu Mare,0261-875850
