cui,denumire,judet,tip_serviciu,nr_licenta,email
41680630,"TRANSPETRU SERV SRL
Albești",Constanta,iluminat,"Licenţă nr. 6969/31.10.2024 clasa 3
Valabilă până la data de 08.12.2028",
6604642,"INSTALCO A.G. SRL
Mangalia",Constanta,iluminat,"Licenţă nr. 7267/29.07.2025 clasa 3
Valabilă până la data de 24.06.2026",
16033411,GIALEXTRONIC SRL Galați,Galati,iluminat,"Licenţă nr. 7005/05.12.2024 clasa 3
Valabilă până la data de 15.07.2029",
16273589,MONICOM SRL Galați,Galati,iluminat,"Licenţă nr. 6034/14.10.2022 clasa 3
Valabilă până la data de 15.12.2026",
17108415,PRAMTUDAN SRL Galați,Galati,iluminat,"Licenţă nr. 5740/09.03.2022 clasa 3
Valabilă până la data de 11.10.2026",
20604508,"ELECTRONEST PREST SRL
Umbrărești",Galati,iluminat,"Licenţă nr. 6886/09.08.2024 clasa 3
Valabilă până la data de 19.06.2026",
35988245,ATRIA CONCEPT SRL Liești,Galati,iluminat,"Licenţă nr. 5573/01.11.2021 clasa 2
Valabilă până la data de 19.08.2026",
36270269,DISEZA EXPERT SRL Galați,Galati,iluminat,"Licenţă nr. 5826/02.05.2022 clasa 3
Valabilă până la data de 31.12.2026",
37052904,"TOTAL GREEN ELECTRIC
IFC SRL Galați",Galati,iluminat,"Licenţă nr. 6451/17.08.2023 clasa 3
Valabilă până la data de 12.12.2027",
44370285,"ELECTROGOVAL CONCEPT
SRL Matca",Galati,iluminat,"Licenţă nr. 6983/18.11.2024 clasa 3
Valabilă până la data de 05.07.2029",
16202472,"ELECTRO INSTAL SRL
Tulcea",Tulcea,iluminat,"Licenţă nr. 6285/02.05.2023 clasa 3
Valabilă până la data de 27.10.2027",
22653418,TOP ELECTRIC SRL Macin,Tulcea,iluminat,"Licenţă nr. 6038/14.10.2022 clasa 3
Valabilă până la data de 03.05.2027",
5973854,ALMAR ELECTRIC SRL Jijila,Tulcea,iluminat,"Licenţă nr. 7570/09.02.2026 clasa 3
Valabilă până la data de 31.10.2027",
18396090,"ELECTRO ANA PREST SERV
SRL Ruginești",Vrancea,iluminat,"Licenţă nr. 5999/31.08.2022 clasa 3
Valabilă până la data de 14.07.2027",
19537863,"ELECTRIC LIGHT SRL
Vârteșcoiu",Vrancea,iluminat,"Licenţă nr. 5839/20.05.2022 clasa 3
Valabilă până la data de 14.04.2027",
26499363,"CEPTER COMPANY SRL
Vulturu",Vrancea,iluminat,"Licenţă nr. 7341/02.09.2025 clasa 3
Valabilă până la data de 19.03.2030",
30459529,"PRESTĂRI SERVICII
CIORĂŞTI SRL Ciorăşti",Vrancea,iluminat,"Licenţă nr. 6959/25.10.2024 clasa 3
Valabilă până la data de 26.01.2029",
38596246,"SERVICIUL PUBLIC DE
ILUMINAT MUNICIPAL
ADJUD",Vrancea,iluminat,"Licenţă nr. 5458/16.08.2021 clasa 3
Valabilă până la data de 16.08.2026",
18812396,"SERVICIUL PUBLIC DE
EXPLOATARE A
PATRIMONIULUI AL
MUNICIPIULUI PITEȘTI",Arges,iluminat,"Licenţă nr. 4551/11.03.2024 clasa 2
Valabilă până la data de 21.03.2029",
43208430,"LIGHT ENERGY SYSTEM
SRL Câmpulung",Arges,iluminat,"Licenţă nr. 6791/20.05.2024 clasa 3
Valabilă până la data de 03.06.2027",
25680506,"ALEX MIH TRANS
ELECTRIC SRL Cocu",Arges,iluminat,"Licenţă nr. 6070/07.11.2022 clasa 3
Valabilă până la data de 29.07.2027",
27280093,"SERVICII EDILITARE
PENTRU COMUNITATE
MIOVENI SRL Mioveni",Arges,iluminat,"Licenţă nr. 5867/20.06.2022 clasa 3
Valabilă până la data de 03.05.2027",
27300824,"SALUBRITATE PUBLICĂ
URBANĂ CURTEA DE
ARGEȘ SRL Curtea de Argeș",Arges,iluminat,"Licenţă nr. 7002/05.12.2024 clasa 3
Valabilă până la data de 05.11.2029",
30244058,"ELECTROCONSTRUCT
DEPOZIT SRL Bărăști,
Cicănești",Arges,iluminat,"Licenţă nr. 6263/04.04.2023 clasa 3
Valabilă până la data de 09.06.2027",
32110176,"MGM UNIC ELECTRO
IMPEX SRL Geamăna, Bradu",Arges,iluminat,"Licenţă nr. 6980/15.11.2024 clasa 2
Valabilă până la data de 30.10.2029",
33140124,"DAC AUTO SPEDITION SRL
Oarja",Arges,iluminat,"Licenţă nr. 6012/03.10.2022 clasa 3
Valabilă până la data de 21.07.2027",
35001521,"DATA STARTER
MANAGEMENT SRL Bârla",Arges,iluminat,"Licenţă nr. 5680/01.02.2022 clasa 3
Valabilă până la data de 29.12.2026",
41206866,"ELECTRIK BUILDING GAM
SRL Bradu",Arges,iluminat,"Licenţă nr. 6227/03.03.2023 clasa 3
Valabilă până la data de 24.05.2027",
5312305,"ENERGO PREST COMPANY
SRL Pitești",Arges,iluminat,"Licenţă nr. 7519/20.01.2026 clasa 3
Valabilă până la data de 11.11.2030",
17759707,PROINSTAL SRL Călărași,Calarasi,iluminat,"Licenţă nr. 7107/28.02.2025 clasa 2
Valabilă până la data de 10.01.2030",
30818568,"ECOSAL SERVICII
OLTENITA SRL Oltenița",Calarasi,iluminat,"Licenţă nr. 6854/17.07.2024 clasa 3
Valabilă până la data de 16.04.2029",
16869469,"EURO-AUDIT SERVICE SRL
Târgoviște",Dambovita,iluminat,"Licenţă nr. 7128/20.03.2025 clasa 1
Valabilă până la data de 19.08.2029",
30531586,"SERVICII COMUNITARE DE
UTILITĂȚI PUBLICE
PUCIOASA SCUP SRL
Pucioasa",Dambovita,iluminat,"Licenţă nr. 6042/24.10.2022 clasa 3
Valabilă până la data de 02.11.2027",
39450469,"SERVICII PUBLICE
MUNICIPALE TÂRGOVIȘTE
SRL Târgoviște",Dambovita,iluminat,"Licenţă nr. 6680/13.02.2024 clasa 2
Valabilă până la data de 27.12.2028",
917713,"AMIRAS C&L IMPEX SRL
Târgoviște",Dambovita,iluminat,"Licenţă nr. 6318/24.05.2023 clasa 1
Valabilă până la data de 10.03.2028",
29780028,"GIURGIU SERVICII
PUBLICE SA Giurgiu",Giurgiu,iluminat,"Licenţă nr. 7454/03.12.2025 clasa 2
Valabilă până la data de 04.02.2030",
27939594,ROMSERV IT SRL Slobozia,Ialomita,iluminat,"Licenţă nr. 7255/26.06.2025 clasa 3
Valabilă până la data de 25.05.2028",
32564385,"DIRECȚIA DE
ADMINISTRARE A
DOMENIULUI PUBLIC ȘI
PRIVAT FETEȘTI",Ialomita,iluminat,"Licenţă nr. 5773/29.03.2022 clasa 3
Valabilă până la data de 29.03.2027",
39618059,"FLAMEN EXPERT SRL
Slobozia",Ialomita,iluminat,"Licenţă nr. 6556/23.11.2023 clasa 3
Valabilă până la data de 05.09.2028",
7326960,"DIRECȚIA DE
ADMINISTRARE A
DOMENIULUI PUBLIC
Slobozia",Ialomita,iluminat,"Licenţă nr. 6392/14.07.2023 clasa 2
Valabilă până la data de 26.05.2027",
17707147,BRANS COM SRL Urlați,Prahova,iluminat,"Licenţă nr. 7166/05.05.2025 clasa 3
Valabilă până la data de 28.03.2026",
27958383,"VASGEO ELECTRICA SRL
Vălenii de Munte",Prahova,iluminat,"Licenţă nr. 6259/04.04.2023 clasa 3
alabilă până la data de 30.05.2027",
36923015,"SIGAB ENERGY LINE SRL
Lipănești",Prahova,iluminat,"Licenţă nr. 5739/09.03.2022 clasa 3
Valabilă până la data de 01.11.2026",
3755713,"GENERAL ME.EL ELECTRIC
SRL Băicoi",Prahova,iluminat,"Licenţă nr. 7142/10.04.2025 clasa 2
Valabilă până la data de 11.04.2028",
5407430,"ELECTROCONSTRUCT SRL
Ploiești",Prahova,iluminat,"Licenţă nr. 7197/26.05.2025 clasa 3
Valabilă până la data de 16.04.2029",
13924437,"ADMINISTRAȚIA
DOMENIULUI PUBLIC
Alexandria",Teleorman,iluminat,"Licenţă nr. 6338/06.06.2023 clasa 3
Valabilă până la data de 06.06.2028",
16713442,PROIECT GROUP SRL Nanov,Teleorman,iluminat,"Licenţă nr. 6756/12.04.2024 clasa 3
Valabilă până la data de 26.03.2028",
21311468,"PROELECTRO SRL Orbeasca
de Sus",Teleorman,iluminat,"Licenţă nr. 6180/17.02.2023 clasa 3
Valabilă până la data de 19.10.2027",
28268713,"URBANA SERV S.R.L.
Zimnicea",Teleorman,iluminat,"Licenţă nr. 6676/13.02.2024 clasa 3
Valabilă până la data de 31.12.2028",
17549527,ELCO SRL Craiova,Dolj,iluminat,"Licenţă nr. 7500/16.01.2026 clasa 3
Valabilă până la data de 27.09.2028",
17969431,ELTRIX SRL Craiova,Dolj,iluminat,"Licenţă nr. 6903/20.08.2024 clasa 3
Valabilă până la data de 09.07.2026",
18567319,MF ELECTRIC SRL Craiova,Dolj,iluminat,"Licenţă nr. 6370/21.06.2023 clasa 3
Valabilă până la data de 08.06.2028",
32695623,EMONTAJ AG SRL Craiova,Dolj,iluminat,"Licenţă nr. 6734/15.03.2024 clasa 3
Valabilă până la data de 11.01.2027",
32851854,VHE SERVICE SRL Craiova,Dolj,iluminat,"Licenţă nr. 7320/26.08.2025 clasa 3
Valabilă până la data de 23.05.2026",
33830310,"PLUS ELECTRIC &
LIGHTING SRL Craiova",Dolj,iluminat,"Licenţă nr. 7277/01.08.2025 clasa 2
Valabilă până la data de 27.11.2028",
14715935,"SERVICIUL PUBLIC DE
GOSPODĂRIRE COMUNAL
AL COMUNEI TURBUREA
Turburea",Gorj,iluminat,"Licenţă nr. 7025/18.12.2024 clasa 3
Valabilă până la data de 18.12.2029",
18513050,"ELPROMEX CONSULT SRL
Târgu Jiu",Gorj,iluminat,"Licenţă nr. 5823/20.04.2022 clasa 3
Valabilă până la data de 11.03.2027",
27295841,"EDILITARA PUBLICA SA
Târgu Jiu",Gorj,iluminat,"Licenţă nr. 7270/30.07.2025 clasa 2
Valabilă până la data de 14.04.2030",
36614451,ELDAN-BOG SRL Jupânești,Gorj,iluminat,"Licenţă nr. 7556/02.02.2026 clasa 3
Valabilă până la data de 08.11.2028",
41964100,"SERVICIUL DE ILUMINAT
PUBLIC AL ORAȘULUI
ROVINARI Rovinari",Gorj,iluminat,"Licenţă nr. 7125/20.03.2025 clasa 3
Valabilă până la data de 20.03.2030",
22146857,LUYY SERV SRL Strehaia,Mehedinti,iluminat,"Licenţă nr. 6091/24.11.2022 clasa 3
Valabilă până la data de 12.10.2027",
24356278,"EMRO CONSTRUCT SRL
Vânju Mare",Mehedinti,iluminat,"Licenţă nr. 7543/21.01.2026 clasa 3
Valabilă până la data de 11.05.2027",
28990188,FYLL TIME SRL Șvinița,Mehedinti,iluminat,"Licenţă nr. 7529/20.01.2026 clasa 3
Valabilă până la data de 12.09.2026",
32069484,"CAZNET COMUNICATION
SRL Dr. Tr. Severin",Mehedinti,iluminat,"Licenţă nr. 6972/31.10.2024 clasa 3
Valabilă până la data de 02.09.2026",
16559450,"COTURNIX C. SRL Strejeștii
de Sus",Olt,iluminat,"Licenţă nr. 6604/20.12.2023 clasa 3
Valabilă până la data de 21.09.2026",
18115577,"DIRECŢIA
ADMINISTRAREA
STRĂZILOR ŞI
ILUMINATULUI PUBLIC
Slatina",Olt,iluminat,"Licenţă nr. 6520/23.10.2023 clasa 2
Valabilă până la data de 23.10.2028",
21105247,"EURO DIVERS 2007 SRL
Slatina",Olt,iluminat,"Licenţă nr. 7078/13.02.2025 clasa 3
Valabilă până la data de 31.01.2027",
24303133,"PAN CONSTRUCT 2008 SRL
Drăgănești-Olt",Olt,iluminat,"Licenţă nr. 6735/15.03.2024 clasa 3
Valabilă până la data de 08.09.2028",
24724310,"TOTAL IND DESIGN SRL
Slătioara",Olt,iluminat,"Licenţă nr. 7481/16.12.2025 clasa 3
Valabilă până la data de 05.10.2027",
29432821,"BOGDAN BONIPLAST SRL
Slatina",Olt,iluminat,"Licenţă nr. 5776/29.03.2022 clasa 3
Valabilă până la data de 01.09.2026",
35310802,"GLOBALSERV ELIN SRL
Grădineri",Olt,iluminat,"Licenţă nr. 6108/13.12.2022 clasa 3
Valabilă până la data de 15.03.2027",
36419019,"RIBO ELECTRIC ALGLASS
SRL Valea Mare",Olt,iluminat,"Licenţă nr. 7124/20.03.2025 clasa 3
Valabilă până la data de 13.01.2027",
37461860,"ELECTROTIB CONS SRL
Slatina",Olt,iluminat,"Licenţă nr. 7141/10.04.2025 clasa 3
Valabilă până la data de 11.03.2028",
38823454,"SERVICII COMUNITARE
CORABIA SRL Corabia",Olt,iluminat,"Licenţă nr. 7029/18.12.2024 clasa 3
Valabilă până la data de 09.12.2029",
40556227,"CREATIV CONCEPT
ELECTRIC SRL Drăgănești Olt",Olt,iluminat,"Licenţă nr. 7474/12.12.2025 clasa 3
Valabilă până la data de 25.08.2026",
43751036,"BAD MAR ELECTRIC SRL
Drăgănești-Olt",Olt,iluminat,"Licenţă nr. 7198/26.05.2025 clasa 3
Valabilă până la data de 28.01.2027",
7343413,ANDCOR SRL CARACAL,Olt,iluminat,"Licenţă nr. 6161/27.01.2023 clasa 3
Valabilă până la data de 04.10.2027",
11735202,"COSELELECTRO SRL
Vlădești",Valcea,iluminat,"Licenţă nr. 6288/03.05.2023 clasa 3
Valabilă până la data de 07.02.2027",
15904010,TRIGON TEO S.R.L. Orlești,Valcea,iluminat,"Licenţă nr. 7006/05.12.2024 clasa 3
Valabilă până la data de 23.10.2029",
32834276,"ALINADI ELECTRIC SRL
Bălcești",Valcea,iluminat,"Licenţă nr. 7232/16.06.2025 clasa 3
Valabilă până la data de 30.04.2030",
35195029,"RST EXPERT SRL Râmnicu
Vâlcea",Valcea,iluminat,"Licenţă nr. 5871/22.06.2022 clasa 3
Valabilă până la data de 22.10.2026",
8859138,"VALORIS SRL Râmnicu
Vâlcea",Valcea,iluminat,"Licenţă nr. 7386/16.10.2025 clasa 3
Valabilă până la data de 11.09.2030",
9509173,"DIRECȚIA ADMINISTRĂRII
DOMENIULUI PUBLIC
Râmnicu Vâlcea",Valcea,iluminat,"Licenţă nr. 6519/23.10.2023 clasa 2
Valabilă până la data de 23.10.2028",
14870335,"PRECON ELECTRIC SRL
Arad",Arad,iluminat,"Licenţă nr. 5456/16.08.2021 clasa 3
Valabilă până la data de 18.06.2026",
15160492,"COSERI ELECTRIC CO SRL
Ineu",Arad,iluminat,"Licenţă nr. 6057/31.10.2022 clasa 3
Valabilă până la data de 14.07.2027",
35076259,DRAGOȘ VOLT SRL Cenad,Arad,iluminat,"Licenţă nr. 6827/18.06.2024 clasa 3
Valabilă până la data de 20.05.2026",
37830003,"STEMPLE POWER SRL
Chișineu-Criș",Arad,iluminat,"Licenţă nr. 6871/26.07.2024 clasa 3
Valabilă până la data de 28.05.2027",
38095792,"ELECTRO SISTEM MONTAJ
SRL Sebiș",Arad,iluminat,"Licenţă nr. 6768/25.04.2024 clasa 3
Valabilă până la data de 31.05.2028",
41889475,RO-BI VEST MONTANA SRL,Arad,iluminat,"Licenţă nr. 7233/17.06.2025 clasa 3
Valabilă până la data de 29.04.2027",
46567020,"AMPEROSO ELECTRIC LINE
SRL Neagra",Arad,iluminat,"Licenţă nr. 7401/23.10.2025 clasa 3
Valabilă până la data de 11.08.2026",
4721638,ELECTRICA SRL Arad,Arad,iluminat,"Licenţă nr. 7450/28.11.2025 clasa 3
Valabilă până la data de 21.11.2026",
9122494,"ELECTRO - CONSTRUCT
SRL Pecica",Arad,iluminat,"Licenţă nr. 7183/07.05.2025 clasa 3
Valabilă până la data de 12.08.2027",
15082947,"SERVICIUL PUBLIC –
DIRECȚIA PENTRU
ÎNTREȚINEREA ȘI
REPARAREA
PATRIMONIULUI
CONSILIULUI LOCAL,
SERVICIUL DE ILUMINAT
PUBLIC ȘI DESZĂPEZIRE
Reșița",Caras-Severin,iluminat,"Licenţă nr. 6561/04.12.2023 clasa 2
Valabilă până la data de 04.12.2028",
32064525,"SERVICIUL LOCAL DE
UTILITĂȚI PUBLICE Anina",Caras-Severin,iluminat,"Licenţă nr. 6494/22.09.2023 clasa 3
Valabilă până la data de 22.09.2028",
36727400,"SERVICIUL PUBLIC DE
SALUBRIZARE EZERIȘ",Caras-Severin,iluminat,"Licenţă nr. 5880/22.06.2022 clasa 3
Valabilă până la data de 22.06.2027",
38349408,"SERVICIUL DE ILUMINAT
PUBLIC AL ORAȘULUI
MOLDOVA – NOUĂ Moldova
Nouă",Caras-Severin,iluminat,"Licenţă nr. 6936/03.10.2024 clasa 3
Valabilă până la data de 03.10.2029",
38642644,"SERVICIUL DE ILUMINAT
PUBLIC CARANSEBEȘ
Caransebeș",Caras-Severin,iluminat,"Licenţă nr. 6445/10.08.2023 clasa 3
Valabilă până la data de 10.08.2028",
40593950,"SERVICIUL PUBLIC DE
GOSPODĂRIE COMUNALĂ
AL ORAȘULUI BĂILE
HERCULANE",Caras-Severin,iluminat,"Licenţă nr. 5333/19.04.2021 clasa 3
Valabilă până la data de 19.04.2026",
44623060,"TOTAL E-VIOLUMEN SRL
Prisaca Constantin Daicovociu",Caras-Severin,iluminat,"Licenţă nr. 7502/19.01.2026 clasa 3
Valabilă până la data de 07.04.2028",
13835151,CORAL MILBO SRL Petroșani,Hunedoara,iluminat,"Licenţă nr. 7553/02.02.2026 clasa 3
Valabilă până la data de 29.10.2026",
18136910,"TOTAL
TELECOMUNICATIONS SRL
Vulcan",Hunedoara,iluminat,"Licenţă nr. 7354/16.09.2025 clasa 3
Valabilă până la data de 02.06.2027",
19332906,RODO INSTAL SRL Șoimuș,Hunedoara,iluminat,"Licenţă nr. 6393/14.07.2023 clasa 3
Valabilă până la data de 07.04.2027",
22063719,ROBERT INSTAL SRL Hațeg,Hunedoara,iluminat,"Licenţă nr. 5769/28.03.2022 clasa 3
Valabilă până la data de 23.12.2026",
23147630,"FCS ELECTROCOLD SRL
Baldovin, Baia de Criș",Hunedoara,iluminat,"Licenţă nr. 5952/12.08.2022 clasa 3
Valabilă până la data de 29.06.2027",
27623825,"ROMGLOBAL PREST SRL
Ciula Mică",Hunedoara,iluminat,"Licenţă nr. 7572/10.02.2026 clasa 3
Valabilă până la data de 30.09.2030",
27809411,"RIBIȚA 2010 SERVCOM SRL
Ribița",Hunedoara,iluminat,"Licenţă nr. 7573/10.02.2026 clasa 3
Valabilă până la data de 07.07.2030",
36279055,"YME ELECTRICAL
CONSTRUCTION SRL Burjuc",Hunedoara,iluminat,"Licenţă nr. 6740/25.03.2024 clasa 3
Valabilă până la data de 13.09.2026",
3683903,"SERVICIUL PUBLIC DE
GOSPODĂRIE COMUNALĂ
BARU",Hunedoara,iluminat,"Licenţă nr. 5502/23.09.2021 clasa 3
Valabilă până la data de 23.09.2026",
45726950,"BIO GREEN POWER
SOLUTIONS SRL Luncoiu de
Jos",Hunedoara,iluminat,"Licenţă nr. 7266/29.07.2025 clasa 3
Valabilă până la data de 13.05.2026",
8307982,"DIACOM PRESTCOM SRL
Lupeni",Hunedoara,iluminat,"Licenţă nr. 6344/12.06.2023 clasa 2
Valabilă până la data de 15.02.2027",
9881710,"VECTRA SERV TRANS SRL
Hunedoara",Hunedoara,iluminat,"Licenţă nr. 7546/30.01.2026 clasa 3
Valabilă până la data de 08.04.2029",
13108765,ELBA-COM SA Timişoara,Timis,iluminat,"Licenţă nr. 5942/28.07.2022 clasa 2
Valabilă până la data de 28.07.2027",
14440400,"ELTAL GROUP SRL Moșnița
Nouă",Timis,iluminat,"Licenţă nr. 6981/15.11.2024 clasa 3
Valabilă până la data de 15.11.2029",
14682285,DANNYS-MD SRL Lugoj,Timis,iluminat,"Licenţă nr. 7541/21.01.2026 clasa 3
Valabilă până la data de 31.12.2028",
14955555,"OTC ELECTRICAL SRL
Timișoara",Timis,iluminat,"Licenţă nr. 7488/17.12.2025 clasa 3
Valabilă până la data de 11.11.2026",
1816318,ELBA SA Timişoara,Timis,iluminat,"Licenţă nr. 6133/04.01.2023 clasa 2
Valabilă până la data de 25.01.2028",
19002568,M.D. ELECTRIC SRL Lugoj,Timis,iluminat,"Licenţă nr. 7184/07.05.2025 clasa 3
Valabilă până la data de 27.03.2026",
23090576,"ORION ELECTRIC SRL
Jimbolia",Timis,iluminat,"Licenţă nr. 7483/16.12.2025 clasa 3
Valabilă până la data de 11.12.2026",
24391615,"VOLT COMPANY Sânnicolau
Mare",Timis,iluminat,"Licenţă nr. 7294/05.08.2025 clasa 3
Valabilă până la data de 17.03.2026",
2490570,"SOCIETATEA DE
TRANSPORT PUBLIC
TIMIȘOARA SA Timișoara",Timis,iluminat,"Licenţă nr. 6508/03.10.2023 clasa 1
Valabilă până la data de 01.09.2028",
30648102,"XELA - INSTAL SRL Moșnița
Nouă",Timis,iluminat,"Licenţă nr. 7563/03.02.2026 clasa 3
Valabilă până la data de 31.12.2026",
3161911,"ELECTORPROD TIM SRL
Timișoara",Timis,iluminat,"Licenţă nr. 7355/17.09.2025 clasa 3
Valabilă până la data de 05.07.2029",
33372272,"BANAT ELECTRIC
COMPANY SRL Șandra",Timis,iluminat,"Licenţă nr. 5967/16.08.2022 clasa 2
Valabilă până la data de 21.07.2027",
36527681,"G1 VF ROCONSULT SRL
Visag Victor Vlad Delamarina",Timis,iluminat,"Licenţă nr. 6862/17.07.2024 clasa 2
Valabilă până la data de 12.06.2028",
39483350,"CONSILIUL LOCAL FĂGET-
GOSPODĂRIA
ORĂȘENEASCĂ Lugoj",Timis,iluminat,"Licenţă nr. 7179/07.05.2025 clasa 3
Valabilă până la data de 07.05.2030",
40809214,"SERVICIUL PUBLIC DE
GOSPODĂRIRE COMUNALĂ
LENAUHEIM",Timis,iluminat,"Licenţă nr. 5607/08.12.2021 clasa 3
Valabilă până la data de 08.12.2026",
13663102,ELECTROFOR SRL Oradea,Bihor,iluminat,"Licenţă nr. 6026/05.10.2022 clasa 3
Valabilă până la data de 31.08.2027",
14550810,TONY INSTAL SRL Oradea,Bihor,iluminat,"Licenţă nr. 6316/24.05.2023 clasa 3
Valabilă până la data de 18.04.2026",
16376681,ELESAL SRL Salonta,Bihor,iluminat,"Licenţă nr. 6348/12.06.2023 clasa 2
Valabilă până la data de 31.12.2027",
17602833,MARDION SRL Oradea,Bihor,iluminat,"Licenţă nr. 6603/20.12.2023 clasa 3
Valabilă până la data de 21.12.2027",
18684386,"INSERT SISTEM SRL Petreu
Abrămuț",Bihor,iluminat,"Licenţă nr. 6857/17.07.2024 clasa 3
Valabilă până la data de 15.05.2027",
24734055,"AGENȚIA DE DEZVOLTARE
LOCALĂ ORADEA SA",Bihor,iluminat,"Licenţă nr. 5413/15.07.2021 clasa 2
Valabilă până la data de 12.07.2026",
25040710,"SERVICIUL PUBLIC DE
ALIMENTARE CU APĂ,
CANALIZARE ŞI
SALUBRIZARE Marghita",Bihor,iluminat,"Licenţă nr. 5228/15.12.2025 clasa 3
Valabilă până la data de 28.11.2030",
25269161,ENERGOVAT SRL Beiuș,Bihor,iluminat,"Licenţă nr. 6751/03.04.2024 clasa 3
Valabilă până la data de 13.02.2029",
29595527,"SERVICII PUBLICE,
AGREMENT ȘI
SALUBRITATE SPAS SA
Sânmartin",Bihor,iluminat,"Licenţă nr. 6006/21.09.2022 clasa 3
Valabilă până la data de 02.09.2027",
30684458,"DAVAL CONSTRUCT SRL
Valea de Jos",Bihor,iluminat,"Licenţă nr. 6127/04.01.2023 clasa 3
Valabilă până la data de 31.08.2027",
31467511,URBANLED SRL Oradea,Bihor,iluminat,"Licenţă nr. 7403/24.10.2025 clasa 3
Valabilă până la data de 25.05.2027",
5181536,"INTER - PAL SERVICII SRL
Diosig",Bihor,iluminat,"Licenţă nr. 7262/29.07.2025 clasa 2
Valabilă până la data de 01.02.2030",
12747302,"DELTIC-INSTAL SRL Prundu
Bârgăului",Bistrita-Nasaud,iluminat,"Licenţă nr. 6283/02.05.2023 clasa 3
Valabilă până la data de 07.07.2027",
17791368,"ELECTROTRUST SRL
Rebrișoara",Bistrita-Nasaud,iluminat,"Licenţă nr. 5682/03.02.2022 clasa 3
Valabilă până la data de 06.12.2026",
7782958,"ELECTRO-URSA SERVCOM
SRL Bistrița",Bistrita-Nasaud,iluminat,"Licenţă nr. 6754/12.04.2024 clasa 3
Valabilă până la data de 14.11.2027",
17998658,"AMPER GRUP SRL Cluj
Napoca",Cluj,iluminat,"Licenţă nr. 5472/27.08.2021 clasa 2
Valabilă până la data de 27.08.2026",
18331490,ELECTROSAN SRL Gilău,Cluj,iluminat,"Licenţă nr. 6940/14.10.2024 clasa 3
Valabilă până la data de 01.02.2029",
18428086,ELECTRIC LINE SRL Huedin,Cluj,iluminat,"Licenţă nr. 7339/01.09.2025 clasa 3
Valabilă până la data de 07.07.2026",
18613318,TORVILL SRL Turda,Cluj,iluminat,"Licenţă nr. 6614/19.01.2024 clasa 3
Valabilă până la data de 30.05.2028",
2013330,"TERMOFICARE NAPOCA SA
Cluj Napoca",Cluj,iluminat,"Licenţă nr. 6220/03.03.2023 clasa 1
Valabilă până la data de 10.08.2027",
226742,"INVEST SERVICII
COMERCIALE SRL Dej",Cluj,iluminat,"Licenţă nr. 5397/11.04.2025 clasa 2
Valabilă până la data de 12.04.2026",
31057422,SIRENO IMPIANTI SRL Dej,Cluj,iluminat,"Licenţă nr. 7307/20.08.2025 clasa 3
Valabilă până la data de 03.09.2029",
31775287,"LEDTRADING S.R.L. Cluj
Napoca",Cluj,iluminat,"Licenţă nr. 5808/19.04.2022 clasa 3
Valabilă până la data de 18.02.2027",
34822987,LKY SOLUTIONS SRL Baciu,Cluj,iluminat,"Licenţă nr. 7349/10.09.2025 clasa 3
Valabilă până la data de 14.05.2028",
36095745,"ELUX ELECTRICS SRL
Poieni",Cluj,iluminat,"Licenţă nr. 6997/28.11.2024 clasa 3
Valabilă până la data de 04.11.2026",
37272012,"PRO ELECTRIC TEAM SRL –
D Cluj-Napoca",Cluj,iluminat,"Licenţă nr. 7264/29.07.2025 clasa 3
Valabilă până la data de 07.03.2028",
6799161,"NEON LIGHTING SRL Cluj
Napoca",Cluj,iluminat,"Licenţă nr. 7154/11.04.2025 clasa 2
Valabilă până la data de 13.03.2030",
9612682,ROMMEDIA EXIM SRL Baciu,Cluj,iluminat,"Licenţă nr. 6262/04.04.2023 clasa 3
Valabilă până la data de 04.11.2027",
18608575,"ILNIC ELECTRIC SRL
Merișor Tăuții-Măgherăuș",Maramures,iluminat,"Licenţă nr. 6199/20.02.2023 clasa 2
Valabilă până la data de 29.06.2027",
19835401,TRI EM SERV SRL Seini,Maramures,iluminat,"Licenţă nr. 6281/02.05.2023 clasa 3
Valabilă până la data de 02.02.2027",
21105808,"SERVICIUL DE UTILITĂȚI
PUBLICE BORȘA",Maramures,iluminat,"Licenţă nr. 6290/03.05.2023 clasa 3
Valabilă până la data de 03.05.2028",
22365911,"ELECTRIK SERVICE
CONSTRUCT SRL Baia Mare",Maramures,iluminat,"Licenţă nr. 7173/06.05.2025 clasa 3
Valabilă până la data de 13.12.2027",
25073067,"BYG EUROHAZARD SRL
Vișeu de Jos",Maramures,iluminat,"Licenţă nr. 6073/09.11.2022 clasa 3
Valabilă până la data de 05.04.2027",
30323445,"ROLY & DENY ELECTRIC
SRL Vișeu de Sus",Maramures,iluminat,"Licenţă nr. 6861/17.07.2024 clasa 3
Valabilă până la data de 09.05.2028",
31237334,VOLTELECT LINE SRL Recea,Maramures,iluminat,"Licenţă nr. 7026/18.12.2024 clasa 3
Valabilă până la data de 01.07.2027",
36672487,"RGB ENERGY TEAM SRL
Sighetu Marmației",Maramures,iluminat,"Licenţă nr. 6317/24.05.2023 clasa 3
Valabilă până la data de 23.02.2028",
43502493,"IANFER ELECTRIC SRL Baia
Mare",Maramures,iluminat,"Licenţă nr. 7121/19.03.2025 clasa 3
Valabilă până la data de 04.03.2030",
